QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,QFCD3MCX,QFCD_MCX,FONPURCH,INTAWAY,INTAWAY_,INTAWYX,INTAWYX_,FONCARDX,FONC_RDX
20171,03570751,11,0,1,,A,,,A,,A,,A
20171,03570761,33,0,1,,A,,,A,,A,,A
20171,03570801,37,0,1,,A,,,A,,A,,A
20171,03570821,34,0,1,,A,,,A,,A,,A
20171,03570841,28,0,1,,A,,,A,,A,,A
20171,03570851,16,0,1,,A,,,A,,A,,A
20171,03570861,19,0,1,,A,,,A,,A,,A
20171,03570881,10,0,1,,A,,,A,,A,,A
20171,03570891,16,0,1,,A,,,A,,A,,A
20171,03570901,56,0,1,,A,,,A,,A,,A
20171,03570911,24,0,1,21,D,,,A,,A,,A
20171,03570931,9,0,1,,A,,,A,,A,,A
20171,03570951,7,0,1,,A,,,A,,A,,A
20171,03570981,21,0,1,,A,,,A,,A,,A
20171,03570991,33,0,1,,A,,,A,,A,,A
20171,03571001,27,0,1,,A,,,A,,A,,A
20171,03571011,23,0,1,,A,,,A,,A,,A
20171,03571021,29,0,1,,A,,,A,,A,,A
20171,03571054,9,0,1,,A,,,A,,A,,A
20171,03571061,21,0,1,,A,,,A,,A,,A
20171,03571081,18,0,1,,A,,,A,,A,,A
20171,03571101,50,0,1,,A,,,A,,A,,A
20171,03571141,21,0,1,,A,,,A,,A,,A
20171,03571161,14,0,1,,A,,,A,,A,,A
20171,03571171,21,0,1,,A,,,A,,A,,A
20171,03571181,14,0,1,,A,,,A,,A,,A
20171,03571212,21,0,1,,A,,,A,,A,,A
20171,03571221,10,0,1,,A,,,A,,A,,A
20171,03571251,27,0,1,,A,,,A,,A,,A
20171,03571261,13,0,1,,A,,,A,,A,,A
20171,03571271,18,0,1,,A,,,A,,A,,A
20171,03571291,10,0,1,,A,,,A,,A,,A
20171,03571341,32,0,1,,A,,,A,,A,,A
20171,03571361,53,0,1,,A,,,A,,A,,A
20171,03571371,18,0,1,,A,,,A,,A,,A
20171,03571401,17,0,1,,A,,,A,,A,,A
20171,03571411,45,0,1,,A,,,A,,A,,A
20171,03571431,41,0,1,,A,,,A,,A,,A
20171,03571471,43,0,1,,A,,,A,,A,,A
20171,03571481,10,0,1,,A,,,A,,A,,A
20171,03571511,15,0,1,,A,,,A,,A,,A
20171,03571541,22,0,1,,A,,,A,,A,,A
20171,03571551,32,0,1,,A,,,A,,A,,A
20171,03571581,28,0,1,,A,,,A,,A,,A
20171,03571591,16,0,1,,A,,,A,,A,,A
20171,03571611,19,0,1,,A,,,A,,A,,A
20171,03571621,15,0,1,,A,,,A,,A,,A
20171,03571631,44,0,1,,A,,,A,,A,,A
20171,03571651,23,0,1,,A,,,A,,A,,A
20171,03571671,15,0,1,,A,,,A,,A,,A
20171,03571691,19,0,1,,A,,,A,,A,,A
20171,03571714,44,0,1,,A,,,A,,A,,A
20171,03571731,17,0,1,,A,,,A,,A,,A
20171,03571741,14,0,1,,A,,,A,,A,,A
20171,03571751,12,0,1,,A,,,A,,A,,A
20171,03571761,20,0,1,,A,,,A,,A,,A
20171,03571774,16,0,1,,A,,,A,,A,,A
20171,03571791,12,0,1,,A,,,A,,A,,A
20171,03571811,16,0,1,,A,,,A,,A,,A
20171,03571831,46,0,1,,A,,,A,,A,,A
20171,03571851,14,0,1,,A,,,A,,A,,A
20171,03571861,29,0,1,,A,,,A,,A,,A
20171,03571871,23,0,1,,A,,,A,,A,,A
20171,03571881,37,0,1,,A,,,A,,A,,A
20171,03571891,58,0,1,,A,,,A,,A,,A
20171,03571911,18,0,1,,A,,,A,,A,,A
20171,03571921,18,0,1,,A,,,A,,A,,A
20171,03571931,48,0,1,,A,,,A,,A,,A
20171,03571951,18,0,1,,A,,,A,,A,,A
20171,03571961,20,0,1,,A,,,A,,A,,A
20171,03571971,24,0,1,,A,,,A,,A,,A
20171,03572001,28,0,1,60,D,,,A,,A,,A
20171,03572021,22,0,1,,A,,,A,,A,,A
20171,03572033,24,0,1,,A,,,A,,A,,A
20171,03572081,12,0,1,,A,,,A,,A,,A
20171,03572121,17,0,1,,A,,,A,,A,,A
20171,03572151,67,0,1,,A,,,A,,A,,A
20171,03572191,52,0,1,,A,,,A,,A,,A
20171,03572221,26,0,1,,A,,,A,,A,,A
20171,03572261,14,0,1,,A,,,A,,A,,A
20171,03572281,47,0,1,,A,,,A,,A,,A
20171,03572291,28,0,1,,A,,,A,,A,,A
20171,03572301,28,0,1,,A,,,A,,A,,A
20171,03572311,21,0,1,,A,,,A,,A,,A
20171,03572341,34,0,1,,A,,,A,,A,,A
20171,03572361,34,0,1,,A,,,A,,A,,A
20171,03572381,16,0,1,,A,,,A,,A,,A
20171,03572391,4,0,1,,A,,,A,,A,,A
20171,03572421,20,0,1,,A,,,A,,A,,A
20171,03572491,37,0,1,,A,,,A,,A,,A
20171,03572501,27,0,1,,A,,,A,,A,,A
20171,03572511,20,0,1,,A,,,A,,A,,A
20171,03572531,26,0,1,,A,,,A,,A,,A
20171,03572561,55,0,1,,A,,,A,,A,,A
20171,03572581,13,0,1,,A,,,A,,A,,A
20171,03572592,18,0,1,,A,,,A,,A,,A
20171,03572621,20,0,1,,A,,,A,,A,,A
20171,03572631,25,0,1,65,F,,,A,,A,,A
20171,03572641,30,0,1,,A,,,A,,A,,A
20171,03572671,22,0,1,,A,,,A,,A,,A
20171,03572681,18,0,1,,A,,,A,,A,,A
20171,03572701,30,0,1,,A,,,A,,A,,A
20171,03572721,31,0,1,,A,,,A,,A,,A
20171,03572761,29,0,1,,A,,,A,,A,,A
20171,03572771,33,0,1,,A,,,A,,A,,A
20171,03572781,23,0,1,,A,,,A,,A,,A
20171,03572791,17,0,1,,A,,,A,,A,,A
20171,03572801,19,0,1,40,D,,,A,,A,,A
20171,03572811,25,0,1,0,D,,,A,,A,,A
20171,03572831,10,0,1,,A,,,A,,A,,A
20171,03572851,8,0,1,250,D,,,A,,A,,A
20171,03572881,47,0,1,,A,,,A,,A,,A
20171,03572901,18,0,1,,A,,,A,,A,,A
20171,03572921,22,0,1,,A,,,A,,A,,A
20171,03572931,18,0,1,,A,,,A,,A,,A
20171,03572961,23,0,1,,A,,,A,,A,,A
20171,03572971,50,0,1,,A,,,A,,A,,A
20171,03573001,10,0,1,,A,,,A,,A,,A
20171,03573012,27,0,1,160,D,,,A,,A,,A
20171,03573021,30,0,1,,A,,,A,,A,,A
20171,03573031,22,0,1,,A,,,A,,A,,A
20171,03573051,23,0,1,,A,,,A,,A,,A
20171,03573071,24,0,1,,A,,,A,,A,,A
20171,03573091,30,0,1,,A,,,A,,A,,A
20171,03573121,26,0,1,,A,,,A,,A,,A
20171,03573131,22,0,1,,A,,,A,,A,,A
20171,03573141,20,0,1,,A,,,A,,A,,A
20171,03573171,8,0,1,,A,,,A,,A,,A
20171,03573211,33,0,1,,A,,,A,,A,,A
20171,03573251,23,0,1,,A,,,A,,A,,A
20171,03573262,32,0,1,,A,,,A,,A,,A
20171,03573271,14,0,1,,A,,,A,,A,,A
20171,03573291,18,0,1,,A,,,A,,A,,A
20171,03573301,30,0,1,,A,,,A,,A,,A
20171,03573311,26,0,1,,A,,,A,,A,,A
20171,03573323,49,0,1,,A,,,A,,A,,A
20171,03573331,25,0,1,,A,,,A,,A,,A
20171,03573351,28,0,1,,A,,,A,,A,,A
20171,03573361,11,0,1,,A,,,A,,A,,A
20171,03573411,25,0,1,30,D,,,A,,A,,A
20171,03573421,49,0,1,,A,,,A,,A,,A
20171,03573442,31,0,1,,A,,,A,,A,,A
20171,03573461,22,0,1,,A,,,A,,A,,A
20171,03573491,9,0,1,,A,,,A,,A,,A
20171,03573504,13,0,1,,A,,,A,,A,,A
20171,03573541,19,0,1,,A,,,A,,A,,A
20171,03573551,14,0,1,,A,,,A,,A,,A
20171,03573571,20,0,1,,A,,,A,,A,,A
20171,03573581,24,0,1,,A,,,A,,A,,A
20171,03573601,18,0,1,,A,,,A,,A,,A
20171,03573611,27,0,1,,A,,,A,,A,,A
20171,03573632,14,0,1,,A,,,A,,A,,A
20171,03573641,17,0,1,,A,,,A,,A,,A
20171,03573651,27,0,1,,A,,,A,,A,,A
20171,03573661,29,0,1,,A,,,A,,A,,A
20171,03573671,18,0,1,,A,,,A,,A,,A
20171,03573701,15,0,1,,A,,,A,,A,,A
20171,03573711,16,0,1,,A,,,A,,A,,A
20171,03573741,23,0,1,,A,,,A,,A,,A
20171,03573751,7,0,1,,A,,,A,,A,,A
20171,03573771,14,0,1,,A,,,A,,A,,A
20171,03573781,22,0,1,,A,,,A,,A,,A
20171,03573801,9,0,1,,A,,,A,,A,,A
20171,03573811,23,0,1,,A,,,A,,A,,A
20171,03573821,17,0,1,,A,,,A,,A,,A
20171,03573851,11,0,1,,A,,,A,,A,,A
20171,03573861,28,0,1,,A,,,A,,A,,A
20171,03573901,22,0,1,,A,,,A,,A,,A
20171,03573921,30,0,1,,A,,,A,,A,,A
20171,03573941,26,0,1,,A,,,A,,A,,A
20171,03573951,9,0,1,,A,,,A,,A,,A
20171,03573961,41,0,1,,A,,,A,,A,,A
20171,03573971,14,0,1,,A,,,A,,A,,A
20171,03573981,11,0,1,,A,,,A,,A,,A
20171,03573991,16,0,1,,A,,,A,,A,,A
20171,03574001,34,0,1,,A,,,A,,A,,A
20171,03574021,18,0,1,,A,,,A,,A,,A
20171,03574041,45,0,1,,A,,,A,,A,,A
20171,03574051,17,0,1,,A,,,A,,A,,A
20171,03574061,16,0,1,,A,,,A,,A,,A
20171,03574071,34,0,1,,A,,,A,,A,,A
20171,03574081,19,0,1,,A,,,A,,A,,A
20171,03574101,6,0,1,,A,,,A,,A,,A
20171,03574111,9,0,1,,A,,,A,,A,,A
20171,03574131,15,0,1,,A,,,A,,A,,A
20171,03574151,45,0,1,,A,,,A,,A,,A
20171,03574171,17,0,1,,A,,,A,,A,,A
20171,03574181,18,0,1,,A,,,A,,A,,A
20171,03574191,22,0,1,,A,,,A,,A,,A
20171,03574201,22,0,1,,A,,,A,,A,,A
20171,03574211,20,0,1,,A,,,A,,A,,A
20171,03574241,80,0,1,,A,,,A,,A,,A
20171,03574261,17,0,1,,A,,,A,,A,,A
20171,03574271,38,0,1,,A,,,A,,A,,A
20171,03574301,13,0,1,,A,,,A,,A,,A
20171,03574311,25,0,1,,A,,,A,,A,,A
20171,03574321,27,0,1,,A,,,A,,A,,A
20171,03574331,24,0,1,,A,,,A,,A,,A
20171,03574361,15,0,1,,A,,,A,,A,,A
20171,03574371,28,0,1,,A,,,A,,A,,A
20171,03574381,23,0,1,35,D,,,A,,A,,A
20171,03574391,30,0,1,,A,,,A,,A,,A
20171,03574401,28,0,1,,A,,,A,,A,,A
20171,03574411,11,0,1,,A,,,A,,A,,A
20171,03574441,15,0,1,,A,,,A,,A,,A
20171,03574451,42,0,1,,A,,,A,,A,,A
20171,03574461,16,0,1,,A,,,A,,A,,A
20171,03574471,38,0,1,,A,,,A,,A,,A
20171,03574491,27,0,1,,A,,,A,,A,,A
20171,03574511,39,0,1,,A,,,A,,A,,A
20171,03574521,13,0,1,,A,,,A,,A,,A
20171,03574533,27,0,1,,A,,,A,,A,,A
20171,03574541,25,0,1,,A,,,A,,A,,A
20171,03574571,42,0,1,,A,,,A,,A,,A
20171,03574601,49,0,1,,A,,,A,,A,,A
20171,03574631,18,0,1,,A,,,A,,A,,A
20171,03574641,27,0,1,,A,,,A,,A,,A
20171,03574661,18,0,1,,A,,,A,,A,,A
20171,03574671,12,0,1,,A,,,A,,A,,A
20171,03574691,30,0,1,,A,,,A,,A,,A
20171,03574721,27,0,1,,A,,,A,,A,,A
20171,03574731,25,0,1,,A,,,A,,A,,A
20171,03574751,39,0,1,,A,,,A,,A,,A
20171,03574791,49,0,1,,A,,,A,,A,,A
20171,03574811,48,0,1,,A,,,A,,A,,A
20171,03574821,24,0,1,,A,,,A,,A,,A
20171,03574851,8,0,1,,A,,,A,,A,,A
20171,03574871,17,0,1,,A,,,A,,A,,A
20171,03574901,56,0,1,,A,,,A,,A,,A
20171,03574911,17,0,1,,A,,,A,,A,,A
20171,03574931,20,0,1,,A,,,A,,A,,A
20171,03574941,30,0,1,,A,,,A,,A,,A
20171,03574951,16,0,1,,A,,,A,,A,,A
20171,03574961,18,0,1,,A,,,A,,A,,A
20171,03574971,16,0,1,,A,,,A,,A,,A
20171,03574991,15,0,1,,A,,,A,,A,,A
20171,03575001,18,0,1,,A,,,A,,A,,A
20171,03575011,46,0,1,,A,,,A,,A,,A
20171,03575024,11,0,1,,A,,,A,,A,,A
20171,03575031,11,0,1,,A,,,A,,A,,A
20171,03575063,18,0,1,,A,,,A,,A,,A
20171,03575091,26,0,1,,A,,,A,,A,,A
20171,03575161,91,0,1,,A,,,A,,A,,A
20171,03575171,29,0,1,,A,,,A,,A,,A
20171,03575191,20,0,1,,A,,,A,,A,,A
20171,03575211,21,0,1,,A,,,A,,A,,A
20171,03575231,31,0,1,,A,,,A,,A,,A
20171,03575261,22,0,1,,A,,,A,,A,,A
20171,03575281,22,0,1,30,D,,,A,,A,,A
20171,03575361,29,0,1,,A,,,A,,A,,A
20171,03575371,27,0,1,,A,,,A,,A,,A
20171,03575381,28,0,1,,A,,,A,,A,,A
20171,03575411,11,0,1,,A,,,A,,A,,A
20171,03575421,65,0,1,,A,,,A,,A,,A
20171,03575441,36,0,1,,A,,,A,,A,,A
20171,03575531,16,0,1,,A,,,A,,A,,A
20171,03575561,19,0,1,,A,,,A,,A,,A
20171,03575611,21,0,1,,A,,,A,,A,,A
20171,03575651,8,0,1,98,D,,,A,,A,,A
20171,03575661,19,0,1,,A,,,A,,A,,A
20171,03575671,20,0,1,,A,,,A,,A,,A
20171,03575682,10,0,1,,A,,,A,,A,,A
20171,03575691,13,0,1,,A,,,A,,A,,A
20171,03575711,40,0,1,,A,,,A,,A,,A
20171,03575741,8,0,1,,A,,,A,,A,,A
20171,03575801,22,0,1,25,D,,,A,,A,,A
20171,03575811,21,0,1,,A,,,A,,A,,A
20171,03575861,11,0,1,,A,,,A,,A,,A
20171,03575881,16,0,1,,A,,,A,,A,,A
20171,03575911,20,0,1,,A,,,A,,A,,A
20171,03575921,46,0,1,,A,,,A,,A,,A
20171,03575931,11,0,1,,A,,,A,,A,,A
20171,03575951,37,0,1,,A,,,A,,A,,A
20171,03575961,41,0,1,,A,,,A,,A,,A
20171,03575971,30,0,1,,A,,,A,,A,,A
20171,03575981,49,0,1,,A,,,A,,A,,A
20171,03575991,9,0,1,,A,,,A,,A,,A
20171,03576004,15,0,1,,A,,,A,,A,,A
20171,03576011,18,0,1,,A,,,A,,A,,A
20171,03576021,33,0,1,,A,,,A,,A,,A
20171,03576041,33,0,1,,A,,,A,,A,,A
20171,03576053,18,0,1,,A,,,A,,A,,A
20171,03576061,22,0,1,,A,,,A,,A,,A
20171,03576104,32,0,1,,A,,,A,,A,,A
20171,03576111,19,0,1,,A,,,A,,A,,A
20171,03576141,41,0,1,,A,,,A,,A,,A
20171,03576151,36,0,1,,A,,,A,,A,,A
20171,03576161,32,0,1,,A,,,A,,A,,A
20171,03576181,20,0,1,,A,,,A,,A,,A
20171,03576201,12,0,1,,A,,,A,,A,,A
20171,03576231,19,0,1,,A,,,A,,A,,A
20171,03576261,20,0,1,,A,,,A,,A,,A
20171,03576291,22,0,1,,A,,,A,,A,,A
20171,03576301,24,0,1,,A,,,A,,A,,A
20171,03576311,25,0,1,,A,,,A,,A,,A
20171,03576321,19,0,1,,A,,,A,,A,,A
20171,03576334,14,0,1,,A,,,A,,A,,A
20171,03576341,15,0,1,,A,,,A,,A,,A
20171,03576391,28,0,1,,A,,,A,,A,,A
20171,03576401,24,0,1,,A,,,A,,A,,A
20171,03576421,19,0,1,,A,,,A,,A,,A
20171,03576431,55,0,1,,A,,,A,,A,,A
20171,03576441,15,0,1,,A,,,A,,A,,A
20171,03576451,32,0,1,,A,,,A,,A,,A
20171,03576471,33,0,1,,A,,,A,,A,,A
20171,03576501,39,0,1,,A,,,A,,A,,A
20171,03576511,22,0,1,,A,,,A,,A,,A
20171,03576521,37,0,1,,A,,,A,,A,,A
20171,03576541,9,0,1,,A,,,A,,A,,A
20171,03576551,15,0,1,,A,,,A,,A,,A
20171,03576561,15,0,1,,A,,,A,,A,,A
20171,03576593,18,0,1,,A,,,A,,A,,A
20171,03576621,22,0,1,,A,,,A,,A,,A
20171,03576631,14,0,1,,A,,,A,,A,,A
20171,03576653,51,0,1,,A,,,A,,A,,A
20171,03576671,14,0,1,315,D,,,A,,A,,A
20171,03576691,17,0,1,,A,,,A,,A,,A
20171,03576701,19,0,1,,A,,,A,,A,,A
20171,03576721,17,0,1,,A,,,A,,A,,A
20171,03576731,17,0,1,,A,,,A,,A,,A
20171,03576741,28,0,1,,A,,,A,,A,,A
20171,03576751,24,0,1,,A,,,A,,A,,A
20171,03576761,6,0,1,,A,,,A,,A,,A
20171,03576771,67,0,1,,A,,,A,,A,,A
20171,03576791,26,0,1,,A,,,A,,A,,A
20171,03576801,11,0,1,,A,,,A,,A,,A
20171,03576821,29,0,1,,A,,,A,,A,,A
20171,03576861,24,0,1,,A,,,A,,A,,A
20171,03576901,28,0,1,,A,,,A,,A,,A
20171,03576911,20,0,1,,A,,,A,,A,,A
20171,03576921,26,0,1,,A,,,A,,A,,A
20171,03576931,9,0,1,,A,,,A,,A,,A
20171,03576941,34,0,1,,A,,,A,,A,,A
20171,03576961,22,0,1,,A,,,A,,A,,A
20171,03576971,17,0,1,,A,,,A,,A,,A
20171,03576981,16,0,1,,A,,,A,,A,,A
20171,03576991,12,0,1,,A,,,A,,A,,A
20171,03577021,13,0,1,,A,,,A,,A,,A
20171,03577031,23,0,1,,A,,,A,,A,,A
20171,03577041,44,0,1,,A,,,A,,A,,A
20171,03577051,22,0,1,,A,,,A,,A,,A
20171,03577064,13,0,1,,A,,,A,,A,,A
20171,03577081,12,0,1,,A,,,A,,A,,A
20171,03577091,29,0,1,,A,,,A,,A,,A
20171,03577121,23,0,1,,A,,,A,,A,,A
20171,03577131,43,0,1,,A,,,A,,A,,A
20171,03577151,29,0,1,,A,,,A,,A,,A
20171,03577161,18,0,1,,A,,,A,,A,,A
20171,03577174,38,0,1,,A,,,A,,A,,A
20171,03577191,9,0,1,,A,,,A,,A,,A
20171,03577201,9,0,1,,A,,,A,,A,,A
20171,03577214,18,0,1,,A,,,A,,A,,A
20171,03577221,8,0,1,,A,,,A,,A,,A
20171,03577231,23,0,1,,A,,,A,,A,,A
20171,03587821,36,0,1,,A,,,A,,A,,A
20171,03587851,26,0,1,,A,,,A,,A,,A
20171,03587861,69,0,1,,A,,,A,,A,,A
20171,03587871,10,0,1,,A,,,A,,A,,A
20171,03587891,50,0,1,,A,,,A,,A,,A
20171,03587911,6,0,1,,A,,,A,,A,,A
20171,03587921,11,0,1,,A,,,A,,A,,A
20171,03587931,20,0,1,,A,,,A,,A,,A
20171,03587941,17,0,1,,A,,,A,,A,,A
20171,03587951,26,0,1,,A,,,A,,A,,A
20171,03587961,24,0,1,,A,,,A,,A,,A
20171,03587981,28,0,1,,A,,,A,,A,,A
20171,03587991,23,0,1,,A,,,A,,A,,A
20171,03588021,19,0,1,,A,,,A,,A,,A
20171,03588041,35,0,1,,A,,,A,,A,,A
20171,03588071,33,0,1,,A,,,A,,A,,A
20171,03588131,51,0,1,,A,,,A,,A,,A
20171,03588141,18,0,1,,A,,,A,,A,,A
20171,03588151,27,0,1,,A,,,A,,A,,A
20171,03588171,33,0,1,,A,,,A,,A,,A
20171,03588211,47,0,1,,A,,,A,,A,,A
20171,03588221,27,0,1,,A,,,A,,A,,A
20171,03588244,15,0,1,,A,,,A,,A,,A
20171,03588251,25,0,1,,A,,,A,,A,,A
20171,03588261,14,0,1,,A,,,A,,A,,A
20171,03588271,16,0,1,,A,,,A,,A,,A
20171,03588281,34,0,1,,A,,,A,,A,,A
20171,03588301,11,0,1,,A,,,A,,A,,A
20171,03588311,42,0,1,,A,,,A,,A,,A
20171,03588331,6,0,1,,A,,,A,,A,,A
20171,03588341,25,0,1,,A,,,A,,A,,A
20171,03588371,18,0,1,,A,,,A,,A,,A
20171,03588441,54,0,1,,A,,,A,,A,,A
20171,03588451,30,0,1,,A,,,A,,A,,A
20171,03588474,20,0,1,,A,,,A,,A,,A
20171,03588541,14,0,1,,A,,,A,,A,,A
20171,03588561,35,0,1,,A,,,A,,A,,A
20171,03588601,39,0,1,,A,,,A,,A,,A
20171,03588611,33,0,1,10,D,,,A,,A,,A
20171,03588621,41,0,1,,A,,,A,,A,,A
20171,03588641,14,0,1,,A,,,A,,A,,A
20171,03588651,41,0,1,,A,,,A,,A,,A
20171,03588661,52,0,1,,A,,,A,,A,,A
20171,03588681,20,0,1,,A,,,A,,A,,A
20171,03588691,11,0,1,,A,,,A,,A,,A
20171,03588711,16,0,1,,A,,,A,,A,,A
20171,03588721,17,0,1,,A,,,A,,A,,A
20171,03588731,14,0,1,,A,,,A,,A,,A
20171,03588751,16,0,1,,A,,,A,,A,,A
20171,03588771,53,0,1,,A,,,A,,A,,A
20171,03588801,12,0,1,,A,,,A,,A,,A
20171,03588811,6,0,1,,A,,,A,,A,,A
20171,03588821,14,0,1,,A,,,A,,A,,A
20171,03588831,27,0,1,,A,,,A,,A,,A
20171,03588841,17,0,1,,A,,,A,,A,,A
20171,03588851,39,0,1,,A,,,A,,A,,A
20171,03588861,32,0,1,,A,,,A,,A,,A
20171,03588871,11,0,1,,A,,,A,,A,,A
20171,03588891,13,0,1,0,D,,,A,,A,,A
20171,03588921,30,0,1,,A,,,A,,A,,A
20171,03588941,5,0,1,10,D,,,A,,A,,A
20171,03588951,37,0,1,,A,,,A,,A,,A
20171,03588961,24,0,1,,A,,,A,,A,,A
20171,03588971,11,0,1,,A,,,A,,A,,A
20171,03589001,22,0,1,,A,,,A,,A,,A
20171,03589011,14,0,1,,A,,,A,,A,,A
20171,03589021,41,0,1,,A,,,A,,A,,A
20171,03589051,8,0,1,10,D,,,A,,A,,A
20171,03589061,16,0,1,,A,,,A,,A,,A
20171,03589071,35,0,1,,A,,,A,,A,,A
20171,03589082,5,0,1,,A,,,A,,A,,A
20171,03589121,71,0,1,,A,,,A,,A,,A
20171,03589141,39,0,1,,A,,,A,,A,,A
20171,03589151,13,0,1,,A,,,A,,A,,A
20171,03589191,16,0,1,,A,,,A,,A,,A
20171,03589201,40,0,1,,A,,,A,,A,,A
20171,03589211,19,0,1,,A,,,A,,A,,A
20171,03589221,27,0,1,,A,,,A,,A,,A
20171,03589241,10,0,1,,A,,,A,,A,,A
20171,03589251,39,0,1,,A,,,A,,A,,A
20171,03589261,35,0,1,,A,,,A,,A,,A
20171,03589281,7,0,1,,A,,,A,,A,,A
20171,03589301,29,0,1,,A,,,A,,A,,A
20171,03589311,37,0,1,,A,,,A,,A,,A
20171,03589321,9,0,1,,A,,,A,,A,,A
20171,03589361,35,0,1,,A,,,A,,A,,A
20171,03589381,57,0,1,,A,,,A,,A,,A
20171,03589401,23,0,1,,A,,,A,,A,,A
20171,03589431,27,0,1,,A,,,A,,A,,A
20171,03589451,19,0,1,,A,,,A,,A,,A
20171,03589461,32,0,1,,A,,,A,,A,,A
20171,03589481,17,0,1,,A,,,A,,A,,A
20171,03589491,43,0,1,,A,,,A,,A,,A
20171,03589531,29,0,1,,A,,,A,,A,,A
20171,03589541,24,0,1,,A,,,A,,A,,A
20171,03589561,38,0,1,0,D,,,A,,A,,A
20171,03589571,35,0,1,,A,,,A,,A,,A
20171,03589581,59,0,1,,A,,,A,,A,,A
20171,03589621,15,0,1,,A,,,A,,A,,A
20171,03589641,21,0,1,,A,,,A,,A,,A
20171,03589651,29,0,1,,A,,,A,,A,,A
20171,03589681,16,0,1,,A,,,A,,A,,A
20171,03589691,30,0,1,,A,,,A,,A,,A
20171,03589721,33,0,1,,A,,,A,,A,,A
20171,03589731,18,0,1,,A,,,A,,A,,A
20171,03589741,49,0,1,,A,,,A,,A,,A
20171,03589771,20,0,1,,A,,,A,,A,,A
20171,03589811,29,0,1,,A,,,A,,A,,A
20171,03589831,50,0,1,,A,,,A,,A,,A
20171,03589841,23,0,1,,A,,,A,,A,,A
20171,03589861,55,0,1,,A,,,A,,A,,A
20171,03589881,62,0,1,,A,,,A,,A,,A
20171,03589901,17,0,1,,A,,,A,,A,,A
20171,03589951,17,0,1,,A,,,A,,A,,A
20171,03589961,7,0,1,,A,,,A,,A,,A
20171,03590011,34,0,1,,A,,,A,,A,,A
20171,03590071,30,0,1,,A,,,A,,A,,A
20171,03590101,26,0,1,,A,,,A,,A,,A
20171,03590111,20,0,1,,A,,,A,,A,,A
20171,03590121,24,0,1,,A,,,A,,A,,A
20171,03590131,33,0,1,,A,,,A,,A,,A
20171,03590141,16,0,1,,A,,,A,,A,,A
20171,03590161,23,0,1,,A,,,A,,A,,A
20171,03590191,45,0,1,,A,,,A,,A,,A
20171,03590221,16,0,1,,A,,,A,,A,,A
20171,03590231,12,0,1,,A,,,A,,A,,A
20171,03590261,21,0,1,,A,,,A,,A,,A
20171,03590271,18,0,1,0,D,,,A,,A,,A
20171,03590281,7,0,1,,A,,,A,,A,,A
20171,03590291,19,0,1,,A,,,A,,A,,A
20171,03590334,19,0,1,,A,,,A,,A,,A
20171,03590351,41,0,1,,A,,,A,,A,,A
20171,03590371,25,0,1,,A,,,A,,A,,A
20171,03590381,26,0,1,,A,,,A,,A,,A
20171,03590401,75,0,1,,A,,,A,,A,,A
20171,03590411,14,0,1,,A,,,A,,A,,A
20171,03590431,53,0,1,,A,,,A,,A,,A
20171,03590441,15,0,1,,A,,,A,,A,,A
20171,03590461,31,0,1,,A,,,A,,A,,A
20171,03590471,14,0,1,,A,,,A,,A,,A
20171,03590491,16,0,1,,A,,,A,,A,,A
20171,03590521,29,0,1,,A,,,A,,A,,A
20171,03590541,14,0,1,,A,,,A,,A,,A
20171,03590551,32,0,1,,A,,,A,,A,,A
20171,03590571,13,0,1,,A,,,A,,A,,A
20171,03590581,36,0,1,,A,,,A,,A,,A
20171,03590611,20,0,1,,A,,,A,,A,,A
20171,03590641,22,0,1,,A,,,A,,A,,A
20171,03590651,24,0,1,,A,,,A,,A,,A
20171,03590661,32,0,1,25,D,,,A,,A,,A
20171,03590671,62,0,1,,A,,,A,,A,,A
20171,03590681,36,0,1,,A,,,A,,A,,A
20171,03590721,42,0,1,,A,,,A,,A,,A
20171,03590731,41,0,1,,A,,,A,,A,,A
20171,03590761,46,0,1,,A,,,A,,A,,A
20171,03590781,13,0,1,,A,,,A,,A,,A
20171,03590791,25,0,1,,A,,,A,,A,,A
20171,03590821,20,0,1,,A,,,A,,A,,A
20171,03590831,70,0,1,,A,,,A,,A,,A
20171,03590861,11,0,1,,A,,,A,,A,,A
20171,03590911,41,0,1,,A,,,A,,A,,A
20171,03590931,22,0,1,,A,,,A,,A,,A
20171,03590971,25,0,1,,A,,,A,,A,,A
20171,03591001,18,0,1,,A,,,A,,A,,A
20171,03591021,14,0,1,,A,,,A,,A,,A
20171,03591041,25,0,1,,A,,,A,,A,,A
20171,03591071,28,0,1,,A,,,A,,A,,A
20171,03591091,21,0,1,,A,,,A,,A,,A
20171,03591111,10,0,1,,A,,,A,,A,,A
20171,03591121,53,0,1,,A,,,A,,A,,A
20171,03591131,25,0,1,,A,,,A,,A,,A
20171,03591141,88,0,1,,A,,,A,,A,,A
20171,03591171,8,0,1,,A,,,A,,A,,A
20171,03591181,44,0,1,,A,,,A,,A,,A
20171,03591201,22,0,1,,A,,,A,,A,,A
20171,03591211,10,0,1,,A,,,A,,A,,A
20171,03591221,12,0,1,90,D,,,A,,A,,A
20171,03591231,52,0,1,,A,,,A,,A,,A
20171,03591241,25,0,1,,A,,,A,,A,,A
