QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,QFCD3MCX,QFCD_MCX,FONPURCH,INTAWAY,INTAWAY_,INTAWYX,INTAWYX_,FONCARDX,FONC_RDX
20171,03395434,41,0,1,,A,,,A,,A,,A
20171,03395464,13,0,1,,A,,,A,,A,,A
20171,03395474,13,0,1,,A,,,A,,A,,A
20171,03395484,20,0,1,,A,,,A,,A,,A
20171,03395494,27,0,1,,A,,,A,,A,,A
20171,03395504,26,0,1,,A,,,A,,A,,A
20171,03395514,30,0,1,0,D,,,A,,A,,A
20171,03395524,17,0,1,,A,,,A,,A,,A
20171,03395554,23,0,1,,A,,,A,,A,,A
20171,03395614,40,0,1,,A,,,A,,A,,A
20171,03395624,56,0,1,,A,,,A,,A,,A
20171,03395664,46,0,1,,A,,,A,,A,,A
20171,03395674,11,0,1,,A,,,A,,A,,A
20171,03395684,37,0,1,,A,,,A,,A,,A
20171,03395754,17,0,1,,A,,,A,,A,,A
20171,03395794,19,0,1,,A,,,A,,A,,A
20171,03395804,16,0,1,,A,,,A,,A,,A
20171,03395834,9,0,1,,A,,,A,,A,,A
20171,03395864,79,0,1,,A,,,A,,A,,A
20171,03395914,44,0,1,,A,,,A,,A,,A
20171,03395934,34,0,1,,A,,,A,,A,,A
20171,03395944,32,0,1,,A,,,A,,A,,A
20171,03395974,32,0,1,,A,,,A,,A,,A
20171,03395984,9,0,1,,A,,,A,,A,,A
20171,03395994,17,0,1,,A,,,A,,A,,A
20171,03396014,48,0,1,,A,,,A,,A,,A
20171,03396054,36,0,1,,A,,,A,,A,,A
20171,03396074,23,0,1,15,D,,,A,,A,,A
20171,03396104,43,0,1,,A,,,A,,A,,A
20171,03396114,45,0,1,,A,,,A,,A,,A
20171,03396134,31,0,1,,A,,,A,,A,,A
20171,03396154,26,0,1,,A,,,A,,A,,A
20171,03396164,39,0,1,,A,,,A,,A,,A
20171,03396194,57,0,1,180,D,,,A,,A,,A
20171,03396294,60,0,1,,A,,,A,,A,,A
20171,03396324,27,0,1,,A,,,A,,A,,A
20171,03396364,30,0,1,,A,,,A,,A,,A
20171,03396384,19,0,1,,A,,,A,,A,,A
20171,03396394,62,0,1,,A,,,A,,A,,A
20171,03396404,61,0,1,,A,,,A,,A,,A
20171,03396434,11,0,1,,A,,,A,,A,,A
20171,03396444,33,0,1,,A,,,A,,A,,A
20171,03396454,31,0,1,,A,,,A,,A,,A
20171,03396474,25,0,1,,A,,,A,,A,,A
20171,03396514,20,0,1,,A,,,A,,A,,A
20171,03396524,14,0,1,,A,,,A,,A,,A
20171,03396534,17,0,1,,A,,,A,,A,,A
20171,03396554,7,0,1,,A,,,A,,A,,A
20171,03396564,11,0,1,,A,,,A,,A,,A
20171,03396574,33,0,1,,A,,,A,,A,,A
20171,03396584,35,0,1,,A,,,A,,A,,A
20171,03396594,10,0,1,,A,,,A,,A,,A
20171,03396614,16,0,1,,A,,,A,,A,,A
20171,03396634,60,0,1,,A,,,A,,A,,A
20171,03396654,65,0,1,,A,,,A,,A,,A
20171,03396674,57,0,1,,A,,,A,,A,,A
20171,03396704,29,0,1,,A,,,A,,A,,A
20171,03396714,31,0,1,,A,,,A,,A,,A
20171,03396874,23,0,1,,A,,,A,,A,,A
20171,03396884,25,0,1,,A,,,A,,A,,A
20171,03396904,34,0,1,,A,,,A,,A,,A
20171,03396914,26,0,1,,A,,,A,,A,,A
20171,03397004,7,0,1,,A,,,A,,A,,A
20171,03397014,76,0,1,,A,,,A,,A,,A
20171,03397044,18,0,1,,A,,,A,,A,,A
20171,03397054,4,0,1,,A,,,A,,A,,A
20171,03397094,9,0,1,,A,,,A,,A,,A
20171,03397114,38,0,1,0,D,,,A,,A,,A
20171,03397144,14,0,1,,A,,,A,,A,,A
20171,03397154,22,0,1,,A,,,A,,A,,A
20171,03397164,15,0,1,,A,,,A,,A,,A
20171,03397214,36,0,1,,A,,,A,,A,,A
20171,03397244,14,0,1,,A,,,A,,A,,A
20171,03397284,44,0,1,,A,,,A,,A,,A
20171,03397294,13,0,1,,A,,,A,,A,,A
20171,03397324,34,0,1,,A,,,A,,A,,A
20171,03397354,44,0,1,,A,,,A,,A,,A
20171,03407504,13,0,1,,A,,,A,,A,,A
20171,03407574,49,0,1,,A,,,A,,A,,A
20171,03407594,30,0,1,,A,,,A,,A,,A
20171,03407614,15,0,1,,A,,,A,,A,,A
20171,03407634,75,0,1,,A,,,A,,A,,A
20171,03407694,49,0,1,,A,,,A,,A,,A
20171,03407704,14,0,1,,A,,,A,,A,,A
20171,03407724,44,0,1,,A,,,A,,A,,A
20171,03407744,23,0,1,,A,,,A,,A,,A
20171,03407754,74,0,1,,A,,,A,,A,,A
20171,03407764,39,0,1,,A,,,A,,A,,A
20171,03407774,12,0,1,,A,,,A,,A,,A
20171,03407784,66,0,1,,A,,,A,,A,,A
20171,03407794,13,0,1,,A,,,A,,A,,A
20171,03407814,48,0,1,,A,,,A,,A,,A
20171,03407824,29,0,1,,A,,,A,,A,,A
20171,03407884,27,0,1,,A,,,A,,A,,A
20171,03407904,21,0,1,,A,,,A,,A,,A
20171,03407914,55,0,1,,A,,,A,,A,,A
20171,03407964,26,0,1,,A,,,A,,A,,A
20171,03408024,20,0,1,,A,,,A,,A,,A
20171,03408034,18,0,1,20,D,,,A,,A,,A
20171,03408074,41,0,1,,A,,,A,,A,,A
20171,03408094,40,0,1,30,D,,,A,,A,,A
20171,03408104,26,0,1,,A,,,A,,A,,A
20171,03408114,34,0,1,,A,,,A,,A,,A
20171,03408174,18,0,1,,A,,,A,,A,,A
20171,03408184,15,0,1,,A,,,A,,A,,A
20171,03408224,48,0,1,,A,,,A,,A,,A
