QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,MISCCODE,MISC_ODE,MISCMO,MISCMO_,MISCGFTC,MISC_FTC,MISCEXPX,MISC_XPX,MISCDE1,MISCDE1_,MISCDE2,MISCDE2_,MISCDE3,MISCDE3_,MISCDE4,MISCDE4_,MISCDE5,MISCDE5_,MISCDE6,MISCDE6_,MISCDE7,MISCDE7_,MISCDE8,MISCDE8_,MISCDE9,MISCDE9_,MISPURCH
20172,03550153,50,0,1,460,D,05,D,1,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03550153,51,0,1,240,D,13,D,1,D,122,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03550153,52,0,1,260,D,04,D,1,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03550153,53,0,1,260,D,05,D,1,D,315,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03550153,54,0,1,250,D,03,D,1,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03550153,55,0,2,260,D,03,D,1,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03550163,11,0,2,140,D,03,D,1,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03550163,12,0,2,260,D,03,D,1,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03550213,13,0,1,140,D,04,D,1,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03550213,14,0,1,250,D,13,D,1,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03550213,15,0,1,260,D,13,D,1,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03550233,16,0,1,240,D,13,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03550343,5,0,1,170,D,13,D,1,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03550363,15,0,1,390,D,13,D,1,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03550383,16,0,1,140,D,04,D,1,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03550383,17,0,1,170,D,05,D,1,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03550403,26,0,1,140,D,05,D,1,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03550403,27,0,1,170,D,13,D,1,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03550403,28,0,1,330,D,03,D,1,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03550403,29,0,1,330,D,05,D,1,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03550433,15,0,1,360,D,05,D,1,D,159,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03550443,6,0,1,140,D,05,D,1,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03550443,7,0,1,170,D,05,D,1,D,21,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03550443,8,0,1,260,D,03,D,1,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03550473,11,0,1,260,D,05,D,1,D,230,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03550533,24,0,1,160,D,04,D,1,D,98,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03550543,21,0,1,160,D,04,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03550543,22,0,1,390,D,13,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03550543,23,0,1,240,D,13,D,1,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03550543,24,0,2,140,D,03,D,1,D,17,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03550553,9,0,1,225,D,13,D,1,D,240,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03550683,24,0,1,260,D,13,D,1,D,147,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03550713,4,0,1,225,D,13,D,1,D,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03550763,10,0,1,170,D,13,D,1,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03550773,70,0,1,140,D,04,D,1,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03550773,71,0,1,150,D,13,D,1,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03550773,72,0,1,170,D,05,D,1,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03550773,73,0,1,370,D,13,D,1,D,59,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03550773,74,0,1,210,D,05,D,1,D,31,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03550773,75,0,2,370,D,03,D,1,D,59,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03550813,24,0,1,160,D,04,D,1,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03550813,25,0,1,390,D,13,D,1,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03550813,26,0,1,240,D,13,D,1,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03550813,27,0,1,260,D,05,D,1,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03550823,15,0,1,140,D,05,D,1,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03550823,16,0,1,160,D,04,D,1,D,95,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03550823,17,0,1,110,D,05,D,1,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03550823,18,0,2,100,D,03,D,2,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03550833,14,0,1,390,D,13,D,1,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03550853,22,0,1,180,D,13,D,1,D,240,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03550853,23,0,1,230,D,13,D,1,D,112,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03550853,24,0,1,240,D,13,D,1,D,133,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03550853,25,0,1,250,D,13,D,1,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03550853,26,0,1,260,D,05,D,1,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03550853,27,0,2,140,D,03,D,1,D,19,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03550853,28,0,2,380,D,03,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03550853,29,0,2,240,D,03,D,1,D,373,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03550893,23,0,1,140,D,05,D,1,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03550893,24,0,1,170,D,05,D,1,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03550893,25,0,1,240,D,13,D,1,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03550893,26,0,1,250,D,03,D,1,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03550893,27,0,1,250,D,05,D,1,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03550893,28,0,1,260,D,03,D,1,D,106,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03550933,4,0,1,140,D,04,D,1,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551033,8,0,1,140,D,13,D,1,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551033,9,0,1,390,D,13,D,1,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551063,12,0,1,140,D,05,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551063,13,0,1,250,D,04,D,1,D,53,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551203,37,0,1,160,D,04,D,1,D,39,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551203,38,0,1,370,D,04,D,1,D,228,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551203,39,0,1,240,D,05,D,1,D,12,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551203,40,0,1,260,D,05,D,1,D,472,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551203,41,0,1,240,D,03,D,1,D,76,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551203,42,0,1,240,D,04,D,1,D,454,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551203,43,0,1,240,D,05,D,1,D,669,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551203,44,0,1,100,D,05,D,2,D,88,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551243,17,0,1,140,D,04,D,1,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551243,18,0,1,150,D,04,D,1,D,798,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551243,19,0,1,160,D,04,D,1,D,4400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551243,20,0,1,180,D,13,D,1,D,693,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551243,21,0,1,130,D,05,D,1,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551263,10,0,1,160,D,03,D,1,D,375,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551263,11,0,2,160,D,03,D,1,D,375,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551273,21,0,1,210,D,05,D,1,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551273,22,0,1,240,D,05,D,1,D,750,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551273,23,0,1,240,D,13,D,1,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551283,12,0,1,170,D,13,D,1,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551283,13,0,2,160,D,03,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551293,16,0,1,140,D,04,D,1,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551293,17,0,1,170,D,13,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551293,18,0,1,180,D,13,D,1,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551293,19,0,1,370,D,13,D,1,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551293,20,0,1,330,D,05,D,1,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551293,21,0,1,240,D,13,D,1,D,155,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551313,31,0,1,140,D,05,D,1,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551333,12,0,1,390,D,13,D,1,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551333,13,0,1,140,D,05,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551333,14,0,1,240,D,13,D,1,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551353,9,0,1,240,D,05,D,1,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551383,14,0,1,260,D,05,D,1,D,56,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551453,3,0,1,140,D,05,D,1,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551453,4,0,1,240,D,13,D,1,D,36,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551523,32,0,1,140,D,05,D,1,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551543,12,0,1,140,D,05,D,1,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551543,13,0,1,390,D,03,D,1,D,12,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551553,22,0,1,170,D,13,D,1,D,140,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551553,23,0,1,370,D,13,D,1,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551553,24,0,1,225,D,05,D,1,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551553,25,0,2,340,D,03,D,1,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551553,26,0,2,250,D,03,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551563,15,0,1,260,D,03,D,1,D,34,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551573,24,0,2,140,D,03,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551693,24,0,1,140,D,04,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551693,25,0,1,250,D,05,D,1,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551693,26,0,1,260,D,05,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551693,27,0,1,250,D,05,D,1,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551693,28,0,2,240,D,03,D,1,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551773,26,0,1,140,D,05,D,1,D,501,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551773,27,0,1,160,D,03,D,1,D,110,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551773,28,0,1,380,D,13,D,1,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551773,29,0,1,390,D,05,D,1,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551773,30,0,1,265,D,04,D,1,D,,H,240,D,260,D,,A,,A,,A,,A,,A,,A,,A,
20172,03551773,30,1,1,240,D,04,D,1,D,23,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551773,30,2,1,260,D,04,D,1,D,77,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551773,31,0,1,110,D,05,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551793,49,0,1,210,D,04,D,1,D,147,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551793,50,0,1,140,D,04,D,2,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551793,51,0,1,160,D,04,D,1,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551793,52,0,1,170,D,13,D,1,D,244,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551793,53,0,1,170,D,03,D,1,D,155,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551793,55,0,1,170,D,05,D,1,D,800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551793,56,0,1,170,D,05,D,1,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551793,57,0,1,180,D,13,D,1,D,125,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551793,58,0,1,180,D,13,D,2,D,125,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551793,59,0,1,210,D,03,D,2,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551793,60,0,1,210,D,04,D,1,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551793,61,0,1,230,D,05,D,2,D,89,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551793,62,0,1,330,D,03,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551793,63,0,1,330,D,03,D,2,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551793,64,0,1,340,D,04,D,2,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551793,65,0,1,330,D,04,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551793,66,0,1,330,D,04,D,1,D,33,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551793,67,0,1,330,D,04,D,1,D,88,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551793,68,0,1,330,D,05,D,1,D,29,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551793,69,0,1,330,D,05,D,1,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551793,70,0,1,330,D,05,D,1,D,122,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551793,71,0,1,240,D,04,D,1,D,26,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551793,72,0,1,260,D,03,D,1,D,335,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551793,73,0,1,250,D,13,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551793,74,0,1,240,D,05,D,1,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551793,75,0,1,240,D,05,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551813,25,0,1,340,D,04,D,2,D,87,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551813,26,0,2,330,D,03,D,2,D,42,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551833,14,0,1,140,D,05,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551833,15,0,1,330,D,05,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551833,16,0,1,240,D,13,D,1,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551843,6,0,1,240,D,13,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551853,21,0,1,260,D,03,D,1,D,152,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551853,22,0,1,250,D,04,D,1,D,77,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551873,26,0,1,160,D,03,D,1,D,900,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551873,27,0,1,140,D,04,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551873,28,0,1,210,D,03,D,1,D,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551873,29,0,1,210,D,04,D,1,D,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551873,30,0,1,210,D,05,D,1,D,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551873,31,0,1,250,D,13,D,1,D,1250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551873,32,0,2,370,D,03,D,1,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551883,28,0,1,140,D,04,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551883,29,0,1,160,D,04,D,1,D,1825,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551883,30,0,1,180,D,13,D,1,D,176,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551883,31,0,1,340,D,04,D,2,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551903,33,0,1,330,D,04,D,1,D,9,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551903,34,0,1,460,D,05,D,1,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551913,10,0,1,330,D,05,D,1,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551953,11,0,1,150,D,05,D,1,D,520,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551953,12,0,1,260,D,03,D,1,D,85,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551953,13,0,1,240,D,03,D,1,D,178,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551993,26,0,1,170,D,13,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551993,27,0,1,180,D,13,D,1,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551993,28,0,1,140,D,05,D,1,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551993,29,0,1,260,D,13,D,1,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03552003,17,0,1,140,D,05,D,1,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03552003,18,0,1,170,D,05,D,1,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03552003,19,0,1,170,D,05,D,1,D,900,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03552023,18,0,1,170,D,13,D,1,D,160,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03552053,33,0,1,170,D,13,D,1,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03552053,34,0,1,180,D,13,D,1,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03552053,35,0,1,370,D,13,D,1,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03552053,36,0,1,330,D,04,D,1,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03552113,11,0,1,180,D,13,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03552113,12,0,1,370,D,13,D,1,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03552113,13,0,1,170,D,13,D,1,D,140,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03552133,11,0,1,170,D,13,D,1,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03552133,12,0,1,240,D,13,D,1,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03552143,30,0,1,160,D,04,D,1,D,175,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03552143,31,0,1,170,D,13,D,1,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03552143,32,0,1,180,D,13,D,1,D,140,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03552193,34,0,1,370,D,13,D,1,D,42,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03552193,35,0,1,170,D,13,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03552193,36,0,1,180,D,04,D,1,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03552193,37,0,1,225,D,05,D,1,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03552193,38,0,1,330,D,04,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03552193,39,0,1,330,D,05,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03552203,31,0,1,240,D,13,D,1,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03552243,10,0,1,370,D,13,D,1,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03552243,11,0,1,210,D,04,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03552243,12,0,1,210,D,05,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03552243,13,0,1,210,D,03,D,1,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03552243,14,0,1,210,D,05,D,1,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03552243,15,0,2,210,D,03,D,1,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03552293,6,0,1,370,D,13,D,1,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03552293,7,0,1,240,D,13,D,1,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03552333,27,0,1,160,D,04,D,1,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03552333,28,0,1,180,D,13,D,1,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03552333,29,0,1,210,D,05,D,1,D,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03552333,30,0,1,340,D,05,D,1,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03552333,31,0,1,260,D,04,D,1,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03552403,29,0,1,180,D,13,D,1,D,255,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03552403,30,0,1,140,D,05,D,1,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03552403,31,0,1,260,D,04,D,1,D,425,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03552424,13,0,1,250,D,05,D,1,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03552443,13,0,1,140,D,04,D,1,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03552443,14,0,1,240,D,13,D,1,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03552493,9,0,1,240,D,13,D,1,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03552503,32,0,1,160,D,04,D,1,D,450,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03552503,33,0,1,370,D,13,D,1,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03552503,34,0,1,180,D,13,D,1,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03552503,35,0,1,170,D,04,D,1,D,155,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03552503,36,0,1,170,D,05,D,1,D,155,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03552503,37,0,1,240,D,13,D,1,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03552503,38,0,1,260,D,05,D,1,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03552513,13,0,1,170,D,13,D,1,D,175,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03552513,14,0,1,210,D,03,D,1,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03552513,15,0,1,140,D,04,D,1,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03552513,16,0,2,140,D,03,D,1,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03552583,14,0,1,170,D,13,D,1,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03552643,13,0,1,260,D,04,D,1,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03552703,19,0,1,140,D,05,D,1,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03552713,36,0,1,170,D,05,D,1,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03552713,37,0,1,240,D,13,D,1,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03552773,12,0,1,140,D,05,D,1,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03552783,11,0,1,140,D,05,D,1,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
