QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,VOPMOA,VOPMOA_,VOPEXPX,VOPEXPX_,VOPRMBXA,VOPR_BXA,QVOPEQPX,QVOP_QPX,VOPSERVY,VOPS_RVY,VOPLABOR,VOPL_BOR,VOPREIMB,VOPR_IMB,VPSRVY1,VPSRVY1_,VPSRVY2,VPSRVY2_,VPSRVY3,VPSRVY3_,VPSRVY4,VPSRVY4_,VPSRVY5,VPSRVY5_,VPSRVY6,VPSRVY6_,VPSRVY7,VPSRVY7_,VPSRVY8,VPSRVY8_,VPSRVY9,VPSRVY9_
20171,03386764,48,0,1,11,D,1500,D,,A,1500,D,380,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03386764,49,0,1,12,D,100,D,,A,100,D,130,D,2,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03386764,50,0,1,11,D,50,D,,A,50,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03386774,29,0,1,10,D,20,D,,A,20,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03386924,35,0,1,10,D,64,D,,A,64,D,100,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03386964,77,0,1,12,D,25,D,,A,25,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03386964,78,0,1,12,D,736,D,,A,736,D,140,D,1,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03386964,79,0,1,11,D,35,D,,A,35,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03386964,80,0,2,10,D,140,D,,A,140,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03387004,48,0,1,11,D,400,D,,A,400,D,140,D,1,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03387004,49,0,1,10,D,42,D,,A,42,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03387004,50,0,2,10,D,60,D,,A,60,D,130,D,2,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03387004,51,0,2,10,D,30,D,,A,30,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03387084,41,0,2,10,D,200,D,,A,200,D,380,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03387084,42,0,2,10,D,325,D,,A,325,D,140,D,1,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03387094,19,0,1,11,D,75,D,,A,75,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03387104,61,0,1,11,D,40,D,,A,40,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03387104,62,0,1,11,D,35,D,,A,35,D,320,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03387104,63,0,2,10,D,30,D,,A,30,D,320,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03387134,29,0,1,11,D,50,D,,A,50,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03387154,36,0,1,10,D,130,D,,A,130,D,380,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03387164,33,0,1,12,D,95,D,,A,95,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03387164,34,0,2,10,D,310,D,,A,310,D,370,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03387224,36,0,1,11,D,45,D,,A,45,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03387224,37,0,1,10,D,1800,D,,A,1800,D,370,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03387224,38,0,2,10,D,43,D,,A,43,D,370,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03387314,51,0,1,10,D,82,D,,A,82,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03387314,52,0,1,10,D,54,D,,A,54,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03387344,28,0,1,11,D,29,D,,A,29,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03387354,31,0,1,12,D,40,D,,A,40,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03387404,34,0,1,10,D,28,D,,A,28,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03387424,74,0,1,11,D,850,D,,A,,H,500,D,1,F,2,D,110,D,140,D,,A,,A,,A,,A,,A,,A,,A
20171,03387424,74,1,1,11,D,,B,,A,121,E,110,D,1,F,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03387424,74,2,1,11,D,,B,,A,729,E,140,D,1,F,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03387424,75,0,1,12,D,1200,D,,A,1200,D,110,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03387444,38,0,1,10,D,80,D,,A,80,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03387444,39,0,1,11,D,415,D,,A,415,D,140,D,1,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03387474,19,0,1,11,D,70,D,,A,70,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03387544,12,0,1,12,D,30,D,,A,30,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03387584,49,0,1,12,D,150,D,,A,150,D,140,D,1,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03387584,50,0,1,12,D,600,D,,A,600,D,380,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03387614,41,0,1,11,D,30,D,,A,30,D,100,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03387654,26,0,1,11,D,35,D,,A,35,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03387814,35,0,1,11,D,30,D,,A,30,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03387814,36,0,1,10,D,249,D,,A,249,D,140,D,1,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03387814,37,0,1,11,D,80,D,,A,80,D,370,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03387834,39,0,1,11,D,889,D,,A,889,D,380,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03387904,51,0,1,11,D,75,D,,A,,H,500,D,2,D,2,D,100,D,380,D,,A,,A,,A,,A,,A,,A,,A
20171,03387904,51,1,1,11,D,,B,,A,20,E,100,D,2,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03387904,51,2,1,11,D,,B,,A,55,E,380,D,2,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03388044,35,0,1,11,D,10,D,,A,10,D,367,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03388044,36,0,2,10,D,35,D,,A,35,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03388094,64,0,1,10,D,80,D,,A,80,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03388094,65,0,1,10,D,50,D,,A,50,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03388094,66,0,1,11,D,50,D,,A,50,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03388094,67,0,1,12,D,50,D,,A,50,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03388174,26,0,1,11,D,620,D,,A,620,D,380,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03388224,27,0,2,10,D,32,D,,A,32,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03388244,37,0,1,10,D,35,D,,A,35,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03388244,38,0,1,11,D,70,D,,A,70,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03388244,39,0,1,12,D,35,D,,A,35,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03388244,40,0,1,10,D,300,D,,A,300,D,140,D,1,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03388244,41,0,2,10,D,49,D,,A,49,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03388264,33,0,1,11,D,80,D,,A,80,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03388264,34,0,1,12,D,220,D,,A,220,D,380,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03388284,35,0,1,11,D,45,D,,A,45,D,100,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03388314,64,0,1,10,D,12,D,,A,12,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03388314,65,0,1,11,D,12,D,,A,12,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03388314,66,0,1,12,D,12,D,,A,12,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03388344,84,0,1,12,D,200,D,,A,200,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03388454,35,0,1,12,D,32,D,,A,32,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03388484,84,0,1,12,D,26,D,,A,26,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03388484,85,0,2,10,D,167,D,,A,167,D,380,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03388524,25,0,1,10,D,50,D,,A,50,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03388534,21,0,1,11,D,25,D,,A,25,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03388554,39,0,1,10,D,251,D,,A,251,D,360,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03388584,27,0,1,12,D,11,D,,A,11,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03388604,26,0,1,12,D,575,D,,A,575,D,140,D,1,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03388604,27,0,1,12,D,40,D,,A,40,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03388674,74,0,1,11,D,25,D,,A,25,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03388714,58,0,1,10,D,25,D,,A,25,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03388714,59,0,1,11,D,25,D,,A,25,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03388714,60,0,1,11,D,30,D,,A,30,D,110,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03388714,61,0,1,10,D,302,D,,A,302,D,320,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03388714,62,0,1,12,D,16,D,,A,16,D,370,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03388714,63,0,2,10,D,10,D,,A,10,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03388734,92,0,1,10,D,248,D,,A,248,D,370,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03388734,93,0,1,11,D,242,D,,A,242,D,370,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03388734,94,0,1,12,D,727,D,,A,727,D,370,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03388734,95,0,1,10,D,35,D,,A,35,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03388734,96,0,1,11,D,30,D,,A,30,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03388754,27,0,1,11,D,7,D,,A,7,D,367,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03388754,28,0,1,12,D,7,D,,A,7,D,367,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03388754,29,0,1,11,D,39,D,,A,39,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03388754,30,0,1,12,D,29,D,,A,29,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03388754,31,0,1,11,D,79,D,,A,79,D,130,D,1,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03388794,61,0,1,10,D,620,D,,A,620,D,140,D,1,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03388834,68,0,1,12,D,64,D,,A,64,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03388874,30,0,2,10,D,35,D,,A,35,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03388874,31,0,2,10,D,35,D,,A,35,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03388874,32,0,2,10,D,70,D,,A,70,D,380,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03388894,54,0,1,10,D,25,D,,A,25,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03388894,55,0,1,11,D,25,D,,A,25,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03388894,56,0,1,12,D,25,D,,A,25,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03388894,57,0,1,12,D,25,D,,A,25,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03388964,68,0,1,11,D,50,D,,A,50,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03388964,69,0,2,10,D,60,D,,A,60,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03388964,70,0,2,10,D,20,D,,A,20,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03388984,37,0,1,10,D,66,D,,A,66,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03389124,31,0,1,11,D,60,D,,A,60,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03389124,32,0,1,11,D,18,D,,A,18,D,360,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03389124,33,0,2,10,D,120,D,,A,,H,115,D,1,D,2,D,110,D,100,D,,A,,A,,A,,A,,A,,A,,A
20171,03389124,33,1,2,10,D,,B,,A,91,E,110,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03389124,33,2,2,10,D,,B,,A,29,E,100,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03389124,34,0,2,10,D,10,D,,A,10,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03389164,20,0,2,10,D,75,D,,A,75,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03389224,35,0,1,12,D,25,D,,A,25,D,370,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03389244,38,0,1,10,D,50,D,,A,,H,500,D,1,D,2,D,160,D,100,D,,A,,A,,A,,A,,A,,A,,A
20171,03389244,38,1,1,10,D,,B,,A,34,E,160,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03389244,38,2,1,10,D,,B,,A,16,E,100,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03389274,54,0,1,10,D,10,D,,A,10,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03389274,55,0,1,11,D,10,D,,A,10,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03389274,56,0,1,12,D,10,D,,A,10,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03389274,57,0,2,10,D,10,D,,A,10,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03389444,32,0,1,12,D,70,D,,A,70,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03389474,49,0,1,10,D,27,D,,A,27,D,100,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03389494,42,0,1,10,D,48,D,,A,48,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03389494,43,0,1,11,D,120,D,,A,120,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03389494,44,0,1,10,D,25,D,,A,25,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03389554,18,0,2,10,D,,C,,A,26,F,100,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03389564,66,0,1,11,D,43,D,,A,43,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03389574,34,0,1,12,D,60,D,,A,60,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03389644,28,0,1,12,D,800,D,,A,800,D,140,D,1,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03389694,91,0,1,11,D,25,D,,A,25,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03389694,92,0,1,11,D,25,D,,A,25,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03389694,93,0,1,12,D,80,D,,A,80,D,370,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03389734,28,0,1,12,D,45,D,,A,45,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03389754,56,0,1,12,D,40,D,,A,40,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03389754,57,0,1,12,D,55,D,,A,55,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03389754,58,0,1,12,D,200,D,,A,200,D,370,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03389784,50,0,1,10,D,50,D,,A,,H,500,D,1,D,2,D,500,D,100,D,,A,,A,,A,,A,,A,,A,,A
20171,03389784,50,1,1,10,D,,B,,A,35,E,100,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03389784,50,2,1,10,D,,B,,A,15,E,367,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03389784,51,0,1,11,D,30,D,,A,,H,500,D,2,D,2,D,500,D,100,D,,A,,A,,A,,A,,A,,A,,A
20171,03389784,51,1,1,11,D,,B,,A,9,E,100,D,2,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03389784,51,2,1,11,D,,B,,A,10,E,360,D,2,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03389784,51,3,1,11,D,,B,,A,11,E,370,D,2,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03389784,52,0,2,10,D,16,D,,A,,H,500,D,2,F,2,D,500,D,150,D,,A,,A,,A,,A,,A,,A,,A
20171,03389784,52,1,2,10,D,,B,,A,12,E,360,D,2,F,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03389784,52,2,2,10,D,,B,,A,4,E,367,D,2,F,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03389814,36,0,1,10,D,20,D,,A,20,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03389814,37,0,1,11,D,20,D,,A,20,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03389814,38,0,1,12,D,20,D,,A,20,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03389814,39,0,2,10,D,20,D,,A,20,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03389824,35,0,1,12,D,164,D,,A,164,D,110,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03389864,22,0,1,12,D,106,D,,A,106,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03389894,16,0,1,11,D,56,D,,A,56,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03389904,34,0,1,11,D,170,D,,A,170,D,370,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03389964,58,0,1,11,D,200,D,,A,,H,500,D,1,D,2,D,380,D,370,D,,A,,A,,A,,A,,A,,A,,A
20171,03389964,58,1,1,11,D,,B,,A,129,E,380,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03389964,58,2,1,11,D,,B,,A,71,E,370,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03389984,40,0,1,11,D,50,D,,A,50,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03390134,60,0,1,12,D,40,D,,A,40,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03390134,61,0,2,10,D,58,D,,A,58,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03390134,62,0,2,10,D,165,D,,A,165,D,370,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03390174,23,0,1,10,D,60,D,,A,60,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03390184,53,0,1,10,D,28,D,,A,28,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03390184,54,0,1,11,D,9,D,,A,9,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03390214,34,0,1,11,D,35,D,,A,35,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03390214,35,0,2,10,D,550,D,,A,550,D,140,D,1,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03390214,36,0,2,10,D,80,D,,A,80,D,380,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03390254,29,0,1,12,D,70,D,,A,70,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03390264,38,0,1,12,D,25,D,,A,25,D,370,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03390294,43,0,1,11,D,38,D,,A,38,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03390304,31,0,1,11,D,185,D,,A,,H,500,D,1,D,2,D,110,D,370,D,100,D,,A,,A,,A,,A,,A,,A
20171,03390304,31,1,1,11,D,,B,,A,71,E,110,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03390304,31,2,1,11,D,,B,,A,93,E,370,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03390304,31,3,1,11,D,,B,,A,21,E,100,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03390374,43,0,1,10,D,62,D,,A,62,D,130,D,1,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03390374,44,0,1,11,D,412,D,,A,412,D,140,D,1,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03390434,17,0,1,12,D,52,D,,A,52,D,370,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03390444,42,0,1,11,D,300,D,,A,,H,500,D,1,D,2,D,370,D,100,D,,A,,A,,A,,A,,A,,A,,A
20171,03390444,42,1,1,11,D,,B,,A,243,E,370,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03390444,42,2,1,11,D,,B,,A,57,E,100,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03390454,38,0,1,12,D,600,D,,A,,H,500,D,1,D,2,D,100,D,160,D,110,D,,A,,A,,A,,A,,A,,A
20171,03390454,38,1,1,12,D,,B,,A,95,E,100,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03390454,38,2,1,12,D,,B,,A,202,E,160,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03390454,38,3,1,12,D,,B,,A,303,E,110,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03390454,39,0,1,11,D,50,D,,A,50,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03390454,40,0,1,12,D,50,D,,A,50,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03390454,41,0,2,10,D,16,D,,A,16,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03390464,58,0,1,10,D,55,D,,A,55,D,100,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03390504,65,0,1,12,D,52,D,,A,52,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03390504,66,0,1,12,D,468,D,,A,468,D,140,D,1,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03390524,42,0,1,11,D,602,D,,A,602,D,380,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03390524,43,0,1,11,D,52,D,,A,52,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03390524,44,0,1,12,D,404,D,,A,404,D,160,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03390574,72,0,1,12,D,80,D,,A,80,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03390614,66,0,1,11,D,460,D,,A,460,D,140,D,1,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03390614,67,0,1,11,D,160,D,,A,,H,115,D,1,D,2,D,110,D,100,D,,A,,A,,A,,A,,A,,A,,A
20171,03390614,67,1,1,11,D,,B,,A,122,E,110,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03390614,67,2,1,11,D,,B,,A,38,E,100,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03390614,68,0,1,10,D,16,D,,A,16,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03390614,69,0,1,11,D,16,D,,A,16,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
