QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,CONTCODE,CONT_ODE,CONTMO,CONTMO_,CONTEXPX,CONT_XPX
20171,03393704,3,0,1,110,D,13,D,900,D
20171,03393704,4,0,1,130,D,10,D,50,D
20171,03393704,5,0,1,160,D,12,D,250,D
20171,03393714,6,0,1,150,D,13,D,100,D
20171,03393734,5,0,1,170,D,10,D,130,D
20171,03393734,6,0,1,170,D,12,D,30,D
20171,03393734,7,0,1,150,D,11,D,30,D
20171,03393744,6,0,1,150,D,13,D,10,D
20171,03393814,15,0,1,170,D,12,D,2305,D
20171,03393814,16,0,1,150,D,12,D,50,D
20171,03393814,17,0,1,150,D,11,D,50,D
20171,03393814,18,0,1,150,D,10,D,50,D
20171,03393814,19,0,1,160,D,11,D,50,D
20171,03393864,2,0,1,170,D,13,D,2,D
20171,03393864,3,0,1,150,D,13,D,10,D
20171,03393874,8,0,1,160,D,12,D,50,D
20171,03393894,6,0,1,150,D,13,D,550,D
20171,03393894,7,0,1,150,D,13,D,50,D
20171,03393944,8,0,1,170,D,12,D,100,D
20171,03393944,9,0,1,140,D,13,D,125,D
20171,03393954,7,0,1,150,D,13,D,40,D
20171,03393994,6,0,1,160,D,12,D,700,D
20171,03393994,7,0,1,150,D,12,D,800,D
20171,03394034,6,0,1,150,D,13,D,100,D
20171,03394114,14,0,1,170,D,13,D,25,D
20171,03394114,15,0,1,160,D,13,D,50,D
20171,03394184,3,0,1,150,D,12,D,170,D
20171,03394204,3,0,1,170,D,11,D,50,D
20171,03394264,5,0,1,170,D,12,D,500,D
20171,03394264,6,0,1,110,D,13,D,800,D
20171,03394284,4,0,1,170,D,12,D,200,D
20171,03394284,5,0,1,150,D,12,D,200,D
20171,03394284,6,0,1,180,D,13,D,500,D
20171,03394294,10,0,1,130,D,11,D,300,D
20171,03394354,11,0,1,150,D,12,D,310,D
20171,03394364,5,0,1,170,D,12,D,200,D
20171,03394364,6,0,1,170,D,11,D,371,F
20171,03394364,7,0,1,150,D,12,D,500,D
20171,03394384,6,0,1,170,D,12,D,350,D
20171,03394384,7,0,1,150,D,13,D,50,D
20171,03394384,8,0,1,150,D,12,D,50,D
20171,03394424,11,0,1,150,D,13,D,350,D
20171,03394434,2,0,1,150,D,13,D,10,D
20171,03394454,1,0,1,150,D,13,D,55,D
20171,03394464,9,0,1,170,D,11,D,40,D
20171,03394464,10,0,1,160,D,10,D,100,D
20171,03394464,11,0,1,150,D,13,D,400,D
20171,03394464,12,0,1,150,D,13,D,76,D
20171,03394464,13,0,1,150,D,13,D,50,D
20171,03394484,12,0,1,150,D,13,D,130,D
20171,03394524,15,0,1,170,D,12,D,20,D
20171,03394524,16,0,1,170,D,12,D,50,D
20171,03394554,3,0,1,150,D,13,D,20,D
20171,03394594,8,0,1,110,D,13,D,240,D
20171,03394644,13,0,1,100,D,13,D,315,D
20171,03394674,1,0,1,150,D,10,D,300,D
20171,03394694,3,0,1,140,D,10,D,70,D
20171,03394694,4,0,1,140,D,11,D,20,D
20171,03394694,5,0,1,140,D,12,D,20,D
20171,03394694,6,0,1,150,D,13,D,30,D
20171,03394694,7,0,1,160,D,13,D,40,D
20171,03394704,2,0,1,150,D,13,D,100,D
20171,03394704,3,0,1,160,D,10,D,50,D
20171,03394704,4,0,1,160,D,11,D,30,D
20171,03394704,5,0,1,160,D,12,D,50,D
20171,03394714,9,0,1,170,D,12,D,10,D
20171,03394714,10,0,1,150,D,13,D,160,D
20171,03394734,3,0,1,170,D,12,D,125,D
20171,03394784,3,0,1,150,D,13,D,50,D
20171,03394804,12,0,1,170,D,12,D,200,D
20171,03394804,13,0,1,160,D,13,D,31,D
20171,03394804,14,0,1,150,D,13,D,265,D
20171,03394804,15,0,1,130,D,13,D,10,D
20171,03394804,16,0,1,160,D,13,D,10,D
20171,03394804,17,0,1,140,D,10,D,30,D
20171,03394804,18,0,2,130,D,10,D,60,D
20171,03394804,19,0,2,150,D,10,D,265,D
20171,03394824,12,0,1,150,D,13,D,300,D
20171,03394824,13,0,1,160,D,12,D,300,D
20171,03394844,8,0,1,150,D,13,D,100,D
20171,03394844,9,0,1,160,D,13,D,40,D
20171,03394844,10,0,1,160,D,13,D,60,D
20171,03394844,11,0,1,160,D,13,D,20,D
20171,03394844,12,0,1,160,D,13,D,25,D
20171,03394894,11,0,1,170,D,12,D,244,D
20171,03394924,3,0,1,150,D,13,D,5,D
20171,03394964,4,0,1,150,D,13,D,100,D
20171,03394984,2,0,1,170,D,13,D,850,D
20171,03394984,3,0,1,150,D,13,D,600,D
20171,03395034,5,0,1,170,D,11,D,2000,D
20171,03395034,6,0,1,150,D,13,D,80,D
20171,03395054,5,0,1,150,D,13,D,525,D
20171,03395054,6,0,1,150,D,12,D,25,D
20171,03395054,7,0,1,160,D,10,D,15,D
20171,03395054,8,0,1,160,D,11,D,45,D
20171,03395054,9,0,1,160,D,12,D,45,D
20171,03395124,3,0,1,160,D,11,D,25,D
20171,03395124,4,0,1,160,D,12,D,25,D
20171,03395194,4,0,1,160,D,12,D,150,D
20171,03395204,5,0,1,170,D,12,D,75,D
20171,03395204,6,0,1,150,D,10,D,25,D
20171,03395214,12,0,1,170,D,11,D,65,D
20171,03395214,13,0,1,170,D,12,D,25,D
20171,03395214,14,0,1,170,D,11,D,45,D
20171,03395214,15,0,1,170,D,10,D,50,D
20171,03395214,16,0,1,150,D,13,D,20,D
20171,03395254,8,0,1,100,D,13,D,100,D
20171,03395294,3,0,1,170,D,12,D,1600,D
20171,03395304,8,0,1,160,D,13,D,300,D
20171,03395334,4,0,1,170,D,13,D,300,D
20171,03395334,5,0,1,150,D,13,D,40,D
20171,03395394,4,0,1,160,D,11,D,500,D
20171,03395414,2,0,1,110,D,13,D,484,D
20171,03395424,13,0,1,160,D,12,D,5,D
20171,03395424,14,0,2,170,D,10,D,20,D
20171,03395484,1,0,1,150,D,13,D,315,F
20171,03395624,5,0,1,170,D,12,D,190,D
20171,03395624,6,0,1,150,D,13,D,160,D
20171,03395624,7,0,1,150,D,12,D,160,D
20171,03395624,8,0,1,160,D,12,D,25,D
20171,03395664,3,0,1,170,D,12,D,150,D
20171,03395684,2,0,1,150,D,13,D,170,D
20171,03395864,26,0,1,170,D,11,D,110,D
20171,03395864,27,0,1,150,D,13,D,20,D
20171,03395914,10,0,1,170,D,12,D,400,D
20171,03395914,11,0,1,150,D,13,D,100,D
20171,03395934,3,0,1,130,D,12,D,50,D
20171,03395934,4,0,1,150,D,12,D,200,D
20171,03395974,3,0,1,170,D,12,D,1075,D
20171,03395974,4,0,1,170,D,11,D,25,D
20171,03395974,5,0,1,170,D,10,D,25,D
20171,03396014,4,0,1,150,D,13,D,200,D
20171,03396014,5,0,1,160,D,12,D,200,D
20171,03396054,5,0,1,170,D,12,D,250,D
20171,03396054,6,0,1,140,D,12,D,250,D
20171,03396054,7,0,1,140,D,13,D,20,D
20171,03396104,7,0,1,170,D,12,D,2000,D
20171,03396104,8,0,1,130,D,12,D,20000,D
20171,03396104,9,0,1,150,D,12,D,20000,D
20171,03396104,10,0,1,140,D,12,D,2000,D
20171,03396104,11,0,1,160,D,12,D,4000,D
20171,03396134,3,0,1,150,D,13,D,130,D
20171,03396164,8,0,1,150,D,13,D,125,D
20171,03396194,13,0,1,170,D,12,D,500,D
20171,03396294,7,0,1,170,D,12,D,250,D
20171,03396294,8,0,1,170,D,12,D,40,D
20171,03396294,9,0,1,150,D,12,D,200,D
20171,03396294,10,0,1,150,D,10,D,400,D
20171,03396294,11,0,1,150,D,11,D,800,D
20171,03396294,12,0,1,160,D,12,D,100,D
20171,03396294,13,0,1,160,D,12,D,50,D
20171,03396394,16,0,1,170,D,12,D,100,D
20171,03396394,17,0,1,160,D,12,D,600,D
20171,03396404,7,0,1,150,D,13,D,380,D
20171,03396404,8,0,1,160,D,12,D,900,D
20171,03396454,3,0,1,160,D,12,D,400,D
20171,03396554,1,0,1,170,D,13,D,200,D
20171,03396574,6,0,1,150,D,13,D,500,D
20171,03396584,5,0,1,150,D,13,D,30,D
20171,03396584,6,0,2,170,D,10,D,30,D
20171,03396584,7,0,2,150,D,10,D,10,D
20171,03396614,1,0,1,150,D,13,D,120,D
20171,03396634,8,0,1,160,D,12,D,400,D
20171,03396634,9,0,1,160,D,11,D,3000,D
20171,03396654,4,0,1,150,D,13,D,100,D
20171,03396674,16,0,1,170,D,12,D,200,D
20171,03396704,4,0,1,170,D,12,D,100,D
20171,03396704,5,0,1,170,D,11,D,50,D
20171,03396914,3,0,1,150,D,13,D,100,D
20171,03397014,29,0,1,150,D,13,D,850,D
20171,03397114,3,0,1,160,D,12,D,20,D
20171,03397114,4,0,1,160,D,12,D,5,D
20171,03397214,1,0,1,170,D,10,D,1000,D
20171,03397284,1,0,1,150,D,10,D,1126,D
20171,03397284,2,0,1,150,D,11,D,428,D
20171,03397284,3,0,1,150,D,12,D,490,D
20171,03397354,4,0,1,170,D,11,D,4000,D
20171,03407504,3,0,1,150,D,13,D,10,D
20171,03407574,7,0,1,170,D,12,D,50,D
20171,03407574,8,0,1,150,D,13,D,400,D
20171,03407614,1,0,1,160,D,13,D,150,D
20171,03407634,15,0,1,170,D,11,D,200,D
20171,03407634,16,0,1,170,D,12,D,350,D
20171,03407634,17,0,1,160,D,12,D,95,D
20171,03407634,18,0,1,140,D,12,D,80,D
20171,03407694,6,0,1,160,D,01,D,25,D
20171,03407694,7,0,1,150,D,01,D,50,D
20171,03407744,4,0,1,170,D,12,D,25,D
20171,03407754,8,0,1,170,D,11,D,20,D
20171,03407754,9,0,1,170,D,11,D,20,D
20171,03407754,10,0,1,170,D,11,D,47,D
20171,03407754,11,0,1,170,D,11,D,38,D
20171,03407754,12,0,1,170,D,12,D,22,D
20171,03407754,13,0,1,170,D,12,D,125,D
20171,03407754,14,0,1,170,D,12,D,50,D
20171,03407754,15,0,1,170,D,01,D,25,D
20171,03407754,16,0,1,170,D,01,D,10,D
20171,03407754,17,0,1,130,D,12,D,100,D
20171,03407754,18,0,1,130,D,12,D,100,D
20171,03407754,19,0,1,130,D,12,D,25,D
20171,03407754,20,0,1,150,D,12,D,25,D
20171,03407754,21,0,1,150,D,01,D,10,D
20171,03407754,22,0,1,150,D,12,D,25,D
20171,03407754,23,0,1,160,D,12,D,20,D
20171,03407754,24,0,1,160,D,12,D,20,D
20171,03407754,25,0,1,160,D,12,D,40,D
20171,03407754,26,0,1,160,D,12,D,50,D
20171,03407754,27,0,1,160,D,01,D,25,D
20171,03407754,28,0,1,160,D,01,D,45,D
20171,03407754,29,0,2,160,D,11,D,15,D
20171,03407754,30,0,2,150,D,11,D,5,D
20171,03407764,4,0,1,150,D,13,D,336,F
20171,03407784,11,0,1,160,D,12,D,60,D
20171,03407814,3,0,1,150,D,12,D,60,D
20171,03407824,5,0,1,150,D,13,D,60,D
20171,03407914,5,0,1,170,D,12,D,100,D
20171,03407964,1,0,1,160,D,12,D,100,D
20171,03408034,1,0,1,100,D,12,D,100,D
20171,03408034,2,0,1,160,D,13,D,25,D
20171,03408034,3,0,1,160,D,13,D,25,D
20171,03408074,6,0,1,150,D,13,D,300,D
20171,03408094,4,0,1,170,D,12,D,400,D
20171,03408094,5,0,1,160,D,12,D,100,D
20171,03408254,1,0,1,150,D,13,D,80,D
20171,03408264,3,0,1,160,D,11,D,20,D
20171,03408294,5,0,1,110,D,13,D,1300,D
20171,03408314,3,0,1,100,D,13,D,300,D
20171,03408314,4,0,1,110,D,13,D,116,D
20171,03408384,1,0,1,150,D,13,D,10,D
20171,03408444,2,0,1,150,D,13,D,200,D
20171,03408484,2,0,1,150,D,13,D,20,D
20171,03408494,1,0,1,170,D,13,D,175,D
20171,03408514,1,0,1,150,D,13,D,300,D
20171,03408534,9,0,1,150,D,13,D,50,D
20171,03408594,7,0,1,150,D,13,D,30,D
20171,03408684,3,0,1,150,D,13,D,120,D
20171,03408684,4,0,2,100,D,11,D,80,D
20171,03408694,3,0,1,170,D,12,D,100,D
20171,03408694,4,0,1,110,D,13,D,333,D
20171,03408704,1,0,1,110,D,13,D,50,D
20171,03408724,7,0,1,160,D,11,D,25,D
20171,03408724,8,0,1,160,D,11,D,27,D
20171,03408724,9,0,1,160,D,12,D,25,D
20171,03408724,10,0,1,160,D,12,D,100,D
20171,03408724,11,0,1,160,D,12,D,50,D
20171,03408724,12,0,2,160,D,11,D,100,D
20171,03408724,13,0,2,160,D,11,D,25,D
20171,03408724,14,0,2,160,D,11,D,50,D
20171,03408724,15,0,2,160,D,11,D,26,D
20171,03408764,7,0,1,170,D,12,D,10,D
20171,03408764,8,0,1,150,D,13,D,30,D
20171,03408814,5,0,1,150,D,13,D,100,D
