QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,CONTCODE,CONT_ODE,CONTMO,CONTMO_,CONTEXPX,CONT_XPX
20171,03534132,13,0,1,170,D,12,D,400,D
20171,03534172,4,0,1,140,D,13,D,45,D
20171,03534172,5,0,1,160,D,12,D,500,D
20171,03534182,5,0,1,170,D,12,D,400,D
20171,03534212,5,0,1,170,D,12,D,200,D
20171,03534252,3,0,1,170,D,12,D,500,D
20171,03534252,4,0,1,170,D,13,D,50,D
20171,03534252,5,0,1,160,D,12,D,60,D
20171,03534272,7,0,1,160,D,12,D,50,D
20171,03534272,8,0,1,160,D,12,D,50,D
20171,03534272,9,0,1,160,D,12,D,50,D
20171,03534272,10,0,1,160,D,12,D,50,D
20171,03534272,11,0,1,160,D,12,D,50,D
20171,03534292,3,0,1,150,D,13,D,100,D
20171,03534342,3,0,1,170,D,12,D,213,F
20171,03534362,12,0,1,150,D,13,D,300,D
20171,03534422,4,0,1,170,D,12,D,400,D
20171,03534432,5,0,1,150,D,13,D,20,D
20171,03534472,6,0,1,100,D,13,D,150,D
20171,03534472,7,0,1,170,D,13,D,25,D
20171,03534472,8,0,1,150,D,13,D,20,D
20171,03534502,8,0,1,170,D,12,D,400,D
20171,03534522,1,0,1,150,D,13,D,100,D
20171,03534612,5,0,1,110,D,13,D,360,D
20171,03534744,4,0,1,110,D,13,D,389,D
20171,03534744,5,0,1,150,D,13,D,40,D
20171,03534762,4,0,1,110,D,13,D,200,D
20171,03534853,1,0,1,170,D,12,D,100,D
20171,03545462,4,0,1,150,D,13,D,20,D
20171,03545472,2,0,1,150,D,13,D,500,D
20171,03545522,2,0,1,170,D,13,D,40,D
20171,03545582,5,0,1,170,D,12,D,200,D
20171,03545582,6,0,1,170,D,01,D,50,D
20171,03545582,7,0,2,160,D,12,D,125,D
20171,03545662,12,0,1,150,D,13,D,20,D
20171,03545662,13,0,1,160,D,02,D,10,D
20171,03545662,14,0,1,160,D,13,D,5,D
20171,03545692,9,0,1,170,D,01,D,5,D
20171,03545692,10,0,1,150,D,13,D,900,D
20171,03545772,8,0,1,170,D,12,D,200,D
20171,03545772,9,0,1,170,D,02,D,100,D
20171,03545782,4,0,1,170,D,12,D,100,D
20171,03545782,5,0,1,170,D,13,D,5,D
20171,03545782,6,0,1,160,D,02,D,40,D
20171,03545782,7,0,1,160,D,12,D,50,D
20171,03545792,5,0,1,160,D,13,D,500,D
20171,03545822,2,0,1,150,D,13,D,672,F
20171,03545872,8,0,1,110,D,13,D,426,D
20171,03546012,9,0,1,160,D,01,D,75,D
20171,03546012,10,0,1,150,D,12,D,80,D
20171,03546012,11,0,1,150,D,01,D,120,D
20171,03546012,12,0,1,150,D,02,D,160,D
20171,03546022,7,0,1,150,D,13,D,350,D
20171,03546072,4,0,1,150,D,13,D,300,D
20171,03546072,5,0,1,160,D,13,D,300,D
20171,03546092,4,0,1,170,D,12,D,400,D
20171,03546092,5,0,1,150,D,13,D,60,D
20171,03546132,6,0,1,170,D,12,D,225,D
20171,03546132,7,0,1,150,D,13,D,10,D
20171,03546142,5,0,1,160,D,13,D,6,D
20171,03546142,6,0,2,170,D,12,D,375,D
20171,03546162,14,0,1,160,D,13,D,50,D
20171,03546162,15,0,2,130,D,12,D,125,D
20171,03546192,1,0,1,160,D,02,D,31,D
20171,03546212,9,0,1,150,D,12,D,150,D
20171,03546212,10,0,1,150,D,01,D,2200,D
20171,03546212,11,0,1,150,D,01,D,100,D
20171,03546222,9,0,1,170,D,12,D,100,D
20171,03546222,10,0,1,110,D,13,D,650,D
20171,03546262,3,0,1,170,D,12,D,300,D
20171,03546262,4,0,1,160,D,13,D,50,D
20171,03546312,8,0,1,170,D,12,D,350,D
20171,03546342,5,0,1,140,D,01,D,150,D
20171,03546342,6,0,1,150,D,13,D,300,D
20171,03546372,3,0,1,170,D,13,D,60,D
20171,03546372,4,0,1,150,D,13,D,390,D
20171,03546372,5,0,1,160,D,13,D,2000,D
20171,03546392,6,0,1,150,D,01,D,500,D
20171,03546392,7,0,1,160,D,13,D,1500,D
20171,03546392,8,0,2,150,D,12,D,500,D
20171,03546402,2,0,1,150,D,13,D,20,D
20171,03546422,4,0,1,170,D,02,D,50,D
20171,03546452,5,0,1,170,D,12,D,1000,D
20171,03546452,6,0,1,160,D,13,D,1500,D
20171,03546462,1,0,1,130,D,12,D,670,D
20171,03546462,2,0,1,160,D,02,D,370,D
20171,03546462,3,0,1,150,D,12,D,250,D
20171,03546462,4,0,1,150,D,01,D,250,D
20171,03546492,2,0,1,150,D,13,D,100,D
20171,03546532,19,0,1,170,D,13,D,550,D
20171,03546542,3,0,1,150,D,13,D,100,D
20171,03546662,6,0,1,150,D,13,D,120,D
20171,03546702,1,0,1,150,D,13,D,25,D
20171,03546742,3,0,1,100,D,12,D,100,D
20171,03546742,4,0,1,150,D,13,D,10,D
20171,03546792,2,0,1,150,D,13,D,500,D
20171,03546812,3,0,1,170,D,12,D,500,D
20171,03546812,4,0,1,170,D,01,D,5000,D
20171,03546842,10,0,1,100,D,01,D,400,D
20171,03546842,11,0,1,100,D,02,D,400,D
20171,03546842,12,0,1,100,D,12,D,400,D
20171,03546842,13,0,1,130,D,12,D,100,D
20171,03546842,14,0,1,130,D,02,D,20,D
20171,03546842,15,0,1,150,D,12,D,400,D
20171,03546842,16,0,1,150,D,01,D,200,D
20171,03546842,17,0,1,150,D,02,D,200,D
20171,03546912,10,0,2,170,D,12,D,650,D
20171,03546912,11,0,2,160,D,12,D,100,D
20171,03546932,2,0,1,150,D,13,D,80,D
20171,03546942,9,0,1,170,D,12,D,500,D
20171,03546942,10,0,1,170,D,02,D,40,D
20171,03546942,11,0,1,170,D,02,D,200,D
20171,03546942,12,0,2,170,D,12,D,800,D
20171,03546952,2,0,1,150,D,13,D,200,D
20171,03546972,2,0,1,100,D,13,D,200,D
20171,03546972,3,0,1,160,D,13,D,20,D
20171,03546972,4,0,1,160,D,13,D,20,D
20171,03547052,6,0,1,170,D,12,D,30,D
20171,03547062,12,0,1,100,D,01,D,40,D
20171,03547062,13,0,1,170,D,12,D,25,D
20171,03547062,14,0,1,160,D,12,D,40,D
20171,03547062,15,0,1,160,D,12,D,1000,D
20171,03547072,9,0,1,170,D,12,D,750,D
20171,03547072,10,0,1,170,D,02,D,300,D
20171,03547072,11,0,1,170,D,12,D,400,D
20171,03547072,12,0,1,150,D,13,D,300,D
20171,03547072,13,0,1,150,D,12,D,2052,D
20171,03547072,14,0,1,150,D,01,D,1925,D
20171,03547072,15,0,1,150,D,02,D,1675,D
20171,03547072,16,0,1,160,D,12,D,316,D
20171,03547072,17,0,1,160,D,01,D,460,D
20171,03547132,5,0,1,150,D,13,D,1000,D
20171,03547172,8,0,1,150,D,13,D,100,D
20171,03547172,9,0,2,160,D,12,D,600,D
20171,03547202,3,0,1,150,D,12,D,35,D
20171,03547202,4,0,1,150,D,01,D,35,D
20171,03547202,5,0,1,150,D,02,D,35,D
20171,03547202,6,0,2,150,D,12,D,35,D
20171,03547222,4,0,1,150,D,13,D,50,D
20171,03547262,5,0,1,150,D,13,D,75,D
20171,03547272,3,0,2,170,D,12,D,500,D
20171,03547312,5,0,1,170,D,12,D,300,D
20171,03547322,4,0,1,110,D,13,D,300,D
20171,03547342,4,0,1,150,D,13,D,100,D
20171,03547352,6,0,1,170,D,13,D,20,D
20171,03547352,7,0,1,150,D,13,D,50,D
20171,03547362,1,0,1,150,D,13,D,30,D
20171,03547382,4,0,1,170,D,12,D,100,D
20171,03547452,8,0,1,170,D,01,D,600,D
20171,03547452,9,0,1,170,D,02,D,200,D
20171,03547452,10,0,1,150,D,13,D,600,D
20171,03547572,8,0,1,150,D,02,D,600,D
20171,03547632,6,0,1,160,D,12,D,100,D
20171,03547692,3,0,1,170,D,02,D,10,D
20171,03547702,1,0,1,170,D,13,D,150,D
20171,03547702,2,0,1,170,D,13,D,20,D
20171,03547712,5,0,1,160,D,13,D,20,D
20171,03547712,6,0,1,180,D,13,D,1040,D
20171,03547742,7,0,1,130,D,01,D,25,D
20171,03547742,8,0,1,150,D,12,D,325,D
20171,03547742,9,0,1,150,D,01,D,300,D
20171,03547742,10,0,1,150,D,02,D,300,D
20171,03547752,4,0,1,170,D,13,D,200,D
20171,03547782,4,0,1,150,D,13,D,2000,D
20171,03547782,5,0,2,150,D,12,D,4500,D
20171,03547812,12,0,1,150,D,13,D,300,D
20171,03547812,13,0,1,150,D,12,D,4000,D
20171,03547812,14,0,1,160,D,12,D,4000,D
20171,03547872,2,0,1,150,D,13,D,315,F
20171,03547882,1,0,1,110,D,13,D,350,D
20171,03547932,5,0,1,170,D,01,D,100,D
20171,03547932,6,0,1,160,D,12,D,250,D
20171,03547932,7,0,1,130,D,12,D,185,D
20171,03547932,8,0,1,160,D,01,D,140,D
20171,03547932,9,0,1,160,D,12,D,280,D
20171,03547932,10,0,1,160,D,01,D,300,D
20171,03547982,7,0,1,150,D,13,D,700,D
20171,03548002,3,0,1,170,D,12,D,600,D
20171,03548022,4,0,1,170,D,02,D,25,D
20171,03548022,5,0,1,150,D,12,D,280,D
20171,03548092,2,0,1,140,D,12,D,20,D
20171,03548112,4,0,1,170,D,02,D,100,D
20171,03548112,5,0,2,170,D,12,D,200,D
20171,03548112,6,0,2,160,D,12,D,20,D
20171,03548132,4,0,1,170,D,12,D,100,D
20171,03548132,5,0,1,150,D,01,D,40,D
20171,03548132,6,0,1,150,D,02,D,60,D
20171,03548152,2,0,2,170,D,12,D,100,D
20171,03548212,5,0,1,170,D,02,D,50,D
20171,03548212,6,0,2,170,D,12,D,50,D
20171,03548212,7,0,2,160,D,12,D,2,D
20171,03548222,6,0,1,110,D,13,D,1000,D
20171,03548262,4,0,1,160,D,13,D,10,D
20171,03548322,2,0,1,160,D,13,D,200,D
20171,03548342,6,0,1,140,D,13,D,50,D
20171,03548342,7,0,1,160,D,13,D,100,D
20171,03548352,11,0,1,170,D,12,D,2000,D
20171,03548432,2,0,1,150,D,13,D,200,D
20171,03548462,10,0,1,110,D,13,D,1050,D
20171,03548492,14,0,1,170,D,02,D,35,D
20171,03548492,15,0,1,160,D,13,D,10,D
20171,03548492,16,0,1,160,D,02,D,50,D
20171,03548522,3,0,1,170,D,01,D,10,D
20171,03548562,7,0,1,150,D,13,D,100,D
20171,03548562,8,0,1,160,D,13,D,100,D
20171,03548562,9,0,1,160,D,01,D,100,D
20171,03548562,10,0,1,160,D,02,D,100,D
20171,03548562,11,0,1,160,D,02,D,50,D
20171,03548562,12,0,1,160,D,02,D,75,D
20171,03548582,4,0,1,150,D,13,D,50,D
20171,03548662,12,0,1,170,D,12,D,500,D
20171,03548662,13,0,1,150,D,13,D,600,D
20171,03548662,14,0,1,160,D,12,D,100,D
20171,03548733,10,0,1,150,D,13,D,160,D
20171,03548733,11,0,2,150,D,12,D,393,D
20171,03548742,3,0,1,150,D,13,D,225,F
20171,03548762,2,0,1,150,D,13,D,390,D
20171,03548882,3,0,1,150,D,13,D,80,D
20171,03548892,2,0,1,140,D,02,D,10,D
20171,03548892,3,0,2,170,D,12,D,400,D
20171,03548902,4,0,1,150,D,13,D,1150,D
20171,03548922,2,0,1,170,D,01,D,75,D
20171,03548922,3,0,1,170,D,02,D,100,D
20171,03548922,4,0,1,150,D,13,D,300,D
20171,03548922,5,0,1,160,D,12,D,70,D
20171,03548922,6,0,1,160,D,12,D,100,D
20171,03548932,2,0,1,160,D,13,D,65,D
20171,03548972,2,0,1,170,D,12,D,25,D
20171,03548972,3,0,2,170,D,12,D,4,D
20171,03548982,5,0,1,150,D,12,D,30,D
20171,03548982,6,0,1,150,D,01,D,10,D
20171,03548982,7,0,1,150,D,02,D,10,D
20171,03549052,9,0,1,170,D,12,D,50,D
20171,03549052,10,0,1,150,D,13,D,612,D
20171,03549112,2,0,1,150,D,13,D,30,D
20171,03549112,3,0,1,150,D,13,D,100,D
20171,03549112,4,0,2,160,D,12,D,90,D
20171,03549122,1,0,1,110,D,13,D,300,D
20171,03549162,8,0,1,150,D,13,D,150,D
20171,03549232,3,0,1,150,D,13,D,50,D
20171,03549252,15,0,1,150,D,13,D,10150,D
20171,03549292,4,0,1,170,D,02,D,500,D
20171,03549292,5,0,1,110,D,13,D,600,D
20171,03549312,7,0,1,170,D,02,D,200,D
20171,03549432,1,0,1,100,D,12,D,200,D
20171,03549522,2,0,1,110,D,13,D,1132,D
20171,03549522,3,0,1,150,D,13,D,400,D
20171,03549572,4,0,1,150,D,13,D,300,D
20171,03549572,5,0,2,170,D,12,D,1000,D
20171,03549592,4,0,1,170,D,02,D,40,D
20171,03549592,5,0,1,160,D,13,D,100,D
20171,03549642,7,0,1,170,D,12,D,750,D
20171,03549712,4,0,1,160,D,12,D,25,D
20171,03549772,2,0,1,160,D,12,D,25,D
20171,03549772,3,0,1,140,D,12,D,25,D
20171,03549802,5,0,1,160,D,13,D,25,D
20171,03549842,7,0,1,170,D,01,D,200,D
20171,03549842,8,0,2,170,D,12,D,100,D
20171,03549922,4,0,1,150,D,13,D,300,D
20171,03549932,4,0,1,170,D,12,D,125,D
20171,03550022,3,0,1,170,D,12,D,80,D
20171,03550022,4,0,1,160,D,01,D,15,D
20171,03550022,5,0,1,160,D,12,D,100,D
20171,03550042,1,0,1,150,D,13,D,400,D
20171,03550062,2,0,1,150,D,13,D,120,D
20171,03550072,12,0,1,120,D,13,D,500,D
20171,03550102,2,0,1,150,D,13,D,250,D
20171,03550152,5,0,1,170,D,12,D,200,D
20171,03550152,6,0,1,170,D,02,D,100,D
20171,03550152,7,0,1,170,D,12,D,50,D
20171,03550152,8,0,1,150,D,13,D,250,D
20171,03550152,9,0,1,160,D,13,D,15,D
20171,03550162,12,0,1,170,D,12,D,20,D
20171,03550202,8,0,1,160,D,01,D,100,D
20171,03550212,10,0,1,150,D,13,D,100,D
20171,03550232,4,0,1,160,D,13,D,20,D
20171,03550252,8,0,1,170,D,12,D,30,D
20171,03550252,9,0,1,170,D,01,D,10,D
20171,03550252,10,0,1,170,D,02,D,10,D
20171,03550362,1,0,1,160,D,13,D,20,D
20171,03550362,2,0,2,170,D,12,D,200,D
20171,03550432,6,0,1,160,D,02,D,30,D
20171,03550462,1,0,1,150,D,13,D,30,D
20171,03550462,2,0,1,150,D,02,D,10,D
20171,03550532,12,0,1,100,D,01,D,120,D
20171,03550532,13,0,1,100,D,02,D,120,D
20171,03550532,14,0,1,130,D,01,D,20,D
20171,03550532,15,0,2,100,D,12,D,120,D
20171,03550542,11,0,1,150,D,12,D,50,D
20171,03550542,12,0,2,150,D,12,D,50,D
20171,03550552,11,0,1,150,D,13,D,200,D
20171,03550572,17,0,1,170,D,02,D,40,D
20171,03550612,2,0,1,150,D,01,D,95,D
20171,03550632,4,0,1,150,D,02,D,10,D
20171,03550672,7,0,1,160,D,12,D,30,D
20171,03550722,3,0,1,150,D,13,D,40,D
20171,03550762,1,0,1,150,D,13,D,100,D
20171,03550772,6,0,1,170,D,12,D,425,D
20171,03550772,7,0,1,150,D,13,D,300,D
20171,03550812,6,0,1,160,D,13,D,5,D
20171,03550822,4,0,1,170,D,12,D,2,D
20171,03550822,5,0,1,160,D,13,D,33,D
20171,03550822,6,0,1,150,D,13,D,100,D
20171,03550832,3,0,1,150,D,13,D,100,D
20171,03550852,10,0,1,170,D,12,D,500,D
20171,03550913,3,0,1,160,D,01,D,50,D
20171,03550913,4,0,1,150,D,02,D,1000,D
20171,03551162,1,0,1,110,D,13,D,100,D
20171,03551202,8,0,1,170,D,13,D,10,D
20171,03551202,9,0,1,170,D,12,D,130,D
20171,03551202,10,0,2,170,D,12,D,300,D
20171,03551222,16,0,1,170,D,02,D,100,D
20171,03551222,17,0,1,180,D,02,D,200,D
20171,03551222,18,0,2,170,D,12,D,50,D
20171,03551232,2,0,1,160,D,02,D,50,D
20171,03551242,2,0,1,160,D,13,D,100,D
20171,03551252,1,0,1,160,D,13,D,365,D
20171,03551262,3,0,1,160,D,13,D,200,D
20171,03551272,1,0,1,160,D,13,D,60,D
20171,03551282,3,0,1,150,D,13,D,50,D
20171,03551292,9,0,1,170,D,02,D,200,D
20171,03551292,10,0,1,150,D,13,D,300,D
20171,03551312,7,0,1,170,D,02,D,90,D
20171,03551312,8,0,1,150,D,13,D,380,D
20171,03551332,2,0,1,150,D,13,D,80,D
20171,03551412,12,0,1,170,D,12,D,1000,D
20171,03551412,13,0,1,170,D,12,D,150,D
20171,03551412,14,0,1,160,D,02,D,40,D
20171,03551412,15,0,1,160,D,12,D,450,D
20171,03551412,16,0,1,160,D,01,D,100,D
20171,03551542,4,0,1,150,D,13,D,60,D
20171,03551542,5,0,1,160,D,13,D,20,D
20171,03551552,11,0,1,170,D,12,D,250,D
20171,03551562,2,0,1,150,D,13,D,136,F
20171,03551572,8,0,1,170,D,12,D,1300,D
20171,03551572,9,0,1,170,D,02,D,50,D
20171,03551572,10,0,1,140,D,12,D,60,D
20171,03551572,11,0,1,150,D,13,D,600,D
20171,03551582,1,0,1,120,D,13,D,160,D
20171,03551594,4,0,1,160,D,02,D,100,D
20171,03551672,6,0,1,170,D,12,D,150,D
20171,03551772,3,0,1,170,D,12,D,300,D
20171,03551772,4,0,1,160,D,12,D,300,D
20171,03551772,5,0,2,160,D,12,D,10,D
20171,03551792,7,0,1,170,D,01,D,100,D
20171,03551792,8,0,1,170,D,01,D,225,D
20171,03551792,9,0,1,170,D,01,D,10675,D
20171,03551792,10,0,1,170,D,02,D,425,D
20171,03551812,2,0,1,100,D,02,D,750,D
20171,03551812,3,0,1,170,D,12,D,3500,D
20171,03551812,4,0,1,130,D,02,D,760,D
20171,03551812,5,0,1,150,D,01,D,150,D
20171,03551872,2,0,1,160,D,13,D,150,D
20171,03551882,5,0,1,130,D,12,D,350,D
20171,03551882,6,0,1,150,D,12,D,2900,D
20171,03551902,10,0,1,170,D,12,D,125,D
20171,03551902,11,0,1,170,D,01,D,30,D
20171,03551902,12,0,1,150,D,12,D,1500,D
20171,03551902,13,0,1,150,D,01,D,800,D
20171,03551902,14,0,1,150,D,02,D,900,D
20171,03551902,15,0,1,160,D,01,D,100,D
20171,03551912,2,0,1,170,D,12,D,3700,D
20171,03551912,3,0,1,140,D,02,D,30,D
20171,03552002,3,0,2,160,D,12,D,150,D
20171,03552022,2,0,1,150,D,13,D,500,D
20171,03552094,6,0,1,100,D,01,D,1000,D
20171,03552094,7,0,1,170,D,12,D,250,D
20171,03552094,8,0,1,150,D,13,D,2389,D
20171,03552112,3,0,1,150,D,13,D,100,D
20171,03552112,4,0,1,160,D,13,D,100,D
20171,03552142,2,0,1,170,D,12,D,1000,D
20171,03552142,3,0,1,170,D,13,D,200,D
20171,03552142,4,0,1,170,D,13,D,200,D
20171,03552142,5,0,1,150,D,13,D,220,D
20171,03552142,6,0,1,160,D,13,D,301,D
20171,03552192,7,0,1,150,D,13,D,650,D
20171,03552202,12,0,1,150,D,13,D,90,D
20171,03552242,3,0,1,170,D,12,D,300,D
20171,03552262,5,0,1,110,D,13,D,325,D
20171,03552262,6,0,1,150,D,12,D,75,D
20171,03552262,7,0,1,150,D,01,D,50,D
20171,03552262,8,0,1,150,D,02,D,40,D
20171,03552332,4,0,1,100,D,12,D,200,D
20171,03552332,5,0,1,160,D,12,D,15,D
20171,03552332,6,0,1,160,D,12,D,15,D
20171,03552332,7,0,1,160,D,01,D,10,D
20171,03552332,8,0,1,160,D,02,D,10,D
20171,03552332,9,0,2,160,D,12,D,20,D
20171,03552392,2,0,1,160,D,01,D,100,D
20171,03552402,4,0,1,100,D,02,D,200,D
20171,03552423,2,0,1,150,D,13,D,25,D
20171,03552442,9,0,1,160,D,12,D,200,D
20171,03552452,1,0,1,110,D,13,D,200,D
20171,03552452,2,0,1,160,D,13,D,25,D
20171,03552492,3,0,1,170,D,12,D,300,D
20171,03552502,17,0,1,150,D,13,D,50,D
20171,03552502,18,0,1,160,D,12,D,50,D
20171,03552512,3,0,2,170,D,12,D,200,D
20171,03552582,2,0,1,110,D,02,D,630,D
20171,03552632,12,0,1,130,D,12,D,500,D
20171,03552712,6,0,1,150,D,13,D,360,D
20171,03552712,7,0,1,150,D,13,D,120,D
20171,03552762,3,0,1,170,D,12,D,425,D
20171,03552782,2,0,1,170,D,13,D,80,D
20171,03552842,3,0,1,170,D,13,D,200,D
20171,03552842,4,0,1,150,D,13,D,500,D
20171,03552852,4,0,1,150,D,13,D,868,D
20171,03552882,3,0,1,150,D,13,D,50,D
20171,03552882,4,0,2,150,D,12,D,50,D
20171,03552912,7,0,1,150,D,12,D,100,D
20171,03552912,8,0,1,150,D,01,D,80,D
20171,03552912,9,0,1,150,D,02,D,100,D
20171,03552932,10,0,1,170,D,12,D,140,D
20171,03552982,6,0,1,160,D,12,D,500,D
20171,03553002,4,0,1,170,D,13,D,300,D
20171,03553032,14,0,1,150,D,13,D,1200,D
20171,03553062,5,0,1,170,D,12,D,150,D
20171,03553062,6,0,1,150,D,12,D,200,D
20171,03553062,7,0,1,150,D,01,D,100,D
20171,03553062,8,0,1,150,D,02,D,100,D
20171,03553062,9,0,2,160,D,12,D,30,D
20171,03553102,5,0,1,180,D,13,D,1400,D
20171,03553112,1,0,1,160,D,01,D,2,D
20171,03553112,2,0,2,160,D,12,D,5,D
20171,03553172,3,0,1,150,D,13,D,672,F
20171,03553202,3,0,1,170,D,02,D,5,D
20171,03553202,4,0,1,170,D,12,D,30,D
20171,03553202,5,0,1,170,D,12,D,20,D
20171,03553232,1,0,1,110,D,13,D,156,D
20171,03553252,5,0,1,170,D,13,D,10,D
20171,03553262,3,0,1,170,D,02,D,150,D
20171,03553262,4,0,1,150,D,13,D,100,D
20171,03553272,2,0,1,150,D,01,D,100,D
20171,03553272,3,0,1,160,D,12,D,50,D
20171,03553272,4,0,2,160,D,12,D,50,D
20171,03553282,5,0,1,150,D,13,D,1000,D
20171,03553322,2,0,1,150,D,13,D,25,D
20171,03553362,1,0,2,160,D,12,D,40,D
20171,03553372,9,0,1,170,D,13,D,50,D
20171,03553372,10,0,1,150,D,13,D,1400,D
20171,03553402,3,0,1,170,D,12,D,70,D
20171,03553472,3,0,1,150,D,01,D,10,D
20171,03553482,7,0,1,150,D,13,D,400,D
20171,03553492,13,0,1,160,D,13,D,105,D
20171,03553502,1,0,1,170,D,02,D,100,D
20171,03553502,2,0,1,170,D,12,D,100,D
20171,03553502,3,0,1,160,D,12,D,50,D
20171,03553512,6,0,1,100,D,13,D,150,D
20171,03553512,7,0,1,150,D,13,D,6000,D
20171,03553562,10,0,1,170,D,13,D,150,D
20171,03553582,10,0,1,160,D,13,D,20,D
20171,03553612,1,0,1,150,D,13,D,100,D
20171,03553622,2,0,1,150,D,13,D,30,D
20171,03553632,3,0,1,160,D,13,D,50,D
20171,03553642,5,0,1,170,D,12,D,300,D
20171,03553662,7,0,1,170,D,13,D,1500,D
20171,03553662,8,0,1,150,D,13,D,1000,D
20171,03553662,9,0,1,140,D,13,D,100,D
20171,03553662,10,0,2,170,D,12,D,2000,D
20171,03553662,11,0,2,150,D,12,D,1000,D
20171,03553742,2,0,1,160,D,01,D,150,D
20171,03553782,3,0,1,170,D,12,D,500,D
20171,03553782,4,0,1,170,D,13,D,20,D
20171,03553782,5,0,1,150,D,13,D,100,D
20171,03553792,4,0,1,150,D,13,D,25,D
20171,03553792,5,0,1,160,D,01,D,30,D
20171,03553812,1,0,1,150,D,13,D,20,D
20171,03553832,6,0,1,170,D,01,D,10,D
20171,03553892,3,0,1,170,D,12,D,300,D
20171,03553902,15,0,1,100,D,12,D,45,D
20171,03553942,7,0,1,170,D,12,D,650,D
20171,03553942,8,0,1,170,D,01,D,50,D
20171,03553942,9,0,1,170,D,02,D,50,D
20171,03553942,10,0,1,150,D,13,D,75,D
20171,03553992,6,0,1,100,D,13,D,200,D
20171,03553992,7,0,1,160,D,02,D,300,D
20171,03554022,6,0,1,160,D,13,D,10,D
20171,03554072,1,0,1,160,D,13,D,150,D
20171,03554082,1,0,1,150,D,13,D,40,D
20171,03554092,6,0,1,170,D,01,D,20,D
20171,03554092,7,0,1,140,D,12,D,10,D
20171,03554092,8,0,1,150,D,13,D,40,D
20171,03554172,8,0,1,100,D,01,D,500,D
20171,03554172,9,0,1,170,D,02,D,150,D
20171,03554182,5,0,1,100,D,01,D,349,F
20171,03554182,6,0,1,170,D,02,D,371,F
20171,03554182,7,0,1,150,D,01,D,315,F
20171,03554192,9,0,1,150,D,13,D,100,D
20171,03554192,10,0,1,160,D,12,D,100,D
20171,03554202,10,0,1,150,D,13,D,400,D
20171,03554252,9,0,1,170,D,12,D,130,D
20171,03554252,10,0,1,170,D,01,D,30,D
20171,03554252,11,0,1,150,D,12,D,125,D
20171,03554252,12,0,1,150,D,01,D,275,D
20171,03554252,13,0,1,150,D,02,D,250,D
20171,03554252,14,0,2,150,D,12,D,125,D
20171,03554262,8,0,1,170,D,01,D,200,D
20171,03554262,9,0,1,160,D,13,D,13,D
20171,03554262,10,0,1,160,D,13,D,19,D
20171,03554262,11,0,1,160,D,13,D,10,D
20171,03554262,12,0,1,160,D,12,D,204,D
20171,03554302,14,0,1,160,D,13,D,83,D
20171,03554302,15,0,2,160,D,12,D,83,D
20171,03554312,15,0,1,100,D,13,D,400,D
20171,03554312,16,0,1,150,D,13,D,120,D
20171,03554332,4,0,1,170,D,13,D,20,D
20171,03554332,5,0,1,150,D,13,D,200,D
20171,03554332,6,0,1,160,D,02,D,30,D
20171,03554352,2,0,1,150,D,13,D,250,D
20171,03554392,1,0,1,160,D,12,D,10,D
20171,03554412,11,0,1,130,D,12,D,150,D
20171,03554412,12,0,2,170,D,12,D,90,D
20171,03554412,13,0,2,130,D,12,D,50,D
20171,03554412,14,0,2,150,D,12,D,210,D
20171,03554482,4,0,1,170,D,02,D,100,D
20171,03554482,5,0,1,150,D,13,D,10,D
20171,03554522,5,0,1,160,D,13,D,20,D
20171,03554532,1,0,1,150,D,13,D,300,D
20171,03554553,5,0,2,140,D,12,D,20,D
20171,03554562,2,0,1,150,D,01,D,30,D
20171,03554612,4,0,1,160,D,13,D,25,D
20171,03554622,4,0,1,170,D,01,D,100,D
20171,03554622,5,0,1,170,D,02,D,300,D
20171,03554662,2,0,1,150,D,13,D,240,D
20171,03554682,7,0,2,170,D,12,D,50,D
20171,03554802,1,0,1,150,D,13,D,100,D
20171,03554822,5,0,1,110,D,13,D,438,D
20171,03554842,4,0,1,130,D,02,D,200,D
20171,03554842,5,0,2,170,D,12,D,120,D
20171,03554882,2,0,1,110,D,13,D,233,D
20171,03554892,8,0,1,160,D,13,D,25,D
20171,03554892,9,0,1,150,D,13,D,100,D
20171,03554942,2,0,1,150,D,13,D,160,D
20171,03554942,3,0,1,160,D,01,D,188,F
20171,03554962,10,0,2,170,D,12,D,750,D
20171,03555012,4,0,1,170,D,12,D,60,D
20171,03555112,3,0,1,170,D,12,D,100,D
20171,03555112,4,0,1,160,D,12,D,10,D
20171,03555112,5,0,1,150,D,01,D,50,D
20171,03555122,2,0,1,170,D,12,D,600,D
20171,03555122,3,0,1,150,D,13,D,120,D
20171,03555132,6,0,1,170,D,12,D,13000,D
20171,03555132,7,0,1,150,D,12,D,300,D
20171,03555132,8,0,1,160,D,12,D,2500,D
20171,03555202,8,0,1,170,D,12,D,100,D
20171,03555202,9,0,1,150,D,13,D,440,D
20171,03555202,10,0,1,160,D,13,D,30,D
20171,03555242,11,0,1,150,D,13,D,10,D
20171,03555252,3,0,1,170,D,12,D,100,D
20171,03555323,9,0,1,140,D,02,D,3,D
20171,03555332,3,0,1,160,D,12,D,40,D
20171,03555332,4,0,2,160,D,12,D,150,D
20171,03555342,11,0,1,150,D,02,D,2000,D
20171,03555352,2,0,1,110,D,13,D,220,D
20171,03555352,3,0,1,150,D,13,D,200,D
