QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,S17CODEA,S17C_DEA,S17GFTCA,S17G_TCA,SUBEXPX,SUBEXPX_,SUBMO,SUBMO_,TICPURCH,SUBPURCH
20174,03593764,28,0,1,520,D,1,D,160,D,08,D,,
20174,03593764,29,0,1,355,D,1,D,10,D,13,D,,
20174,03593764,30,0,2,520,D,1,D,50,D,08,D,,
20174,03593814,17,0,1,320,D,1,D,10,D,09,D,,
20174,03593814,18,0,1,320,D,1,D,10,D,10,D,,
20174,03593814,19,0,1,355,D,1,D,10,D,13,D,,
20174,03593814,20,0,2,320,D,1,D,10,D,08,D,,
20174,03593824,35,0,1,610,D,1,D,405,D,10,D,,
20174,03593824,36,0,1,160,D,1,D,33,D,10,D,,
20174,03593824,37,0,1,520,D,1,D,86,D,08,D,,
20174,03593824,38,0,1,410,D,1,D,31,D,08,D,,
20174,03593824,39,0,2,610,D,1,D,27,D,08,D,,
20174,03593824,40,0,2,150,D,1,D,32,D,08,D,,
20174,03593824,41,0,2,330,D,1,D,11,D,08,D,,
20174,03593824,42,0,2,355,D,1,D,13,D,08,D,,
20174,03593824,43,0,2,410,D,1,D,120,D,08,D,,
20174,03593834,19,0,1,830,D,1,D,10,D,13,D,,
20174,03593854,36,0,1,520,D,1,D,60,D,10,D,,
20174,03593874,15,0,2,160,D,1,D,10,D,08,D,,
20174,03593954,16,0,1,355,D,1,D,20,D,13,D,,
20174,03594004,61,0,1,830,D,1,D,47,D,13,D,,
20174,03594004,62,0,1,950,D,1,D,206,D,08,D,,
20174,03594004,63,0,1,950,D,1,D,206,D,09,D,,
20174,03594004,64,0,1,950,D,1,D,206,D,10,D,,
20174,03594004,65,0,1,840,D,1,D,35,D,08,D,,
20174,03594004,66,0,1,320,D,1,D,1,D,08,D,,1
20174,03594004,67,0,1,320,D,1,D,1,D,09,D,,1
20174,03594004,68,0,1,320,D,1,D,1,D,10,D,,1
20174,03594004,69,0,1,355,D,1,D,13,D,13,D,,
20174,03594014,22,0,1,160,D,1,D,20,D,08,D,,
20174,03594014,23,0,1,355,D,1,D,20,D,10,D,,
20174,03594024,36,0,1,830,D,1,D,117,D,13,D,,
20174,03594024,37,0,1,520,D,1,D,60,D,10,D,,
20174,03594024,38,0,1,330,D,1,D,10,D,13,D,,
20174,03594024,39,0,2,520,D,1,D,300,D,08,D,,
20174,03594054,21,0,1,160,D,1,D,40,D,10,D,,
20174,03594054,22,0,2,160,D,1,D,10,D,08,D,,
20174,03594114,21,0,1,830,D,1,D,44,D,13,D,,
20174,03594114,22,0,1,520,D,1,D,60,D,08,D,,
20174,03594114,23,0,1,210,D,1,D,39,D,09,D,,
20174,03594114,24,0,1,330,D,1,D,10,D,13,D,,
20174,03594114,25,0,1,355,D,1,D,9,D,13,D,,
20174,03594124,13,0,1,830,D,1,D,375,D,08,D,,
20174,03594174,25,0,1,830,D,1,D,20,D,08,D,,
20174,03594174,26,0,1,830,D,1,D,20,D,09,D,,
20174,03594174,27,0,1,600,D,1,D,80,D,10,D,,
20174,03594174,28,0,2,355,D,1,D,4,D,08,D,,
20174,03594224,33,0,1,530,D,1,D,22,D,10,D,,
20174,03594224,34,0,1,355,D,1,D,12,D,13,D,,
20174,03594224,35,0,2,600,D,1,D,80,D,08,D,,
20174,03594224,36,0,2,600,D,1,D,100,D,08,D,,
20174,03594314,30,0,1,840,D,1,D,60,D,10,D,,
20174,03594314,31,0,1,210,D,1,D,120,D,10,D,,
20174,03594414,30,0,1,355,D,1,D,4,D,13,D,,
20174,03594414,31,0,2,340,D,1,D,5,D,08,D,,
20174,03594454,50,0,1,830,D,1,D,80,D,13,D,,
20174,03594454,51,0,1,520,D,1,D,50,D,09,D,,
20174,03594454,52,0,1,160,D,1,D,20,D,08,D,,
20174,03594454,53,0,1,310,D,1,D,10,D,10,D,,
20174,03594454,54,0,1,330,D,1,D,10,D,13,D,,
20174,03594454,55,0,2,520,D,1,D,30,D,08,D,,
20174,03594454,56,0,2,400,D,1,D,10,D,08,D,,
20174,03594594,32,0,1,840,D,1,D,60,D,09,D,,
20174,03594594,33,0,1,840,D,1,D,100,D,10,D,,
20174,03594594,34,0,1,150,D,1,D,72,D,08,D,,
20174,03594594,35,0,1,210,D,1,D,96,D,08,D,,
20174,03594594,36,0,1,500,D,1,D,70,D,09,D,,
20174,03594594,37,0,1,520,D,1,D,20,D,08,D,,
20174,03594594,38,0,1,520,D,1,D,20,D,09,D,,
20174,03594594,39,0,1,520,D,1,D,20,D,10,D,,
20174,03594594,40,0,1,355,D,1,D,11,D,13,D,,
20174,03594624,24,0,1,500,D,1,D,85,D,10,D,,
20174,03594624,25,0,1,150,D,1,D,13,F,10,D,,
20174,03594624,26,0,1,700,D,1,D,19,D,10,D,,
20174,03594674,26,0,1,830,D,1,D,100,D,09,D,,
20174,03594674,27,0,1,150,D,1,D,50,D,10,D,,
20174,03594674,28,0,1,355,D,1,D,10,D,13,D,,
20174,03594684,40,0,1,840,D,1,D,120,D,09,D,,
20174,03594684,41,0,1,520,D,1,D,50,D,08,D,,
20174,03594684,42,0,1,520,D,1,D,23,D,09,D,,
20174,03594684,43,0,1,520,D,1,D,5,D,10,D,,
20174,03594684,44,0,1,210,D,1,D,30,D,13,D,,
20174,03594684,45,0,1,330,D,1,D,15,D,13,D,,
20174,03594684,46,0,1,355,D,1,D,38,D,13,D,,
20174,03594684,47,0,1,340,D,1,D,139,D,08,D,,
20174,03594684,48,0,1,340,D,1,D,101,D,09,D,,
20174,03594684,49,0,1,340,D,1,D,190,D,10,D,,
20174,03594684,50,0,1,370,D,1,D,120,D,10,D,,
20174,03594704,34,0,1,830,D,1,D,30,D,13,D,,
20174,03594704,35,0,1,355,D,1,D,10,D,13,D,,
20174,03594764,33,0,1,355,D,1,D,11,D,13,D,,
20174,03594764,34,0,1,410,D,1,D,5,D,10,D,,
20174,03594834,38,0,1,340,D,1,D,20,D,09,D,,
20174,03594834,39,0,1,355,D,1,D,25,D,13,D,,
20174,03594864,52,0,1,160,D,1,D,3,D,10,D,,
20174,03594864,53,0,1,160,D,1,D,112,D,10,D,,
20174,03594914,27,0,1,520,D,1,D,15,D,09,D,,
20174,03594914,28,0,2,500,D,1,D,116,D,08,D,,
20174,03594924,36,0,1,800,D,1,D,500,F,08,D,,
20174,03594934,26,0,1,355,D,1,D,13,D,13,D,,
20174,03594954,28,0,1,150,D,1,D,110,D,10,D,,
20174,03594954,29,0,1,210,D,2,D,50,D,10,D,,
20174,03594954,30,0,1,520,D,1,D,20,D,08,D,,
20174,03594954,31,0,1,520,D,1,D,20,D,09,D,,
20174,03594954,32,0,1,520,D,1,D,20,D,10,D,,
20174,03594954,33,0,1,310,D,1,D,15,D,08,D,,
20174,03595014,26,0,1,830,D,1,D,40,D,13,D,,
20174,03595014,27,0,1,930,D,1,D,150,D,13,D,,
20174,03595014,28,0,1,520,D,1,D,66,D,10,D,,
20174,03595014,29,0,1,700,D,1,D,16,D,13,D,,
20174,03595024,50,0,1,520,D,1,D,44,D,10,D,,
20174,03595024,51,0,1,355,D,1,D,10,D,13,D,,
20174,03595034,27,0,1,330,D,1,D,8,D,13,D,,
20174,03595034,28,0,1,330,D,1,D,15,D,13,D,,
20174,03595044,26,0,1,520,D,1,D,33,D,09,D,,
20174,03595044,27,0,1,310,D,1,D,20,D,09,D,,
20174,03595054,21,0,1,355,D,1,D,12,D,13,D,,
20174,03595094,33,0,1,820,D,1,D,50,D,10,D,,
20174,03595094,34,0,1,520,D,1,D,9,D,08,D,,
20174,03595104,53,0,1,530,D,1,D,50,D,10,D,,
20174,03595104,54,0,1,355,D,1,D,11,D,13,D,,
20174,03595104,55,0,1,355,D,1,D,10,D,13,D,,
20174,03595104,56,0,1,700,D,1,D,5,D,13,D,,
20174,03595104,57,0,2,150,D,1,D,15,D,08,D,,
20174,03595104,58,0,2,700,D,1,D,30,D,08,D,,
20174,03595104,59,0,2,320,D,1,D,10,D,08,D,,
20174,03595164,23,0,2,150,D,1,D,36,D,08,D,,
20174,03595204,35,0,1,810,D,1,D,200,D,08,D,,
20174,03595204,36,0,1,810,D,1,D,200,D,09,D,,
20174,03595204,37,0,1,810,D,1,D,200,D,10,D,,
20174,03595204,38,0,1,600,D,1,D,200,D,10,D,,
20174,03595204,39,0,1,210,D,1,D,200,D,10,D,,
20174,03595204,40,0,2,810,D,1,D,200,D,08,D,,
20174,03595214,21,0,2,520,D,1,D,50,D,08,D,,
20174,03595214,22,0,2,210,D,1,D,25,D,08,D,,
20174,03595244,32,0,1,830,D,1,D,10,D,13,D,,
20174,03595244,33,0,1,355,D,1,D,9,D,13,D,,
20174,03595244,34,0,2,610,D,1,D,10,D,08,D,,
20174,03595244,35,0,2,310,D,1,D,23,D,08,D,,
20174,03595254,35,0,1,840,D,1,D,12,D,09,D,,
20174,03595274,27,0,1,500,D,1,D,50,D,10,D,,
20174,03595284,16,0,1,355,D,1,D,25,D,13,D,,
20174,03595294,21,0,1,700,D,1,D,30,D,08,D,,
20174,03595314,19,0,1,830,D,1,D,20,D,08,D,,
20174,03595314,20,0,1,830,D,1,D,20,D,09,D,,
20174,03595314,21,0,1,830,D,1,D,20,D,10,D,,
20174,03595324,34,0,1,520,D,1,D,11,D,10,D,,
20174,03595334,28,0,1,355,D,1,D,12,D,13,D,,
20174,03595334,29,0,2,520,D,1,D,20,D,08,D,,
20174,03595364,40,0,1,500,D,1,D,190,D,10,D,,
20174,03595364,41,0,1,520,D,1,D,20,D,09,D,,
20174,03595364,42,0,1,520,D,1,D,20,D,10,D,,
20174,03595364,43,0,1,700,D,1,D,35,D,10,D,,
20174,03595364,44,0,1,355,D,1,D,12,D,13,D,,
20174,03595364,45,0,1,355,D,1,D,12,D,13,D,,
20174,03595364,46,0,1,355,D,1,D,2,D,13,D,,
20174,03595364,47,0,2,340,D,1,D,9,D,08,D,,
20174,03595364,48,0,2,410,D,1,D,15,D,08,D,,
20174,03595374,22,0,1,830,D,1,D,40,D,13,D,,
20174,03595444,32,0,1,150,D,1,D,32,D,08,D,,
20174,03595464,20,0,1,830,D,1,D,85,D,13,D,,
20174,03595504,19,0,1,520,D,1,D,45,D,08,D,,
20174,03595504,20,0,1,520,D,1,D,22,D,10,D,,
20174,03595584,18,0,1,830,D,1,D,80,D,13,D,,
20174,03595584,19,0,1,210,D,1,D,120,D,10,D,,
20174,03595584,20,0,1,330,D,1,D,10,D,13,D,,
20174,03595584,21,0,1,380,D,1,D,10,D,13,D,,
20174,03595594,21,0,1,310,D,1,D,32,D,09,D,,
20174,03595644,20,0,1,830,D,1,D,25,D,13,D,,
20174,03595654,8,0,1,355,D,1,D,15,D,13,D,,
20174,03595684,26,0,1,610,D,1,D,150,D,09,D,,
20174,03595684,27,0,1,610,D,1,D,65,D,10,D,,
20174,03595684,28,0,1,520,D,1,D,100,D,08,D,,
20174,03595684,29,0,1,520,D,1,D,100,D,09,D,,
20174,03595684,30,0,1,520,D,1,D,100,D,10,D,,
20174,03595684,31,0,1,370,D,1,D,99,D,08,D,,
20174,03595684,32,0,2,520,D,1,D,100,D,08,D,,
20174,03595704,19,0,1,150,D,1,D,14,D,08,D,,
20174,03595704,20,0,1,150,D,1,D,14,D,09,D,,
20174,03595704,21,0,1,150,D,1,D,14,D,10,D,,
20174,03595714,25,0,1,355,D,1,D,22,D,13,D,,
20174,03595734,44,0,1,500,D,1,D,60,D,10,D,,
20174,03595774,19,0,1,355,D,1,D,10,D,13,D,,
20174,03595824,24,0,1,355,D,1,D,17,D,13,D,,
20174,03595834,14,0,1,355,D,1,D,9,D,13,D,,
20174,03595834,15,0,1,355,D,1,D,10,D,13,D,,
20174,03595864,48,0,1,810,D,1,D,5,D,10,D,,
20174,03595864,49,0,1,700,D,1,D,160,D,09,D,,
20174,03595884,34,0,1,800,D,1,D,1300,D,13,D,,
20174,03595884,35,0,1,500,D,1,D,600,D,10,D,,
20174,03595884,36,0,1,150,D,1,D,97,D,10,D,,
20174,03595884,37,0,1,355,D,1,D,10,D,13,D,,
20174,03595894,28,0,1,830,D,1,D,96,D,13,D,,
20174,03595954,37,0,1,830,D,1,D,260,D,13,D,,
20174,03595954,38,0,1,840,D,1,D,99,D,08,D,,
20174,03595954,39,0,1,355,D,1,D,25,D,13,D,,
20174,03595964,31,0,1,355,D,1,D,10,D,13,D,,
20174,03596004,38,0,1,610,D,1,D,55,D,08,D,,
20174,03596004,39,0,1,150,D,1,D,13,D,09,D,,
20174,03596004,40,0,1,150,D,1,D,13,D,10,D,,
20174,03596004,41,0,1,500,D,1,D,90,D,10,D,,
20174,03596004,42,0,1,310,D,1,D,7,D,10,D,,
20174,03596004,43,0,2,150,D,1,D,13,D,08,D,,
20174,03596044,53,0,1,830,D,1,D,70,D,13,D,,
20174,03596044,54,0,1,300,D,1,D,35,D,10,D,,
20174,03596044,55,0,2,610,D,1,D,75,D,08,D,,
20174,03596134,18,0,1,840,D,1,D,40,D,10,D,,
20174,03596154,26,0,1,355,D,1,D,18,D,13,D,,
20174,03596254,51,0,1,150,D,1,D,60,D,10,D,,
20174,03596284,36,0,1,150,D,1,D,33,D,08,D,,
20174,03596284,37,0,1,150,D,1,D,33,D,09,D,,
20174,03596284,38,0,1,150,D,1,D,33,D,10,D,,
20174,03596284,39,0,2,160,D,1,D,22,D,08,D,,
20174,03596284,40,0,2,160,D,1,D,40,D,08,D,,
20174,03596484,19,0,2,500,D,1,D,100,D,08,D,,
20174,03596534,46,0,1,830,D,1,D,20,D,13,D,,
20174,03596534,47,0,1,610,D,1,D,60,D,08,D,,
20174,03596534,48,0,1,700,D,1,D,20,D,13,D,,
20174,03596534,49,0,1,370,D,1,D,100,D,08,D,,
20174,03596534,50,0,1,370,D,1,D,100,D,09,D,,
20174,03596534,51,0,1,370,D,1,D,100,D,10,D,,
20174,03596554,28,0,1,830,D,1,D,10,D,13,D,,
20174,03596554,29,0,1,520,D,1,D,65,D,08,D,,
20174,03596554,30,0,1,520,D,1,D,65,D,09,D,,
20174,03596554,31,0,1,520,D,1,D,65,D,10,D,,
20174,03596554,32,0,1,355,D,1,D,10,D,09,D,,
20174,03596584,18,0,1,810,D,1,D,26,D,09,D,,
20174,03596584,19,0,1,150,D,1,D,33,D,08,D,,
20174,03596584,20,0,1,150,D,1,D,33,D,09,D,,
20174,03596584,21,0,1,150,D,1,D,33,D,10,D,,
20174,03596614,14,0,1,700,D,1,D,115,D,08,D,,
20174,03596624,35,0,1,520,D,1,D,75,D,08,D,,
20174,03596624,36,0,1,520,D,1,D,75,D,09,D,,
20174,03596624,37,0,1,520,D,1,D,75,D,10,D,,
20174,03596624,38,0,1,600,D,1,D,75,D,08,D,,
20174,03596624,39,0,1,600,D,1,D,75,D,09,D,,
20174,03596624,40,0,1,600,D,1,D,75,D,10,D,,
20174,03596644,41,0,1,355,D,1,D,11,D,13,D,,
20174,03596724,35,0,1,520,D,1,D,50,D,09,D,,
20174,03596724,36,0,1,520,D,1,D,30,D,10,D,,
20174,03596724,37,0,1,150,D,1,D,25,D,09,D,,
20174,03596724,38,0,1,210,D,1,D,50,D,09,D,,
20174,03596784,21,0,1,210,D,1,D,5,D,10,D,,
20174,03596794,40,0,1,830,D,1,D,25,D,13,D,,
20174,03596794,41,0,1,520,D,1,D,17,D,10,D,,
20174,03596794,42,0,1,355,D,1,D,6,D,13,D,,
20174,03596794,43,0,2,340,D,1,D,12,D,08,D,,
20174,03596814,27,0,1,150,D,1,D,48,D,09,D,,
20174,03596814,28,0,1,150,D,1,D,44,D,10,D,,
20174,03596814,29,0,2,600,D,1,D,1200,D,08,D,,
20174,03596884,13,0,1,830,D,1,D,1,D,13,D,,
20174,03596884,14,0,1,610,D,1,D,150,D,08,D,,
20174,03596884,15,0,1,610,D,1,D,150,D,09,D,,
20174,03596884,16,0,1,610,D,1,D,150,D,10,D,,
20174,03596884,17,0,1,530,D,1,D,100,D,09,D,,
20174,03596884,18,0,1,520,D,1,D,40,D,08,D,,
20174,03596884,19,0,1,520,D,1,D,40,D,09,D,,
20174,03596884,20,0,1,520,D,1,D,40,D,10,D,,
20174,03596884,21,0,1,160,D,1,D,40,D,08,D,,
20174,03596884,22,0,1,160,D,1,D,40,D,09,D,,
20174,03596884,23,0,1,160,D,1,D,40,D,10,D,,
20174,03596884,24,0,1,210,D,1,D,40,D,08,D,,
20174,03596884,25,0,1,210,D,1,D,40,D,09,D,,
20174,03596884,26,0,1,210,D,1,D,40,D,10,D,,
20174,03596884,27,0,1,310,D,1,D,100,D,10,D,,
20174,03596884,28,0,1,700,D,1,D,10,D,13,D,,
20174,03596924,43,0,1,830,D,1,D,50,D,13,D,,
20174,03596924,44,0,1,210,D,1,D,10,D,13,D,,
20174,03596964,19,0,1,355,D,1,D,10,D,13,D,,
20174,03596964,20,0,2,840,D,1,D,50,D,08,D,,
20174,03596964,21,0,2,530,D,1,D,100,D,08,D,,
20174,03597004,26,0,1,150,D,1,D,58,D,09,D,,
20174,03597044,50,0,1,520,D,1,D,40,D,10,D,,
20174,03597044,51,0,1,355,D,1,D,11,D,13,D,,
20174,03597074,31,0,1,355,D,1,D,30,D,13,D,,
20174,03597084,29,0,1,830,D,1,D,150,D,13,D,,
20174,03597084,30,0,1,355,D,1,D,10,D,13,D,,
20174,03597084,31,0,1,700,D,1,D,10,D,13,D,,
20174,03597094,27,0,1,830,D,1,D,65,D,13,D,,
20174,03597094,28,0,1,600,D,1,D,225,D,08,D,,
20174,03597094,29,0,1,355,D,1,D,20,D,13,D,,
20174,03597104,22,0,1,520,D,1,D,50,D,10,D,,
20174,03597104,23,0,2,830,D,1,D,200,D,08,D,,
20174,03597164,19,0,1,840,D,1,D,140,D,09,D,,
20174,03597164,20,0,1,520,D,1,D,60,D,09,D,,
20174,03597164,21,0,1,330,D,1,D,12,D,13,D,,
20174,03597164,22,0,1,355,D,1,D,10,D,13,D,,
20174,03597184,34,0,1,830,D,1,D,120,D,13,D,,
20174,03597184,35,0,1,355,D,1,D,8,D,13,D,,
20174,03597194,30,0,1,355,D,1,D,8,D,13,D,,
20174,03597224,16,0,1,600,D,1,D,200,D,10,D,,
20174,03597224,17,0,1,520,D,1,D,30,D,09,D,,
20174,03597224,18,0,1,520,D,1,D,30,D,10,D,,
20174,03597224,19,0,1,330,D,1,D,10,D,13,D,,
20174,03597224,20,0,1,355,D,1,D,10,D,13,D,,
20174,03597224,21,0,1,355,D,1,D,10,D,13,D,,
20174,03597234,32,0,1,520,D,1,D,20,D,09,D,,
20174,03597234,33,0,1,520,D,1,D,20,D,10,D,,
20174,03597264,6,0,2,210,D,1,D,180,D,08,D,,
20174,03597294,13,0,1,830,D,1,D,99,D,13,D,,
20174,03597354,39,0,1,520,D,1,D,60,D,08,D,,
20174,03597354,40,0,1,355,D,1,D,30,D,13,D,,
20174,03597354,41,0,1,330,D,1,D,20,D,13,D,,
20174,03597384,22,0,1,830,D,1,D,35,D,13,D,,
20174,03597384,23,0,1,520,D,1,D,27,D,10,D,,
20174,03597384,24,0,1,355,D,1,D,10,D,13,D,,
20174,03597424,41,0,1,830,D,1,D,300,D,13,D,,
20174,03597424,42,0,1,830,D,1,D,149,D,13,D,,
20174,03597424,43,0,1,600,D,1,D,500,D,09,D,,
20174,03597474,36,0,1,150,D,1,D,21,D,09,D,,
20174,03597474,37,0,1,210,D,1,D,90,D,10,D,,
20174,03597474,38,0,1,355,D,1,D,14,D,13,D,,
20174,03597504,5,0,2,520,D,1,D,30,D,08,D,,
20174,03597554,24,0,1,500,D,1,D,230,D,08,D,,
20174,03597554,25,0,1,500,D,1,D,160,D,09,D,,
20174,03597684,29,0,1,830,D,1,D,150,D,13,D,,
20174,03597684,30,0,1,355,D,1,D,10,D,13,D,,
20174,03597684,31,0,2,410,D,1,D,60,D,08,D,,
20174,03597754,15,0,1,840,D,1,D,99,D,09,D,,
20174,03597754,16,0,1,355,D,1,D,12,D,13,D,,
20174,03597774,16,0,1,355,D,1,D,13,D,13,D,,
20174,03597804,24,0,1,830,D,1,D,8,D,13,D,,
20174,03597804,25,0,1,520,D,1,D,10,D,08,D,,
20174,03597804,26,0,1,520,D,1,D,10,D,09,D,,
20174,03597804,27,0,1,520,D,1,D,10,D,10,D,,
20174,03597804,28,0,1,530,D,1,D,35,D,09,D,,
20174,03597804,29,0,1,530,D,1,D,25,D,10,D,,
20174,03597804,30,0,1,210,D,1,D,11,D,13,D,,
20174,03597804,31,0,1,330,D,1,D,5,D,13,D,,
20174,03597834,26,0,1,830,D,1,D,125,D,13,D,,
20174,03597834,27,0,1,150,D,1,D,35,D,08,D,,
20174,03597834,28,0,1,150,D,1,D,35,D,09,D,,
20174,03597834,29,0,1,150,D,1,D,35,D,10,D,,
20174,03597844,49,0,1,500,D,1,D,300,D,08,D,,
20174,03597844,50,0,1,355,D,1,D,10,D,10,D,,
20174,03597864,34,0,1,600,D,1,D,50,D,08,D,,
20174,03597864,35,0,1,320,D,1,D,20,D,08,D,,
20174,03597864,36,0,1,320,D,1,D,20,D,09,D,,
20174,03597864,37,0,1,320,D,1,D,20,D,10,D,,
20174,03597964,42,0,2,150,D,1,D,18,D,08,D,,
20174,03598034,31,0,1,830,D,1,D,11,D,13,D,,
20174,03598034,32,0,1,500,D,1,D,92,D,10,D,,
20174,03598064,17,0,1,355,D,1,D,10,D,13,D,,
20174,03598074,27,0,1,610,D,1,D,33,D,08,D,,
20174,03598074,28,0,1,610,D,1,D,33,D,09,D,,
20174,03598074,29,0,1,610,D,1,D,33,D,10,D,,
20174,03598074,30,0,1,500,D,1,D,33,D,08,D,,
20174,03598074,31,0,1,500,D,1,D,33,D,09,D,,
20174,03598074,32,0,1,500,D,1,D,33,D,10,D,,
20174,03598074,33,0,1,520,D,1,D,33,D,08,D,,
20174,03598074,34,0,1,520,D,1,D,33,D,09,D,,
20174,03598074,35,0,1,520,D,1,D,33,D,10,D,,
20174,03598074,36,0,1,355,D,1,D,15,D,13,D,,
20174,03598094,27,0,1,610,D,1,D,17,D,09,D,,
20174,03598094,28,0,1,700,D,1,D,20,D,13,D,,
20174,03598114,26,0,1,150,D,1,D,24,D,10,D,,
20174,03598154,9,0,2,150,D,1,D,50,D,08,D,,
20174,03598214,17,0,1,830,D,1,D,22,D,13,D,,
20174,03598214,18,0,1,520,D,1,D,20,D,08,D,,
20174,03598214,19,0,1,520,D,1,D,20,D,09,D,,
20174,03598214,20,0,1,520,D,1,D,20,D,10,D,,
20174,03598214,21,0,1,355,D,1,D,11,D,13,D,,
20174,03598214,22,0,1,355,D,1,D,12,D,13,D,,
20174,03598214,23,0,1,355,D,1,D,3,D,08,D,,
20174,03598214,24,0,1,355,D,1,D,15,D,10,D,,
20174,03598274,15,0,1,150,D,1,D,30,D,09,D,,
20174,03598274,16,0,1,150,D,1,D,30,D,10,D,,
20174,03598274,17,0,1,340,D,1,D,18,D,10,D,,
20174,03598274,18,0,2,150,D,1,D,30,D,08,D,,
20174,03598364,46,0,1,210,D,1,D,15,D,10,D,,
20174,03598364,47,0,1,320,D,1,D,30,D,10,D,,
20174,03598364,48,0,1,320,D,1,D,50,D,11,D,,
20174,03598364,49,0,1,355,D,1,D,26,D,13,D,,
20174,03598384,18,0,1,330,D,1,D,10,D,13,D,,
20174,03598394,26,0,1,830,D,1,D,10,D,13,D,,
20174,03598394,27,0,1,355,D,1,D,11,D,13,D,,
20174,03598394,28,0,2,150,D,1,D,13,D,09,D,,
20174,03598404,16,0,1,610,D,1,D,88,D,10,D,,
20174,03598404,17,0,1,610,D,1,D,110,D,11,D,,
20174,03598404,18,0,2,610,D,1,D,44,D,09,D,,
20174,03598414,23,0,1,355,D,1,D,9,D,13,D,,
20174,03598474,36,0,1,520,D,1,D,20,D,11,D,,
20174,03598474,37,0,1,320,D,1,D,50,D,11,D,,
20174,03598504,10,0,2,840,D,1,D,45,D,09,D,,
20174,03598534,23,0,1,520,D,1,D,80,D,11,D,,
20174,03598534,24,0,1,700,D,1,D,25,D,13,D,,
20174,03598594,38,0,1,830,D,1,D,20,D,13,D,,
20174,03598594,39,0,2,610,D,1,D,70,D,09,D,,
20174,03598594,40,0,2,320,D,1,D,13,D,09,D,,
20174,03598614,20,0,1,800,D,1,D,260,D,13,D,,
20174,03598634,64,0,1,610,D,1,D,2,D,10,D,,
20174,03598634,65,0,1,840,D,1,D,13,D,10,D,,
20174,03598634,66,0,1,150,D,1,D,16,D,09,D,,
20174,03598634,67,0,1,210,D,1,D,50,D,11,D,,
20174,03598634,68,0,1,210,D,1,D,39,D,13,D,,
20174,03598634,69,0,1,355,D,1,D,11,D,13,D,,
20174,03598634,70,0,1,355,D,1,D,6,D,13,D,,
20174,03598634,71,0,1,355,D,1,D,8,D,13,D,,
20174,03598634,72,0,1,330,D,1,D,14,D,13,D,,
20174,03598654,27,0,2,810,D,1,D,25,D,09,D,,
20174,03598654,28,0,2,150,D,1,D,10,D,09,D,,
20174,03598664,35,0,1,610,D,1,D,230,D,11,D,,
20174,03598664,36,0,1,820,D,1,D,76,D,11,D,,
20174,03598664,37,0,1,600,D,1,D,160,D,10,D,,
20174,03598664,38,0,1,520,D,1,D,24,D,11,D,,
20174,03598664,39,0,1,150,D,1,D,120,D,11,D,,
20174,03598664,40,0,1,370,D,1,D,77,D,10,D,,
20174,03598674,21,0,1,355,D,1,D,10,D,13,D,,
20174,03598694,16,0,1,355,D,1,D,8,D,13,D,,
20174,03598724,44,0,1,610,D,1,D,60,D,09,D,,
20174,03598724,45,0,1,610,D,1,D,60,D,10,D,,
20174,03598724,46,0,1,610,D,1,D,60,D,11,D,,
20174,03598724,47,0,1,520,D,1,D,60,D,09,D,,
20174,03598724,48,0,1,520,D,1,D,60,D,10,D,,
20174,03598724,49,0,1,520,D,1,D,60,D,11,D,,
20174,03598724,50,0,1,210,D,1,D,30,D,11,D,,
20174,03598724,51,0,1,355,D,1,D,13,D,13,D,,
20174,03598724,52,0,1,355,D,1,D,10,D,13,D,,
20174,03598734,36,0,1,320,D,1,D,10,D,09,D,,
20174,03598734,37,0,1,320,D,1,D,10,D,10,D,,
20174,03598734,38,0,1,320,D,1,D,10,D,11,D,,
20174,03598734,39,0,1,355,D,1,D,8,D,13,D,,
20174,03598734,40,0,1,355,D,1,D,34,D,13,D,,
20174,03598824,23,0,1,820,D,1,D,50,D,10,D,,
20174,03598824,24,0,1,160,D,1,D,25,D,10,D,,
20174,03598844,23,0,1,830,D,1,D,40,D,13,D,,
20174,03598844,24,0,1,355,D,1,D,30,D,13,D,,
20174,03598844,25,0,1,340,D,1,D,15,D,11,D,,
20174,03598844,26,0,1,380,D,1,D,25,D,11,D,,
20174,03598864,29,0,1,530,D,1,D,12,D,10,D,,
20174,03598864,30,0,1,160,D,1,D,60,D,09,D,,
20174,03598864,31,0,1,355,D,1,D,12,D,13,D,,
20174,03598864,32,0,1,355,D,1,D,16,D,13,D,,
20174,03598874,21,0,1,160,D,1,D,25,D,09,D,,
20174,03598884,56,0,1,500,D,1,D,500,D,09,D,,
20174,03598884,57,0,1,500,D,1,D,300,D,09,D,,
20174,03598884,58,0,1,520,D,1,D,40,D,09,D,,
20174,03598884,59,0,1,520,D,1,D,40,D,11,D,,
20174,03598884,60,0,1,210,D,1,D,40,D,11,D,,
20174,03598884,61,0,1,355,D,1,D,20,D,13,D,,
20174,03598884,62,0,1,355,D,1,D,7,D,11,D,,
20174,03598914,34,0,1,820,D,1,D,85,D,11,D,,
20174,03598924,36,0,1,810,D,1,D,200,D,10,D,,
20174,03598924,37,0,1,840,D,1,D,45,D,11,D,,
20174,03598924,38,0,1,355,D,1,D,10,D,13,D,,
20174,03598924,39,0,1,330,D,1,D,9,D,13,D,,
20174,03598934,17,0,1,830,D,1,D,19,D,13,D,,
20174,03599014,22,0,1,830,D,1,D,20,D,13,D,,
