QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,NUMLOC,NUMLOC_,LOCLODGX,LOCL_DGX,ALCMEALX,ALCM_ALX,ALCGROCX,ALCG_OCX,LOCADMSX,LOCA_MSX,FOODLCDL,FOOD_CDL,LODGLCDL,LODG_CDL,ENTRLCDL,ENTR_CDL,ELSELCDL,ELSE_CDL,QLCMLAX,QLCMLAX_,QLCGLAX,QLCGLAX_
20181,03819491,60,0,1,2,D,1100,D,200,D,,A,,A,,A,,A,,A,,A,500,D,,A
20181,03820191,56,0,1,1,D,130,D,110,D,,A,,A,,A,,A,,A,,A,78,D,,A
20181,03820661,28,0,1,7,D,2055,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03825081,38,0,1,2,D,100,D,,A,,A,,A,,A,,A,,A,,A,50,D,,A
20181,03825481,32,0,1,1,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03827201,41,0,1,1,D,148,D,,A,,A,,A,,A,,A,,A,,A,80,D,,A
20181,03828401,41,0,1,1,D,130,D,20,D,,A,30,D,,A,,A,,A,,A,55,D,,A
20181,03840381,26,0,1,1,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03843371,40,0,1,2,D,168,D,25,D,,A,20,D,,A,,A,,A,,A,130,D,,A
20181,03844411,80,0,1,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,20,D
20181,03845731,29,0,1,2,D,100,D,,A,,A,600,D,,A,,A,,A,,A,25,D,,A
20181,03846051,25,0,1,3,D,240,D,,A,,A,,A,,A,,A,,A,,A,90,D,,A
20181,03847211,22,0,1,4,D,,A,,A,,A,,A,,A,,A,,A,,A,600,D,75,D
20181,03847651,19,0,1,5,D,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03848991,11,0,1,2,D,180,D,,A,,A,,A,,A,,A,,A,,A,75,D,,A
20181,03852901,54,0,1,2,D,120,D,100,D,,A,,A,,A,,A,,A,,A,100,D,,A
20181,03855131,17,0,1,2,D,350,D,,A,,A,40,D,,A,,A,,A,,A,100,D,,A
20181,03857071,39,0,1,1,D,150,D,,A,,A,,A,,A,,A,,A,,A,200,D,,A
20181,03858611,32,0,1,1,D,236,D,,A,,A,,A,,A,,A,,A,,A,50,D,20,D
20181,03860161,59,0,1,1,D,125,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
