QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,HHIPDLIB,HHIP_LIB,HHISTATB,HHIS_ATB,HHICOVQ,HHICOVQ_,HHIGROUP,HHIG_OUP,HHIPRDED,HHIP_DED,HHIR_MPD,QHI3MCX,QHI3MCX_,HHIBCBS,HHIBCBS_,HHICODE,HHICODE_,HHIPOS,HHIPOS_,HHISPECT,HHIS_ECT,HHIPROUT,HHIP_OUT,HHIPRYOU,HHIP_YOU,HHIRPMPD,HHISUBPD,HHIS_BPD,PORTAL,PORTAL_,PORTPLAN,PORT_LAN,PREMSUBS,PREM_UBS
20171,03386764,16,0,5,01,D,,A,1,D,2,D,,A,A,,A,2,D,2,D,,A,,A,1,D,2,D,,,A,,A,,A,,A
20171,03386764,17,0,5,02,D,,A,1,D,2,D,1,D,D,210,D,2,D,4,D,,A,1,D,,A,1,D,04,,A,,A,,A,,A
20171,03386774,13,0,5,01,D,,A,1,D,1,D,2,D,D,243,D,2,D,1,D,2,D,,A,,A,1,D,04,1,D,1,D,3,D,1,D
20171,03386804,8,0,5,01,D,,A,1,D,2,D,1,D,D,450,D,2,D,1,D,1,D,,A,,A,1,D,04,,A,,A,,A,,A
20171,03386884,7,0,5,01,D,,A,2,D,1,D,2,D,D,1038,D,2,D,1,D,1,D,,A,,A,1,D,04,,A,2,D,,A,,A
20171,03386894,7,0,5,01,D,,A,1,D,2,D,1,D,D,364,D,2,D,1,D,1,D,,A,,A,1,D,02,,A,,A,,A,,A
20171,03386894,8,0,5,02,D,,A,1,D,2,D,1,D,D,59,F,2,D,1,D,1,D,,A,,A,1,D,02,,A,,A,,A,,A
20171,03386924,11,0,1,01,D,,A,2,D,2,D,1,D,D,210,D,2,D,2,D,,A,,A,,A,1,D,04,,A,,A,,A,,A
20171,03386964,27,0,5,01,D,,A,4,D,1,D,2,D,D,2400,D,1,D,1,D,2,D,,A,,A,1,D,04,,A,2,D,,A,,A
20171,03386974,10,0,1,01,D,,A,1,D,2,D,,A,A,,A,2,D,1,D,2,D,,A,2,D,2,D,,,A,,A,,A,,A
20171,03387004,12,0,1,01,D,,A,3,D,2,D,1,D,D,689,D,2,D,2,D,,A,,A,,A,1,D,01,,A,,A,,A,,A
20171,03387034,4,0,5,01,D,,A,1,D,2,D,1,D,D,273,D,2,D,2,D,,A,,A,,A,1,D,01,,A,,A,,A,,A
20171,03387054,8,0,5,01,D,,A,4,D,2,D,1,D,D,1200,D,2,D,1,D,2,D,,A,,A,1,D,03,,A,,A,,A,,A
20171,03387084,12,0,1,01,D,,A,2,D,2,D,1,D,D,195,D,2,D,2,D,,A,,A,,A,1,D,01,,A,,A,,A,,A
20171,03387094,4,0,5,01,D,,A,2,D,1,D,2,D,D,921,D,1,D,1,D,2,D,,A,,A,1,D,04,1,D,1,D,4,D,1,D
20171,03387104,16,0,5,01,D,,A,2,D,2,D,1,D,D,4500,D,1,D,2,D,,A,,A,,A,1,D,04,,A,,A,,A,,A
20171,03387104,17,0,5,02,D,,A,2,D,2,D,1,D,D,45,D,2,D,2,D,,A,,A,,A,1,D,04,,A,,A,,A,,A
20171,03387114,8,0,5,01,D,,A,2,D,2,D,1,D,D,4225,F,2,D,1,D,2,D,,A,,A,1,D,02,,A,,A,,A,,A
20171,03387134,10,0,5,01,D,,A,3,D,1,D,2,D,D,135,D,2,D,1,D,2,D,,A,,A,1,D,04,,A,2,D,,A,,A
20171,03387154,14,0,5,01,D,,A,1,D,2,D,1,D,D,120,D,2,D,5,D,,A,,A,,A,1,D,04,,A,,A,,A,,A
20171,03387154,15,0,5,02,D,,A,1,D,2,D,1,D,D,180,D,2,D,5,D,,A,,A,,A,1,D,04,,A,,A,,A,,A
20171,03387164,8,0,5,01,D,,A,1,D,2,D,1,D,D,600,D,1,D,1,D,2,D,,A,,A,1,D,04,,A,,A,,A,,A
20171,03387194,5,0,5,01,D,,A,2,D,2,D,1,D,D,1430,D,1,D,1,D,2,D,,A,,A,1,D,01,,A,,A,,A,,A
20171,03387224,4,0,5,01,D,,A,1,D,2,D,1,D,D,540,D,1,D,1,D,1,D,,A,,A,1,D,04,,A,,A,,A,,A
20171,03387304,7,0,5,01,D,,A,2,D,1,D,2,D,D,,A,2,D,2,D,,A,,A,,A,1,D,04,,A,2,D,,A,,A
20171,03387314,9,0,5,01,D,,A,2,D,2,D,1,D,D,348,D,2,D,1,D,2,D,,A,,A,1,D,04,,A,,A,,A,,A
20171,03387314,10,0,1,02,D,,A,2,D,2,D,1,D,D,600,D,2,D,2,D,,A,,A,,A,1,D,04,,A,,A,,A,,A
20171,03387344,6,0,5,01,D,,A,2,D,2,D,1,D,D,1557,D,1,D,2,D,,A,,A,,A,1,D,04,,A,,A,,A,,A
20171,03387354,6,0,5,01,D,,A,1,D,2,D,,A,A,,A,1,D,4,D,,A,1,D,1,D,2,D,,,A,,A,,A,,A
20171,03387354,7,0,5,02,D,,A,1,D,2,D,,A,A,,A,2,D,1,D,2,D,,A,1,D,2,D,,,A,,A,,A,,A
20171,03387384,5,0,5,01,D,,A,1,D,2,F,2,D,D,108,D,2,D,3,D,,A,,A,,A,1,D,04,,A,,C,,A,,A
20171,03387404,6,0,5,01,D,,A,2,D,2,D,1,D,D,240,D,2,D,2,D,,A,,A,,A,1,D,04,,A,,A,,A,,A
20171,03387414,3,0,5,01,D,,A,2,D,2,D,2,D,D,,A,1,D,2,D,,A,,A,,A,1,D,04,,A,,A,,A,,A
20171,03387424,29,0,5,01,D,,A,3,D,2,D,1,D,D,1209,D,1,D,2,D,,A,,A,,A,1,D,02,,A,,A,,A,,A
20171,03387444,16,0,5,01,D,,A,1,D,1,D,2,D,D,288,D,2,D,1,D,2,D,,A,,A,1,D,04,,A,2,D,,A,,A
20171,03387544,2,0,1,01,D,,A,1,D,3,D,,A,A,,A,1,D,1,D,1,D,,A,2,D,2,D,,,A,2,D,,A,,A
20171,03387574,7,0,5,01,D,,A,4,D,2,D,,A,A,,A,1,D,1,D,2,D,,A,1,D,2,D,,,A,,A,,A,,A
20171,03387584,17,0,5,01,D,,A,2,D,2,D,1,D,D,1950,D,1,D,1,D,2,D,,A,,A,1,D,04,,A,,A,,A,,A
20171,03387584,18,0,5,02,D,,A,1,D,2,D,1,D,D,1350,D,1,D,1,D,1,D,,A,,A,1,D,04,,A,,A,,A,,A
20171,03387594,12,0,5,01,D,,A,4,D,2,D,1,D,D,1118,D,2,D,1,D,2,D,,A,,A,1,D,01,,A,,A,,A,,A
20171,03387614,7,0,5,01,D,,A,1,D,3,D,1,D,D,189,D,1,D,2,D,,A,,A,,A,1,D,04,,A,2,D,,A,,A
20171,03387614,8,0,5,02,D,,A,1,D,3,D,1,D,D,312,D,2,D,2,D,,A,,A,,A,1,D,04,,A,2,D,,A,,A
20171,03387614,9,0,5,03,D,,A,1,D,1,D,2,D,D,1914,D,1,D,2,D,,A,,A,,A,1,D,04,,A,2,D,,A,,A
20171,03387624,9,0,5,01,D,,A,1,D,2,D,1,D,D,,A,2,D,2,D,,A,,A,,A,1,D,04,,A,,A,,A,,A
20171,03387624,10,0,5,02,D,,A,4,D,2,D,,C,C,825,F,1,D,2,D,,A,,A,,A,1,D,,,A,,A,,A,,A
20171,03387654,5,0,5,01,D,,A,1,D,2,D,2,D,D,900,D,2,D,2,D,,A,,A,,A,1,D,04,,A,,A,,A,,A
20171,03387664,12,0,5,01,D,,A,3,D,1,D,1,D,D,750,D,2,D,2,D,,A,,A,,A,1,D,03,,A,1,D,3,D,2,D
20171,03387684,6,0,5,01,D,,A,1,D,2,D,2,D,D,404,D,1,D,1,D,1,D,,A,,A,1,D,06,,A,,A,,A,,A
20171,03387694,6,0,5,01,D,,A,4,D,2,D,1,D,D,1860,D,2,D,2,D,,A,,A,,A,1,D,04,,A,,A,,A,,A
20171,03387724,3,0,5,01,D,,A,1,D,1,D,,A,A,,A,2,D,1,D,2,D,,A,2,D,2,D,,,A,2,D,,A,,A
20171,03387744,9,0,5,01,D,,A,1,D,1,D,2,D,D,60,D,2,D,1,D,1,D,,A,,A,1,D,04,1,D,1,D,5,D,1,D
20171,03387834,8,0,5,01,D,,A,2,D,1,D,2,D,D,288,D,1,D,1,D,1,D,,A,,A,1,D,06,,A,2,D,,A,,A
20171,03387834,9,0,5,02,D,,A,2,D,1,D,2,D,D,600,D,2,D,1,D,1,D,,A,,A,1,D,04,,A,2,D,,A,,A
20171,03387834,10,0,5,03,D,,A,2,D,1,D,2,D,D,297,D,1,D,4,D,,A,3,D,,A,1,D,04,,A,2,D,,A,,A
20171,03387904,9,0,5,01,D,,A,1,D,2,D,1,D,D,630,D,1,D,1,D,1,D,,A,,A,1,D,04,,A,,A,,A,,A
20171,03387904,10,0,5,02,D,,A,1,D,1,D,2,D,D,132,D,2,D,4,D,,A,4,D,,A,1,D,04,,A,2,D,,A,,A
20171,03387964,6,0,5,01,D,,A,1,D,2,D,2,D,D,840,D,2,D,3,D,,A,,A,,A,1,D,04,,A,,A,,A,,A
20171,03387964,7,0,1,02,D,,A,1,D,1,D,2,D,D,150,D,2,D,3,D,,A,,A,,A,1,D,09,,A,2,D,,A,,A
20171,03387994,8,0,5,01,D,,A,6,D,2,D,1,D,D,7,D,1,D,1,D,1,D,,A,,A,1,D,02,,A,,A,,A,,A
20171,03387994,9,0,1,02,D,,A,1,D,2,D,1,D,D,715,D,1,D,1,D,1,D,,A,,A,1,D,01,,A,,A,,A,,A
20171,03388044,3,0,5,01,D,,A,2,D,3,D,,A,A,,A,2,D,3,D,,A,,A,1,D,2,D,,,A,2,D,,A,,A
20171,03388094,18,0,5,01,D,,A,1,D,1,D,2,D,D,459,D,2,D,3,D,,A,,A,,A,1,D,04,,A,2,D,,A,,A
20171,03388094,20,0,5,03,D,,A,1,D,2,D,,A,A,,A,2,D,2,D,,A,,A,1,D,2,D,,,A,,A,,A,,A
20171,03388144,9,0,5,01,D,,A,1,D,2,D,1,D,D,300,D,1,D,2,D,,A,,A,,A,1,D,04,,A,,A,,A,,A
20171,03388154,4,0,1,01,D,,A,1,D,2,D,,A,A,,A,1,D,2,D,,A,,A,2,D,2,D,,,A,,A,,A,,A
20171,03388174,4,0,5,01,D,,A,2,D,1,D,2,D,D,354,D,2,D,2,D,,A,,A,,A,1,D,04,,A,2,D,,A,,A
20171,03388194,6,0,5,01,D,,A,1,D,2,D,1,D,D,,A,2,D,1,D,2,D,,A,,A,1,D,02,,A,,A,,A,,A
20171,03388194,7,0,1,02,D,,A,1,D,2,D,1,D,D,1105,F,2,D,2,D,,A,,A,,A,1,D,01,,A,,A,,A,,A
20171,03388224,7,0,5,01,D,,A,1,D,1,D,2,D,C,645,F,2,D,1,D,1,D,,A,,A,1,D,,,A,1,D,2,D,2,D
20171,03388244,7,0,5,01,D,,A,1,D,2,D,1,D,D,150,D,2,D,4,D,,A,4,D,,A,1,D,04,,A,,A,,A,,A
20171,03388264,7,0,5,01,D,,A,2,D,2,D,1,D,D,5538,D,1,D,2,D,,A,,A,,A,1,D,01,,A,,A,,A,,A
20171,03388314,15,0,5,01,D,,A,3,D,2,D,2,D,D,111,D,1,D,1,D,2,D,,A,,A,1,D,04,,A,,A,,A,,A
20171,03388314,16,0,5,02,D,,A,1,D,2,D,1,D,D,507,D,2,D,1,D,2,D,,A,,A,1,D,02,,A,,A,,A,,A
20171,03388344,31,0,5,01,D,,A,3,D,2,D,2,D,D,1138,D,2,D,2,D,,A,,A,,A,1,D,02,,A,,A,,A,,A
20171,03388344,32,0,1,02,D,,A,1,D,2,D,1,D,D,163,D,2,D,4,D,,A,1,D,,A,1,D,02,,A,,A,,A,,A
20171,03388454,5,0,5,01,D,,A,3,D,2,D,2,D,D,,A,2,D,1,D,1,D,,A,,A,1,D,10,,A,,A,,A,,A
20171,03388454,6,0,1,02,D,,A,3,D,2,D,2,D,D,1,D,2,D,1,D,1,D,,A,,A,1,D,09,,A,,A,,A,,A
20171,03388474,13,0,5,01,D,,A,4,D,2,D,1,D,D,,A,2,D,2,D,,A,,A,,A,1,D,02,,A,,A,,A,,A
20171,03388484,42,0,5,02,D,,A,1,D,2,D,2,D,D,108,D,1,D,2,D,,A,,A,,A,1,D,04,,A,,A,,A,,A
20171,03388484,43,0,5,03,D,,A,1,D,2,D,1,D,D,169,D,1,D,2,D,,A,,A,,A,1,D,02,,A,,A,,A,,A
20171,03388524,6,0,5,01,D,,A,1,D,1,D,,A,A,,A,2,D,4,D,,A,2,D,2,D,2,D,,,A,2,D,,A,,A
20171,03388534,5,0,5,01,D,,A,3,D,3,D,1,D,D,1625,D,2,D,2,D,,A,,A,,A,1,D,02,,A,2,D,,A,,A
20171,03388544,6,0,5,01,D,,A,1,D,2,D,1,D,D,738,D,2,D,1,D,1,D,,A,,A,1,D,04,,A,,A,,A,,A
20171,03388554,10,0,5,02,D,,A,2,D,1,D,2,D,D,861,D,2,D,3,D,,A,,A,,A,1,D,04,,A,1,D,3,D,2,D
20171,03388574,5,0,5,01,D,,A,2,D,2,D,1,D,D,1500,D,2,D,2,D,,A,,A,,A,1,D,04,,A,,A,,A,,A
20171,03388574,6,0,1,02,D,,A,1,D,1,D,1,D,D,81,D,2,D,2,D,,A,,A,,A,1,D,04,,A,2,D,,A,,A
20171,03388584,9,0,5,01,D,,A,3,D,2,D,1,D,D,642,D,2,D,1,D,,C,,A,,A,1,D,04,,A,,A,,A,,A
20171,03388624,8,0,5,01,D,,A,2,D,2,D,1,D,D,72,D,2,D,5,D,,A,,A,,A,1,D,04,,A,,A,,A,,A
20171,03388624,9,0,5,02,D,,A,2,D,2,D,1,D,D,240,D,2,D,5,D,,A,,A,,A,1,D,04,,A,,A,,A,,A
20171,03388624,10,0,5,03,D,,A,3,D,2,D,1,D,D,1200,D,2,D,2,D,,A,,A,,A,1,D,04,,A,,A,,A,,A
20171,03388674,34,0,5,01,D,,A,4,D,2,D,1,D,D,66,F,1,D,2,D,,A,,A,,A,1,D,01,,A,,A,,A,,A
20171,03388674,35,0,5,02,D,,A,4,D,2,D,1,D,D,260,F,2,D,4,D,,A,1,D,,A,1,D,01,,A,,A,,A,,A
20171,03388674,36,0,5,03,D,,A,4,D,2,D,1,D,D,66,F,2,D,4,D,,A,2,D,,A,1,D,01,,A,,A,,A,,A
20171,03388684,2,0,1,01,D,,A,1,D,1,D,,A,A,,A,2,D,2,D,,A,,A,2,D,2,D,,1,D,1,D,,C,1,D
20171,03388714,20,0,5,01,D,,A,1,D,2,D,,A,A,,A,2,D,2,D,,A,,A,2,D,2,D,,,A,,A,,A,,A
20171,03388724,4,0,5,01,D,,A,1,D,2,D,1,D,D,312,D,1,D,1,D,1,D,,A,,A,1,D,01,,A,,A,,A,,A
20171,03388724,5,0,5,02,D,,A,1,D,3,D,2,D,D,312,D,1,D,1,D,1,D,,A,,A,1,D,01,,A,2,D,,A,,A
20171,03388734,29,0,5,01,D,,A,2,D,2,D,1,D,D,1503,D,1,D,2,D,,A,,A,,A,1,D,04,,A,,A,,A,,A
20171,03388734,30,0,5,02,D,,A,2,D,2,D,2,D,D,36,D,2,D,2,D,,A,,A,,A,1,D,04,,A,,A,,A,,A
20171,03388734,31,0,5,03,D,,A,2,D,2,D,1,D,D,129,D,2,D,2,D,,A,,A,,A,1,D,04,,A,,A,,A,,A
20171,03388734,32,0,5,04,D,,A,0,D,1,D,2,D,D,,A,1,D,2,D,,A,,A,,A,1,D,04,1,D,1,D,3,D,1,D
20171,03388754,7,0,5,01,D,,A,1,D,2,D,,C,C,163,F,2,D,2,D,,A,,A,,A,,C,,,A,,A,,A,,A
20171,03388774,3,0,5,01,D,,A,1,D,1,D,,A,A,,A,2,D,1,D,2,D,,A,2,D,2,D,,1,D,1,D,,C,1,D
20171,03388784,13,0,5,03,D,,A,1,D,2,D,2,D,D,,A,2,D,1,D,1,D,,A,,A,1,D,09,,A,,A,,A,,A
20171,03388794,19,0,5,01,D,,A,3,D,2,D,1,D,D,714,D,2,D,2,D,,A,,A,,A,1,D,04,,A,,A,,A,,A
20171,03388794,20,0,5,02,D,,A,1,D,2,D,1,D,D,348,D,2,D,2,D,,A,,A,,A,1,D,04,,A,,A,,A,,A
20171,03388794,21,0,5,03,D,,A,4,D,2,D,1,D,D,216,D,2,D,2,D,,A,,A,,A,1,D,04,,A,,A,,A,,A
20171,03388794,22,0,5,04,D,,A,2,D,2,D,1,D,D,63,D,2,D,1,D,2,D,,A,,A,1,D,04,,A,,A,,A,,A
20171,03388834,13,0,5,01,D,,A,2,D,1,D,2,D,D,120,D,2,D,3,D,,A,,A,,A,1,D,04,,A,1,D,3,D,2,D
20171,03388854,6,0,5,01,D,,A,1,D,2,D,1,D,D,60,F,2,D,2,D,,A,,A,,A,1,D,04,,A,,A,,A,,A
20171,03388874,10,0,5,01,D,,A,4,D,2,D,1,D,D,1260,D,2,D,1,D,2,D,,A,,A,1,D,04,,A,,A,,A,,A
20171,03388894,19,0,5,01,D,,A,3,D,2,D,1,D,D,176,D,2,D,4,D,,A,2,D,,A,1,D,02,,A,,A,,A,,A
20171,03388964,28,0,5,01,D,,A,4,D,1,D,2,D,D,1350,D,2,D,2,D,,A,,A,,A,1,D,04,,A,2,D,,A,,A
20171,03388964,29,0,1,02,D,,A,4,D,2,D,1,D,D,900,D,2,D,2,D,,A,,A,,A,1,D,03,,A,,A,,A,,A
20171,03388964,30,0,1,03,D,,A,4,D,2,D,1,D,D,42,D,2,D,4,D,,A,1,D,,A,1,D,03,,A,,A,,A,,A
20171,03388964,31,0,1,04,D,,A,4,D,2,D,1,D,D,30,D,2,D,4,D,,A,2,D,,A,1,D,03,,A,,A,,A,,A
20171,03388974,7,0,5,01,D,,A,1,D,3,D,,A,A,,A,2,D,1,D,2,D,,A,2,D,2,D,,,A,2,D,,A,,A
20171,03388984,14,0,5,01,D,,A,3,D,2,D,1,D,D,1002,D,2,D,1,D,2,D,,A,,A,1,D,04,,A,,A,,A,,A
20171,03388984,15,0,5,02,D,,A,1,D,2,D,1,D,D,960,D,2,D,4,D,,A,4,D,,A,1,D,03,,A,,A,,A,,A
20171,03388994,3,0,5,01,D,,A,1,D,1,D,2,D,D,60,D,1,D,1,D,2,D,,A,,A,1,D,04,,A,2,D,,A,,A
20171,03389044,8,0,5,01,D,,A,4,D,2,D,1,D,D,1500,D,1,D,2,D,,A,,A,,A,1,D,04,,A,,A,,A,,A
20171,03389054,9,0,5,01,D,,A,2,D,2,D,,A,A,,A,2,D,3,D,,A,,A,1,D,2,D,,,A,,A,,A,,A
20171,03389054,10,0,5,02,D,,A,2,D,3,D,2,D,D,,A,2,D,4,D,,A,2,D,,A,1,D,09,,A,2,D,,A,,A
20171,03389124,7,0,5,01,D,,A,1,D,2,D,1,D,D,195,D,2,D,2,D,,A,,A,,A,1,D,04,,A,,A,,A,,A
20171,03389164,6,0,5,01,D,,A,1,D,1,D,,A,A,,A,2,D,1,D,2,D,,A,2,D,2,D,,1,D,1,D,,C,1,D
20171,03389164,7,0,5,02,D,,A,1,D,2,D,1,D,D,299,D,2,D,5,D,,A,,A,,A,1,D,02,,A,,A,,A,,A
20171,03389224,14,0,1,01,D,,A,1,D,2,D,2,D,D,1,D,1,D,1,D,1,D,,A,,A,1,D,09,,A,,A,,A,,A
20171,03389224,15,0,1,02,D,,A,2,D,2,D,1,D,D,75,D,2,D,4,D,,A,4,D,,A,1,D,04,,A,,A,,A,,A
20171,03389244,9,0,5,01,D,,A,1,D,1,D,2,D,D,207,D,1,D,3,D,,A,,A,,A,1,D,04,,A,2,D,,A,,A
20171,03389264,14,0,5,01,D,,A,1,D,2,D,1,D,D,1333,D,2,D,1,D,2,D,,A,,A,1,D,02,,A,,A,,A,,A
20171,03389274,11,0,5,01,D,,A,3,D,2,D,1,D,D,1625,D,2,D,2,D,,A,,A,,A,1,D,02,,A,,A,,A,,A
20171,03389274,12,0,5,02,D,,A,3,D,2,D,1,D,D,65,D,2,D,4,D,,A,1,D,,A,1,D,02,,A,,A,,A,,A
20171,03389354,6,0,1,01,D,,A,1,D,2,D,1,D,D,117,D,2,D,2,D,,A,,A,,A,1,D,02,,A,,A,,A,,A
20171,03389354,7,0,1,02,D,,A,3,D,2,D,1,D,D,280,D,1,D,2,D,,A,,A,,A,1,D,02,,A,,A,,A,,A
20171,03389434,4,0,5,01,D,,A,1,D,1,D,2,D,D,75,D,2,D,3,D,,A,,A,,A,1,D,04,,A,2,D,,A,,A
20171,03389444,3,0,5,01,D,,A,4,D,2,D,,A,A,,A,2,D,1,D,1,D,,A,1,D,2,D,,,A,,A,,A,,A
20171,03389474,11,0,5,01,D,,A,1,D,3,D,2,D,D,1158,D,1,D,1,D,1,D,,A,,A,1,D,04,1,D,1,D,4,D,1,D
20171,03389494,13,0,5,01,D,,A,3,D,2,D,1,D,D,3300,D,2,D,1,D,2,D,,A,,A,1,D,03,,A,,A,,A,,A
20171,03389534,4,0,5,01,D,,A,1,D,3,D,,A,A,,A,2,D,2,D,,A,,A,2,D,2,D,,,A,2,D,,A,,A
20171,03389554,3,0,5,01,D,,A,1,D,2,D,,A,A,,A,2,D,1,D,2,D,,A,2,D,2,D,,,A,,A,,A,,A
20171,03389564,25,0,5,01,D,,A,5,D,2,D,1,D,D,921,D,1,D,2,D,,A,,A,,A,1,D,04,,A,,A,,A,,A
20171,03389574,9,0,5,01,D,,A,4,D,2,D,,A,A,,A,1,D,2,D,,A,,A,1,D,2,D,,,A,,A,,A,,A
20171,03389604,7,0,5,01,D,,A,1,D,1,D,,A,A,,A,2,D,1,D,2,D,,A,2,D,2,D,,,A,2,D,,A,,A
20171,03389624,6,0,5,01,D,,A,4,D,2,D,1,D,D,1185,D,1,D,2,D,,A,,A,,A,1,D,04,,A,,A,,A,,A
20171,03389644,10,0,1,01,D,,A,2,D,2,D,1,D,D,2600,D,2,D,1,D,2,D,,A,,A,1,D,02,,A,,A,,A,,A
20171,03389694,27,0,5,01,D,,A,2,D,2,D,1,D,D,528,D,1,D,2,D,,A,,A,,A,1,D,04,,A,,A,,A,,A
20171,03389694,29,0,5,03,D,,A,1,D,2,D,1,D,C,984,F,2,D,2,D,,A,,A,,A,1,D,,,A,,A,,A,,A
20171,03389694,30,0,5,04,D,,A,2,D,2,D,1,D,D,117,D,2,D,4,D,,A,1,D,,A,1,D,04,,A,,A,,A,,A
20171,03389734,6,0,5,01,D,,A,2,D,2,D,1,D,D,1047,F,1,D,1,D,1,D,,A,,A,1,D,02,,A,,A,,A,,A
20171,03389744,4,0,5,01,D,,A,1,D,3,D,1,D,D,,A,2,D,1,D,1,D,,A,,A,1,D,04,,A,2,D,,A,,A
20171,03389754,20,0,5,01,D,,A,1,D,2,D,1,D,D,364,D,2,D,2,D,,A,,A,,A,1,D,02,,A,,A,,A,,A
20171,03389784,19,0,5,01,D,,A,1,D,2,D,1,D,D,943,D,2,D,2,D,,A,,A,,A,1,D,02,,A,,A,,A,,A
20171,03389784,20,0,5,02,D,,A,2,D,2,D,1,D,D,943,D,2,D,2,D,,A,,A,,A,1,D,02,,A,,A,,A,,A
20171,03389794,8,0,5,01,D,,A,1,D,2,D,1,D,D,358,D,1,D,2,D,,A,,A,,A,1,D,02,,A,,A,,A,,A
20171,03389794,9,0,1,02,D,,A,5,D,2,D,1,D,D,1950,D,1,D,2,D,,A,,A,,A,1,D,01,,A,,A,,A,,A
20171,03389804,9,0,5,01,D,,A,1,D,1,D,2,D,D,558,D,2,D,1,D,2,D,,A,,A,1,D,04,,A,2,D,,A,,A
20171,03389814,9,0,5,01,D,,A,1,D,2,D,,A,A,,A,2,D,2,D,,A,,A,1,D,2,D,,,A,,A,,A,,A
20171,03389844,4,0,5,01,D,,A,2,D,1,D,2,D,D,1548,D,2,D,4,D,,A,4,D,,A,1,D,04,,A,2,D,,A,,A
20171,03389884,8,0,5,01,D,,A,4,D,2,D,,A,A,,A,2,D,2,D,,A,,A,1,D,2,D,,,A,,A,,A,,A
20171,03389904,5,0,5,01,D,,A,1,D,2,D,1,D,D,65,D,2,D,1,D,2,D,,A,,A,1,D,02,,A,,A,,A,,A
20171,03389904,7,0,1,03,D,,A,1,D,2,D,1,D,D,15,D,2,D,4,D,,A,1,D,,A,1,D,04,,A,,A,,A,,A
20171,03389904,8,0,1,04,D,,A,1,D,2,D,1,D,D,15,D,2,D,4,D,,A,2,D,,A,1,D,04,,A,,A,,A,,A
20171,03389924,7,0,5,01,D,,A,2,D,2,D,1,D,D,900,D,2,D,1,D,2,D,,A,,A,1,D,04,,A,,A,,A,,A
20171,03389964,9,0,5,02,D,,A,1,D,1,D,2,D,D,117,D,2,D,4,D,,A,1,D,,A,1,D,04,,A,1,D,3,D,2,D
20171,03389964,10,0,5,03,D,,A,5,D,1,D,,A,A,,A,2,D,4,D,,A,4,D,2,D,2,D,,,A,2,D,,A,,A
20171,03389964,11,0,5,04,D,,A,2,D,1,D,2,D,D,900,D,2,D,1,D,,C,,A,,A,1,D,04,,A,1,D,2,D,2,D
20171,03389964,12,0,1,05,D,,A,1,D,2,D,,A,A,,A,1,D,2,D,,A,,A,1,D,2,D,,,A,,A,,A,,A
20171,03389984,14,0,5,01,D,,A,2,D,2,D,2,D,D,2550,D,1,D,1,D,1,D,,A,,A,1,D,04,,A,,A,,A,,A
20171,03389984,15,0,1,02,D,,A,2,D,2,D,2,D,D,2550,D,2,D,1,D,1,D,,A,,A,1,D,04,,A,,A,,A,,A
20171,03390034,10,0,5,01,D,,A,1,D,2,D,2,D,D,130,D,1,D,2,D,,A,,A,,A,1,D,02,,A,,A,,A,,A
20171,03390114,18,0,5,01,D,,A,3,D,2,D,1,D,D,600,D,1,D,2,D,,A,,A,,A,1,D,04,,A,,A,,A,,A
20171,03390124,16,0,5,01,D,,A,2,D,2,D,2,D,D,360,D,2,D,5,D,,A,,A,,A,1,D,04,,A,,A,,A,,A
20171,03390134,17,0,5,01,D,,A,2,D,2,D,1,D,D,384,D,2,D,2,D,,A,,A,,A,1,D,03,,A,,A,,A,,A
20171,03390134,18,0,1,02,D,,A,1,D,1,D,2,D,D,363,D,2,D,3,D,,A,,A,,A,1,D,04,,A,2,D,,A,,A
20171,03390184,17,0,5,01,D,,A,1,D,2,D,,A,A,,A,1,D,1,D,1,D,,A,1,D,2,D,,,A,,A,,A,,A
20171,03390184,18,0,5,02,D,,A,1,D,2,D,1,D,D,177,D,2,D,2,D,,A,,A,,A,1,D,04,,A,,A,,A,,A
20171,03390204,11,0,5,01,D,,A,1,D,1,D,,A,A,,A,2,D,1,D,2,D,,A,2,D,2,D,,,A,2,D,,A,,A
20171,03390204,12,0,5,02,D,,A,1,D,1,D,,A,A,,A,2,D,2,D,,A,,A,2,D,2,D,,,A,2,D,,A,,A
20171,03390264,8,0,5,01,D,,A,1,D,2,D,,A,A,,A,1,D,2,D,,A,,A,1,D,2,D,,,A,,A,,A,,A
20171,03390264,9,0,5,02,D,,A,1,D,2,D,1,D,D,,A,2,D,4,D,,A,1,D,,A,1,D,09,,A,,A,,A,,A
20171,03390274,5,0,5,01,D,,A,2,D,2,D,1,D,D,884,D,1,D,1,D,1,D,,A,,A,1,D,01,,A,,A,,A,,A
20171,03390294,15,0,5,01,D,,A,1,D,2,D,1,D,D,450,D,1,D,2,D,,A,,A,,A,1,D,04,,A,,A,,A,,A
20171,03390294,16,0,5,02,D,,A,1,D,1,D,2,D,D,762,D,1,D,1,D,1,D,,A,,A,1,D,04,,A,2,D,,A,,A
20171,03390294,17,0,5,03,D,,A,1,D,2,D,1,D,D,45,D,2,D,4,D,,A,1,D,,A,1,D,04,,A,,A,,A,,A
20171,03390294,18,0,5,04,D,,A,1,D,2,D,1,D,D,69,F,2,D,4,D,,A,2,D,,A,1,D,04,,A,,A,,A,,A
