QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,NUMYUPD,NUMYUPD_,TOTYUPDX,TOTY_PDX,TOTYUPDY,TOTY_PDY
20173,03596483,19,0,1,1,D,,H,,A
20173,03596483,19,1,1,,A,64,E,100,D
20173,03596483,19,2,1,,A,18,E,110,D
20173,03596483,19,3,1,,A,36,E,120,D
20173,03596483,19,4,1,,A,172,E,130,D
20173,03596483,19,5,1,,A,3,E,140,D
20173,03596483,19,6,1,,A,279,E,150,D
20173,03596483,19,7,1,,A,15,E,160,D
20173,03596483,19,8,1,,A,26,E,170,D
20173,03596483,19,9,1,,A,18,E,190,D
20173,03596483,19,10,1,,A,35,E,200,D
20173,03596483,19,11,1,,A,26,E,210,D
20173,03596483,19,12,1,,A,58,E,220,D
20173,03597233,30,0,1,1,D,,H,,A
20173,03597233,30,1,1,,A,487,E,100,D
20173,03597233,30,2,1,,A,88,E,110,D
20173,03597233,30,3,1,,A,146,E,120,D
20173,03597233,30,4,1,,A,1043,E,130,D
20173,03597233,30,5,1,,A,21,E,140,D
20173,03597233,30,6,1,,A,679,E,150,D
20173,03597233,30,7,1,,A,191,E,160,D
20173,03597233,30,8,1,,A,345,E,190,D
20173,03598633,49,0,1,3,D,,H,,A
20173,03598633,49,1,1,,A,676,E,100,D
20173,03598633,49,2,1,,A,124,E,110,D
20173,03601013,28,0,1,2,D,,H,,A
20173,03601013,28,1,1,,A,30,E,100,D
20173,03601013,28,2,1,,A,6,E,110,D
20173,03601013,28,3,1,,A,12,E,120,D
20173,03601013,28,4,1,,A,123,E,150,D
20173,03601013,28,5,1,,A,5,E,160,D
20173,03601013,28,6,1,,A,14,E,170,D
20173,03601013,28,7,1,,A,10,E,190,D
20173,03601653,50,0,1,1,D,,H,,A
20173,03601653,50,1,1,,A,20,E,200,D
20173,03601653,50,2,1,,A,10,E,210,D
20173,03601653,50,3,1,,A,5,E,220,D
20173,03602193,36,0,1,3,D,,H,,A
20173,03602193,36,1,1,,A,65,E,100,D
20173,03602193,36,2,1,,A,20,E,110,D
20173,03602193,36,3,1,,A,43,E,120,D
20173,03602193,36,4,1,,A,3,E,140,D
20173,03602193,36,5,1,,A,305,E,150,D
20173,03602193,36,6,1,,A,17,E,160,D
20173,03602193,36,7,1,,A,28,E,170,D
20173,03602193,36,8,1,,A,19,E,190,D
20173,03602843,43,0,1,3,D,,H,,A
20173,03602843,43,1,1,,A,80,E,200,D
20173,03602843,43,2,1,,A,183,E,210,D
20173,03602843,43,3,1,,A,37,E,220,D
20173,03602903,19,0,1,1,D,,H,,A
20173,03602903,19,1,1,,A,19,E,100,D
20173,03602903,19,2,1,,A,14,E,110,D
20173,03602903,19,3,1,,A,52,E,130,D
20173,03603433,42,0,1,4,D,,H,,A
20173,03603433,42,1,1,,A,83,E,100,D
20173,03603433,42,2,1,,A,27,E,110,D
20173,03603913,27,0,1,1,D,,H,,A
20173,03603913,27,1,1,,A,1604,E,100,D
20173,03603913,27,2,1,,A,341,E,110,D
20173,03603913,27,3,1,,A,644,E,120,D
20173,03603913,27,4,1,,A,3278,U,130,D
20173,03603913,27,5,1,,A,6528,E,150,D
20173,03603913,27,6,1,,A,287,E,160,D
20173,03603913,27,7,1,,A,773,E,170,D
20173,03603913,27,8,1,,A,413,E,190,D
20173,03603913,27,9,1,,A,1615,E,200,D
20173,03603913,27,10,1,,A,1455,E,210,D
20173,03606213,16,0,1,1,D,,H,,A
20173,03606213,16,1,1,,A,33,E,100,D
20173,03606213,16,2,1,,A,7,E,110,D
20173,03606273,20,0,1,1,D,,H,,A
20173,03606273,20,1,1,,A,4,E,100,D
20173,03606273,20,2,1,,A,2,E,110,D
20173,03606273,20,3,1,,A,3,E,120,D
20173,03606273,20,4,1,,A,29,E,150,D
20173,03606273,20,5,1,,A,4,E,160,D
20173,03606273,20,6,1,,A,2,E,170,D
20173,03606273,20,7,1,,A,1,E,190,D
20173,03606273,20,8,1,,A,11,E,200,D
20173,03606273,20,9,1,,A,3,E,210,D
20173,03606273,20,10,1,,A,1,E,220,D
20173,03606603,33,0,1,1,D,,H,,A
20173,03606603,33,1,1,,A,129,E,100,D
20173,03606603,33,2,1,,A,23,E,110,D
20173,03606603,33,3,1,,A,41,E,120,D
20173,03606603,33,4,1,,A,278,E,130,D
20173,03606603,33,5,1,,A,5,E,140,D
20173,03606603,33,6,1,,A,181,E,150,D
20173,03606603,33,7,1,,A,51,E,160,D
20173,03606603,33,8,1,,A,92,E,190,D
20173,03606633,57,0,1,1,D,,H,,A
20173,03606633,57,1,1,,A,2788,E,100,D
20173,03606633,57,2,1,,A,506,E,110,D
20173,03606633,57,3,1,,A,843,E,120,D
20173,03606633,57,4,1,,A,3278,U,130,D
20173,03606633,57,5,1,,A,123,E,140,D
20173,03606633,57,6,1,,A,3902,E,150,D
20173,03606633,57,7,1,,A,1099,E,160,D
20173,03606633,57,8,1,,A,1987,E,190,D
20173,03606633,57,9,1,,A,739,E,200,D
20173,03606633,57,10,1,,A,1671,E,210,D
20173,03606633,57,11,1,,A,345,E,220,D
20173,03607403,41,0,1,2,D,,H,,A
20173,03607403,41,1,1,,A,123,E,100,D
20173,03607403,41,2,1,,A,41,E,110,D
20173,03607403,41,3,1,,A,70,E,120,D
20173,03607403,41,4,1,,A,247,E,130,D
20173,03607403,41,5,1,,A,18,E,140,D
20173,03607403,41,6,1,,A,770,E,150,D
20173,03607403,41,7,1,,A,88,E,160,D
20173,03607403,41,8,1,,A,58,E,180,D
20173,03607403,41,9,1,,A,35,E,190,D
20173,03607493,19,0,1,1,D,,H,,A
20173,03607493,19,1,1,,A,326,E,100,D
20173,03607493,19,2,1,,A,86,E,110,D
20173,03607493,19,3,1,,A,155,E,120,D
20173,03607493,19,4,1,,A,441,E,130,D
20173,03607493,19,5,1,,A,28,E,140,D
20173,03607493,19,6,1,,A,1131,E,150,D
20173,03607493,19,7,1,,A,150,E,170,D
20173,03607493,19,8,1,,A,58,E,180,D
20173,03607493,19,9,1,,A,125,E,190,D
20173,03608113,50,0,1,1,D,,H,,A
20173,03608113,50,1,1,,A,98,E,100,D
20173,03608113,50,2,1,,A,18,E,110,D
20173,03608113,50,3,1,,A,33,E,120,D
20173,03608113,50,4,1,,A,4,E,140,D
20173,03608113,50,5,1,,A,138,E,150,D
20173,03608113,50,6,1,,A,39,E,160,D
20173,03608113,50,7,1,,A,70,E,190,D
20173,03608443,36,0,1,1,D,,H,,A
20173,03608443,36,1,1,,A,47,E,100,D
20173,03608443,36,2,1,,A,14,E,110,D
20173,03608443,36,3,1,,A,139,E,130,D
20173,03639502,18,0,1,1,D,,H,,A
20173,03639502,18,1,1,,A,4,E,120,D
20173,03639502,18,2,1,,A,1,E,140,D
20173,03639502,18,3,1,,A,44,E,150,D
20173,03639502,18,4,1,,A,5,E,160,D
20173,03639502,18,5,1,,A,3,E,180,D
20173,03639502,18,6,1,,A,3,E,190,D
20173,03640052,81,0,1,1,D,,H,,A
20173,03640052,81,1,1,,A,69,E,100,D
20173,03640052,81,2,1,,A,12,E,110,D
20173,03640052,81,3,1,,A,20,E,200,D
20173,03640052,81,4,1,,A,41,E,210,D
20173,03640052,81,5,1,,A,8,E,220,D
20173,03640102,25,0,1,1,D,,H,,A
20173,03640102,25,1,1,,A,19,E,100,D
20173,03640102,25,2,1,,A,6,E,110,D
20173,03640662,31,0,1,1,D,,H,,A
20173,03640662,31,1,1,,A,11,E,100,D
20173,03640662,31,2,1,,A,2,E,110,D
20173,03640662,31,3,1,,A,3,E,120,D
20173,03640662,31,4,1,,A,30,E,150,D
20173,03640662,31,5,1,,A,1,E,160,D
20173,03640662,31,6,1,,A,2,E,170,D
20173,03640662,31,7,1,,A,1,E,190,D
20173,03641302,22,0,1,2,D,,H,,A
20173,03641302,22,1,1,,A,8,E,100,D
20173,03641302,22,2,1,,A,2,E,110,D
20173,03641302,22,3,1,,A,4,E,120,D
20173,03641302,22,4,1,,A,1,E,140,D
20173,03641302,22,5,1,,A,59,E,150,D
20173,03641302,22,6,1,,A,6,E,160,D
20173,03641302,22,7,1,,A,3,E,180,D
20173,03641302,22,8,1,,A,2,E,190,D
20173,03641412,26,0,1,1,D,,H,,A
20173,03641412,26,1,1,,A,294,E,100,D
20173,03641412,26,2,1,,A,206,E,110,D
20173,03641792,15,0,1,3,D,,H,,A
20173,03641792,15,1,1,,A,152,E,100,D
20173,03641792,15,2,1,,A,48,E,110,D
20173,03642612,62,0,1,5,D,,H,,A
20173,03642612,62,1,1,,A,42,E,100,D
20173,03642612,62,2,1,,A,8,E,110,D
20173,03642782,38,0,1,1,D,,H,,A
20173,03642782,38,1,1,,A,77,E,100,D
20173,03642782,38,2,1,,A,23,E,110,D
20173,03642822,53,0,1,1,D,,H,,A
20173,03642822,53,1,1,,A,77,E,100,D
20173,03642822,53,2,1,,A,23,E,110,D
20173,03642912,32,0,1,2,D,,H,,A
20173,03642912,32,1,1,,A,127,E,100,D
20173,03642912,32,2,1,,A,22,E,110,D
20173,03642912,32,3,1,,A,37,E,120,D
20173,03642912,32,4,1,,A,5,E,140,D
20173,03642912,32,5,1,,A,173,E,150,D
20173,03642912,32,6,1,,A,48,E,160,D
20173,03642912,32,7,1,,A,88,E,190,D
20173,03643002,23,0,1,2,D,,H,,A
20173,03643002,23,1,1,,A,165,E,100,D
20173,03643002,23,2,1,,A,35,E,110,D
20173,03643802,39,0,1,2,D,,H,,A
20173,03643802,39,1,1,,A,387,E,100,D
20173,03643802,39,2,1,,A,70,E,110,D
20173,03643802,39,3,1,,A,117,E,120,D
20173,03643802,39,4,1,,A,837,E,130,D
20173,03643802,39,5,1,,A,17,E,140,D
20173,03643802,39,6,1,,A,543,E,150,D
20173,03643802,39,7,1,,A,153,E,160,D
20173,03643802,39,8,1,,A,276,E,190,D
20173,03645612,6,0,1,2,D,,H,,A
20173,03645612,6,1,1,,A,12,E,200,D
20173,03645612,6,2,1,,A,124,E,210,D
20173,03645612,6,3,1,,A,64,E,220,D
20173,03645732,19,0,1,1,D,,H,,A
20173,03645732,19,1,1,,A,312,E,100,D
20173,03645732,19,2,1,,A,58,E,110,D
20173,03646042,24,0,1,1,D,,H,,A
20173,03646042,24,1,1,,A,50,E,100,D
20173,03646042,24,2,1,,A,17,E,110,D
20173,03646042,24,3,1,,A,34,E,120,D
20173,03646042,24,4,1,,A,102,E,130,D
20173,03646042,24,5,1,,A,7,E,140,D
20173,03646042,24,6,1,,A,318,E,150,D
20173,03646042,24,7,1,,A,36,E,160,D
20173,03646042,24,8,1,,A,22,E,180,D
20173,03646042,24,9,1,,A,14,E,190,D
20173,03646462,32,0,1,7,D,,H,,A
20173,03646462,32,1,1,,A,34,E,100,D
20173,03646462,32,2,1,,A,6,E,110,D
20173,03646612,38,0,1,2,D,,H,,A
20173,03646612,38,1,1,,A,98,E,100,D
20173,03646612,38,2,1,,A,32,E,110,D
20173,03646612,38,3,1,,A,34,E,200,D
20173,03646612,38,4,1,,A,68,E,210,D
20173,03646612,38,5,1,,A,68,E,220,D
20173,03646702,17,0,1,1,D,,H,,A
20173,03646702,17,1,1,,A,4,E,100,D
20173,03646702,17,2,1,,A,3,E,110,D
20173,03646702,17,3,1,,A,3,E,120,D
20173,03646702,17,4,1,,A,12,E,130,D
20173,03646702,17,5,1,,A,7,E,140,D
20173,03646702,17,6,1,,A,33,E,150,D
20173,03646702,17,7,1,,A,5,E,160,D
20173,03646702,17,8,1,,A,2,E,170,D
20173,03646702,17,9,1,,A,1,E,190,D
20173,03646702,17,10,1,,A,6,E,200,D
20173,03646702,17,11,1,,A,3,E,210,D
20173,03646702,17,12,1,,A,1,E,220,D
20173,03647072,82,0,1,1,D,,H,,A
20173,03647072,82,1,1,,A,40,E,150,D
20173,03647072,82,2,1,,A,5,E,210,D
20173,03647072,82,3,1,,A,5,E,220,D
20173,03647872,41,0,1,1,D,,H,,A
20173,03647872,41,1,1,,A,35,E,100,D
20173,03647872,41,2,1,,A,11,E,110,D
20173,03647872,41,3,1,,A,21,E,120,D
20173,03647872,41,4,1,,A,2,E,140,D
20173,03647872,41,5,1,,A,168,E,150,D
20173,03647872,41,6,1,,A,9,E,160,D
20173,03647872,41,7,1,,A,19,E,170,D
20173,03647872,41,8,1,,A,10,E,190,D
20173,03648332,10,0,1,1,D,,H,,A
20173,03648332,10,1,1,,A,33,E,100,D
20173,03648332,10,2,1,,A,7,E,110,D
20173,03648422,40,0,1,7,D,,H,,A
20173,03648422,40,1,1,,A,148,E,100,D
20173,03648422,40,2,1,,A,49,E,110,D
20173,03648422,40,3,1,,A,82,E,120,D
20173,03648422,40,4,1,,A,289,E,130,D
20173,03648422,40,5,1,,A,21,E,140,D
20173,03648422,40,6,1,,A,902,E,150,D
20173,03648422,40,7,1,,A,103,E,160,D
20173,03648422,40,8,1,,A,65,E,180,D
20173,03648422,40,9,1,,A,41,E,190,D
20173,03648513,19,0,1,1,D,,H,,A
20173,03648513,19,1,1,,A,91,E,100,D
20173,03648513,19,2,1,,A,30,E,110,D
20173,03648513,19,3,1,,A,179,E,130,D
20173,03649092,24,0,1,1,D,,H,,A
20173,03649092,24,1,1,,A,35,E,120,D
20173,03649092,24,2,1,,A,89,E,130,D
20173,03649092,24,3,1,,A,5,E,140,D
20173,03649092,24,4,1,,A,228,E,150,D
20173,03649092,24,5,1,,A,30,E,170,D
20173,03649092,24,6,1,,A,11,E,180,D
20173,03649092,24,7,1,,A,25,E,190,D
20173,03649092,24,8,1,,A,37,E,200,D
20173,03649092,24,9,1,,A,62,E,210,D
20173,03649092,24,10,1,,A,28,E,220,D
20173,03649692,20,0,1,1,D,,H,,A
20173,03649692,20,1,1,,A,322,E,100,D
20173,03649692,20,2,1,,A,58,E,110,D
20173,03649692,20,3,1,,A,97,E,120,D
20173,03649692,20,4,1,,A,695,E,130,D
20173,03649692,20,5,1,,A,14,E,140,D
20173,03649692,20,6,1,,A,457,E,150,D
20173,03649692,20,7,1,,A,127,E,160,D
20173,03649692,20,8,1,,A,230,E,190,D
20173,03650512,50,0,1,2,D,,H,,A
20173,03650512,50,1,1,,A,695,E,100,D
20173,03650512,50,2,1,,A,126,E,110,D
20173,03650512,50,3,1,,A,210,E,120,D
20173,03650512,50,4,1,,A,1499,E,130,D
20173,03650512,50,5,1,,A,30,E,140,D
20173,03650512,50,6,1,,A,975,E,150,D
20173,03650512,50,7,1,,A,274,E,160,D
20173,03650512,50,8,1,,A,496,E,190,D
20173,03650512,50,9,1,,A,192,E,200,D
20173,03650512,50,10,1,,A,417,E,210,D
20173,03650512,50,11,1,,A,86,E,220,D
20173,03650542,19,0,1,1,D,,H,,A
20173,03650542,19,1,1,,A,113,E,100,D
20173,03650542,19,2,1,,A,35,E,110,D
20173,03650542,19,3,1,,A,74,E,120,D
20173,03650542,19,4,1,,A,328,E,130,D
20173,03650542,19,5,1,,A,6,E,140,D
20173,03650542,19,6,1,,A,532,E,150,D
20173,03650542,19,7,1,,A,29,E,160,D
20173,03650542,19,8,1,,A,49,E,170,D
20173,03650542,19,9,1,,A,34,E,190,D
20173,03651242,42,0,1,1,D,,H,,A
20173,03651242,42,1,1,,A,68,E,100,D
20173,03651242,42,2,1,,A,22,E,110,D
20173,03651242,42,3,1,,A,23,E,200,D
20173,03651242,42,4,1,,A,46,E,210,D
20173,03651242,42,5,1,,A,46,E,220,D
20173,03651252,17,0,1,1,D,,H,,A
20173,03651252,17,1,1,,A,403,E,100,D
20173,03651252,17,2,1,,A,73,E,110,D
20173,03651252,17,3,1,,A,122,E,120,D
20173,03651252,17,4,1,,A,869,E,130,D
20173,03651252,17,5,1,,A,17,E,140,D
20173,03651252,17,6,1,,A,569,E,150,D
20173,03651252,17,7,1,,A,159,E,160,D
20173,03651252,17,8,1,,A,288,E,190,D
20173,03651942,42,0,1,1,D,,H,,A
20173,03651942,42,1,1,,A,270,E,130,D
20173,03652222,33,0,1,1,D,,H,,A
20173,03652222,33,1,1,,A,217,E,100,D
20173,03652222,33,2,1,,A,39,E,110,D
20173,03652222,33,3,1,,A,70,E,120,D
20173,03652222,33,4,1,,A,469,E,130,D
20173,03652222,33,5,1,,A,9,E,140,D
20173,03652222,33,6,1,,A,305,E,150,D
20173,03652222,33,7,1,,A,86,E,160,D
20173,03652222,33,8,1,,A,155,E,190,D
20173,03652452,28,0,1,2,D,,H,,A
20173,03652452,28,1,1,,A,81,E,100,D
20173,03652452,28,2,1,,A,26,E,110,D
20173,03652452,28,3,1,,A,43,E,120,D
20173,03652452,28,4,1,,A,11,E,140,D
20173,03652452,28,5,1,,A,480,E,150,D
20173,03652452,28,6,1,,A,54,E,160,D
20173,03652452,28,7,1,,A,34,E,180,D
20173,03652452,28,8,1,,A,21,E,190,D
20173,03652952,13,0,1,1,D,,H,,A
20173,03652952,13,1,1,,A,232,E,100,D
20173,03652952,13,2,1,,A,49,E,110,D
20173,03652952,13,3,1,,A,92,E,120,D
20173,03652952,13,4,1,,A,479,E,130,D
20173,03652952,13,5,1,,A,937,E,150,D
20173,03652952,13,6,1,,A,41,E,160,D
20173,03652952,13,7,1,,A,111,E,170,D
20173,03652952,13,8,1,,A,59,E,190,D
20173,03652972,40,0,1,3,D,,H,,A
20173,03652972,40,1,1,,A,15,E,100,D
20173,03652972,40,2,1,,A,8,E,110,D
20173,03652972,40,3,1,,A,5,E,200,D
20173,03652972,40,4,1,,A,11,E,210,D
20173,03652972,40,5,1,,A,11,E,220,D
20173,03654182,58,0,1,1,D,,H,,A
20173,03654182,58,1,1,,A,78,E,100,D
20173,03654182,58,2,1,,A,24,E,110,D
20173,03654182,58,3,1,,A,47,E,120,D
20173,03654182,58,4,1,,A,4,E,140,D
20173,03654182,58,5,1,,A,366,E,150,D
20173,03654182,58,6,1,,A,20,E,160,D
20173,03654182,58,7,1,,A,34,E,170,D
20173,03654182,58,8,1,,A,27,E,190,D
20173,03654332,59,0,1,1,D,,H,,A
20173,03654332,59,1,1,,A,146,E,100,D
20173,03654332,59,2,1,,A,49,E,110,D
20173,03654332,59,3,1,,A,83,E,120,D
20173,03654332,59,4,1,,A,300,E,130,D
20173,03654332,59,5,1,,A,21,E,140,D
20173,03654332,59,6,1,,A,916,E,150,D
20173,03654332,59,7,1,,A,104,E,160,D
20173,03654332,59,8,1,,A,66,E,180,D
20173,03654332,59,9,1,,A,41,E,190,D
20173,03654792,12,0,1,1,D,,H,,A
20173,03654792,12,1,1,,A,128,E,100,D
20173,03654792,12,2,1,,A,34,E,110,D
20173,03654792,12,3,1,,A,66,E,120,D
20173,03654792,12,4,1,,A,176,E,130,D
20173,03654792,12,5,1,,A,11,E,140,D
20173,03654792,12,6,1,,A,452,E,150,D
20173,03654792,12,7,1,,A,60,E,170,D
20173,03654792,12,8,1,,A,23,E,180,D
20173,03654792,12,9,1,,A,50,E,190,D
20173,03654862,32,0,1,1,D,,H,,A
20173,03654862,32,1,1,,A,60,E,200,D
20173,03654862,32,2,1,,A,43,E,210,D
20173,03654862,32,3,1,,A,97,E,220,D
20173,03655672,68,0,1,1,D,,H,,A
20173,03655672,68,1,1,,A,54,E,100,D
20173,03655672,68,2,1,,A,17,E,110,D
20173,03655672,68,3,1,,A,29,E,120,D
20173,03655672,68,4,1,,A,7,E,140,D
20173,03655672,68,5,1,,A,320,E,150,D
20173,03655672,68,6,1,,A,36,E,160,D
20173,03655672,68,7,1,,A,23,E,180,D
20173,03655672,68,8,1,,A,14,E,190,D
20173,03655902,21,0,1,1,D,,H,,A
20173,03655902,21,1,1,,A,551,E,100,D
20173,03655902,21,2,1,,A,385,E,110,D
20173,03655902,21,3,1,,A,460,E,120,D
20173,03655902,21,4,1,,A,1482,E,130,D
20173,03655902,21,5,1,,A,44,E,140,D
20173,03655902,21,6,1,,A,3945,E,150,D
20173,03655902,21,7,1,,A,634,E,160,D
20173,03655902,21,8,1,,A,285,E,170,D
20173,03655902,21,9,1,,A,214,E,190,D
20173,03656282,23,0,1,1,D,,H,,A
20173,03656282,23,1,1,,A,30,E,100,D
20173,03656282,23,2,1,,A,21,E,110,D
20173,03656282,23,3,1,,A,29,E,120,D
20173,03656282,23,4,1,,A,2,E,140,D
20173,03656282,23,5,1,,A,217,E,150,D
20173,03656282,23,6,1,,A,35,E,160,D
20173,03656282,23,7,1,,A,15,E,170,D
20173,03656282,23,8,1,,A,11,E,190,D
20173,03656592,18,0,1,1,D,,H,,A
20173,03656592,18,1,1,,A,28,E,100,D
20173,03656592,18,2,1,,A,8,E,110,D
20173,03656592,18,3,1,,A,17,E,120,D
20173,03656592,18,4,1,,A,82,E,130,D
20173,03656592,18,5,1,,A,1,E,140,D
20173,03656592,18,6,1,,A,137,E,150,D
20173,03656592,18,7,1,,A,7,E,160,D
20173,03656592,18,8,1,,A,12,E,170,D
20173,03656592,18,9,1,,A,8,E,190,D
20173,03656713,58,0,1,16,D,,H,,A
20173,03656713,58,1,1,,A,75,E,100,D
20173,03656713,58,2,1,,A,13,E,110,D
20173,03656713,58,3,1,,A,19,E,200,D
20173,03656713,58,4,1,,A,44,E,210,D
20173,03656713,58,5,1,,A,9,E,220,D
20173,03656862,53,0,1,1,D,,H,,A
20173,03656862,53,1,1,,A,29,E,200,D
20173,03656862,53,2,1,,A,23,E,210,D
20173,03656862,53,3,1,,A,48,E,220,D
20173,03657062,75,0,1,1,D,,H,,A
20173,03657062,75,1,1,,A,59,E,100,D
20173,03657062,75,2,1,,A,14,E,110,D
20173,03657062,75,3,1,,A,15,E,200,D
20173,03657062,75,4,1,,A,35,E,210,D
20173,03657062,75,5,1,,A,7,E,220,D
20173,03657842,31,0,1,3,D,,H,,A
20173,03657842,31,1,1,,A,72,E,100,D
20173,03657842,31,2,1,,A,47,E,110,D
20173,03657842,31,3,1,,A,56,E,120,D
20173,03657842,31,4,1,,A,5,E,140,D
20173,03657842,31,5,1,,A,482,E,150,D
20173,03657842,31,6,1,,A,77,E,160,D
20173,03657842,31,7,1,,A,34,E,170,D
20173,03657842,31,8,1,,A,26,E,190,D
20173,03657842,31,9,1,,A,93,E,200,D
20173,03657842,31,10,1,,A,50,E,210,D
20173,03657842,31,11,1,,A,26,E,220,D
20173,03658342,17,0,1,3,D,,H,,A
20173,03658342,17,1,1,,A,42,E,100,D
20173,03658342,17,2,1,,A,8,E,110,D
20173,03658422,40,0,1,2,D,,H,,A
20173,03658422,40,1,1,,A,54,E,200,D
20173,03658422,40,2,1,,A,121,E,210,D
20173,03658422,40,3,1,,A,25,E,220,D
20173,03658692,28,0,1,1,D,,H,,A
20173,03658692,28,1,1,,A,30,E,100,D
20173,03658692,28,2,1,,A,10,E,110,D
20173,03659452,33,0,1,1,D,,H,,A
20173,03659452,33,1,1,,A,106,E,100,D
20173,03659452,33,2,1,,A,36,E,110,D
20173,03659452,33,3,1,,A,61,E,120,D
20173,03659452,33,4,1,,A,219,E,130,D
20173,03659452,33,5,1,,A,15,E,140,D
20173,03659452,33,6,1,,A,669,E,150,D
20173,03659452,33,7,1,,A,76,E,160,D
20173,03659452,33,8,1,,A,48,E,180,D
20173,03659452,33,9,1,,A,30,E,190,D
20173,03660012,48,0,1,1,D,,H,,A
20173,03660012,48,1,1,,A,13,E,100,D
20173,03660012,48,2,1,,A,9,E,110,D
20173,03660012,48,3,1,,A,15,E,120,D
20173,03660012,48,4,1,,A,37,E,130,D
20173,03660012,48,5,1,,A,1,E,140,D
20173,03660012,48,6,1,,A,98,E,150,D
20173,03660012,48,7,1,,A,15,E,160,D
20173,03660012,48,8,1,,A,7,E,170,D
20173,03660012,48,9,1,,A,5,E,190,D
20173,03660102,30,0,1,1,D,,H,,A
20173,03660102,30,1,1,,A,60,E,200,D
20173,03660102,30,2,1,,A,97,E,210,D
20173,03660102,30,3,1,,A,43,E,220,D
20173,03660332,30,0,1,1,D,,H,,A
20173,03660332,30,1,1,,A,460,G,100,D
20173,03660332,30,2,1,,A,83,G,110,D
20173,03660332,30,3,1,,A,124,G,200,D
20173,03660332,30,4,1,,A,276,G,210,D
20173,03660332,30,5,1,,A,57,G,220,D
20173,03660382,45,0,1,2,D,,H,,A
20173,03660382,45,1,1,,A,139,E,100,D
20173,03660382,45,2,1,,A,42,E,110,D
20173,03660542,24,0,1,1,D,,H,,A
20173,03660542,24,1,1,,A,96,E,100,D
20173,03660542,24,2,1,,A,17,E,110,D
20173,03660542,24,3,1,,A,28,E,120,D
20173,03660542,24,4,1,,A,4,E,140,D
20173,03660542,24,5,1,,A,131,E,150,D
20173,03660542,24,6,1,,A,37,E,160,D
20173,03660542,24,7,1,,A,67,E,190,D
20173,03660982,41,0,1,4,D,,H,,A
20173,03660982,41,1,1,,A,39,E,200,D
20173,03660982,41,2,1,,A,84,E,210,D
20173,03660982,41,3,1,,A,17,E,220,D
20173,03661982,32,0,1,1,D,,H,,A
20173,03661982,32,1,1,,A,74,E,100,D
20173,03661982,32,2,1,,A,13,E,110,D
20173,03661982,32,3,1,,A,24,E,120,D
20173,03661982,32,4,1,,A,3,E,140,D
20173,03661982,32,5,1,,A,104,E,150,D
20173,03661982,32,6,1,,A,29,E,160,D
20173,03661982,32,7,1,,A,53,E,190,D
20173,03662002,24,0,1,3,D,,H,,A
20173,03662002,24,1,1,,A,1290,E,100,D
20173,03662002,24,2,1,,A,235,E,110,D
20173,03662002,24,3,1,,A,394,E,120,D
20173,03662002,24,4,1,,A,3278,U,130,D
20173,03662002,24,5,1,,A,57,E,140,D
20173,03662002,24,6,1,,A,1810,E,150,D
20173,03662002,24,7,1,,A,510,E,160,D
20173,03662002,24,8,1,,A,922,E,190,D
20173,03662132,27,0,1,1,D,,H,,A
20173,03662132,27,1,1,,A,19,E,100,D
20173,03662132,27,2,1,,A,6,E,110,D
20173,03662132,27,3,1,,A,11,E,120,D
20173,03662132,27,4,1,,A,2,E,140,D
20173,03662132,27,5,1,,A,126,E,150,D
20173,03662132,27,6,1,,A,13,E,160,D
20173,03662132,27,7,1,,A,8,E,180,D
20173,03662132,27,8,1,,A,5,E,190,D
20173,03662212,59,0,1,1,D,,H,,A
20173,03662212,59,1,1,,A,45,E,100,D
20173,03662212,59,2,1,,A,33,E,110,D
20173,03662242,29,0,1,2,D,,H,,A
20173,03662242,29,1,1,,A,40,E,100,D
20173,03662242,29,2,1,,A,13,E,110,D
20173,03662242,29,3,1,,A,27,E,120,D
20173,03662242,29,4,1,,A,6,E,140,D
20173,03662242,29,5,1,,A,256,E,150,D
20173,03662242,29,6,1,,A,29,E,160,D
20173,03662242,29,7,1,,A,18,E,180,D
20173,03662242,29,8,1,,A,11,E,190,D
20173,03662442,11,0,1,1,D,,H,,A
20173,03662442,11,1,1,,A,35,E,100,D
20173,03662442,11,2,1,,A,6,E,110,D
20173,03662442,11,3,1,,A,12,E,120,D
20173,03662442,11,4,1,,A,129,E,150,D
20173,03662442,11,5,1,,A,5,E,160,D
20173,03662442,11,6,1,,A,15,E,170,D
20173,03662442,11,7,1,,A,8,E,190,D
20173,03662462,46,0,1,3,D,,H,,A
20173,03662462,46,1,1,,A,26,E,200,D
20173,03662462,46,2,1,,A,19,E,210,D
20173,03662462,46,3,1,,A,45,E,220,D
20173,03662902,23,0,1,1,D,,H,,A
20173,03662902,23,1,1,,A,10,E,120,D
20173,03662902,23,2,1,,A,1,E,140,D
20173,03662902,23,3,1,,A,52,E,150,D
20173,03662902,23,4,1,,A,13,E,160,D
20173,03662902,23,5,1,,A,24,E,190,D
20173,03663252,49,0,1,1,D,,H,,A
20173,03663252,49,1,1,,A,41,E,100,D
20173,03663252,49,2,1,,A,12,E,110,D
20173,03663252,49,3,1,,A,25,E,120,D
20173,03663252,49,4,1,,A,2,E,140,D
20173,03663252,49,5,1,,A,193,E,150,D
20173,03663252,49,6,1,,A,10,E,160,D
20173,03663252,49,7,1,,A,18,E,170,D
