QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,NUMYUPD,NUMYUPD_,TOTYUPDX,TOTY_PDX,TOTYUPDY,TOTY_PDY
20172,03510243,10,6,1,,A,112,G,200,D
20172,03510243,10,7,1,,A,657,G,210,D
20172,03510983,34,0,1,2,D,,H,,A
20172,03510983,34,1,1,,A,3,E,100,D
20172,03510983,34,2,1,,A,4,E,110,D
20172,03510983,34,3,1,,A,1,E,120,D
20172,03510983,34,4,1,,A,9,E,150,D
20172,03510983,34,5,1,,A,1,E,170,D
20172,03510983,34,6,1,,A,1,E,190,D
20172,03511083,26,0,1,1,D,,H,,A
20172,03511083,26,1,1,,A,61,E,100,D
20172,03511083,26,2,1,,A,19,E,110,D
20172,03511123,34,0,1,1,D,,H,,A
20172,03511123,34,1,1,,A,65,E,100,D
20172,03511123,34,2,1,,A,18,E,110,D
20172,03511123,34,3,1,,A,9,E,200,D
20172,03511123,34,4,1,,A,28,E,210,D
20172,03511243,31,0,1,1,D,,H,,A
20172,03511243,31,1,1,,A,5,E,100,D
20172,03511243,31,2,1,,A,2,E,110,D
20172,03511243,31,3,1,,A,1,E,200,D
20172,03511313,33,0,1,1,D,,H,,A
20172,03511313,33,1,1,,A,39,E,100,D
20172,03511313,33,2,1,,A,11,E,110,D
20172,03512723,6,0,1,4,D,,H,,A
20172,03512723,6,1,1,,A,22,E,120,D
20172,03512723,6,2,1,,A,6,E,140,D
20172,03512723,6,3,1,,A,122,E,150,D
20172,03512723,6,4,1,,A,6,E,160,D
20172,03512723,6,5,1,,A,64,E,170,D
20172,03512723,6,6,1,,A,9,E,190,D
20172,03512723,6,7,1,,A,8,E,200,D
20172,03512723,6,8,1,,A,31,E,210,D
20172,03512723,6,9,1,,A,32,E,220,D
20172,03512783,13,0,1,2,D,,H,,A
20172,03512783,13,1,1,,A,105,E,100,D
20172,03512783,13,2,1,,A,56,E,110,D
20172,03512783,13,3,1,,A,32,E,120,D
20172,03512783,13,4,1,,A,82,E,130,D
20172,03512783,13,5,1,,A,13,E,140,D
20172,03512783,13,6,1,,A,90,E,150,D
20172,03512783,13,7,1,,A,6,E,160,D
20172,03512783,13,8,1,,A,2,E,170,D
20172,03512783,13,9,1,,A,14,E,190,D
20172,03524143,30,0,1,2,D,,H,,A
20172,03524143,30,1,1,,A,81,E,100,D
20172,03524143,30,2,1,,A,19,E,110,D
20172,03524443,41,0,1,1,D,,H,,A
20172,03524443,41,1,1,,A,5,E,200,D
20172,03524443,41,2,1,,A,15,E,210,D
20172,03524933,30,0,1,1,D,,H,,A
20172,03524933,30,1,1,,A,1,E,100,D
20172,03524933,30,2,1,,A,6,E,150,D
20172,03525933,38,0,1,3,D,,H,,A
20172,03525933,38,1,1,,A,482,E,100,D
20172,03525933,38,2,1,,A,118,E,110,D
20172,03527163,16,0,1,1,D,,H,,A
20172,03527163,16,1,1,,A,149,E,100,D
20172,03527163,16,2,1,,A,36,E,110,D
20172,03527163,16,3,1,,A,38,E,120,D
20172,03527163,16,4,1,,A,241,E,130,D
20172,03527163,16,5,1,,A,6,E,140,D
20172,03527163,16,6,1,,A,419,E,150,D
20172,03527163,16,7,1,,A,59,E,160,D
20172,03527163,16,8,1,,A,52,E,190,D
20172,03527213,36,0,1,1,D,,H,,A
20172,03527213,36,1,1,,A,403,E,100,D
20172,03527213,36,2,1,,A,125,E,110,D
20172,03527213,36,3,1,,A,92,E,120,D
20172,03527213,36,4,1,,A,371,E,130,D
20172,03527213,36,5,1,,A,15,E,140,D
20172,03527213,36,6,1,,A,1218,E,150,D
20172,03527213,36,7,1,,A,92,E,160,D
20172,03527213,36,8,1,,A,250,E,170,D
20172,03527213,36,9,1,,A,115,E,190,D
20172,03527213,36,10,1,,A,61,E,200,D
20172,03527213,36,11,1,,A,186,E,210,D
20172,03530113,18,0,1,2,D,,H,,A
20172,03530113,18,1,1,,A,26,E,100,D
20172,03530113,18,2,1,,A,10,E,110,D
20172,03530113,18,3,1,,A,7,E,200,D
20172,03530113,18,4,1,,A,28,E,210,D
20172,03530113,18,5,1,,A,29,E,220,D
20172,03530253,46,0,1,2,D,,H,,A
20172,03530253,46,1,1,,A,678,E,100,D
20172,03530253,46,2,1,,A,166,E,110,D
20172,03530253,46,3,1,,A,1090,E,130,D
20172,03530253,46,4,1,,A,450,E,200,D
20172,03530253,46,5,1,,A,468,E,210,D
20172,03530253,46,6,1,,A,148,E,220,D
20172,03530683,27,0,1,1,D,,H,,A
20172,03530683,27,1,1,,A,24,E,100,D
20172,03530683,27,2,1,,A,14,E,110,D
20172,03530683,27,3,1,,A,15,E,120,D
20172,03530683,27,4,1,,A,1,E,140,D
20172,03530683,27,5,1,,A,75,E,150,D
20172,03530683,27,6,1,,A,3,E,160,D
20172,03530683,27,7,1,,A,9,E,170,D
20172,03530683,27,8,1,,A,9,E,190,D
20172,03531063,32,0,1,5,D,,H,,A
20172,03531063,32,1,1,,A,296,E,100,D
20172,03531063,32,2,1,,A,72,E,110,D
20172,03531063,32,3,1,,A,71,E,120,D
20172,03531063,32,4,1,,A,12,E,140,D
20172,03531063,32,5,1,,A,829,E,150,D
20172,03531063,32,6,1,,A,117,E,160,D
20172,03531063,32,7,1,,A,103,E,190,D
20172,03532793,27,0,1,2,D,,H,,A
20172,03532793,27,1,1,,A,51,E,100,D
20172,03532793,27,2,1,,A,29,E,110,D
20172,03534553,14,0,1,1,D,,H,,A
20172,03534553,14,1,1,,A,156,E,100,D
20172,03534553,14,2,1,,A,41,E,110,D
20172,03534553,14,3,1,,A,121,E,120,D
20172,03534553,14,4,1,,A,579,E,130,D
20172,03534553,14,5,1,,A,38,E,140,D
20172,03534553,14,6,1,,A,634,E,150,D
20172,03534553,14,7,1,,A,34,E,160,D
20172,03534553,14,8,1,,A,346,E,170,D
20172,03534553,14,9,1,,A,51,E,190,D
20172,03545603,31,0,1,2,D,,H,,A
20172,03545603,31,1,1,,A,127,E,130,D
20172,03545603,31,2,1,,A,52,E,200,D
20172,03545603,31,3,1,,A,54,E,210,D
20172,03545603,31,4,1,,A,17,E,220,D
20172,03545613,6,0,1,1,D,,H,,A
20172,03545613,6,1,1,,A,120,E,100,D
20172,03545613,6,2,1,,A,67,E,110,D
20172,03545613,6,3,1,,A,97,E,130,D
20172,03545613,6,4,1,,A,38,E,200,D
20172,03545613,6,5,1,,A,28,E,210,D
20172,03545873,18,0,1,1,D,,H,,A
20172,03545873,18,1,1,,A,46,E,100,D
20172,03545873,18,2,1,,A,12,E,110,D
20172,03545873,18,3,1,,A,42,E,120,D
20172,03545873,18,4,1,,A,173,E,130,D
20172,03545873,18,5,1,,A,9,E,140,D
20172,03545873,18,6,1,,A,190,E,150,D
20172,03545873,18,7,1,,A,10,E,160,D
20172,03545873,18,8,1,,A,103,E,170,D
20172,03545873,18,9,1,,A,15,E,190,D
20172,03546013,54,0,1,2,D,,H,,A
20172,03546013,54,1,1,,A,15,E,100,D
20172,03546013,54,2,1,,A,3,E,110,D
20172,03546013,54,3,1,,A,3,E,120,D
20172,03546013,54,4,1,,A,42,E,150,D
20172,03546013,54,5,1,,A,5,E,160,D
20172,03546013,54,6,1,,A,9,E,190,D
20172,03546013,54,7,1,,A,10,E,200,D
20172,03546013,54,8,1,,A,10,E,210,D
20172,03546013,54,9,1,,A,3,E,220,D
20172,03546133,38,0,1,5,D,,H,,A
20172,03546133,38,1,1,,A,25,E,200,D
20172,03546133,38,2,1,,A,75,E,210,D
20172,03546493,36,0,1,2,D,,H,,A
20172,03546493,36,1,1,,A,26,E,100,D
20172,03546493,36,2,1,,A,8,E,110,D
20172,03546493,36,3,1,,A,7,E,120,D
20172,03546493,36,4,1,,A,137,E,150,D
20172,03546493,36,5,1,,A,14,E,170,D
20172,03546493,36,6,1,,A,8,E,190,D
20172,03546953,16,0,1,2,D,,H,,A
20172,03546953,16,1,1,,A,2,E,200,D
20172,03546953,16,2,1,,A,4,E,210,D
20172,03546953,16,3,1,,A,4,E,220,D
20172,03547293,26,0,1,1,D,,H,,A
20172,03547293,26,1,1,,A,39,E,100,D
20172,03547293,26,2,1,,A,9,E,110,D
20172,03547293,26,3,1,,A,11,E,200,D
20172,03547293,26,4,1,,A,40,E,210,D
20172,03547293,26,5,1,,A,41,E,220,D
20172,03547633,23,0,1,1,D,,H,,A
20172,03547633,23,1,1,,A,14,E,120,D
20172,03547633,23,2,1,,A,245,E,150,D
20172,03547633,23,3,1,,A,26,E,170,D
20172,03547633,23,4,1,,A,15,E,190,D
20172,03547713,39,0,1,1,D,,H,,A
20172,03547713,39,1,1,,A,59,E,120,D
20172,03547713,39,2,1,,A,11,E,140,D
20172,03547713,39,3,1,,A,733,E,150,D
20172,03547713,39,4,1,,A,106,E,160,D
20172,03547713,39,5,1,,A,91,E,190,D
20172,03547933,63,0,1,1,D,,H,,A
20172,03547933,63,1,1,,A,60,E,200,D
20172,03547933,63,2,1,,A,46,E,210,D
20172,03547933,63,3,1,,A,89,E,220,D
20172,03547983,48,0,1,1,D,,H,,A
20172,03547983,48,1,1,,A,78,E,100,D
20172,03547983,48,2,1,,A,23,E,110,D
20172,03547983,48,3,1,,A,13,E,200,D
20172,03547983,48,4,1,,A,36,E,210,D
20172,03548123,30,0,1,1,D,,H,,A
20172,03548123,30,1,1,,A,98,E,100,D
20172,03548123,30,2,1,,A,24,E,110,D
20172,03548123,30,3,1,,A,22,E,120,D
20172,03548123,30,4,1,,A,4,E,140,D
20172,03548123,30,5,1,,A,279,E,150,D
20172,03548123,30,6,1,,A,39,E,160,D
20172,03548123,30,7,1,,A,34,E,190,D
20172,03548973,22,0,1,3,D,,H,,A
20172,03548973,22,1,1,,A,48,E,100,D
20172,03548973,22,2,1,,A,15,E,110,D
20172,03548973,22,3,1,,A,13,E,120,D
20172,03548973,22,4,1,,A,256,E,150,D
20172,03548973,22,5,1,,A,27,E,170,D
20172,03548973,22,6,1,,A,16,E,190,D
20172,03548973,22,7,1,,A,88,E,200,D
20172,03548973,22,8,1,,A,37,E,210,D
20172,03548983,42,0,1,1,D,,H,,A
20172,03548983,42,1,1,,A,24,E,100,D
20172,03548983,42,2,1,,A,6,E,110,D
20172,03549313,24,0,1,1,D,,H,,A
20172,03549313,24,1,1,,A,4,E,200,D
20172,03549313,24,2,1,,A,5,E,210,D
20172,03549313,24,3,1,,A,1,E,220,D
20172,03549573,31,0,1,1,D,,H,,A
20172,03549573,31,1,1,,A,181,E,100,D
20172,03549573,31,2,1,,A,54,E,110,D
20172,03549573,31,3,1,,A,41,E,120,D
20172,03549573,31,4,1,,A,6,E,140,D
20172,03549573,31,5,1,,A,547,E,150,D
20172,03549573,31,6,1,,A,41,E,160,D
20172,03549573,31,7,1,,A,112,E,170,D
20172,03549573,31,8,1,,A,51,E,190,D
20172,03549573,31,9,1,,A,27,E,200,D
20172,03549573,31,10,1,,A,90,E,210,D
20172,03550213,34,0,1,1,D,,H,,A
20172,03550213,34,1,1,,A,89,E,100,D
20172,03550213,34,2,1,,A,22,E,110,D
20172,03550213,34,3,1,,A,25,E,120,D
20172,03550213,34,4,1,,A,144,E,130,D
20172,03550213,34,5,1,,A,3,E,140,D
20172,03550213,34,6,1,,A,251,E,150,D
20172,03550213,34,7,1,,A,35,E,160,D
20172,03550213,34,8,1,,A,31,E,190,D
20172,03550853,49,0,1,1,D,,H,,A
20172,03550853,49,1,1,,A,177,E,100,D
20172,03550853,49,2,1,,A,43,E,110,D
20172,03550853,49,3,1,,A,118,E,200,D
20172,03550853,49,4,1,,A,124,E,210,D
20172,03550853,49,5,1,,A,38,E,220,D
20172,03551523,49,0,1,4,D,,H,,A
20172,03551523,49,1,1,,A,12,E,120,D
20172,03551523,49,2,1,,A,1,E,140,D
20172,03551523,49,3,1,,A,68,E,150,D
20172,03551523,49,4,1,,A,3,E,160,D
20172,03551523,49,5,1,,A,8,E,170,D
20172,03551523,49,6,1,,A,8,E,190,D
20172,03552003,35,0,1,2,D,,H,,A
20172,03552003,35,1,1,,A,43,E,100,D
20172,03552003,35,2,1,,A,12,E,110,D
20172,03552003,35,3,1,,A,6,E,200,D
20172,03552003,35,4,1,,A,19,E,210,D
20172,03552193,64,0,1,1,D,,H,,A
20172,03552193,64,1,1,,A,116,E,100,D
20172,03552193,64,2,1,,A,34,E,110,D
20172,03552473,18,0,1,1,D,,H,,A
20172,03552473,18,1,1,,A,452,E,100,D
20172,03552473,18,2,1,,A,148,E,110,D
20172,03553853,25,0,1,1,D,,H,,A
20172,03553853,25,1,1,,A,42,E,120,D
20172,03553853,25,2,1,,A,11,E,140,D
20172,03553853,25,3,1,,A,220,E,150,D
20172,03553853,25,4,1,,A,12,E,160,D
20172,03553853,25,5,1,,A,122,E,170,D
20172,03553853,25,6,1,,A,18,E,190,D
20172,03554023,31,0,1,1,D,,H,,A
20172,03554023,31,1,1,,A,386,E,100,D
20172,03554023,31,2,1,,A,114,E,110,D
20172,03554963,31,0,1,1,D,,H,,A
20172,03554963,31,1,1,,A,78,E,100,D
20172,03554963,31,2,1,,A,23,E,110,D
20172,03554963,31,3,1,,A,22,E,120,D
20172,03554963,31,4,1,,A,2,E,140,D
20172,03554963,31,5,1,,A,237,E,150,D
20172,03554963,31,6,1,,A,18,E,160,D
20172,03554963,31,7,1,,A,48,E,170,D
20172,03554963,31,8,1,,A,22,E,190,D
20172,03555403,39,0,1,1,D,,H,,A
20172,03555403,39,1,1,,A,25,E,200,D
20172,03555403,39,2,1,,A,75,E,210,D
20172,03566862,51,0,1,8,D,,H,,A
20172,03566862,51,1,1,,A,125,E,100,D
20172,03566862,51,2,1,,A,37,E,110,D
20172,03566862,51,3,1,,A,19,E,200,D
20172,03566862,51,4,1,,A,59,E,210,D
20172,03566932,13,0,1,1,D,,H,,A
20172,03566932,13,1,1,,A,9,E,100,D
20172,03566932,13,2,1,,A,2,E,110,D
20172,03566932,13,3,1,,A,16,E,120,D
20172,03566932,13,4,1,,A,98,E,150,D
20172,03567032,14,0,1,,C,,H,,A
20172,03567032,14,1,1,,A,33,G,100,D
20172,03567032,14,2,1,,A,17,G,110,D
20172,03567092,54,0,1,1,D,,H,,A
20172,03567092,54,1,1,,A,49,E,200,D
20172,03567092,54,2,1,,A,151,E,210,D
20172,03567422,34,0,1,3,D,,H,,A
20172,03567422,34,1,1,,A,79,E,100,D
20172,03567422,34,2,1,,A,21,E,110,D
20172,03567422,34,3,1,,A,16,E,120,D
20172,03567422,34,4,1,,A,2,E,140,D
20172,03567422,34,5,1,,A,221,E,150,D
20172,03567422,34,6,1,,A,16,E,160,D
20172,03567422,34,7,1,,A,45,E,170,D
20172,03567422,34,8,1,,A,20,E,190,D
20172,03567442,34,0,1,1,D,,H,,A
20172,03567442,34,1,1,,A,63,E,100,D
20172,03567442,34,2,1,,A,37,E,110,D
20172,03568022,40,0,1,3,D,,H,,A
20172,03568022,40,1,1,,A,126,E,200,D
20172,03568022,40,2,1,,A,133,E,210,D
20172,03568022,40,3,1,,A,41,E,220,D
20172,03568332,70,0,1,3,D,,H,,A
20172,03568332,70,1,1,,A,98,E,100,D
20172,03568332,70,2,1,,A,24,E,110,D
20172,03568332,70,3,1,,A,22,E,120,D
20172,03568332,70,4,1,,A,4,E,140,D
20172,03568332,70,5,1,,A,276,E,150,D
20172,03568332,70,6,1,,A,39,E,160,D
20172,03568332,70,7,1,,A,37,E,190,D
20172,03568482,62,0,1,1,D,,H,,A
20172,03568482,62,1,1,,A,5,E,120,D
20172,03568482,62,2,1,,A,36,E,150,D
20172,03568482,62,3,1,,A,5,E,160,D
20172,03568482,62,4,1,,A,4,E,190,D
20172,03569482,38,0,1,1,D,,H,,A
20172,03569482,38,1,1,,A,193,E,100,D
20172,03569482,38,2,1,,A,47,E,110,D
20172,03570902,49,0,1,1,D,,H,,A
20172,03570902,49,1,1,,A,25,E,100,D
20172,03570902,49,2,1,,A,8,E,110,D
20172,03570902,49,3,1,,A,7,E,120,D
20172,03570902,49,4,1,,A,60,E,130,D
20172,03570902,49,5,1,,A,146,E,150,D
20172,03570902,49,6,1,,A,15,E,170,D
20172,03570902,49,7,1,,A,9,E,190,D
20172,03572392,8,0,1,1,D,,H,,A
20172,03572392,8,1,1,,A,32,E,100,D
20172,03572392,8,2,1,,A,18,E,110,D
20172,03573263,35,0,1,1,D,,H,,A
20172,03573263,35,1,1,,A,102,E,100,D
20172,03573263,35,2,1,,A,28,E,110,D
20172,03573263,35,3,1,,A,22,E,120,D
20172,03573263,35,4,1,,A,88,E,130,D
20172,03573263,35,5,1,,A,3,E,140,D
20172,03573263,35,6,1,,A,291,E,150,D
20172,03573263,35,7,1,,A,22,E,160,D
20172,03573263,35,8,1,,A,59,E,170,D
20172,03573263,35,9,1,,A,27,E,190,D
20172,03573263,35,10,1,,A,14,E,200,D
20172,03573263,35,11,1,,A,44,E,210,D
20172,03573592,18,0,1,1,D,,H,,A
20172,03573592,18,1,1,,A,33,E,100,D
20172,03573592,18,2,1,,A,17,E,110,D
20172,03573612,33,0,1,1,D,,H,,A
20172,03573612,33,1,1,,A,121,E,100,D
20172,03573612,33,2,1,,A,29,E,110,D
20172,03573612,33,3,1,,A,27,E,120,D
20172,03573612,33,4,1,,A,195,E,130,D
20172,03573612,33,5,1,,A,5,E,140,D
20172,03573612,33,6,1,,A,339,E,150,D
20172,03573612,33,7,1,,A,48,E,160,D
20172,03573612,33,8,1,,A,42,E,190,D
20172,03573612,33,9,1,,A,85,E,200,D
20172,03573612,33,10,1,,A,83,E,210,D
20172,03573612,33,11,1,,A,26,E,220,D
20172,03573672,20,0,1,1,D,,H,,A
20172,03573672,20,1,1,,A,89,E,100,D
20172,03573672,20,2,1,,A,28,E,110,D
20172,03573672,20,3,1,,A,24,E,120,D
20172,03573672,20,4,1,,A,479,E,150,D
20172,03573672,20,5,1,,A,50,E,170,D
20172,03573672,20,6,1,,A,30,E,190,D
20172,03574152,35,0,1,1,D,,H,,A
20172,03574152,35,1,1,,A,59,E,100,D
20172,03574152,35,2,1,,A,14,E,110,D
20172,03574152,35,3,1,,A,19,E,120,D
20172,03574152,35,4,1,,A,96,E,130,D
20172,03574152,35,5,1,,A,2,E,140,D
20172,03574152,35,6,1,,A,167,E,150,D
20172,03574152,35,7,1,,A,23,E,160,D
20172,03574152,35,8,1,,A,20,E,190,D
20172,03575472,45,0,1,1,D,,H,,A
20172,03575472,45,1,1,,A,316,E,100,D
20172,03575472,45,2,1,,A,77,E,110,D
20172,03575472,45,3,1,,A,71,E,120,D
20172,03575472,45,4,1,,A,13,E,140,D
20172,03575472,45,5,1,,A,888,E,150,D
20172,03575472,45,6,1,,A,125,E,160,D
20172,03575472,45,7,1,,A,110,E,190,D
20172,03576942,34,0,1,2,D,,H,,A
20172,03576942,34,1,1,,A,38,E,100,D
20172,03576942,34,2,1,,A,12,E,110,D
20172,03577232,22,0,1,1,D,,H,,A
20172,03577232,22,1,1,,A,63,E,100,D
20172,03577232,22,2,1,,A,23,E,110,D
20172,03577232,22,3,1,,A,18,E,120,D
20172,03577232,22,4,1,,A,352,E,150,D
20172,03577232,22,5,1,,A,37,E,170,D
20172,03577232,22,6,1,,A,22,E,190,D
20172,03588432,7,0,1,1,D,,H,,A
20172,03588432,7,1,1,,A,19,E,100,D
20172,03588432,7,2,1,,A,11,E,110,D
20172,03588562,37,0,1,1,D,,H,,A
20172,03588562,37,1,1,,A,194,E,100,D
20172,03588562,37,2,1,,A,55,E,110,D
20172,03588562,37,3,1,,A,151,E,120,D
20172,03588562,37,4,1,,A,41,E,140,D
20172,03588562,37,5,1,,A,789,E,150,D
20172,03588562,37,6,1,,A,43,E,160,D
20172,03588562,37,7,1,,A,430,E,170,D
20172,03588562,37,8,1,,A,64,E,190,D
20172,03588562,37,9,1,,A,57,E,200,D
20172,03588562,37,10,1,,A,211,E,210,D
20172,03588562,37,11,1,,A,215,E,220,D
20172,03589582,53,0,1,3,D,,H,,A
20172,03589582,53,1,1,,A,56,E,100,D
20172,03589582,53,2,1,,A,13,E,110,D
20172,03589582,53,3,1,,A,39,E,120,D
20172,03589582,53,4,1,,A,10,E,140,D
20172,03589582,53,5,1,,A,206,E,150,D
20172,03589582,53,6,1,,A,11,E,160,D
20172,03589582,53,7,1,,A,112,E,170,D
20172,03589582,53,8,1,,A,16,E,190,D
20172,03589682,56,0,1,2,D,,H,,A
20172,03589682,56,1,1,,A,120,E,100,D
20172,03589682,56,2,1,,A,29,E,110,D
20172,03589682,56,3,1,,A,27,E,120,D
20172,03589682,56,4,1,,A,5,E,140,D
20172,03589682,56,5,1,,A,337,E,150,D
20172,03589682,56,6,1,,A,47,E,160,D
20172,03589682,56,7,1,,A,42,E,190,D
20172,03589682,56,8,1,,A,85,E,200,D
20172,03589682,56,9,1,,A,82,E,210,D
20172,03589682,56,10,1,,A,26,E,220,D
20172,03589742,44,0,1,2,D,,H,,A
20172,03589742,44,1,1,,A,84,E,200,D
20172,03589742,44,2,1,,A,89,E,210,D
20172,03589742,44,3,1,,A,27,E,220,D
20172,03590132,30,0,1,1,D,,H,,A
20172,03590132,30,1,1,,A,56,E,200,D
20172,03590132,30,2,1,,A,56,E,210,D
20172,03590132,30,3,1,,A,18,E,220,D
20172,03590272,21,0,1,1,D,,H,,A
20172,03590272,21,1,1,,A,2,E,120,D
20172,03590272,21,2,1,,A,36,E,150,D
20172,03590272,21,3,1,,A,2,E,160,D
20172,03590272,21,4,1,,A,7,E,170,D
20172,03590272,21,5,1,,A,3,E,190,D
20172,03590612,23,0,1,3,D,,H,,A
20172,03590612,23,1,1,,A,60,E,100,D
20172,03590612,23,2,1,,A,35,E,110,D
20172,03590612,23,3,1,,A,34,E,200,D
20172,03590612,23,4,1,,A,24,E,210,D
20172,03590612,23,5,1,,A,47,E,220,D
20172,03590792,43,0,1,1,D,,H,,A
20172,03590792,43,1,1,,A,19,E,100,D
20172,03590792,43,2,1,,A,4,E,110,D
20172,03590792,43,3,1,,A,12,E,120,D
20172,03590792,43,4,1,,A,57,E,130,D
20172,03590792,43,5,1,,A,3,E,140,D
20172,03590792,43,6,1,,A,63,E,150,D
20172,03590792,43,7,1,,A,3,E,160,D
20172,03590792,43,8,1,,A,34,E,170,D
20172,03590792,43,9,1,,A,5,E,190,D
20172,03592012,38,0,1,1,D,,H,,A
20172,03592012,38,1,1,,A,100,E,100,D
20172,03592012,38,2,1,,A,29,E,110,D
20172,03592012,38,3,1,,A,23,E,120,D
20172,03592012,38,4,1,,A,3,E,140,D
20172,03592012,38,5,1,,A,302,E,150,D
20172,03592012,38,6,1,,A,23,E,160,D
20172,03592012,38,7,1,,A,62,E,170,D
20172,03592012,38,8,1,,A,32,E,190,D
20172,03592212,26,0,1,1,D,,H,,A
20172,03592212,26,1,1,,A,2,E,100,D
20172,03592212,26,2,1,,A,1,E,120,D
20172,03592212,26,3,1,,A,7,E,150,D
20172,03592212,26,4,1,,A,3,E,210,D
20172,03592892,56,0,1,2,D,,H,,A
20172,03592892,56,1,1,,A,121,E,100,D
20172,03592892,56,2,1,,A,31,E,110,D
20172,03592892,56,3,1,,A,98,E,120,D
20172,03592892,56,4,1,,A,25,E,140,D
20172,03592892,56,5,1,,A,491,E,150,D
20172,03592892,56,6,1,,A,26,E,160,D
20172,03592892,56,7,1,,A,268,E,170,D
20172,03592892,56,8,1,,A,40,E,190,D
20172,03593052,21,0,1,3,D,,H,,A
20172,03593052,21,1,1,,A,19,E,200,D
20172,03593052,21,2,1,,A,111,E,210,D
20172,03594112,23,0,1,2,D,,H,,A
20172,03594112,23,1,1,,A,173,E,100,D
20172,03594112,23,2,1,,A,102,E,110,D
20172,03594662,20,0,1,2,D,,H,,A
20172,03594662,20,1,1,,A,128,E,100,D
20172,03594662,20,2,1,,A,72,E,110,D
20172,03594662,20,3,1,,A,57,E,120,D
20172,03594662,20,4,1,,A,241,E,130,D
20172,03594662,20,5,1,,A,8,E,140,D
20172,03594662,20,6,1,,A,382,E,150,D
20172,03594662,20,7,1,,A,18,E,160,D
20172,03594662,20,8,1,,A,47,E,170,D
20172,03594662,20,9,1,,A,47,E,190,D
20172,03595362,43,0,1,1,D,,H,,A
20172,03595362,43,1,1,,A,54,E,200,D
20172,03595362,43,2,1,,A,54,E,210,D
20172,03595362,43,3,1,,A,17,E,220,D
20172,03596282,31,0,1,1,D,,H,,A
20172,03596282,31,1,1,,A,363,E,100,D
20172,03596282,31,2,1,,A,108,E,110,D
20172,03596282,31,3,1,,A,88,E,120,D
20172,03596282,31,4,1,,A,13,E,140,D
20172,03596282,31,5,1,,A,1095,E,150,D
20172,03596282,31,6,1,,A,83,E,160,D
20172,03596282,31,7,1,,A,225,E,170,D
20172,03596282,31,8,1,,A,103,E,190,D
20172,03596282,31,9,1,,A,55,E,200,D
20172,03596282,31,10,1,,A,167,E,210,D
20172,03596922,40,0,1,1,D,,H,,A
20172,03596922,40,1,1,,A,110,E,100,D
20172,03596922,40,2,1,,A,25,E,110,D
20172,03596922,40,3,1,,A,23,E,120,D
20172,03596922,40,4,1,,A,168,E,130,D
20172,03596922,40,5,1,,A,4,E,140,D
20172,03596922,40,6,1,,A,293,E,150,D
20172,03596922,40,7,1,,A,41,E,160,D
20172,03596922,40,8,1,,A,36,E,190,D
20172,03597192,33,0,1,1,D,,H,,A
20172,03597192,33,1,1,,A,39,E,100,D
20172,03597192,33,2,1,,A,10,E,110,D
20172,03597192,33,3,1,,A,30,E,200,D
20172,03597192,33,4,1,,A,171,E,210,D
20172,03598632,52,0,1,2,D,,H,,A
20172,03598632,52,1,1,,A,802,E,100,D
20172,03598632,52,2,1,,A,198,E,110,D
20172,03600562,32,0,1,3,D,,H,,A
20172,03600562,32,1,1,,A,481,E,100,D
20172,03600562,32,2,1,,A,119,E,110,D
20172,03601232,53,0,1,1,D,,H,,A
20172,03601232,53,1,1,,A,93,E,100,D
20172,03601232,53,2,1,,A,26,E,110,D
20172,03601232,53,3,1,,A,27,E,200,D
20172,03601232,53,4,1,,A,101,E,210,D
20172,03601232,53,5,1,,A,103,E,220,D
20172,03602902,22,0,1,1,D,,H,,A
20172,03602902,22,1,1,,A,430,E,100,D
20172,03602902,22,2,1,,A,139,E,110,D
20172,03602902,22,3,1,,A,123,E,120,D
20172,03602902,22,4,1,,A,1015,E,130,D
20172,03602902,22,5,1,,A,2388,E,150,D
20172,03602902,22,6,1,,A,253,E,170,D
20172,03602902,22,7,1,,A,152,E,190,D
20172,03603332,34,0,1,1,D,,H,,A
20172,03603332,34,1,1,,A,594,E,100,D
20172,03603332,34,2,1,,A,156,E,110,D
20172,03605342,20,0,1,1,D,,H,,A
20172,03605342,20,1,1,,A,370,E,100,D
20172,03605342,20,2,1,,A,218,E,110,D
20172,03605342,20,3,1,,A,171,E,120,D
20172,03605342,20,4,1,,A,729,E,130,D
20172,03605342,20,5,1,,A,25,E,140,D
20172,03605342,20,6,1,,A,1147,E,150,D
20172,03605342,20,7,1,,A,56,E,160,D
20172,03605342,20,8,1,,A,142,E,170,D
20172,03605342,20,9,1,,A,142,E,190,D
20172,03606212,12,0,1,1,D,,H,,A
20172,03606212,12,1,1,,A,19,E,100,D
20172,03606212,12,2,1,,A,10,E,110,D
20172,03606212,12,3,1,,A,9,E,120,D
20172,03606212,12,4,1,,A,2,E,140,D
20172,03606212,12,5,1,,A,17,E,150,D
20172,03606212,12,6,1,,A,1,E,160,D
20172,03606212,12,7,1,,A,2,E,190,D
20172,03606472,34,0,1,2,D,,H,,A
20172,03606472,34,1,1,,A,299,E,100,D
20172,03606472,34,2,1,,A,73,E,110,D
20172,03606472,34,3,1,,A,68,E,120,D
20172,03606472,34,4,1,,A,486,E,130,D
20172,03606472,34,5,1,,A,13,E,140,D
20172,03606472,34,6,1,,A,839,E,150,D
20172,03606472,34,7,1,,A,118,E,160,D
