QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,CLOTHYD,CLOTHYD_,CLSVGFTC,CLSV_FTC,CLOTHMOD,CLOT_MOD,CLSRVCX,CLSRVCX_,CLOTHD1,CLOTHD1_,CLOTHD2,CLOTHD2_,CLOTHD3,CLOTHD3_,CLOTHD4,CLOTHD4_,CLOTHD5,CLOTHD5_,CLOTHD6,CLOTHD6_,CLOTHD7,CLOTHD7_,CLOTHD8,CLOTHD8_,CLOTHD9,CLOTHD9_
20181,03654544,3,0,1,470,D,1,D,01,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03655074,8,0,1,470,D,1,D,01,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03655454,21,0,1,470,D,1,D,12,D,11,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03656354,5,0,1,460,D,1,D,12,D,21,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03656374,6,0,1,450,D,1,D,12,D,16,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03656814,2,0,1,470,D,1,D,12,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03656884,6,0,2,450,D,1,D,11,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03659684,6,0,2,470,D,1,D,11,D,24,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03660714,7,0,1,470,D,1,D,02,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03661044,7,0,1,480,D,1,D,01,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03661874,17,0,1,470,D,1,D,12,D,391,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03661874,18,0,2,470,D,1,D,12,D,391,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03661974,31,0,1,450,D,1,D,01,D,53,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03662464,6,0,1,470,D,1,D,01,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03662674,7,0,1,450,D,1,D,12,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03662984,8,0,1,460,D,1,D,02,D,32,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03663204,7,0,1,450,D,1,D,02,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03663444,7,0,1,460,D,1,D,02,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03664574,4,0,1,450,D,1,D,01,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03664694,6,0,1,450,D,1,D,01,D,18,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03664694,7,0,1,470,D,1,D,01,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03665154,4,0,1,450,D,1,D,12,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03665604,9,0,1,470,D,2,D,01,D,43,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03665894,9,0,1,450,D,1,D,12,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03666114,5,0,1,470,D,1,D,01,D,99,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03667074,9,0,1,470,D,1,D,02,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03667634,6,0,1,450,D,1,D,02,D,54,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03668004,7,0,1,450,D,1,D,02,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03668544,5,0,1,470,D,1,D,02,D,17,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03670554,5,0,1,470,D,1,D,12,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03670814,1,0,1,450,D,1,D,02,D,12,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03671204,4,0,1,450,D,1,D,02,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03671334,6,0,1,470,D,1,D,01,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03692323,5,0,1,470,D,1,D,11,D,59,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03692813,5,0,1,450,D,1,D,10,D,32,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03692883,12,0,1,470,D,1,D,11,D,125,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03692993,9,0,1,470,D,1,D,10,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03693353,17,0,1,470,D,1,D,10,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03693373,13,0,1,450,D,1,D,11,D,127,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03694103,2,0,1,450,D,1,D,11,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03694103,3,0,1,490,D,1,D,10,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03694103,4,0,1,490,D,1,D,11,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03694103,5,0,1,490,D,1,D,12,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03694213,3,0,1,470,D,1,D,12,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03695473,8,0,1,450,D,1,D,10,D,48,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03695723,4,0,2,460,D,1,D,10,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03696243,12,0,1,470,D,1,D,12,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03696773,9,0,1,450,D,1,D,10,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03697453,4,0,2,450,D,1,D,10,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03697483,13,0,1,460,D,1,D,12,D,76,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03698423,8,0,1,470,D,1,D,10,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03699843,4,0,1,450,D,1,D,12,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03699913,8,0,2,470,D,1,D,10,D,23,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03699983,7,0,1,470,D,1,D,12,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03699983,8,0,1,460,D,1,D,12,D,43,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03701133,18,0,1,460,D,1,D,11,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03701133,19,0,1,460,D,1,D,12,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03701793,3,0,1,460,D,1,D,10,D,95,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03713273,5,0,2,450,D,1,D,11,D,26,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03713693,2,0,1,450,D,1,D,12,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03713833,3,0,2,470,D,1,D,11,D,11,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03715143,3,0,1,450,D,1,D,12,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03715403,7,0,1,470,D,1,D,12,D,230,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03715493,7,0,1,450,D,1,D,01,D,32,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03716833,9,0,1,460,D,1,D,01,D,16,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03716833,10,0,1,450,D,1,D,01,D,11,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03716963,7,0,1,450,D,1,D,01,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03717093,4,0,1,450,D,1,D,12,D,39,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03718753,3,0,1,450,D,1,D,12,D,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03719003,11,0,1,450,D,1,D,01,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03719213,3,0,1,490,D,1,D,11,D,160,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03719213,4,0,1,490,D,1,D,12,D,160,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03719213,5,0,1,490,D,1,D,01,D,160,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03719223,2,0,1,460,D,1,D,01,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03719343,2,0,2,470,D,1,D,11,D,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03719553,7,0,1,460,D,1,D,01,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03719693,7,0,2,470,D,1,D,11,D,12,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03720453,4,0,1,460,D,1,D,11,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03721144,9,0,1,450,D,1,D,12,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03721144,10,0,2,450,D,1,D,11,D,95,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03721683,4,0,1,500,D,1,D,12,D,,H,460,D,470,D,480,D,450,D,,A,,A,,A,,A,,A
20181,03721683,4,1,1,460,D,1,D,12,D,388,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03721683,4,2,1,470,D,1,D,12,D,102,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03721683,4,3,1,450,D,1,D,12,D,510,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03722113,15,0,1,450,D,1,D,11,D,32,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03722503,2,0,1,450,D,1,D,01,D,12,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03722533,22,0,1,450,D,1,D,01,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03722623,4,0,1,460,D,1,D,01,D,68,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03722673,2,0,2,450,D,1,D,11,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03723123,2,0,1,450,D,1,D,01,D,16,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03723403,8,0,2,470,D,1,D,11,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03734803,7,0,1,460,D,1,D,01,D,6,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03735293,3,0,1,470,D,1,D,02,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03736263,3,0,1,450,D,1,D,02,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03737853,2,0,1,450,D,1,D,01,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03737853,3,0,2,470,D,1,D,12,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03738353,7,0,1,470,D,1,D,12,D,8,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03738573,7,0,1,450,D,1,D,02,D,21,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03739053,1,0,1,470,D,1,D,12,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03739483,6,0,1,470,D,1,D,02,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03742043,1,0,1,470,D,1,D,02,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03742073,8,0,1,450,D,1,D,02,D,28,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03742943,3,0,1,450,D,1,D,12,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03742983,6,0,1,470,D,1,D,02,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03743063,6,0,1,450,D,1,D,02,D,29,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03743123,1,0,1,450,D,1,D,12,D,6,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03744123,5,0,1,450,D,1,D,02,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03744153,3,0,1,470,D,1,D,02,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03744543,3,0,1,450,D,1,D,02,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03755272,15,0,1,450,D,1,D,11,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03756172,12,0,1,480,D,1,D,12,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03756432,6,0,1,460,D,1,D,12,D,12,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03756962,3,0,1,450,D,1,D,11,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03757672,11,0,1,450,D,1,D,12,D,81,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03758562,10,0,1,450,D,1,D,10,D,9,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03758562,11,0,1,450,D,1,D,11,D,8,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03758562,12,0,1,450,D,1,D,12,D,9,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03758782,4,0,1,470,D,1,D,12,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03759022,3,0,1,480,D,1,D,12,D,191,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03759572,4,0,1,450,D,1,D,11,D,11,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03760122,4,0,1,500,D,1,D,12,D,,H,500,D,450,D,,A,,A,,A,,A,,A,,A,,A
20181,03760122,4,1,1,470,D,1,D,12,D,11,E,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03760472,19,0,1,470,D,1,D,11,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03761102,2,0,1,460,D,1,D,11,D,11,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03761272,6,0,1,470,D,1,D,10,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03761344,4,0,1,450,D,1,D,12,D,36,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03761462,17,0,2,460,D,1,D,10,D,16,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03761922,3,0,1,450,D,1,D,12,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03762552,6,0,1,470,D,1,D,12,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03763354,22,0,1,450,D,1,D,12,D,49,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03763354,23,0,1,450,D,1,D,11,D,33,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03763532,13,0,1,470,D,1,D,11,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03763622,4,0,1,470,D,1,D,12,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03764042,9,0,1,450,D,1,D,12,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03764412,17,0,1,460,D,1,D,12,D,17,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03764412,18,0,1,450,D,1,D,12,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03764532,7,0,2,450,D,1,D,10,D,21,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03776292,10,0,1,450,D,2,D,01,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03776502,2,0,1,450,D,1,D,12,D,27,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03776742,6,0,1,460,D,1,D,12,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03778172,5,0,1,460,D,1,D,12,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03779212,17,0,2,450,D,1,D,11,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03779212,18,0,2,480,D,1,D,11,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03779292,8,0,1,450,D,1,D,12,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03779292,9,0,1,450,D,1,D,01,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03779542,19,0,1,450,D,1,D,01,D,73,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03779542,20,0,1,450,D,1,D,11,D,36,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03779542,21,0,1,470,D,1,D,01,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03780132,4,0,1,470,D,1,D,12,D,76,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03780622,15,0,1,470,D,1,D,11,D,38,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03780622,16,0,1,470,D,1,D,11,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03781052,3,0,1,450,D,1,D,01,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03781332,8,0,1,450,D,1,D,01,D,64,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03781642,14,0,1,470,D,1,D,01,D,424,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03782562,9,0,1,450,D,1,D,12,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03782882,1,0,1,450,D,1,D,01,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03783302,9,0,1,450,D,1,D,01,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03783802,7,0,2,470,D,1,D,11,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03783922,1,0,1,450,D,1,D,12,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03783922,2,0,2,450,D,1,D,11,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03784132,23,0,1,470,D,1,D,12,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03784312,19,0,1,450,D,1,D,01,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03784402,1,0,2,470,D,1,D,11,D,371,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03784932,11,0,1,470,D,1,D,11,D,114,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03785862,1,0,1,470,D,1,D,12,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03786574,10,0,2,470,D,1,D,11,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03786574,11,0,2,450,D,1,D,11,D,342,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03786634,3,0,1,480,D,1,D,12,D,110,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03786662,5,0,1,450,D,1,D,01,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03797442,2,0,2,460,D,1,D,12,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03797452,5,0,1,470,D,1,D,02,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03797452,6,0,2,470,D,1,D,12,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03799202,18,0,1,470,D,1,D,12,D,53,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03799202,19,0,1,470,D,1,D,01,D,72,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03801312,3,0,1,450,D,1,D,12,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03802222,16,0,1,450,D,1,D,01,D,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03802242,5,0,1,450,D,1,D,01,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03802242,6,0,2,470,D,1,D,12,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03802332,6,0,1,450,D,1,D,01,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03803002,7,0,1,450,D,1,D,01,D,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03803622,14,0,1,460,D,1,D,12,D,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03803622,15,0,1,470,D,1,D,12,D,700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03803622,16,0,1,490,D,1,D,12,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03805402,4,0,1,460,D,1,D,02,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03805622,6,0,1,450,D,1,D,12,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03805622,7,0,1,450,D,1,D,01,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03805652,8,0,1,470,D,1,D,01,D,103,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03806782,8,0,1,450,D,1,D,01,D,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03806812,6,0,1,450,D,1,D,02,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03806862,6,0,1,470,D,1,D,02,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03807152,9,0,1,450,D,1,D,01,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03807232,5,0,1,450,D,1,D,01,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03818771,2,0,1,470,D,1,D,10,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03818981,7,0,1,460,D,1,D,11,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03819271,7,0,1,450,D,1,D,10,D,43,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03819271,8,0,1,450,D,1,D,12,D,32,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03819361,3,0,1,450,D,1,D,12,D,24,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03819551,2,0,1,470,D,1,D,11,D,450,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03819551,3,0,1,470,D,1,D,10,D,18,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03819601,6,0,1,460,D,1,D,10,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03819951,24,0,1,450,D,1,D,11,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03820231,4,0,1,480,D,1,D,11,D,231,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03820741,2,0,1,450,D,1,D,12,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03820861,9,0,1,480,D,1,D,12,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03820891,16,0,1,470,D,1,D,12,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03821411,8,0,1,470,D,1,D,12,D,144,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03823201,5,0,1,450,D,1,D,11,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03823351,5,0,1,470,D,2,D,12,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03823371,2,0,1,450,D,1,D,12,D,21,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03823581,21,0,1,470,D,1,D,11,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03823581,22,0,1,470,D,1,D,11,D,106,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03823661,8,0,1,450,D,1,D,10,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03823721,8,0,1,450,D,1,D,12,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03824181,4,0,1,450,D,2,D,12,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03824191,7,0,1,450,D,1,D,11,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03824261,3,0,1,470,D,1,D,11,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03824451,5,0,1,450,D,1,D,10,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03824503,9,0,1,470,D,1,D,12,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03824941,4,0,1,450,D,1,D,11,D,32,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03825021,13,0,1,460,D,1,D,10,D,92,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03825141,2,0,1,450,D,1,D,12,D,109,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03825341,2,0,1,470,D,1,D,12,D,24,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03825471,4,0,1,470,D,1,D,11,D,22,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03825901,23,0,1,470,D,1,D,12,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03825901,24,0,1,470,D,2,D,12,D,39,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03826461,20,0,1,450,D,1,D,12,D,22,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03827111,6,0,1,470,D,1,D,11,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03827201,4,0,1,480,D,1,D,12,D,162,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03828581,14,0,1,450,D,1,D,11,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03828861,6,0,1,450,D,1,D,11,D,11,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03828921,12,0,1,450,D,1,D,10,D,64,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03839951,1,0,1,490,D,1,D,11,D,125,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03839951,2,0,1,490,D,1,D,12,D,125,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03839951,3,0,1,490,D,1,D,01,D,125,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03840071,11,0,1,460,D,1,D,01,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03840071,12,0,1,460,D,1,D,12,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03840161,9,0,1,460,D,1,D,11,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03840231,6,0,1,460,D,1,D,01,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03840381,8,0,1,480,D,1,D,01,D,220,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03840381,9,0,1,450,D,1,D,01,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03841111,6,0,1,450,D,1,D,11,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03841631,15,0,1,450,D,1,D,01,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03841631,16,0,1,450,D,1,D,12,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03842071,23,0,1,470,D,1,D,11,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20181,03842381,6,0,1,450,D,1,D,12,D,17,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
