QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,TRNONCUX,TRNO_CUX,TRNONCUY,TRNO_CUY
20172,03500664,60,0,1,,H,,A
20172,03500664,60,1,1,16,E,120,D
20172,03500664,60,2,1,3,E,140,D
20172,03500664,60,3,1,163,E,150,D
20172,03500664,60,4,1,37,E,160,D
20172,03500664,60,5,1,15,E,170,D
20172,03500664,60,6,1,17,E,190,D
20172,03503803,46,0,1,,H,,A
20172,03503803,46,1,1,69,E,200,D
20172,03503803,46,2,1,90,E,210,D
20172,03503803,46,3,1,91,E,220,D
20172,03507433,23,0,1,,H,,A
20172,03507433,23,1,1,131,E,120,D
20172,03507433,23,2,1,28,E,140,D
20172,03507433,23,3,1,859,E,150,D
20172,03507433,23,4,1,151,E,160,D
20172,03507433,23,5,1,109,E,170,D
20172,03507433,23,6,1,1572,E,180,D
20172,03507433,23,7,1,150,E,190,D
20172,03507973,69,0,1,,H,,A
20172,03507973,69,1,1,78,E,100,D
20172,03507973,69,2,1,21,E,110,D
20172,03507973,69,3,1,20,E,120,D
20172,03507973,69,4,1,167,E,130,D
20172,03507973,69,5,1,10,E,140,D
20172,03507973,69,6,1,204,E,150,D
20172,03507973,69,7,1,47,E,160,D
20172,03507973,69,8,1,19,E,170,D
20172,03507973,69,9,1,22,E,190,D
20172,03507973,69,10,1,33,E,200,D
20172,03507973,69,11,1,46,E,210,D
20172,03507973,69,12,1,83,E,220,D
20172,03510983,35,0,1,,H,,A
20172,03510983,35,1,1,135,E,130,D
20172,03534113,29,0,1,,H,,A
20172,03534113,29,1,1,224,E,200,D
20172,03534113,29,2,1,310,E,210,D
20172,03534113,29,3,1,566,E,220,D
20172,03550433,25,0,1,,H,,A
20172,03550433,25,1,1,44,E,120,D
20172,03550433,25,2,1,9,E,140,D
20172,03550433,25,3,1,257,E,150,D
20172,03550433,25,4,1,25,E,160,D
20172,03550433,25,5,1,35,E,170,D
20172,03550433,25,6,1,30,E,190,D
20172,03550893,49,0,1,,H,,A
20172,03550893,49,1,1,11,E,120,D
20172,03550893,49,2,1,2,E,140,D
20172,03550893,49,3,1,63,E,150,D
20172,03550893,49,4,1,11,E,160,D
20172,03550893,49,5,1,8,E,170,D
20172,03550893,49,6,1,115,E,180,D
20172,03550893,49,7,1,11,E,190,D
20172,03552843,32,0,1,,H,,A
20172,03552843,32,1,1,42,E,120,D
20172,03552843,32,2,1,8,E,140,D
20172,03552843,32,3,1,269,E,150,D
20172,03552843,32,4,1,47,E,160,D
20172,03552843,32,5,1,34,E,170,D
20172,03552843,32,6,1,492,E,180,D
20172,03552843,32,7,1,47,E,190,D
20172,03553043,26,0,1,,H,,A
20172,03553043,26,1,1,145,E,100,D
20172,03553043,26,2,1,37,E,110,D
20172,03553043,26,3,1,69,E,120,D
20172,03553043,26,4,1,15,E,140,D
20172,03553043,26,5,1,485,E,150,D
20172,03553043,26,6,1,47,E,160,D
20172,03553043,26,7,1,82,E,170,D
20172,03553043,26,8,1,359,E,180,D
20172,03553043,26,9,1,84,E,190,D
20172,03553043,26,10,1,57,E,200,D
20172,03553043,26,11,1,120,E,210,D
20172,03554863,49,0,1,,H,,A
20172,03554863,49,1,1,73,E,120,D
20172,03554863,49,2,1,15,E,140,D
20172,03554863,49,3,1,719,E,150,D
20172,03554863,49,4,1,166,E,160,D
20172,03554863,49,5,1,68,E,170,D
20172,03554863,49,6,1,82,E,190,D
20172,03555133,35,0,1,,H,,A
20172,03555133,35,1,1,78,E,100,D
20172,03555133,35,2,1,25,E,110,D
20172,03555133,35,3,1,37,E,120,D
20172,03555133,35,4,1,144,E,130,D
20172,03555133,35,5,1,8,E,140,D
20172,03555133,35,6,1,229,E,150,D
20172,03555133,35,7,1,22,E,160,D
20172,03555133,35,8,1,31,E,170,D
20172,03555133,35,9,1,26,E,190,D
20172,03566532,75,0,1,,H,,A
20172,03566532,75,1,1,21,E,120,D
20172,03566532,75,2,1,4,E,140,D
20172,03566532,75,3,1,208,E,150,D
20172,03566532,75,4,1,47,E,160,D
20172,03566532,75,5,1,19,E,170,D
20172,03566532,75,6,1,22,E,190,D
20172,03568332,71,0,1,,H,,A
20172,03568332,71,1,1,55,E,100,D
20172,03568332,71,2,1,15,E,110,D
20172,03568332,71,3,1,14,E,120,D
20172,03568332,71,4,1,3,E,140,D
20172,03568332,71,5,1,146,E,150,D
20172,03568332,71,6,1,38,E,160,D
20172,03568332,71,7,1,13,E,170,D
20172,03568332,71,8,1,16,E,190,D
20172,03569102,18,0,1,,H,,A
20172,03569102,18,1,1,90,E,100,D
20172,03569102,18,2,1,30,E,110,D
20172,03569102,18,3,1,43,E,120,D
20172,03569102,18,4,1,168,E,130,D
20172,03569102,18,5,1,9,E,140,D
20172,03569102,18,6,1,267,E,150,D
20172,03569102,18,7,1,26,E,160,D
20172,03569102,18,8,1,36,E,170,D
20172,03569102,18,9,1,31,E,190,D
20172,03575502,33,0,1,,H,,A
20172,03575502,33,1,1,23,E,120,D
20172,03575502,33,2,1,4,E,140,D
20172,03575502,33,3,1,143,E,150,D
20172,03575502,33,4,1,25,E,160,D
20172,03575502,33,5,1,18,E,170,D
20172,03575502,33,6,1,262,E,180,D
20172,03575502,33,7,1,25,E,190,D
20172,03575952,34,0,1,,H,,A
20172,03575952,34,1,1,134,E,120,D
20172,03575952,34,2,1,27,E,140,D
20172,03575952,34,3,1,1282,E,150,D
20172,03575952,34,4,1,296,E,160,D
20172,03575952,34,5,1,121,E,170,D
20172,03575952,34,6,1,140,E,190,D
20172,03588222,28,0,1,,H,,A
20172,03588222,28,1,1,1,E,130,D
20172,03588772,50,0,1,,H,,A
20172,03588772,50,1,1,68,E,120,D
20172,03588772,50,2,1,14,E,140,D
20172,03588772,50,3,1,671,E,150,D
20172,03588772,50,4,1,155,E,160,D
20172,03588772,50,5,1,63,E,170,D
20172,03588772,50,6,1,77,E,190,D
20172,03589842,32,0,1,,H,,A
20172,03589842,32,1,1,1066,E,100,D
20172,03589842,32,2,1,304,E,110,D
20172,03589842,32,3,1,325,E,120,D
20172,03589842,32,4,1,1603,E,130,D
20172,03589842,32,5,1,77,E,140,D
20172,03589842,32,6,1,2852,E,150,D
20172,03589842,32,7,1,310,E,170,D
20172,03589842,32,8,1,1420,E,180,D
20172,03589842,32,9,1,630,E,190,D
20172,03589842,32,10,1,391,E,200,D
20172,03589842,32,11,1,683,E,210,D
20172,03589842,32,12,1,339,E,220,D
20172,03592202,21,0,1,,H,,A
20172,03592202,21,1,1,11,E,120,D
20172,03592202,21,2,1,5,E,140,D
20172,03592202,21,3,1,112,E,150,D
20172,03592202,21,4,1,25,E,160,D
20172,03592202,21,5,1,10,E,170,D
20172,03592202,21,6,1,12,E,190,D
20172,03594112,24,0,1,,H,,A
20172,03594112,24,1,1,50,E,120,D
20172,03594112,24,2,1,10,E,140,D
20172,03594112,24,3,1,317,E,150,D
20172,03594112,24,4,1,56,E,160,D
20172,03594112,24,5,1,40,E,170,D
20172,03594112,24,6,1,581,E,180,D
20172,03594112,24,7,1,55,E,190,D
20172,03598632,53,0,1,,H,,A
20172,03598632,53,1,1,23,E,120,D
20172,03598632,53,2,1,4,E,140,D
20172,03598632,53,3,1,204,E,150,D
20172,03598632,53,4,1,47,E,160,D
20172,03598632,53,5,1,19,E,170,D
20172,03598632,53,6,1,22,E,190,D
20172,03602932,27,0,1,,H,,A
20172,03602932,27,1,1,48,E,100,D
20172,03602932,27,2,1,13,E,110,D
20172,03602932,27,3,1,73,E,130,D
20172,03602932,27,4,1,20,E,200,D
20172,03602932,27,5,1,31,E,210,D
20172,03602932,27,6,1,15,E,220,D
20172,03603232,16,0,1,,H,,A
20172,03603232,16,1,1,50,E,100,D
20172,03603232,16,2,1,13,E,110,D
20172,03603232,16,3,1,22,E,120,D
20172,03603232,16,4,1,97,E,130,D
20172,03603232,16,5,1,4,E,140,D
20172,03603232,16,6,1,151,E,150,D
20172,03603232,16,7,1,26,E,160,D
20172,03603232,16,8,1,19,E,170,D
20172,03603232,16,9,1,277,E,180,D
20172,03603232,16,10,1,26,E,190,D
20172,03603232,16,11,1,42,E,200,D
20172,03603232,16,12,1,32,E,210,D
20172,03603232,16,13,1,41,E,220,D
20172,03604212,43,0,1,,H,,A
20172,03604212,43,1,1,141,E,120,D
20172,03604212,43,2,1,28,E,140,D
20172,03604212,43,3,1,1088,E,150,D
20172,03604212,43,4,1,94,E,160,D
20172,03604212,43,5,1,81,E,170,D
20172,03604212,43,6,1,1235,E,180,D
20172,03604212,43,7,1,133,E,190,D
20172,03606902,24,0,1,,H,,A
20172,03606902,24,1,1,311,E,130,D
20172,03606902,24,2,1,80,E,200,D
20172,03606902,24,3,1,106,E,210,D
20172,03606902,24,4,1,103,E,220,D
20172,03607752,25,0,1,,H,,A
20172,03607752,25,1,1,189,E,100,D
20172,03607752,25,2,1,53,E,110,D
20172,03607752,25,3,1,56,E,120,D
20172,03607752,25,4,1,280,E,130,D
20172,03607752,25,5,1,12,E,140,D
20172,03607752,25,6,1,498,E,150,D
20172,03607752,25,7,1,54,E,170,D
20172,03607752,25,8,1,248,E,180,D
20172,03607752,25,9,1,110,E,190,D
20172,03640501,17,0,1,,H,,A
20172,03640501,17,1,1,1,E,120,D
20172,03640501,17,2,1,8,E,150,D
20172,03640501,17,3,1,4,E,160,D
20172,03640501,17,4,1,1,E,170,D
20172,03640501,17,5,1,15,E,180,D
20172,03640501,17,6,1,1,E,190,D
20172,03640971,83,0,1,,H,,A
20172,03640971,83,1,1,26,E,100,D
20172,03640971,83,2,1,6,E,110,D
20172,03640971,83,3,1,5,E,120,D
20172,03640971,83,4,1,1,E,140,D
20172,03640971,83,5,1,58,E,150,D
20172,03640971,83,6,1,13,E,160,D
20172,03640971,83,7,1,5,E,170,D
20172,03640971,83,8,1,6,E,190,D
20172,03641232,31,0,1,,H,,A
20172,03641232,31,1,1,6,E,120,D
20172,03641232,31,2,1,3,E,140,D
20172,03641232,31,3,1,42,E,150,D
20172,03641232,31,4,1,4,E,160,D
20172,03641232,31,5,1,7,E,170,D
20172,03641232,31,6,1,31,E,180,D
20172,03641232,31,7,1,7,E,190,D
20172,03642051,16,0,1,,H,,A
20172,03642051,16,1,1,21,E,120,D
20172,03642051,16,2,1,4,E,140,D
20172,03642051,16,3,1,143,E,150,D
20172,03642051,16,4,1,27,E,160,D
20172,03642051,16,5,1,18,E,170,D
20172,03642051,16,6,1,262,E,180,D
20172,03642051,16,7,1,25,E,190,D
20172,03642401,23,0,1,,H,,A
20172,03642401,23,1,1,191,E,100,D
20172,03642401,23,2,1,52,E,110,D
20172,03642401,23,3,1,49,E,120,D
20172,03642401,23,4,1,400,E,130,D
20172,03642401,23,5,1,10,E,140,D
20172,03642401,23,6,1,487,E,150,D
20172,03642401,23,7,1,112,E,160,D
20172,03642401,23,8,1,46,E,170,D
20172,03642401,23,9,1,53,E,190,D
20172,03644541,22,0,1,,H,,A
20172,03644541,22,1,1,47,E,100,D
20172,03644541,22,2,1,11,E,110,D
20172,03644541,22,3,1,20,E,120,D
20172,03644541,22,4,1,4,E,140,D
20172,03644541,22,5,1,146,E,150,D
20172,03644541,22,6,1,14,E,160,D
20172,03644541,22,7,1,25,E,170,D
20172,03644541,22,8,1,108,E,180,D
20172,03644541,22,9,1,25,E,190,D
20172,03649211,38,0,1,,H,,A
20172,03649211,38,1,1,650,E,130,D
20172,03649761,28,0,1,,H,,A
20172,03649761,28,1,1,45,E,120,D
20172,03649761,28,2,1,9,E,140,D
20172,03649761,28,3,1,452,E,150,D
20172,03649761,28,4,1,103,E,160,D
20172,03649761,28,5,1,42,E,170,D
20172,03649761,28,6,1,49,E,190,D
20172,03652651,31,0,1,,H,,A
20172,03652651,31,1,1,13,E,120,D
20172,03652651,31,2,1,4,E,140,D
20172,03652651,31,3,1,128,E,150,D
20172,03652651,31,4,1,29,E,160,D
20172,03652651,31,5,1,12,E,170,D
20172,03652651,31,6,1,14,E,190,D
20172,03654301,25,0,1,,H,,A
20172,03654301,25,1,1,37,E,120,D
20172,03654301,25,2,1,7,E,140,D
20172,03654301,25,3,1,212,E,150,D
20172,03654301,25,4,1,21,E,160,D
20172,03654301,25,5,1,29,E,170,D
20172,03654301,25,6,1,24,E,190,D
20172,03654541,32,0,1,,H,,A
20172,03654541,32,1,1,28,E,100,D
20172,03654541,32,2,1,9,E,110,D
20172,03654541,32,3,1,12,E,120,D
20172,03654541,32,4,1,2,E,140,D
20172,03654541,32,5,1,107,E,150,D
20172,03654541,32,6,1,8,E,160,D
20172,03654541,32,7,1,7,E,170,D
20172,03654541,32,8,1,115,E,180,D
20172,03654541,32,9,1,12,E,190,D
20172,03658621,38,0,1,,H,,A
20172,03658621,38,1,1,55,E,120,D
20172,03658621,38,2,1,11,E,140,D
20172,03658621,38,3,1,512,E,150,D
20172,03658621,38,4,1,118,E,160,D
20172,03658621,38,5,1,48,E,170,D
20172,03658621,38,6,1,56,E,190,D
20172,03662681,22,0,1,,H,,A
20172,03662681,22,1,1,33,E,100,D
20172,03662681,22,2,1,13,E,110,D
20172,03662681,22,3,1,14,E,120,D
20172,03662681,22,4,1,63,E,130,D
20172,03662681,22,5,1,3,E,140,D
20172,03662681,22,6,1,98,E,150,D
20172,03662681,22,7,1,17,E,160,D
20172,03662681,22,8,1,12,E,170,D
20172,03662681,22,9,1,180,E,180,D
20172,03662681,22,10,1,17,E,190,D
20172,03662741,43,0,1,,H,,A
20172,03662741,43,1,1,199,E,100,D
20172,03662741,43,2,1,61,E,110,D
20172,03662741,43,3,1,53,E,120,D
20172,03662741,43,4,1,428,E,130,D
20172,03662741,43,5,1,11,E,140,D
20172,03662741,43,6,1,522,E,150,D
20172,03662741,43,7,1,120,E,160,D
20172,03662741,43,8,1,49,E,170,D
20172,03662741,43,9,1,57,E,190,D
20172,03662961,20,0,1,,H,,A
20172,03662961,20,1,1,42,G,120,D
20172,03662961,20,2,1,8,G,140,D
20172,03662961,20,3,1,269,G,150,D
20172,03662961,20,4,1,47,G,160,D
20172,03662961,20,5,1,34,G,170,D
20172,03662961,20,6,1,492,G,180,D
20172,03662961,20,7,1,47,G,190,D
20172,03667091,16,0,1,,H,,A
20172,03667091,16,1,1,8,E,120,D
20172,03667091,16,2,1,1,E,140,D
20172,03667091,16,3,1,34,E,150,D
20172,03667091,16,4,1,3,E,160,D
20172,03667091,16,5,1,4,E,170,D
20172,03667091,16,6,1,3,E,190,D
20172,03669921,65,0,1,,H,,A
20172,03669921,65,1,1,100,E,120,D
20172,03669921,65,2,1,453,E,130,D
20172,03669921,65,3,1,20,E,140,D
20172,03669921,65,4,1,797,E,150,D
20172,03669921,65,5,1,68,E,160,D
20172,03669921,65,6,1,60,E,170,D
20172,03669921,65,7,1,905,E,180,D
20172,03669921,65,8,1,97,E,190,D
20172,03670151,19,0,1,,H,,A
20172,03670151,19,1,1,86,E,100,D
20172,03670151,19,2,1,27,E,110,D
20172,03670151,19,3,1,42,E,120,D
20172,03670151,19,4,1,7,E,140,D
20172,03670151,19,5,1,305,E,150,D
20172,03670151,19,6,1,26,E,160,D
20172,03670151,19,7,1,23,E,170,D
20172,03670151,19,8,1,347,E,180,D
20172,03670151,19,9,1,37,E,190,D
20172,03670371,82,0,1,,H,,A
20172,03670371,82,1,1,32,E,120,D
20172,03670371,82,2,1,6,E,140,D
20172,03670371,82,3,1,256,E,150,D
20172,03670371,82,4,1,21,E,160,D
20172,03670371,82,5,1,19,E,170,D
20172,03670371,82,6,1,288,E,180,D
20172,03670371,82,7,1,31,E,190,D
20173,03504404,63,0,1,,H,,A
20173,03504404,63,1,1,244,E,100,D
20173,03504404,63,2,1,63,E,110,D
20173,03504404,63,3,1,66,E,120,D
20173,03504404,63,4,1,491,E,130,D
20173,03504404,63,5,1,12,E,140,D
20173,03504404,63,6,1,660,E,150,D
20173,03504404,63,7,1,142,E,160,D
20173,03504404,63,8,1,40,E,170,D
20173,03504404,63,9,1,169,E,180,D
20173,03504404,63,10,1,73,E,190,D
20173,03506704,37,0,1,,H,,A
20173,03506704,37,1,1,53,E,120,D
20173,03506704,37,2,1,10,E,140,D
20173,03506704,37,3,1,344,E,150,D
20173,03506704,37,4,1,60,E,160,D
20173,03506704,37,5,1,35,E,170,D
20173,03506704,37,6,1,12,E,180,D
20173,03506704,37,7,1,46,E,190,D
20173,03507434,24,0,1,,H,,A
20173,03507434,24,1,1,60,E,120,D
20173,03507434,24,2,1,9,E,140,D
20173,03507434,24,3,1,368,E,150,D
20173,03507434,24,4,1,73,E,160,D
20173,03507434,24,5,1,49,E,170,D
20173,03507434,24,6,1,1385,E,180,D
20173,03507434,24,7,1,56,E,190,D
20173,03508704,53,0,1,,H,,A
20173,03508704,53,1,1,97,E,100,D
20173,03508704,53,2,1,29,E,110,D
20173,03508704,53,3,1,27,E,120,D
20173,03508704,53,4,1,5,E,140,D
20173,03508704,53,5,1,269,E,150,D
20173,03508704,53,6,1,58,E,160,D
20173,03508704,53,7,1,16,E,170,D
20173,03508704,53,8,1,69,E,180,D
20173,03508704,53,9,1,30,E,190,D
20173,03511064,20,0,1,,H,,A
20173,03511064,20,1,1,18,E,100,D
20173,03511064,20,2,1,5,E,110,D
20173,03511064,20,3,1,15,E,120,D
20173,03511064,20,4,1,43,E,130,D
20173,03511064,20,5,1,1,E,140,D
20173,03511064,20,6,1,57,E,150,D
20173,03511064,20,7,1,10,E,160,D
20173,03511064,20,8,1,5,E,170,D
20173,03511064,20,9,1,2,E,180,D
20173,03511064,20,10,1,7,E,190,D
20173,03511064,20,11,1,9,E,200,D
20173,03511064,20,12,1,15,E,210,D
20173,03511064,20,13,1,10,E,220,D
20173,03513024,22,0,1,,H,,A
20173,03513024,22,1,1,284,E,100,D
20173,03513024,22,2,1,75,E,110,D
20173,03513024,22,3,1,129,E,120,D
20173,03513024,22,4,1,554,E,130,D
20173,03513024,22,5,1,28,E,140,D
20173,03513024,22,6,1,675,E,150,D
20173,03513024,22,7,1,231,E,160,D
20173,03513024,22,8,1,82,E,170,D
20173,03513024,22,9,1,142,E,190,D
20173,03523954,29,0,1,,H,,A
20173,03523954,29,1,1,47,E,120,D
20173,03523954,29,2,1,9,E,140,D
20173,03523954,29,3,1,308,E,150,D
20173,03523954,29,4,1,54,E,160,D
20173,03523954,29,5,1,31,E,170,D
20173,03523954,29,6,1,11,E,180,D
20173,03523954,29,7,1,41,E,190,D
20173,03526204,13,0,1,,H,,A
20173,03526204,13,1,1,28,E,100,D
20173,03526204,13,2,1,5,E,110,D
20173,03526204,13,3,1,11,E,120,D
20173,03526204,13,4,1,46,E,130,D
20173,03526204,13,5,1,1,E,140,D
20173,03526204,13,6,1,70,E,150,D
20173,03526204,13,7,1,14,E,160,D
20173,03526204,13,8,1,9,E,170,D
20173,03526204,13,9,1,267,E,180,D
20173,03526204,13,10,1,10,E,190,D
20173,03526204,13,11,1,13,E,200,D
20173,03526204,13,12,1,14,E,210,D
20173,03526204,13,13,1,12,E,220,D
20173,03526274,24,0,1,,H,,A
20173,03526274,24,1,1,78,E,100,D
20173,03526274,24,2,1,22,E,110,D
20173,03527214,35,0,1,,H,,A
20173,03527214,35,1,1,131,E,100,D
20173,03527214,35,2,1,35,E,110,D
20173,03527214,35,3,1,53,E,120,D
20173,03527214,35,4,1,248,E,130,D
20173,03527214,35,5,1,10,E,140,D
20173,03527214,35,6,1,355,E,150,D
20173,03527214,35,7,1,27,E,160,D
20173,03527214,35,8,1,28,E,170,D
20173,03527214,35,9,1,106,E,180,D
20173,03527214,35,10,1,60,E,190,D
20173,03528324,35,0,1,,H,,A
20173,03528324,35,1,1,4,E,120,D
20173,03528324,35,2,1,9,E,150,D
20173,03528324,35,3,1,1,E,160,D
20173,03528324,35,4,1,1,E,170,D
20173,03528324,35,5,1,34,E,180,D
20173,03528324,35,6,1,1,E,190,D
20173,03546454,40,0,1,,H,,A
20173,03546454,40,1,1,602,E,100,D
20173,03546454,40,2,1,165,E,110,D
20173,03546454,40,3,1,1033,E,130,D
20173,03546944,49,0,1,,H,,A
20173,03546944,49,1,1,29,E,100,D
20173,03546944,49,2,1,10,E,110,D
20173,03546944,49,3,1,17,E,120,D
20173,03546944,49,4,1,2,E,140,D
20173,03546944,49,5,1,97,E,150,D
20173,03546944,49,6,1,22,E,160,D
20173,03546944,49,7,1,11,E,170,D
20173,03546944,49,8,1,12,E,190,D
20173,03547064,86,0,1,,H,,A
20173,03547064,86,1,1,6,E,120,D
20173,03547064,86,2,1,5,E,140,D
20173,03547064,86,3,1,62,E,150,D
20173,03547064,86,4,1,13,E,160,D
20173,03547064,86,5,1,3,E,170,D
20173,03547064,86,6,1,15,E,180,D
20173,03547064,86,7,1,6,E,190,D
20173,03549294,22,0,1,,H,,A
20173,03549294,22,1,1,90,E,100,D
20173,03549294,22,2,1,25,E,110,D
20173,03549294,22,3,1,39,E,120,D
20173,03549294,22,4,1,7,E,140,D
20173,03549294,22,5,1,269,E,150,D
20173,03549294,22,6,1,47,E,160,D
20173,03549294,22,7,1,27,E,170,D
20173,03549294,22,8,1,10,E,180,D
20173,03549294,22,9,1,36,E,190,D
20173,03549734,12,0,1,,H,,A
20173,03549734,12,1,1,284,E,100,D
20173,03549734,12,2,1,108,E,110,D
20173,03549734,12,3,1,127,E,120,D
20173,03549734,12,4,1,580,E,130,D
20173,03549734,12,5,1,23,E,140,D
20173,03549734,12,6,1,940,E,150,D
20173,03549734,12,7,1,215,E,160,D
20173,03549734,12,8,1,107,E,170,D
20173,03549734,12,9,1,124,E,190,D
20173,03549734,12,10,1,120,E,200,D
20173,03549734,12,11,1,192,E,210,D
20173,03549734,12,12,1,180,E,220,D
20173,03553834,34,0,1,,H,,A
20173,03553834,34,1,1,28,E,120,D
20173,03553834,34,2,1,5,E,140,D
20173,03553834,34,3,1,260,E,150,D
20173,03553834,34,4,1,56,E,160,D
20173,03553834,34,5,1,16,E,170,D
20173,03553834,34,6,1,66,E,180,D
20173,03553834,34,7,1,29,E,190,D
20173,03555254,27,0,1,,H,,A
20173,03555254,27,1,1,13,E,120,D
20173,03555254,27,2,1,1,E,140,D
20173,03555254,27,3,1,66,E,150,D
20173,03555254,27,4,1,13,E,160,D
20173,03555254,27,5,1,8,E,170,D
20173,03555254,27,6,1,249,E,180,D
20173,03555254,27,7,1,10,E,190,D
20173,03555344,24,0,1,,H,,A
20173,03555344,24,1,1,151,E,120,D
20173,03555344,24,2,1,29,E,140,D
20173,03555344,24,3,1,1501,E,150,D
20173,03555344,24,4,1,326,E,160,D
20173,03555344,24,5,1,92,E,170,D
20173,03555344,24,6,1,384,E,180,D
20173,03555344,24,7,1,167,E,190,D
20173,03574183,23,0,1,,H,,A
20173,03574183,23,1,1,647,E,100,D
20173,03574183,23,2,1,178,E,110,D
20173,03574183,23,3,1,269,E,120,D
20173,03574183,23,4,1,1108,E,130,D
20173,03574183,23,5,1,42,E,140,D
20173,03574183,23,6,1,2050,E,150,D
20173,03574183,23,7,1,251,E,160,D
20173,03574183,23,8,1,265,E,170,D
20173,03574183,23,9,1,190,E,190,D
20173,03574753,63,0,1,,H,,A
20173,03574753,63,1,1,36,E,120,D
20173,03574753,63,2,1,6,E,140,D
20173,03574753,63,3,1,221,E,150,D
20173,03574753,63,4,1,38,E,160,D
20173,03574753,63,5,1,22,E,170,D
20173,03574753,63,6,1,8,E,180,D
20173,03574753,63,7,1,29,E,190,D
20173,03574823,20,0,1,,H,,A
20173,03574823,20,1,1,129,E,120,D
20173,03574823,20,2,1,531,E,130,D
20173,03574823,20,3,1,20,E,140,D
20173,03574823,20,4,1,982,E,150,D
20173,03574823,20,5,1,120,E,160,D
20173,03574823,20,6,1,127,E,170,D
20173,03574823,20,7,1,91,E,190,D
20173,03575813,24,0,1,,H,,A
20173,03575813,24,1,1,40,E,100,D
20173,03575813,24,2,1,10,E,110,D
20173,03589023,48,0,1,,H,,A
20173,03589023,48,1,1,34,E,100,D
20173,03589023,48,2,1,12,E,110,D
20173,03589023,48,3,1,20,E,120,D
20173,03589023,48,4,1,69,E,130,D
20173,03589023,48,5,1,2,E,140,D
20173,03589023,48,6,1,112,E,150,D
20173,03589023,48,7,1,25,E,160,D
20173,03589023,48,8,1,12,E,170,D
20173,03589023,48,9,1,14,E,190,D
20173,03589703,51,0,1,,H,,A
20173,03589703,51,1,1,80,E,120,D
20173,03589703,51,2,1,17,E,140,D
20173,03589703,51,3,1,421,E,150,D
20173,03589703,51,4,1,143,E,160,D
20173,03589703,51,5,1,51,E,170,D
20173,03589703,51,6,1,88,E,190,D
20173,03595893,24,0,1,,H,,A
20173,03595893,24,1,1,25,E,100,D
20173,03595893,24,2,1,6,E,110,D
20173,03595893,24,3,1,18,E,120,D
20173,03595893,24,4,1,50,E,130,D
20173,03595893,24,5,1,2,E,140,D
20173,03595893,24,6,1,61,E,150,D
20173,03595893,24,7,1,21,E,160,D
20173,03595893,24,8,1,7,E,170,D
20173,03595893,24,9,1,12,E,190,D
20173,03595893,24,10,1,16,E,200,D
20173,03595893,24,11,1,14,E,210,D
20173,03597553,45,0,1,,H,,A
20173,03597553,45,1,1,64,E,120,D
20173,03597553,45,2,1,477,E,130,D
20173,03597553,45,3,1,12,E,140,D
20173,03597553,45,4,1,637,E,150,D
20173,03597553,45,5,1,137,E,160,D
20173,03597553,45,6,1,39,E,170,D
20173,03597553,45,7,1,163,E,180,D
20173,03597553,45,8,1,71,E,190,D
20173,03599033,39,0,1,,H,,A
20173,03599033,39,1,1,25,E,120,D
20173,03599033,39,2,1,4,E,140,D
20173,03599033,39,3,1,200,E,150,D
20173,03599033,39,4,1,24,E,160,D
20173,03599033,39,5,1,25,E,170,D
20173,03599033,39,6,1,22,E,190,D
20173,03605783,55,0,1,,H,,A
20173,03605783,55,1,1,300,E,130,D
20173,03608193,25,0,1,,H,,A
20173,03608193,25,1,1,24,E,120,D
20173,03608193,25,2,1,4,E,140,D
20173,03608193,25,3,1,219,E,150,D
20173,03608193,25,4,1,47,E,160,D
20173,03608193,25,5,1,13,E,170,D
20173,03608193,25,6,1,56,E,180,D
20173,03608193,25,7,1,24,E,190,D
20173,03640342,10,0,1,,H,,A
20173,03640342,10,1,1,115,E,100,D
20173,03640342,10,2,1,33,E,110,D
20173,03640342,10,3,1,51,E,120,D
20173,03640342,10,4,1,276,E,130,D
20173,03640342,10,5,1,10,E,140,D
20173,03640342,10,6,1,357,E,150,D
20173,03640342,10,7,1,62,E,160,D
20173,03640342,10,8,1,36,E,170,D
20173,03640342,10,9,1,13,E,180,D
20173,03640342,10,10,1,47,E,190,D
20173,03641932,17,0,1,,H,,A
20173,03641932,17,1,1,59,E,100,D
20173,03641932,17,2,1,21,E,110,D
20173,03641932,17,3,1,30,E,120,D
20173,03641932,17,4,1,4,E,140,D
20173,03641932,17,5,1,195,E,150,D
20173,03641932,17,6,1,44,E,160,D
20173,03641932,17,7,1,22,E,170,D
20173,03641932,17,8,1,25,E,190,D
20173,03641992,32,0,1,,H,,A
20173,03641992,32,1,1,24,E,100,D
20173,03641992,32,2,1,6,E,110,D
20173,03641992,32,3,1,8,E,120,D
20173,03641992,32,4,1,39,E,130,D
20173,03641992,32,5,1,1,E,140,D
20173,03641992,32,6,1,63,E,150,D
20173,03641992,32,7,1,14,E,160,D
20173,03641992,32,8,1,7,E,170,D
20173,03641992,32,9,1,8,E,190,D
20173,03646702,18,0,1,,H,,A
20173,03646702,18,1,1,69,E,100,D
20173,03646702,18,2,1,19,E,110,D
20173,03646702,18,3,1,44,E,120,D
20173,03646702,18,4,1,149,E,130,D
20173,03646702,18,5,1,5,E,140,D
20173,03646702,18,6,1,230,E,150,D
20173,03646702,18,7,1,45,E,160,D
20173,03646702,18,8,1,31,E,170,D
20173,03646702,18,9,1,869,E,180,D
