QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,TRNONCUX,TRNO_CUX,TRNONCUY,TRNO_CUY
20173,03646702,18,10,1,35,E,190,D
20173,03646702,18,11,1,44,E,200,D
20173,03646702,18,12,1,46,E,210,D
20173,03646702,18,13,1,39,E,220,D
20173,03649522,40,0,1,,H,,A
20173,03649522,40,1,1,50,E,120,D
20173,03649522,40,2,1,10,E,140,D
20173,03649522,40,3,1,335,E,150,D
20173,03649522,40,4,1,26,E,160,D
20173,03649522,40,5,1,29,E,170,D
20173,03649522,40,6,1,100,E,180,D
20173,03649522,40,7,1,56,E,190,D
20173,03649772,59,0,1,,H,,A
20173,03649772,59,1,1,1899,E,100,D
20173,03649772,59,2,1,506,E,110,D
20173,03649772,59,3,1,4009,U,130,D
20173,03650182,34,0,1,,H,,A
20173,03650182,34,1,1,215,E,130,D
20173,03650272,33,0,1,,H,,A
20173,03650272,33,1,1,41,E,100,D
20173,03650272,33,2,1,11,E,110,D
20173,03650272,33,3,1,23,E,120,D
20173,03650272,33,4,1,75,E,130,D
20173,03650272,33,5,1,3,E,140,D
20173,03650272,33,6,1,111,E,150,D
20173,03650272,33,7,1,8,E,160,D
20173,03650272,33,8,1,8,E,170,D
20173,03650272,33,9,1,33,E,180,D
20173,03650272,33,10,1,18,E,190,D
20173,03650272,33,11,1,16,E,200,D
20173,03650272,33,12,1,27,E,210,D
20173,03650272,33,13,1,26,E,220,D
20173,03652652,55,0,1,,H,,A
20173,03652652,55,1,1,18,E,120,D
20173,03652652,55,2,1,2,E,140,D
20173,03652652,55,3,1,141,E,150,D
20173,03652652,55,4,1,30,E,160,D
20173,03652652,55,5,1,8,E,170,D
20173,03652652,55,6,1,36,E,180,D
20173,03652652,55,7,1,15,E,190,D
20173,03654082,18,0,1,,H,,A
20173,03654082,18,1,1,28,E,100,D
20173,03654082,18,2,1,14,E,110,D
20173,03654082,18,3,1,12,E,120,D
20173,03654082,18,4,1,58,E,130,D
20173,03654082,18,5,1,2,E,140,D
20173,03654082,18,6,1,94,E,150,D
20173,03654082,18,7,1,21,E,160,D
20173,03654082,18,8,1,10,E,170,D
20173,03654082,18,9,1,12,E,190,D
20173,03654082,18,10,1,12,E,200,D
20173,03654082,18,11,1,19,E,210,D
20173,03654082,18,12,1,18,E,220,D
20173,03656052,49,0,1,,H,,A
20173,03656052,49,1,1,212,E,120,D
20173,03656052,49,2,1,42,E,140,D
20173,03656052,49,3,1,1416,E,150,D
20173,03656052,49,4,1,111,E,160,D
20173,03656052,49,5,1,112,E,170,D
20173,03656052,49,6,1,423,E,180,D
20173,03656052,49,7,1,244,E,190,D
20173,03656332,40,0,1,,H,,A
20173,03656332,40,1,1,20,E,120,D
20173,03656332,40,2,1,2,E,140,D
20173,03656332,40,3,1,99,E,150,D
20173,03656332,40,4,1,7,E,160,D
20173,03656332,40,5,1,7,E,170,D
20173,03656332,40,6,1,29,E,180,D
20173,03656332,40,7,1,16,E,190,D
20173,03660832,14,0,1,,H,,A
20173,03660832,14,1,1,29,E,100,D
20173,03660832,14,2,1,10,E,110,D
20173,03660832,14,3,1,17,E,120,D
20173,03660832,14,4,1,2,E,140,D
20173,03660832,14,5,1,97,E,150,D
20173,03660832,14,6,1,22,E,160,D
20173,03660832,14,7,1,11,E,170,D
20173,03660832,14,8,1,12,E,190,D
20173,03661172,15,0,1,,H,,A
20173,03661172,15,1,1,45,E,120,D
20173,03661172,15,2,1,6,E,140,D
20173,03661172,15,3,1,256,E,150,D
20173,03661172,15,4,1,51,E,160,D
20173,03661172,15,5,1,34,E,170,D
20173,03661172,15,6,1,969,E,180,D
20173,03661172,15,7,1,39,E,190,D
20173,03667082,28,0,1,,H,,A
20173,03667082,28,1,1,80,E,120,D
20173,03667082,28,2,1,12,E,140,D
20173,03667082,28,3,1,602,E,150,D
20173,03667082,28,4,1,73,E,160,D
20173,03667082,28,5,1,77,E,170,D
20173,03667082,28,6,1,56,E,190,D
20173,03668512,32,0,1,,H,,A
20173,03668512,32,1,1,49,E,200,D
20173,03668512,32,2,1,78,E,210,D
20173,03668512,32,3,1,73,E,220,D
20173,03670612,31,0,1,,H,,A
20173,03670612,31,1,1,47,E,120,D
20173,03670612,31,2,1,8,E,140,D
20173,03670612,31,3,1,328,E,150,D
20173,03670612,31,4,1,75,E,160,D
20173,03670612,31,5,1,37,E,170,D
20173,03670612,31,6,1,43,E,190,D
20173,03692421,19,0,1,,H,,A
20173,03692421,19,1,1,199,E,100,D
20173,03692421,19,2,1,71,E,110,D
20173,03692421,19,3,1,89,E,120,D
20173,03692421,19,4,1,410,E,130,D
20173,03692421,19,5,1,16,E,140,D
20173,03692421,19,6,1,658,E,150,D
20173,03692421,19,7,1,150,E,160,D
20173,03692421,19,8,1,75,E,170,D
20173,03692421,19,9,1,87,E,190,D
20173,03692421,19,10,1,84,E,200,D
20173,03692421,19,11,1,135,E,210,D
20173,03692421,19,12,1,126,E,220,D
20173,03693611,27,0,1,,H,,A
20173,03693611,27,1,1,29,E,100,D
20173,03693611,27,2,1,10,E,110,D
20173,03693611,27,3,1,13,E,120,D
20173,03693611,27,4,1,2,E,140,D
20173,03693611,27,5,1,101,E,150,D
20173,03693611,27,6,1,22,E,160,D
20173,03693611,27,7,1,11,E,170,D
20173,03693611,27,8,1,12,E,190,D
20173,03694091,38,0,1,,H,,A
20173,03694091,38,1,1,297,E,100,D
20173,03694091,38,2,1,79,E,110,D
20173,03694091,38,3,1,135,E,120,D
20173,03694091,38,4,1,579,E,130,D
20173,03694091,38,5,1,29,E,140,D
20173,03694091,38,6,1,706,E,150,D
20173,03694091,38,7,1,241,E,160,D
20173,03694091,38,8,1,86,E,170,D
20173,03694091,38,9,1,148,E,190,D
20173,03696011,46,0,1,,H,,A
20173,03696011,46,1,1,89,E,100,D
20173,03696011,46,2,1,27,E,110,D
20173,03696011,46,3,1,209,E,130,D
20173,03697241,13,0,1,,H,,A
20173,03697241,13,1,1,8,E,100,D
20173,03697241,13,2,1,7,E,110,D
20173,03697241,13,3,1,4,E,120,D
20173,03697241,13,4,1,17,E,130,D
20173,03697241,13,5,1,21,E,150,D
20173,03697241,13,6,1,7,E,160,D
20173,03697241,13,7,1,2,E,170,D
20173,03697241,13,8,1,4,E,190,D
20173,03697241,13,9,1,5,E,200,D
20173,03697241,13,10,1,5,E,210,D
20173,03698531,20,0,1,,H,,A
20173,03698531,20,1,1,56,E,100,D
20173,03698531,20,2,1,14,E,110,D
20173,03701361,53,0,1,,H,,A
20173,03701361,53,1,1,286,E,120,D
20173,03701361,53,2,1,2075,E,130,D
20173,03701361,53,3,1,53,E,140,D
20173,03701361,53,4,1,2790,E,150,D
20173,03701361,53,5,1,600,E,160,D
20173,03701361,53,6,1,172,E,170,D
20173,03701361,53,7,1,714,E,180,D
20173,03701361,53,8,1,310,E,190,D
20173,03701671,18,0,1,,H,,A
20173,03701671,18,1,1,116,E,100,D
20173,03701671,18,2,1,41,E,110,D
20173,03701671,18,3,1,238,E,130,D
20173,03701671,18,4,1,49,E,200,D
20173,03701671,18,5,1,82,E,210,D
20173,03701671,18,6,1,74,E,220,D
20173,03713931,16,0,1,,H,,A
20173,03713931,16,1,1,257,E,100,D
20173,03713931,16,2,1,69,E,110,D
20173,03713931,16,3,1,474,E,130,D
20173,03715521,19,0,1,,H,,A
20173,03715521,19,1,1,12,E,120,D
20173,03715521,19,2,1,2,E,140,D
20173,03715521,19,3,1,52,E,150,D
20173,03715521,19,4,1,17,E,160,D
20173,03715521,19,5,1,6,E,170,D
20173,03715521,19,6,1,11,E,190,D
20173,03716471,18,0,1,,H,,A
20173,03716471,18,1,1,79,E,100,D
20173,03716471,18,2,1,21,E,110,D
20173,03716471,18,3,1,37,E,120,D
20173,03716471,18,4,1,5,E,140,D
20173,03716471,18,5,1,252,E,150,D
20173,03716471,18,6,1,31,E,160,D
20173,03716471,18,7,1,32,E,170,D
20173,03716471,18,8,1,23,E,190,D
20173,03717281,62,0,1,,H,,A
20173,03717281,62,1,1,208,E,100,D
20173,03717281,62,2,1,57,E,110,D
20173,03717281,62,3,1,85,E,120,D
20173,03717281,62,4,1,357,E,130,D
20173,03717281,62,5,1,13,E,140,D
20173,03717281,62,6,1,661,E,150,D
20173,03717281,62,7,1,81,E,160,D
20173,03717281,62,8,1,85,E,170,D
20173,03717281,62,9,1,61,E,190,D
20173,03717281,62,10,1,96,E,200,D
20173,03717281,62,11,1,145,E,210,D
20173,03717281,62,12,1,151,E,220,D
20173,03717531,38,0,1,,H,,A
20173,03717531,38,1,1,31,E,120,D
20173,03717531,38,2,1,5,E,140,D
20173,03717531,38,3,1,184,E,150,D
20173,03717531,38,4,1,32,E,160,D
20173,03717531,38,5,1,18,E,170,D
20173,03717531,38,6,1,6,E,180,D
20173,03717531,38,7,1,24,E,190,D
20173,03719922,48,0,1,,H,,A
20173,03719922,48,1,1,25,E,120,D
20173,03719922,48,2,1,4,E,140,D
20173,03719922,48,3,1,259,E,150,D
20173,03719922,48,4,1,54,E,160,D
20173,03719922,48,5,1,15,E,170,D
20173,03719922,48,6,1,65,E,180,D
20173,03719922,48,7,1,28,E,190,D
20173,03720041,29,0,1,,H,,A
20173,03720041,29,1,1,34,E,120,D
20173,03720041,29,2,1,6,E,140,D
20173,03720041,29,3,1,212,E,150,D
20173,03720041,29,4,1,37,E,160,D
20173,03720041,29,5,1,21,E,170,D
20173,03720041,29,6,1,7,E,180,D
20173,03720041,29,7,1,28,E,190,D
20173,03720141,19,0,1,,H,,A
20173,03720141,19,1,1,68,G,200,D
20173,03720141,19,2,1,72,G,210,D
20173,03720141,19,3,1,60,G,220,D
20173,03720451,24,0,1,,H,,A
20173,03720451,24,1,1,353,E,100,D
20173,03720451,24,2,1,94,E,110,D
20173,03720451,24,3,1,98,E,120,D
20173,03720451,24,4,1,725,E,130,D
20173,03720451,24,5,1,18,E,140,D
20173,03720451,24,6,1,975,E,150,D
20173,03720451,24,7,1,209,E,160,D
20173,03720451,24,8,1,60,E,170,D
20173,03720451,24,9,1,249,E,180,D
20173,03720451,24,10,1,108,E,190,D
20173,03720451,24,11,1,157,E,200,D
20173,03720451,24,12,1,273,E,210,D
20173,03720451,24,13,1,181,E,220,D
20173,03720701,40,0,1,,H,,A
20173,03720701,40,1,1,4,E,120,D
20173,03720701,40,2,1,12,E,150,D
20173,03720701,40,3,1,2,E,160,D
20173,03720701,40,4,1,1,E,170,D
20173,03720701,40,5,1,1,E,190,D
20173,03720721,36,0,1,,H,,A
20173,03720721,36,1,1,53,E,100,D
20173,03720721,36,2,1,17,E,110,D
20173,03720721,36,3,1,21,E,120,D
20173,03720721,36,4,1,96,E,130,D
20173,03720721,36,5,1,3,E,140,D
20173,03720721,36,6,1,156,E,150,D
20173,03720721,36,7,1,35,E,160,D
20173,03720721,36,8,1,17,E,170,D
20173,03720721,36,9,1,20,E,190,D
20173,03720721,36,10,1,20,E,200,D
20173,03720721,36,11,1,32,E,210,D
20173,03720721,36,12,1,30,E,220,D
20173,03723721,23,0,1,,H,,A
20173,03723721,23,1,1,1263,E,100,D
20173,03723721,23,2,1,343,E,110,D
20173,03723721,23,3,1,351,E,120,D
20173,03723721,23,4,1,2590,E,130,D
20173,03723721,23,5,1,67,E,140,D
20173,03723721,23,6,1,3482,E,150,D
20173,03723721,23,7,1,749,E,160,D
20173,03723721,23,8,1,214,E,170,D
20173,03723721,23,9,1,891,E,180,D
20173,03723721,23,10,1,388,E,190,D
20173,03723721,23,11,1,537,E,200,D
20173,03723721,23,12,1,977,E,210,D
20173,03723721,23,13,1,648,E,220,D
20173,03723751,55,0,1,,H,,A
20173,03723751,55,1,1,4,E,140,D
20173,03723751,55,2,1,5,E,150,D
20173,03723751,55,3,1,1,E,180,D
20173,03736771,22,0,1,,H,,A
20173,03736771,22,1,1,41,E,120,D
20173,03736771,22,2,1,7,E,140,D
20173,03736771,22,3,1,411,E,150,D
20173,03736771,22,4,1,87,E,160,D
20173,03736771,22,5,1,25,E,170,D
20173,03736771,22,6,1,104,E,180,D
20173,03736771,22,7,1,45,E,190,D
20173,03738021,22,0,1,,H,,A
20173,03738021,22,1,1,1809,E,100,D
20173,03738021,22,2,1,482,E,110,D
20173,03738021,22,3,1,4009,U,130,D
20173,03738591,13,0,1,,H,,A
20173,03738591,13,1,1,26,E,120,D
20173,03738591,13,2,1,5,E,140,D
20173,03738591,13,3,1,189,E,150,D
20173,03738591,13,4,1,32,E,160,D
20173,03738591,13,5,1,18,E,170,D
20173,03738591,13,6,1,6,E,180,D
20173,03738591,13,7,1,24,E,190,D
20173,03738881,44,0,1,,H,,A
20173,03738881,44,1,1,275,E,130,D
20173,03739181,37,0,1,,H,,A
20173,03739181,37,1,1,37,E,120,D
20173,03739181,37,2,1,7,E,140,D
20173,03739181,37,3,1,370,E,150,D
20173,03739181,37,4,1,79,E,160,D
20173,03739181,37,5,1,22,E,170,D
20173,03739181,37,6,1,94,E,180,D
20173,03739181,37,7,1,41,E,190,D
20173,03739551,35,0,1,,H,,A
20173,03739551,35,1,1,30,E,100,D
20173,03739551,35,2,1,8,E,110,D
20173,03739551,35,3,1,12,E,120,D
20173,03739551,35,4,1,64,E,130,D
20173,03739551,35,5,1,2,E,140,D
20173,03739551,35,6,1,83,E,150,D
20173,03739551,35,7,1,6,E,160,D
20173,03739551,35,8,1,6,E,170,D
20173,03739551,35,9,1,24,E,180,D
20173,03739551,35,10,1,14,E,190,D
20173,03739551,35,11,1,12,E,200,D
20173,03739551,35,12,1,20,E,210,D
20173,03739551,35,13,1,19,E,220,D
20173,03740121,51,0,1,,H,,A
20173,03740121,51,1,1,225,E,100,D
20173,03740121,51,2,1,62,E,110,D
20173,03740121,51,3,1,413,E,130,D
20173,03741321,17,0,1,,H,,A
20173,03741321,17,1,1,34,E,100,D
20173,03741321,17,2,1,10,E,110,D
20173,03741321,17,3,1,19,E,120,D
20173,03741321,17,4,1,81,E,130,D
20173,03741321,17,5,1,3,E,140,D
20173,03741321,17,6,1,107,E,150,D
20173,03741321,17,7,1,18,E,160,D
20173,03741321,17,8,1,10,E,170,D
20173,03741321,17,9,1,4,E,180,D
20173,03741321,17,10,1,14,E,190,D
20173,03741501,13,0,1,,H,,A
20173,03741501,13,1,1,69,E,120,D
20173,03741501,13,2,1,301,E,130,D
20173,03741501,13,3,1,13,E,140,D
20173,03741501,13,4,1,442,E,150,D
20173,03741501,13,5,1,34,E,160,D
20173,03741501,13,6,1,35,E,170,D
20173,03741501,13,7,1,132,E,180,D
20173,03741501,13,8,1,74,E,190,D
20173,03742261,55,0,1,,H,,A
20173,03742261,55,1,1,81,E,100,D
20173,03742261,55,2,1,21,E,110,D
20173,03742261,55,3,1,27,E,120,D
20173,03742261,55,4,1,4,E,140,D
20173,03742261,55,5,1,224,E,150,D
20173,03742261,55,6,1,48,E,160,D
20173,03742261,55,7,1,13,E,170,D
20173,03742261,55,8,1,57,E,180,D
20173,03742261,55,9,1,25,E,190,D
20173,03742591,34,0,1,,H,,A
20173,03742591,34,1,1,21,E,100,D
20173,03742591,34,2,1,4,E,110,D
20173,03742591,34,3,1,6,E,120,D
20173,03742591,34,4,1,1,E,140,D
20173,03742591,34,5,1,52,E,150,D
20173,03742591,34,6,1,6,E,160,D
20173,03742591,34,7,1,6,E,170,D
20173,03742591,34,8,1,4,E,190,D
20173,03744051,49,0,1,,H,,A
20173,03744051,49,1,1,16,E,100,D
20173,03744051,49,2,1,4,E,110,D
20174,03567704,18,0,1,,H,,A
20174,03567704,18,1,1,109,E,100,D
20174,03567704,18,2,1,40,E,110,D
20174,03567704,18,3,1,62,E,120,D
20174,03567704,18,4,1,222,E,130,D
20174,03567704,18,5,1,10,E,140,D
20174,03567704,18,6,1,373,E,150,D
20174,03567704,18,7,1,70,E,160,D
20174,03567704,18,8,1,24,E,170,D
20174,03567704,18,9,1,664,E,180,D
20174,03567704,18,10,1,26,E,190,D
20174,03567884,51,0,1,,H,,A
20174,03567884,51,1,1,23,E,100,D
20174,03567884,51,2,1,6,E,110,D
20174,03567884,51,3,1,14,E,120,D
20174,03567884,51,4,1,47,E,130,D
20174,03567884,51,5,1,1,E,140,D
20174,03567884,51,6,1,73,E,150,D
20174,03567884,51,7,1,23,E,160,D
20174,03567884,51,8,1,6,E,170,D
20174,03567884,51,9,1,96,E,180,D
20174,03567884,51,10,1,11,E,190,D
20174,03569944,89,0,1,,H,,A
20174,03569944,89,1,1,14,E,120,D
20174,03569944,89,2,1,3,E,140,D
20174,03569944,89,3,1,118,E,150,D
20174,03569944,89,4,1,37,E,160,D
20174,03569944,89,5,1,10,E,170,D
20174,03569944,89,6,1,151,E,180,D
20174,03569944,89,7,1,17,E,190,D
20174,03574044,40,0,1,,H,,A
20174,03574044,40,1,1,77,E,100,D
20174,03574044,40,2,1,21,E,110,D
20174,03574044,40,3,1,36,E,120,D
20174,03574044,40,4,1,158,E,130,D
20174,03574044,40,5,1,6,E,140,D
20174,03574044,40,6,1,245,E,150,D
20174,03574044,40,7,1,78,E,160,D
20174,03574044,40,8,1,21,E,170,D
20174,03574044,40,9,1,321,E,180,D
20174,03574044,40,10,1,37,E,190,D
20174,03575474,67,0,1,,H,,A
20174,03575474,67,1,1,38,E,100,D
20174,03575474,67,2,1,18,E,110,D
20174,03575474,67,3,1,15,E,120,D
20174,03575474,67,4,1,94,E,130,D
20174,03575474,67,5,1,2,E,140,D
20174,03575474,67,6,1,119,E,150,D
20174,03575474,67,7,1,20,E,160,D
20174,03575474,67,8,1,1,E,170,D
20174,03575474,67,9,1,12,E,180,D
20174,03575474,67,10,1,31,E,190,D
20174,03575504,63,0,1,,H,,A
20174,03575504,63,1,1,37,E,100,D
20174,03575504,63,2,1,12,E,110,D
20174,03575504,63,3,1,17,E,120,D
20174,03575504,63,4,1,65,E,130,D
20174,03575504,63,5,1,3,E,140,D
20174,03575504,63,6,1,110,E,150,D
20174,03575504,63,7,1,20,E,160,D
20174,03575504,63,8,1,7,E,170,D
20174,03575504,63,9,1,197,E,180,D
20174,03575504,63,10,1,7,E,190,D
20174,03577074,15,0,1,,H,,A
20174,03577074,15,1,1,46,E,120,D
20174,03577074,15,2,1,8,E,140,D
20174,03577074,15,3,1,293,E,150,D
20174,03577074,15,4,1,87,E,160,D
20174,03577074,15,5,1,63,E,170,D
20174,03577074,15,6,1,475,E,180,D
20174,03577074,15,7,1,28,E,190,D
20174,03588294,26,0,1,,H,,A
20174,03588294,26,1,1,7,E,120,D
20174,03588294,26,2,1,1,E,140,D
20174,03588294,26,3,1,48,E,150,D
20174,03588294,26,4,1,8,E,160,D
20174,03588294,26,5,1,2,E,170,D
20174,03588294,26,6,1,81,E,180,D
20174,03588294,26,7,1,3,E,190,D
20174,03588964,31,0,1,,H,,A
20174,03588964,31,1,1,500,E,130,D
20174,03592644,26,0,1,,H,,A
20174,03592644,26,1,1,26,E,100,D
20174,03592644,26,2,1,9,E,110,D
20174,03592644,26,3,1,13,E,120,D
20174,03592644,26,4,1,2,E,140,D
20174,03592644,26,5,1,92,E,150,D
20174,03592644,26,6,1,27,E,160,D
20174,03592644,26,7,1,19,E,170,D
20174,03592644,26,8,1,149,E,180,D
20174,03592644,26,9,1,8,E,190,D
20174,03592644,26,10,1,15,E,200,D
20174,03592644,26,11,1,27,E,210,D
20174,03592644,26,12,1,13,E,220,D
20174,03594864,55,0,1,,H,,A
20174,03594864,55,1,1,17,E,120,D
20174,03594864,55,2,1,3,E,140,D
20174,03594864,55,3,1,115,E,150,D
20174,03594864,55,4,1,18,E,160,D
20174,03594864,55,5,1,15,E,170,D
20174,03594864,55,6,1,626,E,180,D
20174,03594864,55,7,1,20,E,190,D
20174,03596014,33,0,1,,H,,A
20174,03596014,33,1,1,12,E,120,D
20174,03596014,33,2,1,2,E,140,D
20174,03596014,33,3,1,84,E,150,D
20174,03596014,33,4,1,15,E,160,D
20174,03596014,33,5,1,5,E,170,D
20174,03596014,33,6,1,144,E,180,D
20174,03596014,33,7,1,5,E,190,D
20174,03596044,56,0,1,,H,,A
20174,03596044,56,1,1,2,E,100,D
20174,03596044,56,2,1,4,E,130,D
20174,03596044,56,3,1,12,E,150,D
20174,03596044,56,4,1,27,E,180,D
20174,03596044,56,5,1,1,E,210,D
20174,03596044,56,6,1,1,E,220,D
20174,03602224,27,0,1,,H,,A
20174,03602224,27,1,1,55,E,120,D
20174,03602224,27,2,1,11,E,140,D
20174,03602224,27,3,1,426,E,150,D
20174,03602224,27,4,1,69,E,160,D
20174,03602224,27,5,1,57,E,170,D
20174,03602224,27,6,1,2308,E,180,D
20174,03602224,27,7,1,74,E,190,D
20174,03602504,31,0,1,,H,,A
20174,03602504,31,1,1,11,E,120,D
20174,03602504,31,2,1,1,E,140,D
20174,03602504,31,3,1,56,E,150,D
20174,03602504,31,4,1,9,E,160,D
20174,03602504,31,5,1,7,E,170,D
20174,03602504,31,6,1,307,E,180,D
20174,03602504,31,7,1,9,E,190,D
20174,03602894,52,0,1,,H,,A
20174,03602894,52,1,1,8,E,120,D
20174,03602894,52,2,1,1,E,140,D
20174,03602894,52,3,1,38,E,150,D
20174,03602894,52,4,1,6,E,160,D
20174,03602894,52,5,1,5,E,170,D
20174,03602894,52,6,1,210,E,180,D
20174,03602894,52,7,1,6,E,190,D
20174,03603454,23,0,1,,H,,A
20174,03603454,23,1,1,32,E,100,D
20174,03603454,23,2,1,7,E,110,D
20174,03603454,23,3,1,10,E,120,D
20174,03603454,23,4,1,1,E,140,D
20174,03603454,23,5,1,79,E,150,D
20174,03603454,23,6,1,5,E,160,D
20174,03603454,23,7,1,7,E,170,D
20174,03603454,23,8,1,9,E,190,D
20174,03606514,42,0,1,,H,,A
20174,03606514,42,1,1,41,E,100,D
20174,03606514,42,2,1,14,E,110,D
20174,03606514,42,3,1,19,E,120,D
20174,03606514,42,4,1,76,E,130,D
20174,03606514,42,5,1,3,E,140,D
20174,03606514,42,6,1,128,E,150,D
20174,03606514,42,7,1,24,E,160,D
20174,03606514,42,8,1,8,E,170,D
20174,03606514,42,9,1,228,E,180,D
20174,03606514,42,10,1,9,E,190,D
20174,03607104,21,0,1,,H,,A
20174,03607104,21,1,1,22,E,120,D
20174,03607104,21,2,1,2,E,140,D
20174,03607104,21,3,1,138,E,150,D
20174,03607104,21,4,1,10,E,160,D
20174,03607104,21,5,1,12,E,170,D
20174,03607104,21,6,1,16,E,190,D
20174,03607464,13,0,1,,H,,A
20174,03607464,13,1,1,13,E,100,D
20174,03607464,13,2,1,10,E,110,D
20174,03607464,13,3,1,5,E,120,D
20174,03607464,13,4,1,27,E,130,D
20174,03607464,13,5,1,40,E,150,D
20174,03607464,13,6,1,3,E,160,D
20174,03607464,13,7,1,3,E,170,D
20174,03607464,13,8,1,4,E,190,D
20174,03607464,13,9,1,7,E,200,D
20174,03607464,13,10,1,9,E,210,D
20174,03607464,13,11,1,4,E,220,D
20174,03608294,18,0,1,,H,,A
20174,03608294,18,1,1,100,E,130,D
20174,03648363,15,0,1,,H,,A
20174,03648363,15,1,1,7,E,120,D
20174,03648363,15,2,1,1,E,140,D
20174,03648363,15,3,1,61,E,150,D
20174,03648363,15,4,1,5,E,160,D
20174,03648363,15,5,1,8,E,170,D
20174,03648363,15,6,1,5,E,190,D
20174,03649523,45,0,1,,H,,A
20174,03649523,45,1,1,12,E,120,D
20174,03649523,45,2,1,1,E,140,D
20174,03649523,45,3,1,72,E,150,D
20174,03649523,45,4,1,23,E,160,D
20174,03649523,45,5,1,6,E,170,D
20174,03649523,45,6,1,95,E,180,D
20174,03649523,45,7,1,11,E,190,D
20174,03654283,33,0,1,,H,,A
20174,03654283,33,1,1,165,E,100,D
20174,03654283,33,2,1,60,E,110,D
20174,03654303,36,0,1,,H,,A
20174,03654303,36,1,1,66,E,100,D
20174,03654303,36,2,1,23,E,110,D
20174,03654303,36,3,1,32,E,120,D
20174,03654303,36,4,1,126,E,130,D
20174,03654303,36,5,1,5,E,140,D
20174,03654303,36,6,1,212,E,150,D
20174,03654303,36,7,1,40,E,160,D
20174,03654303,36,8,1,13,E,170,D
20174,03654303,36,9,1,377,E,180,D
20174,03654303,36,10,1,15,E,190,D
20174,03654303,36,11,1,100,E,200,D
20174,03654303,36,12,1,57,E,210,D
20174,03654303,36,13,1,34,E,220,D
20174,03654543,38,0,1,,H,,A
20174,03654543,38,1,1,135,E,100,D
20174,03654543,38,2,1,38,E,110,D
20174,03654543,38,3,1,61,E,120,D
20174,03654543,38,4,1,280,E,130,D
20174,03654543,38,5,1,11,E,140,D
20174,03654543,38,6,1,432,E,150,D
20174,03654543,38,7,1,138,E,160,D
20174,03654543,38,8,1,38,E,170,D
20174,03654543,38,9,1,565,E,180,D
20174,03654543,38,10,1,66,E,190,D
20174,03654543,38,11,1,70,E,200,D
20174,03654543,38,12,1,99,E,210,D
20174,03654543,38,13,1,67,E,220,D
20174,03654923,14,0,1,,H,,A
20174,03654923,14,1,1,20,E,120,D
20174,03654923,14,2,1,2,E,140,D
20174,03654923,14,3,1,105,E,150,D
20174,03654923,14,4,1,19,E,160,D
20174,03654923,14,5,1,6,E,170,D
20174,03654923,14,6,1,187,E,180,D
20174,03654923,14,7,1,7,E,190,D
20174,03655973,12,0,1,,H,,A
20174,03655973,12,1,1,900,E,130,D
20174,03661333,20,0,1,,H,,A
20174,03661333,20,1,1,7,E,120,D
20174,03661333,20,2,1,1,E,140,D
20174,03661333,20,3,1,62,E,150,D
20174,03661333,20,4,1,9,E,160,D
20174,03661333,20,5,1,8,E,170,D
20174,03661333,20,6,1,323,E,180,D
20174,03661333,20,7,1,10,E,190,D
20174,03661823,34,0,1,,H,,A
20174,03661823,34,1,1,37,E,100,D
20174,03661823,34,2,1,8,E,110,D
20174,03661823,34,3,1,9,E,120,D
20174,03661823,34,4,1,71,E,130,D
20174,03661823,34,5,1,2,E,140,D
20174,03661823,34,6,1,82,E,150,D
20174,03661823,34,7,1,13,E,160,D
20174,03661823,34,8,1,11,E,170,D
20174,03661823,34,9,1,448,E,180,D
20174,03661823,34,10,1,14,E,190,D
20174,03662673,42,0,1,,H,,A
20174,03662673,42,1,1,25,E,120,D
20174,03662673,42,2,1,4,E,140,D
20174,03662673,42,3,1,170,E,150,D
20174,03662673,42,4,1,27,E,160,D
20174,03662673,42,5,1,22,E,170,D
20174,03662673,42,6,1,923,E,180,D
20174,03662673,42,7,1,29,E,190,D
20174,03664133,43,0,1,,H,,A
20174,03664133,43,1,1,11,E,120,D
20174,03664133,43,2,1,5,E,140,D
20174,03664133,43,3,1,73,E,150,D
20174,03664133,43,4,1,21,E,160,D
20174,03664133,43,5,1,15,E,170,D
20174,03664133,43,6,1,118,E,180,D
20174,03664133,43,7,1,7,E,190,D
20174,03668643,42,0,1,,H,,A
20174,03668643,42,1,1,23,E,100,D
20174,03668643,42,2,1,9,E,110,D
20174,03668643,42,3,1,9,E,120,D
20174,03668643,42,4,1,1,E,140,D
20174,03668643,42,5,1,66,E,150,D
20174,03668643,42,6,1,4,E,160,D
20174,03668643,42,7,1,6,E,170,D
20174,03668643,42,8,1,8,E,190,D
20174,03668643,42,9,1,12,E,200,D
20174,03668643,42,10,1,15,E,210,D
20174,03668643,42,11,1,7,E,220,D
20174,03670223,34,0,1,,H,,A
20174,03670223,34,1,1,41,E,100,D
20174,03670223,34,2,1,9,E,110,D
20174,03670223,34,3,1,13,E,120,D
20174,03670223,34,4,1,70,E,130,D
20174,03670223,34,5,1,2,E,140,D
20174,03670223,34,6,1,108,E,150,D
20174,03670223,34,7,1,34,E,160,D
20174,03670223,34,8,1,9,E,170,D
20174,03670223,34,9,1,141,E,180,D
20174,03670223,34,10,1,16,E,190,D
20174,03670223,34,11,1,17,E,200,D
20174,03670223,34,12,1,24,E,210,D
