QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,LSDNUM,LSDNUM_,LSDCODE,LSDCODE_,MODELYR,MODELYR_,PRCBSNSZ,PRCB_NSZ,NUMPAY,NUMPAY_,PMTMONTH,PMTM_NTH,PAYEXPX,PAYEXPX_,PAYTIME,PAYTIME_,EMPLYEXP,EMPL_EXP,TRADEEXP,TRAD_EXP,DOWNEXP,DOWNEXP_,DNEMPEXP,DNEM_EXP,LSDENDMO,LSDE_DMO,QADPMT1X,QADP_T1X,QADPMT2X,QADP_T2X,QADPMT3X,QADP_T3X,QEXTRA1X,QEXT_A1X,QEXTRA2X,QEXT_A2X,QEXTRA3X,QEXT_A3X,QADDOWNX,QADD_WNX,QADFEEX,QADFEEX_,LSD__AKE,LSDENDYR,LSDE_DYR,PMTYEAR,PMTYEAR_,LSD_MAKE
20173,03666872,9,0,5,01,D,105,D,2015,D,,A,36,D,03,D,398,D,3,D,,A,,A,2500,D,,A,,A,398,D,398,D,398,D,,A,,A,,A,2500,D,,A,D,,A,2015,D,TOY
20173,03667712,15,0,5,01,D,105,D,2016,D,,A,24,D,07,D,605,D,3,D,,A,,A,,A,,A,,A,605,D,605,D,605,D,,A,,A,,A,,A,,A,D,,A,2016,D,INF
20173,03667712,16,0,5,02,D,105,D,2013,D,,A,,C,05,F,300,D,3,D,,A,,A,,A,,A,,A,300,D,300,D,300,D,,A,,A,,A,,A,,A,D,,A,2009,F,BMW
20173,03667832,9,0,1,01,D,105,D,2016,D,.80,D,36,D,08,D,588,D,3,D,,A,,A,2000,D,,A,,A,588,D,588,D,588,D,,A,,A,,A,2000,D,,A,D,,A,2016,D,AUD
20173,03667962,6,0,5,01,D,105,D,2016,D,,A,36,D,06,D,550,D,3,D,,A,,A,5000,D,,A,,A,550,D,550,D,550,D,100,D,100,D,100,D,5000,D,,A,D,,A,2016,D,MRB
20173,03667962,7,0,1,02,D,105,D,2017,D,,A,36,D,09,D,600,D,3,D,,A,,A,,C,,A,,A,,A,,A,,A,,A,,A,,A,,B,,A,D,,A,2017,D,JAG
20173,03668442,4,0,5,01,D,105,D,2017,D,,A,35,D,01,D,130,D,3,D,,A,,A,500,D,,A,,A,130,D,130,D,130,D,,A,,A,,A,500,D,,A,D,,A,2017,D,MIT
20173,03668882,12,0,5,01,D,105,D,2016,D,,A,33,D,09,D,325,D,3,D,,A,,A,2500,D,,A,,A,325,D,325,D,325,D,,A,,A,,A,2500,D,,A,D,,A,2016,D,AUD
20173,03669722,10,0,1,01,D,105,D,2017,D,,A,36,D,09,D,273,D,3,D,,A,,A,2400,D,,A,,A,,A,,A,,A,,A,,A,,A,2400,D,,A,D,,A,2017,D,JEE
20173,03670112,13,0,5,01,D,105,D,2015,D,,A,60,D,07,D,600,D,3,D,,A,,A,,A,,A,,A,,A,600,D,600,D,,A,,A,,A,,A,,A,D,,A,2017,D,FOR
20173,03670112,14,0,1,02,D,105,D,2017,D,,A,36,D,10,D,410,D,3,D,,A,,A,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,1000,D,,A,D,,A,2017,D,HON
20173,03670612,15,0,1,01,D,105,D,2015,D,,A,36,D,08,D,299,D,3,D,,A,,A,1000,D,,A,,A,299,D,299,D,299,D,,A,,A,,A,1000,D,,A,D,,A,2015,D,TOY
20173,03670912,5,0,1,01,D,105,D,2015,D,,A,36,D,01,D,560,D,3,D,,A,,A,,A,,A,,A,560,D,560,D,560,D,,A,,A,,A,,A,,A,D,,A,2015,D,BUI
20173,03671042,26,0,5,01,D,105,D,2016,D,.50,D,33,D,12,D,299,D,3,D,,A,,A,2700,D,,A,,A,299,D,299,D,299,D,,A,,A,,A,2700,D,,A,D,,A,2016,D,LEX
20173,03671202,21,0,5,01,D,105,D,2005,D,,A,36,D,01,D,400,D,3,D,,A,,C,3500,D,,A,,A,400,D,400,D,400,D,,A,,A,,A,3500,D,,A,D,,A,2015,D,LEX
20173,03692471,23,0,1,01,D,105,D,2016,D,,A,36,D,08,D,230,D,3,D,,A,,C,,A,,A,,A,230,D,230,D,230,D,,A,,A,,A,,A,,A,D,,A,2016,D,JEE
20173,03692521,8,0,1,01,D,105,D,2014,D,,A,36,D,03,F,319,D,3,D,,A,,A,,A,,A,,A,319,D,319,D,319,D,,A,,A,,A,,A,,A,D,,A,2014,D,FOR
20173,03693351,30,0,1,01,D,105,D,2017,D,,A,36,D,04,D,319,D,3,D,,A,,A,2000,D,,A,,A,319,D,319,D,319,D,25,D,25,D,25,D,2000,D,,A,D,,A,2017,D,NIS
20173,03693371,20,0,1,01,D,105,D,2016,D,,A,24,D,06,F,290,D,3,D,,A,,A,,A,,A,,A,290,D,290,D,290,D,,A,,A,,A,,A,,A,D,,A,2016,D,FOR
20173,03693371,21,0,1,02,D,105,D,2016,D,,A,24,D,03,F,290,D,3,D,,A,,A,,A,,A,,A,290,D,290,D,290,D,,A,,A,,A,,A,,A,D,,A,2016,D,CHR
20173,03693371,22,0,1,03,D,105,D,2015,D,,A,24,D,01,F,270,D,3,D,,A,,A,,A,,A,,A,270,D,270,D,270,D,,A,,A,,A,,A,,A,D,,A,2015,D,FOR
20173,03693581,11,0,1,01,D,105,D,2016,D,,A,24,D,10,D,262,D,3,D,,A,12000,D,,A,,A,,A,262,D,262,D,262,D,15,D,15,D,15,D,,A,,A,D,,A,2016,D,CHE
20173,03693591,10,0,1,01,D,105,D,2015,D,,A,36,D,07,D,400,D,3,D,,A,,A,1500,D,,A,,A,400,D,400,D,400,D,,A,,A,,A,1500,D,,A,D,,A,2016,D,HON
20173,03694431,12,0,1,01,D,105,D,2017,D,,A,12,D,10,D,366,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,D,,A,2017,D,HON
20173,03694461,37,0,1,01,D,105,D,2014,D,,A,60,D,02,D,258,D,3,D,,A,,A,258,D,,A,,A,258,D,258,D,258,D,,A,,A,,A,258,D,,A,D,,A,2014,D,CHE
20173,03694541,13,0,1,01,D,105,D,2017,D,,A,36,D,05,D,421,D,3,D,,A,,A,,A,,A,,A,,A,421,D,421,D,,A,,A,,A,,A,,A,D,,A,2017,D,NIS
20173,03694851,9,0,1,01,D,105,D,2016,D,,A,36,D,01,D,415,D,3,D,,A,,A,,A,,A,,A,415,D,415,D,415,D,,A,,A,,A,,A,,A,D,,A,2016,D,FOR
20173,03694851,10,0,1,02,D,105,D,2017,D,,A,36,D,01,D,215,D,3,D,,A,,A,,A,,A,,A,215,D,215,D,215,D,,A,,A,,A,,A,,A,D,,A,2017,D,FOR
20173,03695221,12,0,1,01,D,105,D,2016,D,,A,36,D,01,D,482,D,3,D,,A,,A,1000,D,,A,,A,482,D,482,D,482,D,,A,,A,,A,1000,D,,A,D,,A,2017,D,DOD
20173,03695221,13,0,1,02,D,105,D,2017,D,,A,36,D,01,D,581,D,3,D,,A,,A,2200,D,,A,,A,581,D,581,D,581,D,,A,,A,,A,2200,D,,A,D,,A,2017,D,JEE
20173,03695481,20,0,1,01,D,105,D,2017,D,,A,30,D,06,D,348,D,3,D,,A,2500,D,,A,,A,,A,348,D,348,D,348,D,,A,,A,,A,,A,,A,D,,A,2016,D,HON
20173,03695701,12,0,1,01,D,105,D,2016,D,,A,36,D,02,D,399,D,3,D,,A,,A,,A,,A,,A,399,D,399,D,399,D,,A,,A,,A,,A,,A,D,,A,2016,D,NIS
20173,03695881,32,0,1,01,D,105,D,2017,D,,A,24,D,03,D,3200,D,3,D,,A,,A,,A,,A,,A,3200,D,3200,D,3200,D,,A,,A,,A,,A,,A,D,,A,2017,D,CHE
20173,03696274,9,0,1,01,D,105,D,2013,D,,A,60,D,08,D,375,D,3,D,,A,,C,,A,,A,,A,375,D,375,D,375,D,,A,,A,,A,,A,,A,D,,A,2013,D,KIA
20173,03696274,10,0,1,02,D,105,D,2016,D,,A,60,D,04,D,575,D,3,D,,A,,C,,A,,A,,A,575,D,575,D,575,D,,A,,A,,A,,A,,A,D,,A,2016,D,TOY
20173,03696681,36,0,1,01,D,105,D,2017,D,,A,36,D,03,D,220,D,3,D,,A,,A,,A,,A,,A,220,D,220,D,220,D,,A,,A,,A,,A,,A,D,,A,2017,D,HYU
20173,03696681,37,0,1,02,D,105,D,2015,D,,A,36,D,02,D,272,D,3,D,,A,,A,,A,,A,,A,272,D,272,D,272,D,,A,,A,,A,,A,,A,D,,A,2015,D,HON
20173,03696811,10,0,1,01,D,105,D,2015,D,,A,36,D,02,D,248,D,3,D,,A,,A,,A,,A,,A,248,D,248,D,248,D,,A,,A,,A,,A,,A,D,,A,2015,D,FOR
20173,03697001,10,0,1,01,D,105,D,2004,D,,A,36,D,03,D,215,D,3,D,,A,1000,D,1000,D,,A,,A,215,D,215,D,215,D,,A,,A,,A,1000,D,,A,D,,A,2016,D,HON
20173,03697151,11,0,1,01,D,105,D,2016,D,,A,36,D,10,D,146,D,3,D,,A,500,D,,A,,A,,A,146,D,146,D,146,D,,A,,A,,A,,A,,A,D,,A,2016,D,HYU
20173,03697231,25,0,1,01,D,105,D,2016,D,,A,36,D,03,D,306,D,3,D,,A,8500,D,1500,D,,A,,A,306,D,306,D,306,D,,A,,A,,A,1500,D,,A,D,,A,2016,D,CHE
20173,03697351,12,0,1,01,D,105,D,2016,D,,A,36,D,11,D,300,D,3,D,,A,2000,D,,A,,A,,A,300,D,300,D,300,D,,A,,A,,A,,A,,A,D,,A,2016,D,CHE
20173,03698061,7,0,1,01,D,105,D,2015,D,,A,42,D,06,F,215,D,3,D,,A,,A,500,D,,A,,A,215,D,215,D,215,D,,A,,A,,A,500,D,,A,D,,A,2015,D,NIS
20173,03698721,10,0,1,01,D,105,D,2011,D,,A,52,D,05,D,404,D,3,D,,A,,A,,A,,A,,A,,A,404,D,404,D,,A,,A,,A,,A,,A,D,,A,2017,D,LEX
20173,03698731,14,0,1,01,D,105,D,2016,D,,A,24,D,05,D,200,D,3,D,,A,,A,1000,D,,A,,A,200,D,200,D,200,D,,A,,A,,A,1000,D,,A,D,,A,2016,D,TOY
20173,03699181,24,0,1,01,D,105,D,2014,D,,A,30,D,07,D,500,D,3,D,,A,,A,,A,,A,06,D,500,D,500,D,500,D,,A,,A,,A,,A,350,D,D,2017,D,2014,D,INF
20173,03699211,8,0,1,01,D,105,D,2007,D,,A,24,D,03,D,240,D,3,D,,A,,A,,A,,A,,A,240,D,240,D,240,D,,A,,A,,A,,A,,A,D,,A,2016,D,DOD
20173,03699901,6,0,1,01,D,105,D,2017,D,,A,24,D,06,D,170,D,3,D,,A,2000,F,,A,,A,,A,,A,,A,170,D,,A,,A,,A,,A,,A,D,,A,2017,D,GMC
20173,03700211,7,0,1,01,D,105,D,2007,D,,A,72,D,04,D,309,D,3,D,,A,,A,,A,,A,,A,309,D,309,D,309,D,,A,,A,,A,,A,,A,D,,A,2014,D,TOY
20173,03700501,18,0,1,01,D,105,D,2017,D,,A,72,D,06,D,225,D,3,D,,A,500,D,,A,,A,,A,,A,,A,225,D,,A,,A,,A,,A,,A,D,,A,2017,D,SUB
20173,03700501,19,0,1,02,D,105,D,2016,D,,A,,C,11,D,200,D,3,D,,A,,A,,A,,A,,A,200,D,200,D,200,D,,A,,A,,A,,A,,A,D,,A,2016,D,SUB
20173,03701321,12,0,1,01,D,105,D,2015,D,,A,36,D,03,D,349,D,3,D,,A,,A,1000,D,,A,,A,349,D,349,D,349,D,,A,,A,,A,1000,D,,A,D,,A,2016,D,CHE
20173,03701631,9,0,1,01,D,105,D,,C,,A,,C,08,F,,C,,C,,A,,A,,A,,A,,A,490,F,490,F,490,F,,A,,A,,A,,A,,A,A,,A,2015,F,
20173,03701791,12,0,1,01,D,105,D,2016,D,,A,236,D,07,D,427,D,3,D,,A,,A,,A,,A,,A,427,D,427,D,427,D,,A,,A,,A,,A,,A,D,,A,2016,D,CHE
20173,03713091,7,0,1,01,D,105,D,2014,D,,A,36,D,01,F,425,D,3,D,,A,,A,,A,,A,,A,425,D,425,D,425,D,,A,,A,,A,,A,,A,D,,A,2014,D,TOY
20173,03713091,8,0,1,02,D,105,D,2014,D,,A,,C,01,F,400,D,3,D,,A,,A,,A,,A,,A,400,D,400,D,400,D,,A,,A,,A,,A,,A,D,,A,2014,D,KIA
20173,03713351,10,0,1,01,D,105,D,2015,D,,A,36,D,08,D,,C,3,D,,A,,C,2000,D,,A,,A,400,F,400,F,400,F,,A,,A,,A,2000,D,,A,D,,A,2015,D,NIS
20173,03713351,11,0,1,02,D,105,D,2015,D,,A,36,D,03,D,,C,3,D,,A,,C,,A,,A,,A,1000,F,1000,F,1000,F,,A,,A,,A,,A,,A,D,,A,2015,D,SUB
20173,03713351,12,0,1,03,D,105,D,2015,D,,A,36,D,04,D,,C,3,D,,A,,A,2500,D,,A,,A,400,F,400,F,400,F,,A,,A,,A,2500,D,,A,D,,A,2015,D,SUB
20173,03713663,7,0,1,01,D,105,D,2006,D,,A,60,D,01,D,450,D,3,D,,A,,A,,A,,A,,A,450,D,450,D,450,D,,A,,A,,A,,A,,A,D,,A,2016,D,MAZ
20173,03713811,10,0,1,01,D,105,D,2015,D,,A,36,D,05,D,257,D,3,D,,A,,A,,A,,A,,A,257,D,257,D,257,D,,A,,A,,A,,A,,A,D,,A,2015,D,TOY
20173,03713941,14,0,1,01,D,105,D,2016,D,,A,36,D,12,D,429,D,3,D,,A,,A,500,D,,A,,A,429,D,429,D,429,D,,A,,A,,A,500,D,,A,D,,A,2016,D,TOY
20173,03713981,9,0,1,01,D,105,D,2015,D,,A,,C,05,F,,C,,C,,A,,A,,A,,A,05,D,325,F,325,F,325,F,,A,,A,,A,,A,,A,D,,C,2015,D,TOY
20173,03714001,11,0,1,01,D,105,D,2016,D,,A,36,D,05,D,400,D,3,D,,A,,A,,A,,A,,A,400,D,400,D,400,D,,A,,A,,A,,A,,A,D,,A,2017,D,JEE
20173,03714181,12,0,1,01,D,105,D,2015,D,,A,36,D,02,D,286,D,3,D,,A,,A,,A,,A,07,D,286,D,286,D,286,D,,A,,A,,A,,A,,A,D,2017,D,2015,D,TOY
20173,03714441,8,0,1,01,D,105,D,2016,D,,A,24,D,05,D,230,D,3,D,,A,2000,D,,A,,A,,A,230,D,230,D,230,D,,A,,A,,A,,A,,A,D,,A,2016,D,FOR
20173,03714491,18,0,1,01,D,105,D,2016,D,.80,D,39,D,03,D,359,D,3,D,,A,,A,,A,,A,,A,359,D,359,D,359,D,,A,,A,,A,,A,,A,D,,A,2016,D,NIS
20173,03714491,19,0,1,02,D,105,D,2015,D,,A,39,D,03,D,365,D,3,D,,A,,A,365,D,,A,,A,365,D,365,D,365,D,,A,,A,,A,365,D,,A,D,,A,2016,D,NIS
20173,03714751,12,0,1,01,D,105,D,2017,D,,A,72,D,07,D,521,D,3,D,,A,,A,,A,,A,,A,,A,,A,521,D,,A,,A,,A,,A,,A,D,,A,2017,D,DOD
20173,03715301,23,0,1,01,D,105,D,2017,D,,A,36,D,11,D,450,D,3,D,,A,,A,300,D,,A,,A,450,D,450,D,450,D,,A,,A,,A,300,D,,A,D,,A,2016,D,HON
20173,03715761,6,0,1,01,D,105,D,2016,D,,A,36,D,10,D,402,D,3,D,,A,,A,,A,,A,,A,402,D,402,D,402,D,,A,,A,,A,,A,,A,D,,A,2016,D,TOY
20173,03716261,7,0,1,01,D,105,D,2015,D,,A,48,D,06,D,400,D,3,D,,A,,A,,A,,A,,A,400,D,400,D,400,D,,A,,A,,A,,A,,A,D,,A,2015,D,KIA
20173,03716451,8,0,1,01,D,105,D,2016,D,,A,24,D,07,D,100,D,3,D,,A,,A,2500,D,,A,,A,100,D,100,D,100,D,,A,,A,,A,2500,D,,A,D,,A,2016,D,NIS
20173,03716491,16,0,1,01,D,105,D,2015,D,,A,39,D,03,D,625,D,3,D,,A,,A,4150,D,,A,,A,625,D,625,D,625,D,,A,,A,,A,4150,D,,A,D,,A,2015,D,BMW
20173,03716511,16,0,1,01,D,105,D,2016,D,,A,36,D,02,D,365,D,3,D,,A,,A,8000,D,,A,,A,365,D,365,D,365,D,40,D,40,D,40,D,8000,D,,A,D,,A,2016,D,SUB
20173,03718231,7,0,1,01,D,105,D,2006,D,,A,,C,05,D,304,D,3,D,,A,,A,6000,D,,A,,A,304,D,304,D,304,D,,A,,A,,A,6000,D,,A,D,,A,2016,D,JEE
20173,03718701,12,0,1,01,D,105,D,2015,D,,A,36,D,04,D,267,D,3,D,,A,,A,2000,D,,A,,A,267,D,267,D,267,D,,A,,A,,A,2000,D,,A,D,,A,2015,D,GMC
20173,03718751,12,0,1,01,D,105,D,2017,D,,A,36,D,02,D,315,D,3,D,,A,,A,,A,,A,,A,315,D,315,D,315,D,,A,,A,,A,,A,,A,D,,A,2017,D,GMC
20173,03718871,14,0,1,01,D,105,D,2016,D,,A,36,D,02,D,435,D,3,D,,A,,A,,A,,A,,A,435,D,435,D,435,D,,A,,A,,A,,A,,A,D,,A,2017,D,FOR
20173,03719561,13,0,1,01,D,105,D,2015,D,,A,36,D,12,D,200,D,3,D,,A,,A,3000,D,,A,,A,200,D,200,D,200,D,,A,,A,,A,3000,D,,A,D,,A,2014,D,TOY
20173,03719591,4,0,1,01,D,105,D,2016,D,,A,36,D,05,D,235,D,3,D,,A,,A,,A,,A,,A,235,D,235,D,235,D,,A,,A,,A,,A,,A,D,,A,2016,D,JEE
20173,03720341,8,0,1,01,D,105,D,2017,D,.90,D,39,D,06,D,1300,D,3,D,1170,D,,A,5000,D,5000,D,,A,,A,130,D,130,D,,A,,A,,A,0,D,,A,D,,A,2017,D,CAD
20173,03720381,6,0,1,01,D,105,D,,C,,A,2,D,08,D,344,D,3,D,,A,,A,,A,,A,,A,344,D,344,D,344,D,,A,,A,,A,,A,,A,D,,A,2017,D,CHE
20173,03721061,7,0,1,01,D,105,D,2017,D,,A,36,D,06,D,380,D,3,D,,A,17000,D,,A,,A,,A,,A,380,D,380,D,,A,,A,,A,,A,,A,D,,A,2017,D,JEE
20173,03721241,11,0,1,01,D,105,D,2016,D,,A,36,D,08,D,272,D,3,D,,A,,A,900,D,,A,,A,272,D,272,D,272,D,,A,,A,,A,900,D,,A,D,,A,2016,D,ACU
20173,03721261,24,0,1,01,D,105,D,2016,D,.50,D,36,D,01,D,317,D,3,D,,A,,A,4000,D,,A,,A,317,D,317,D,317,D,,A,,A,,A,4000,D,,A,D,,A,2017,D,TOY
20173,03721623,23,0,1,01,D,105,D,2017,D,,A,36,D,08,D,350,D,3,D,,A,,A,,A,,A,,A,350,D,350,D,350,D,,A,,A,,A,,A,,A,D,,A,2017,D,DOD
20173,03721641,7,0,1,01,D,105,D,2015,D,,A,36,D,05,D,600,D,3,D,,A,,A,5000,D,,A,,A,600,D,600,D,600,D,,A,,A,,A,5000,D,,A,D,,A,2014,D,BMW
20173,03722111,13,0,1,01,D,105,D,2016,D,,A,36,D,09,D,322,D,3,D,,A,,A,,A,,A,,A,322,D,322,D,322,D,,A,,A,,A,,A,,A,D,,A,2016,D,SUB
20173,03722111,14,0,1,02,D,105,D,2016,D,,A,36,D,05,D,380,D,3,D,,A,,A,,A,,A,,A,380,D,380,D,380,D,,A,,A,,A,,A,,A,D,,A,2016,D,SUB
20173,03722381,4,0,1,01,D,105,D,2017,D,,A,36,D,07,D,380,D,3,D,,A,,A,,A,,A,,A,,A,,A,380,D,,A,,A,,A,,A,,A,D,,A,2017,D,DOD
20173,03722791,11,0,1,01,D,105,D,2015,D,,A,36,D,06,D,730,D,3,D,,A,,A,2000,D,,A,,A,730,D,730,D,730,D,,A,,A,,A,2000,D,,A,D,,A,2015,D,FOR
20173,03722791,12,0,1,02,D,105,D,2016,D,,A,36,D,02,D,304,D,3,D,,A,,A,1500,D,,A,,A,304,D,304,D,304,D,,A,,A,,A,1500,D,,A,D,,A,2016,D,FOR
20173,03722831,14,0,1,01,D,105,D,2017,D,,A,36,D,07,D,250,D,3,D,,A,,A,,A,,A,,A,,A,,A,250,D,,A,,A,,A,,A,,A,D,,A,2017,D,NIS
20173,03723181,15,0,1,01,D,105,D,2016,D,.10,D,36,D,10,D,455,D,3,D,,A,,A,,A,,A,,A,455,D,455,D,455,D,,A,,A,,A,,A,,A,D,,A,2016,D,NIS
20173,03723331,17,0,1,01,D,105,D,2016,D,,A,60,D,01,D,488,D,3,D,,A,,A,5000,D,,A,,A,488,D,488,D,488,D,,A,,A,,A,5000,D,,A,D,,A,2016,D,TOY
20173,03723331,18,0,1,02,D,105,D,2016,D,.50,D,60,D,03,F,,C,3,D,,A,,A,,A,,A,,A,454,F,454,F,454,F,,A,,A,,A,,A,,A,D,,A,2016,D,HON
20173,03723421,7,0,1,01,D,105,D,2016,D,,A,36,D,11,D,350,D,3,D,,A,,A,500,D,,A,,A,350,D,350,D,350,D,20,D,20,D,20,D,500,D,,A,D,,A,2015,D,HON
20173,03723431,14,0,1,01,D,105,D,2017,D,,A,39,D,07,D,465,D,3,D,,A,,A,,A,,A,,A,,A,,A,465,D,,A,,A,,A,,A,,A,D,,A,2017,D,CHE
20173,03723481,13,0,1,01,D,105,D,2015,D,,A,36,D,02,D,641,D,3,D,,A,,A,3000,D,,A,,A,641,D,641,D,641,D,,A,,A,,A,3000,D,,A,D,,A,2016,D,BMW
20173,03723564,5,0,1,01,D,105,D,2017,D,,A,36,D,06,D,299,D,3,D,,A,,A,,A,,A,,A,,A,299,D,299,D,,A,,A,,A,,A,,A,D,,A,2017,D,FOR
20173,03723691,8,0,1,01,D,105,D,2017,D,,A,36,D,08,D,482,D,3,D,,A,,A,1750,D,,A,,A,,A,,A,,A,,A,,A,,A,1750,D,,A,D,,A,2017,D,GMC
20173,03723713,9,0,1,01,D,105,D,2017,D,,A,36,D,08,D,450,D,3,D,,A,,A,,A,,A,,A,450,D,450,D,450,D,,A,,A,,A,,A,,A,D,,A,2017,D,HON
20173,03734241,30,0,1,01,D,105,D,2017,D,,A,36,D,02,D,326,D,3,D,,A,,A,2000,D,,A,,A,326,D,326,D,326,D,,A,,A,,A,2000,D,,A,D,,A,2017,D,RAM
20173,03735071,7,0,1,01,D,105,D,2010,D,,A,60,D,12,D,460,D,3,D,,A,600,D,600,D,,A,,A,460,D,460,D,460,D,,A,,A,,A,600,D,,A,D,,A,2016,D,FOR
20173,03735071,8,0,1,02,D,105,D,2009,D,,A,12,D,04,D,216,D,3,D,,A,,A,3000,D,,A,,A,216,D,216,D,216,D,,A,,A,,A,3000,D,,A,D,,A,2017,D,TOY
20173,03735431,6,0,1,01,D,105,D,2016,D,,A,60,D,12,D,388,D,3,D,,A,,A,,A,,A,,A,388,D,388,D,388,D,,A,,A,,A,,A,,A,D,,A,2015,D,MIT
20173,03735961,32,0,1,01,D,105,D,2014,D,,A,36,D,12,F,186,D,3,D,,A,,A,,A,,A,,A,186,D,186,D,186,D,,A,,A,,A,,A,,A,D,,A,2014,D,TOY
20173,03736151,12,0,1,01,D,105,D,2010,D,,A,60,D,03,D,165,D,3,D,,A,2000,D,6000,D,,A,,A,165,D,165,D,165,D,,A,,A,,A,6000,D,,A,D,,A,2015,D,FOR
20173,03736531,10,0,1,01,D,105,D,2017,D,,A,36,D,02,D,245,D,3,D,,A,,A,,A,,A,,A,245,D,245,D,245,D,,A,,A,,A,,A,,A,D,,A,2017,D,NIS
20173,03736971,12,0,1,01,D,105,D,,C,,A,,C,10,D,,C,3,D,,A,,A,,C,,A,,A,320,F,320,F,320,F,,A,,A,,A,,B,,A,D,,A,2017,D,CAD
20173,03737811,10,0,1,01,D,105,D,2016,D,,A,1,D,07,D,0,D,7,D,,A,,A,27500,D,,A,,A,,A,,A,,A,,A,,A,,A,27500,D,,A,D,,A,2017,D,FOR
20173,03737991,14,0,1,01,D,105,D,2016,D,,A,36,D,09,D,269,D,3,D,,A,10000,D,8000,D,,A,,A,269,D,269,D,269,D,,A,,A,,A,8000,D,,A,D,,A,2016,D,TOY
20173,03738273,5,0,1,01,D,105,D,2016,D,,A,36,D,12,D,280,D,3,D,,A,,A,1000,D,,A,,A,280,D,280,D,280,D,,A,,A,,A,1000,D,,A,D,,A,2016,D,NIS
20173,03738281,13,0,1,01,D,105,D,2016,D,,A,36,D,06,D,398,D,3,D,,A,,C,,A,,A,,A,398,D,398,D,398,D,,A,,A,,A,,A,,A,D,,A,2016,D,CHR
20173,03738421,14,0,1,01,D,105,D,2016,D,,A,36,D,06,D,401,D,3,D,,A,1000,D,500,D,,A,,A,401,D,401,D,401,D,,A,,A,,A,500,D,,A,D,,A,2016,D,KIA
20173,03738621,8,0,1,01,D,105,D,2013,D,,A,60,D,10,F,388,D,3,D,,A,,A,,A,,A,,A,388,D,388,D,388,D,,A,,A,,A,,A,,A,D,,A,2014,D,CHE
20173,03739061,6,0,1,01,D,105,D,2017,D,,A,36,D,09,D,500,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,D,,A,2017,D,GMC
20173,03739351,34,0,1,01,D,105,D,2013,D,,A,60,D,02,D,739,D,3,D,,A,,A,12000,D,,A,,A,739,D,739,D,739,D,,A,,A,,A,12000,D,,A,D,,A,2013,D,DOD
20173,03739651,10,0,1,01,D,105,D,2014,D,,A,48,D,03,D,259,D,3,D,,A,,A,,A,,A,,A,259,D,259,D,259,D,,A,,A,,A,,A,,A,D,,A,2014,D,VOK
20173,03740451,14,0,1,01,D,105,D,2016,D,,A,36,D,03,D,319,D,3,D,,A,,A,3500,D,,A,,A,319,D,319,D,319,D,,A,,A,,A,3500,D,,A,D,,A,2015,D,DOD
20173,03740631,12,0,1,01,D,105,D,2017,D,,A,39,D,05,D,322,D,3,D,,A,,A,650,D,,A,,A,322,D,322,D,322,D,,A,,A,,A,650,D,,A,D,,A,2016,D,BUI
20173,03741271,10,0,1,01,D,105,D,2016,D,,A,36,D,05,D,138,D,3,D,,A,3000,D,,A,,A,,A,138,D,138,D,138,D,,A,,A,,A,,A,,A,D,,A,2016,D,TOY
20173,03741631,11,0,1,01,D,105,D,2014,D,,A,,C,12,F,250,D,3,D,,A,,A,,A,,A,,A,250,D,250,D,250,D,,A,,A,,A,,A,,A,D,,A,2015,D,FOR
20173,03741651,9,0,1,01,D,105,D,2014,D,,A,,C,05,F,,C,,C,,A,,A,,A,,A,06,D,217,F,217,F,217,F,,A,,A,,A,,A,,A,D,2017,D,2014,D,CHE
20173,03742071,16,0,1,01,D,105,D,2016,D,,A,36,D,06,D,331,D,3,D,,A,,A,1000,D,,A,,A,331,D,331,D,331,D,,A,,A,,A,1000,D,,A,D,,A,2016,D,NIS
20173,03742701,11,0,1,01,D,105,D,2004,D,,A,60,D,07,F,300,D,3,D,,A,,A,,A,,A,,A,300,D,300,D,300,D,,A,,A,,A,,A,,A,D,,A,2016,D,GMC
20173,03742791,18,0,1,01,D,105,D,2016,D,,A,48,D,07,D,202,D,3,D,,A,,A,2000,D,,A,,A,,A,202,D,202,D,,A,,A,,A,2000,D,,A,D,,A,2017,D,FIA
20173,03742981,7,0,1,01,D,105,D,2015,D,,A,36,D,03,D,450,D,3,D,,A,,A,,A,,A,,A,450,D,450,D,450,D,,A,,A,,A,,A,,A,D,,A,2015,D,MRB
20173,03743041,7,0,1,01,D,105,D,2016,D,,A,36,D,05,D,600,D,3,D,,A,15000,D,2000,D,,A,,A,600,D,600,D,600,D,,A,,A,,A,2000,D,,A,D,,A,2016,D,KIA
20173,03743483,8,0,1,01,D,105,D,2008,D,,A,48,D,02,D,261,D,3,D,,A,,A,2400,D,,A,,A,261,D,261,D,261,D,,A,,A,,A,2400,D,,A,D,,A,2017,D,DOD
20173,03744211,13,0,1,01,D,105,D,2015,D,,A,60,D,02,D,466,D,3,D,,A,,A,,A,,A,,A,466,D,466,D,466,D,,A,,A,,A,,A,,A,D,,A,2015,D,LEX
