QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,APPRPRYB,APPR_RYB,SRVCMOB,SRVCMOB_,REPAIRX,REPAIRX_,APPRPB1,APPRPB1_,APPRPB2,APPRPB2_,APPRPB3,APPRPB3_,APPRPB4,APPRPB4_,APPRPB5,APPRPB5_,APPRPB6,APPRPB6_,APPRPB7,APPRPB7_,APPRPB8,APPRPB8_,APPRPB9,APPRPB9_,EQBPURCH
20172,03534453,5,1,1,100,D,03,D,60,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03534453,5,2,1,110,D,03,D,34,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03534453,5,3,1,190,D,03,D,32,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03534453,5,4,1,200,D,03,D,24,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03534753,2,0,1,200,D,02,D,164,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03545583,7,0,1,110,D,04,D,222,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03545623,5,0,1,220,D,04,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03545753,6,0,1,220,D,04,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03546833,3,0,1,110,D,04,D,48,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03546843,19,0,1,130,D,05,D,159,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03546943,17,0,2,110,D,03,D,229,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03547013,3,0,1,200,D,05,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03547063,18,0,1,130,D,04,D,42,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03547073,8,0,1,190,D,04,D,109,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03547223,3,0,2,130,D,03,D,48,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03547273,7,0,1,130,D,05,D,214,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03547623,11,0,1,110,D,04,D,95,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03547673,15,0,1,110,D,05,D,139,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03547743,15,0,1,210,D,03,D,,H,200,D,110,D,100,D,,A,,A,,A,,A,,A,,A,
20172,03547743,15,1,1,200,D,03,D,14,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03547743,15,2,1,110,D,03,D,18,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03547743,15,3,1,100,D,03,D,31,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03547743,16,0,1,210,D,04,D,,H,200,D,110,D,100,D,,A,,A,,A,,A,,A,,A,
20172,03547743,16,1,1,200,D,04,D,14,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03547743,16,2,1,110,D,04,D,18,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03547743,16,3,1,100,D,04,D,31,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03547743,17,0,1,210,D,05,D,,H,200,D,110,D,100,D,,A,,A,,A,,A,,A,,A,
20172,03547743,17,1,1,200,D,05,D,12,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03547743,17,2,1,110,D,05,D,18,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03547743,17,3,1,100,D,05,D,33,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03547743,18,0,1,190,D,03,D,101,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03547873,7,0,1,190,D,03,D,39,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03547873,8,0,1,190,D,04,D,42,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03547873,9,0,1,190,D,05,D,42,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03547933,16,0,1,200,D,03,D,16,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03547933,17,0,1,200,D,04,D,16,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03547933,18,0,1,200,D,05,D,16,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03548113,5,0,1,190,D,04,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03548133,9,0,1,110,D,05,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03548333,9,0,1,100,D,05,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03548373,2,0,2,110,D,03,D,218,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03549253,11,0,1,190,D,03,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03549733,7,0,1,220,D,03,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03549743,12,0,1,110,D,05,D,115,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03550073,26,0,1,190,D,03,D,42,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03550073,27,0,1,190,D,05,D,42,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03550153,12,0,1,190,D,04,D,185,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03550533,9,0,1,130,D,05,D,44,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03550683,7,0,1,190,D,04,D,54,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03550823,4,0,1,190,D,05,D,135,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03550853,10,0,1,190,D,05,D,207,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03550893,3,0,1,190,D,03,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03550893,4,0,1,190,D,05,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551203,15,0,1,110,D,05,D,8,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551203,16,0,1,190,D,03,D,131,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551203,17,0,1,190,D,04,D,131,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551523,9,0,1,200,D,04,D,55,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551523,10,0,1,200,D,05,D,55,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551523,11,0,2,210,D,03,D,,H,210,D,100,D,,A,,A,,A,,A,,A,,A,,A,
20172,03551523,11,1,2,100,D,03,D,26,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551523,11,2,2,110,D,03,D,16,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551523,11,3,2,190,D,03,D,13,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551553,6,0,1,100,D,05,D,130,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551553,7,0,1,190,D,03,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551553,8,0,1,190,D,04,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551553,9,0,1,190,D,05,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551563,3,0,1,190,D,03,D,55,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551793,23,0,1,200,D,05,D,140,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551793,24,0,1,190,D,04,D,37,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551793,25,0,1,190,D,05,D,37,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551793,26,0,2,190,D,03,D,37,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551833,7,0,1,190,D,04,D,140,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551883,9,0,1,110,D,03,D,78,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551883,10,0,1,110,D,04,D,78,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551883,11,0,1,110,D,05,D,78,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551883,12,0,1,200,D,05,D,565,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551883,13,0,2,110,D,03,D,76,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551913,3,0,1,200,D,05,D,185,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551953,2,0,1,110,D,05,D,947,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03551993,13,0,1,190,D,03,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03552143,8,0,1,190,D,04,D,83,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03552143,9,0,1,190,D,05,D,337,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03552143,10,0,1,200,D,05,D,194,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03552143,11,0,1,110,D,04,D,162,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03552403,12,0,1,190,D,03,D,34,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03552403,13,0,1,190,D,04,D,34,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03552403,14,0,1,190,D,05,D,34,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03552433,4,0,1,200,D,05,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03552503,14,0,1,200,D,03,D,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03552503,15,0,1,200,D,04,D,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03552503,16,0,1,200,D,05,D,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03552503,17,0,2,190,D,03,D,105,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03553143,2,0,1,130,D,04,D,210,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03553143,3,0,1,190,D,05,D,410,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03553463,9,0,1,190,D,03,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03553893,4,0,1,190,D,03,D,32,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03553893,5,0,1,190,D,04,D,32,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03553893,6,0,1,190,D,05,D,32,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03554143,2,0,1,190,D,05,D,214,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03554313,10,0,1,190,D,04,D,91,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03554313,11,0,2,190,D,03,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03554413,22,0,1,190,D,05,D,89,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03554723,8,0,1,170,D,05,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03554803,7,0,1,200,D,05,D,217,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03554963,6,0,1,190,D,03,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03554963,7,0,1,190,D,04,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03554963,8,0,1,190,D,05,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03555773,4,0,2,110,D,03,D,130,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03555823,31,0,1,130,D,04,D,87,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03556103,3,0,1,200,D,03,D,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03556103,4,0,1,200,D,04,D,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03556103,5,0,1,200,D,05,D,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03556103,6,0,2,200,D,03,D,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03556133,9,0,1,120,D,05,D,106,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03566532,16,0,1,140,D,03,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03566862,13,0,1,140,D,03,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03567092,8,0,1,190,D,01,D,55,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03567092,9,0,1,190,D,02,D,55,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03567092,10,0,1,190,D,03,D,55,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03567362,11,0,1,190,D,03,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03568192,4,0,1,110,D,03,D,159,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03568192,5,0,1,130,D,03,D,371,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03568502,1,0,1,200,D,03,D,321,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03568972,6,0,1,160,D,02,D,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03569012,7,0,1,110,D,02,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03569182,4,0,1,170,D,02,D,105,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03569182,5,0,1,190,D,01,D,332,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03569552,5,0,1,190,D,01,D,125,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03569592,6,0,1,190,D,03,D,42,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03569812,4,0,1,190,D,01,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03569942,30,0,2,220,D,01,D,31,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03571102,14,0,1,220,D,03,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03571242,7,0,1,190,D,02,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03571252,6,0,1,190,D,03,D,280,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03571552,6,0,1,210,D,02,D,,H,210,D,190,D,,A,,A,,A,,A,,A,,A,,A,
20172,03571552,6,1,1,100,D,02,D,200,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03571552,6,2,1,110,D,02,D,115,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03571552,6,3,1,120,D,02,D,80,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03571552,6,4,1,130,D,02,D,127,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03571552,6,5,1,140,D,02,D,84,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03571552,6,6,1,150,D,02,D,73,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03571552,6,7,1,170,D,02,D,109,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03571552,6,8,1,190,D,02,D,103,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03571552,6,9,1,200,D,02,D,86,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03571552,6,10,1,220,D,02,D,58,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03571862,4,0,1,130,D,03,D,124,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03571932,10,0,1,220,D,02,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03572282,15,0,1,190,D,01,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03572762,6,0,2,190,D,01,D,138,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03572882,10,0,1,190,D,02,D,37,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03572972,10,0,1,190,D,01,D,260,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03573652,2,0,1,200,D,01,D,8,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03574072,3,0,1,190,D,02,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03574242,9,0,1,190,D,02,D,43,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03574242,10,0,1,190,D,03,D,43,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03574242,11,0,1,190,D,03,D,88,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03574242,12,0,2,190,D,01,D,43,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03574382,4,0,1,190,D,01,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03574402,14,0,1,110,D,02,D,27,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03574752,4,0,1,110,D,01,D,21,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03574752,5,0,1,110,D,02,D,21,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03574752,6,0,1,110,D,03,D,21,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03574752,7,0,2,110,D,01,D,21,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03575422,8,0,1,190,D,03,D,299,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03575502,4,0,1,190,D,02,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03576312,14,0,1,110,D,02,D,325,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03576312,15,0,1,110,D,02,D,162,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03576742,5,0,1,110,D,02,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03576862,6,0,1,110,D,01,D,299,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03588382,12,0,1,110,D,03,D,461,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03588412,5,0,1,130,D,04,D,38,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03588732,5,0,1,190,D,03,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03589072,8,0,1,190,D,02,D,76,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03589202,8,0,1,110,D,02,D,52,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03589202,9,0,1,130,D,04,D,154,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03589432,3,0,1,190,D,02,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03589442,5,0,1,190,D,04,D,64,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03589552,5,0,1,115,D,02,D,,H,110,D,100,D,,A,,A,,A,,A,,A,,A,,A,
20172,03589552,5,1,1,110,D,02,D,14,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03589552,5,2,1,100,D,02,D,26,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03589552,6,0,1,200,D,02,D,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03589682,24,0,1,120,D,03,D,55,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03589722,6,0,1,100,D,02,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03589732,1,0,2,190,D,02,D,350,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03589832,11,0,1,190,D,04,D,71,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03589832,12,0,1,200,D,04,D,218,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03590072,4,0,1,140,D,04,D,133,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03590122,5,0,1,190,D,04,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03590292,4,0,1,110,D,04,D,43,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03590402,8,0,1,130,D,04,D,44,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03590402,9,0,1,190,D,04,D,56,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03590402,10,0,1,200,D,03,D,55,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03590402,11,0,1,190,D,03,D,99,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03590402,12,0,1,190,D,04,D,493,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03590442,1,0,1,110,D,02,D,110,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03590522,9,0,1,200,D,03,D,154,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03590672,16,0,1,110,D,04,D,95,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03590672,17,0,1,170,D,04,D,924,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03590722,10,0,1,190,D,03,D,115,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03590742,2,0,1,200,D,02,D,7,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03590762,17,0,1,170,D,03,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03591122,14,0,1,200,D,04,D,175,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03591242,7,0,1,110,D,03,D,125,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03591442,3,0,1,130,D,04,D,82,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03591612,1,0,1,130,D,03,D,625,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03591722,3,0,1,100,D,02,D,900,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03591782,2,0,1,130,D,04,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03592012,15,0,1,190,D,02,D,71,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03592152,31,0,1,200,D,03,D,52,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03592152,32,0,1,200,D,04,D,52,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03592152,33,0,2,200,D,02,D,52,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03592302,12,0,1,200,D,03,D,109,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03592552,8,0,1,130,D,03,D,325,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03592812,6,0,1,110,D,03,D,106,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03592892,8,0,1,170,D,02,D,108,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03592892,9,0,1,170,D,03,D,108,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03592892,10,0,1,170,D,04,D,108,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03593242,14,0,1,190,D,04,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03593242,15,0,1,190,D,03,D,95,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03593242,16,0,1,200,D,04,D,335,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03593302,6,0,1,190,D,04,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03593662,7,0,1,200,D,04,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03593822,10,0,1,220,D,02,D,349,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03593992,15,0,1,190,D,02,D,52,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03593992,16,0,1,190,D,03,D,52,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03593992,17,0,1,190,D,04,D,52,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03594002,5,0,1,110,D,02,D,42,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03594002,6,0,1,110,D,03,D,42,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03594002,7,0,1,110,D,04,D,42,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03594002,8,0,2,220,D,02,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03594002,9,0,2,200,D,02,D,57,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03594832,6,0,1,190,D,04,D,21,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03594862,12,0,2,110,D,02,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03595022,6,0,1,190,D,02,D,114,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03595032,2,0,1,200,D,02,D,22,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03595032,3,0,1,200,D,03,D,22,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03595032,4,0,1,200,D,04,D,22,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03595102,10,0,1,200,D,02,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03595862,8,0,1,190,D,03,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03595862,9,0,1,200,D,03,D,340,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03595952,11,0,1,190,D,03,D,76,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03596212,7,0,1,190,D,02,D,136,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03596212,8,0,1,190,D,03,D,136,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03596212,9,0,1,190,D,04,D,136,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03596252,11,0,1,190,D,03,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03596482,2,0,1,190,D,03,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03596622,6,0,1,200,D,02,D,21,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03596792,11,0,1,190,D,03,D,125,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03596992,1,0,1,200,D,03,D,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03596992,2,0,1,200,D,04,D,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03596992,3,0,2,200,D,02,D,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03597102,2,0,1,110,D,02,D,18,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03597102,3,0,1,110,D,03,D,18,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03597102,4,0,1,110,D,04,D,18,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03597352,12,0,1,200,D,03,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03597552,5,0,1,190,D,04,D,316,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03597654,11,0,1,200,D,03,D,175,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03597862,4,0,1,110,D,03,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20172,03598092,10,0,1,190,D,04,D,46,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
