QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,MEDPCARY,MEDP_ARY,MEDPGFTC,MEDP_FTC,MEDPMTMO,MEDP_TMO,MEDPMTX,MEDPMTX_,MEDPCY1,MEDPCY1_,MEDPCY2,MEDPCY2_,MEDPCY3,MEDPCY3_,MEDPCY4,MEDPCY4_,MEDPCY5,MEDPCY5_,MEDPCY6,MEDPCY6_,MEDPCY7,MEDPCY7_,MEDPCY8,MEDPCY8_,MEDPCY9,MEDPCY9_,MEDPPRNT,MEDP_RNT,MEDPNOUT,MEDP_OUT
20172,03555523,18,1,1,420,D,1,D,04,D,5,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03555523,18,2,1,620,D,1,D,04,D,3,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03555543,16,0,1,420,D,1,D,04,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03555543,17,0,1,620,D,1,D,13,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03555543,18,0,1,620,D,1,D,13,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03555543,19,0,2,620,D,1,D,03,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03555553,8,0,1,530,D,1,D,03,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03555553,9,0,1,530,D,1,D,04,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03555553,10,0,1,530,D,1,D,05,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03555553,11,0,1,620,D,1,D,04,D,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03555593,23,0,1,120,D,1,D,05,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03555593,24,0,1,120,D,1,D,05,D,357,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03555593,25,0,1,410,D,1,D,05,D,767,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20172,03555593,26,0,1,410,D,1,D,04,D,140,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20172,03555593,27,0,1,410,D,1,D,04,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20172,03555593,28,0,1,620,D,1,D,13,D,107,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03555593,29,0,1,655,D,1,D,05,D,123,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A
20172,03555603,9,0,1,620,D,1,D,13,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03555643,14,0,1,130,D,1,D,05,D,,H,120,D,110,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03555643,14,1,1,120,D,1,D,05,D,256,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03555643,14,2,1,110,D,1,D,05,D,80,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03555643,15,0,1,200,D,1,D,05,D,235,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03555643,16,0,1,200,D,1,D,05,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03555643,17,0,1,200,D,1,D,05,D,79,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03555643,18,0,1,330,D,1,D,05,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03555643,19,0,1,420,D,1,D,05,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03555643,20,0,1,620,D,1,D,03,D,6,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03555643,21,0,1,620,D,1,D,04,D,11,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03555643,22,0,1,620,D,1,D,05,D,132,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03555653,7,0,1,110,D,1,D,05,D,42,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03555653,8,0,1,120,D,1,D,05,D,145,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03555693,15,0,1,420,D,1,D,05,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03555693,16,0,1,620,D,1,D,05,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03555713,14,0,1,200,D,1,D,05,D,160,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03555713,15,0,1,620,D,1,D,04,D,58,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03555773,16,0,1,200,D,1,D,05,D,816,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03555773,17,0,2,120,D,1,D,03,D,237,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03555823,55,0,1,620,D,1,D,04,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03555873,9,0,1,620,D,1,D,13,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03555883,19,0,1,620,D,1,D,13,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03555943,8,0,1,110,D,1,D,04,D,269,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03555983,25,0,1,110,D,1,D,04,D,2057,T,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03555983,26,0,1,110,D,1,D,05,D,2057,T,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03555983,27,0,1,110,D,1,D,05,D,2057,T,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03555983,28,0,1,110,D,1,D,05,D,2057,T,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03555983,29,0,1,110,D,1,D,04,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03555983,30,0,1,110,D,1,D,04,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03555983,31,0,1,120,D,1,D,04,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03555983,32,0,1,200,D,1,D,04,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03555983,33,0,1,410,D,1,D,03,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20172,03555983,34,0,1,410,D,1,D,04,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20172,03555983,35,0,1,410,D,1,D,05,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20172,03555983,36,0,1,420,D,1,D,05,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03555983,37,0,1,510,D,1,D,04,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03555983,38,0,1,620,D,1,D,13,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03556133,21,0,1,620,D,1,D,03,D,24,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03556133,22,0,1,620,D,1,D,04,D,8,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03556133,23,0,1,620,D,1,D,05,D,16,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03556153,16,0,1,200,D,1,D,05,D,85,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03556183,16,0,1,410,D,1,D,03,D,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20172,03556183,17,0,1,410,D,1,D,04,D,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20172,03556183,18,0,1,410,D,1,D,05,D,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20172,03556183,19,0,1,620,D,1,D,05,D,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03556213,18,0,1,120,D,1,D,05,D,9,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03556213,19,0,1,200,D,1,D,04,D,195,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03556213,20,0,1,420,D,1,D,04,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03556213,21,0,1,420,D,1,D,05,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03556213,22,0,1,420,D,1,D,05,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03556213,23,0,1,330,D,1,D,03,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03556213,24,0,1,330,D,1,D,04,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03556213,25,0,1,330,D,1,D,05,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03556213,26,0,1,620,D,1,D,13,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03556243,21,0,1,620,D,1,D,13,D,12,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03556243,22,0,2,420,D,1,D,03,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03556273,10,0,1,620,D,1,D,13,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03566512,20,0,1,200,D,1,D,02,D,240,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03566512,21,0,1,620,D,1,D,13,D,71,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03566532,32,0,1,200,D,1,D,01,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03566542,13,0,1,120,D,1,D,03,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03566552,13,0,1,200,D,1,D,03,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03566562,6,0,1,420,D,1,D,03,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03566562,7,0,1,620,D,1,D,13,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03566572,13,0,1,200,D,1,D,03,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03566572,14,0,1,420,D,1,D,02,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03566572,15,0,1,420,D,1,D,02,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03566572,16,0,1,620,D,1,D,13,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03566632,8,0,1,620,D,1,D,13,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03566712,9,0,1,420,D,1,D,02,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03566712,10,0,1,200,D,1,D,01,D,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03566712,11,0,1,620,D,1,D,13,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03566752,7,0,1,420,D,1,D,03,D,95,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03566772,7,0,1,200,D,1,D,01,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03566772,8,0,1,620,D,1,D,13,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03566862,23,0,1,200,D,1,D,01,D,225,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03566862,24,0,1,200,D,1,D,02,D,225,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03566862,25,0,1,200,D,1,D,03,D,225,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03566862,26,0,1,420,D,1,D,02,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03566862,27,0,1,420,D,1,D,03,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03566862,28,0,1,420,D,1,D,03,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03566862,29,0,1,620,D,1,D,13,D,130,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03566862,30,0,1,620,D,1,D,13,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03566932,8,0,1,200,D,1,D,01,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03566942,20,0,1,620,D,1,D,13,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03566952,11,0,1,620,D,1,D,13,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03566962,6,0,1,420,D,1,D,03,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03566962,7,0,1,620,D,1,D,13,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03566972,13,0,1,620,D,1,D,13,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03566982,17,0,1,200,D,1,D,02,D,64,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03566982,18,0,1,620,D,1,D,13,D,8,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03567002,8,0,1,620,D,1,D,13,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03567032,7,0,2,200,D,1,D,01,D,391,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03567042,10,0,1,620,D,1,D,13,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03567072,10,0,1,410,D,1,D,03,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20172,03567072,11,0,1,620,D,1,D,13,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03567092,22,0,1,420,D,1,D,02,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03567092,23,0,1,410,D,1,D,02,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20172,03567092,24,0,2,410,D,1,D,01,D,64,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03567092,25,0,2,420,D,1,D,01,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03567182,14,0,1,110,D,1,D,03,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03567182,15,0,1,200,D,1,D,02,D,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03567182,16,0,1,620,D,1,D,01,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03567182,17,0,2,620,D,1,D,01,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03567222,6,0,1,200,D,1,D,02,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03567222,7,0,1,330,D,1,D,03,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03567222,8,0,1,420,D,1,D,01,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03567222,9,0,1,420,D,1,D,02,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03567222,10,0,1,420,D,1,D,03,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03567222,11,0,1,510,D,1,D,01,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03567222,12,0,1,620,D,1,D,13,D,24,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03567352,11,0,1,420,D,1,D,01,D,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03567352,12,0,1,420,D,1,D,02,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03567352,13,0,1,420,D,1,D,03,D,160,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03567362,17,0,1,110,D,1,D,03,D,52,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03567372,4,0,1,200,D,1,D,03,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03567382,6,0,1,330,D,1,D,01,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03567382,7,0,1,330,D,1,D,02,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03567382,8,0,1,330,D,1,D,02,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03567402,4,0,1,620,D,1,D,13,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03567422,27,0,1,110,D,1,D,01,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03567462,5,0,1,620,D,1,D,13,D,52,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03567482,11,0,1,200,D,1,D,01,D,48,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03567482,12,0,1,110,D,1,D,02,D,61,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03567482,13,0,1,420,D,1,D,01,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03567482,14,0,1,420,D,1,D,02,D,79,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03567482,15,0,1,420,D,1,D,03,D,36,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03567482,16,0,1,510,D,1,D,01,D,241,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03567482,17,0,1,620,D,1,D,02,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03567482,18,0,1,620,D,1,D,03,D,87,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03567532,9,0,1,510,D,1,D,02,D,147,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03567532,10,0,1,620,D,1,D,01,D,79,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03567662,7,0,2,200,D,1,D,01,D,1200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03567702,11,0,2,510,D,1,D,01,D,452,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03567782,10,0,1,900,D,1,D,01,D,,H,620,D,330,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03567782,10,1,1,620,D,1,D,01,D,35,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03567782,10,2,1,330,D,1,D,01,D,140,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03567812,14,0,1,620,D,1,D,13,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03567812,15,0,2,420,D,1,D,01,D,89,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03567822,8,0,1,620,D,1,D,01,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03567882,29,0,1,200,D,1,D,01,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03567882,30,0,1,420,D,1,D,01,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03567892,6,0,1,200,D,1,D,02,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03567892,7,0,1,200,D,1,D,03,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03567892,8,0,1,120,D,1,D,02,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03567892,9,0,2,200,D,1,D,01,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03567912,8,0,1,620,D,1,D,13,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03568002,20,0,1,420,D,1,D,03,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03568002,21,0,1,510,D,1,D,02,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03568002,22,0,1,620,D,1,D,03,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03568032,15,0,1,200,D,1,D,01,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03568032,16,0,1,200,D,1,D,02,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03568032,17,0,1,200,D,1,D,03,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03568072,11,0,1,420,D,1,D,01,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03568172,3,0,1,620,D,1,D,13,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03568192,16,0,1,200,D,1,D,03,D,4039,T,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03568192,17,0,1,410,D,1,D,03,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20172,03568192,18,0,1,620,D,1,D,03,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03568212,12,0,1,200,D,1,D,02,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03568212,13,0,1,620,D,1,D,13,D,260,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03568212,14,0,1,900,D,1,D,01,D,,H,635,D,510,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03568212,14,1,1,635,D,1,D,01,D,222,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A
20172,03568212,14,2,1,510,D,1,D,01,D,278,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03568272,13,0,1,420,D,1,D,02,D,140,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03568272,14,0,1,620,D,1,D,13,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03568322,11,0,1,620,D,1,D,13,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03568422,18,0,1,900,D,1,D,03,D,,H,510,D,410,D,420,D,,A,,A,,A,,A,,A,,A,,A,,A
20172,03568422,18,1,1,510,D,1,D,03,D,869,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03568422,18,2,1,410,D,1,D,03,D,1688,U,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03568422,18,3,1,420,D,1,D,03,D,543,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03568422,19,0,1,620,D,1,D,13,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03568422,20,0,2,420,D,1,D,01,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03568472,8,0,1,410,D,1,D,01,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20172,03568472,9,0,1,410,D,1,D,02,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20172,03568472,10,0,1,410,D,1,D,03,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20172,03568472,11,0,1,620,D,1,D,13,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03568482,33,0,1,120,D,1,D,03,D,380,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03568482,34,0,1,420,D,1,D,03,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03568482,35,0,1,420,D,1,D,03,D,125,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03568482,36,0,1,420,D,1,D,02,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03568482,37,0,1,420,D,1,D,01,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03568482,38,0,1,200,D,1,D,03,D,38,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03568482,39,0,1,200,D,1,D,02,D,184,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03568482,40,0,1,620,D,1,D,13,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03568502,14,0,1,620,D,1,D,03,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03568512,3,0,1,200,D,1,D,03,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03568582,18,0,1,420,D,1,D,02,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03568582,19,0,2,420,D,1,D,01,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03568642,11,0,1,120,D,1,D,03,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03568772,19,0,1,200,D,1,D,01,D,115,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03568772,20,0,1,200,D,1,D,02,D,373,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03568832,9,0,1,620,D,1,D,13,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03568893,21,0,1,330,D,1,D,03,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03568893,22,0,1,420,D,1,D,03,D,290,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03568972,14,0,1,420,D,1,D,02,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03568972,15,0,1,120,D,1,D,03,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03568972,16,0,1,620,D,1,D,13,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03569002,13,0,1,420,D,1,D,01,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03569002,14,0,1,620,D,1,D,13,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03569012,22,0,1,120,D,1,D,01,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03569012,23,0,1,620,D,1,D,13,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03569042,10,0,1,420,D,1,D,03,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
