QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,MEDPCARY,MEDP_ARY,MEDPGFTC,MEDP_FTC,MEDPMTMO,MEDP_TMO,MEDPMTX,MEDPMTX_,MEDPCY1,MEDPCY1_,MEDPCY2,MEDPCY2_,MEDPCY3,MEDPCY3_,MEDPCY4,MEDPCY4_,MEDPCY5,MEDPCY5_,MEDPCY6,MEDPCY6_,MEDPCY7,MEDPCY7_,MEDPCY8,MEDPCY8_,MEDPCY9,MEDPCY9_,MEDPPRNT,MEDP_RNT,MEDPNOUT,MEDP_OUT
20174,03604454,20,0,1,200,D,1,D,09,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03604454,21,0,1,410,D,1,D,09,D,58,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20174,03604454,22,0,1,410,D,1,D,10,D,58,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20174,03604454,23,0,1,410,D,1,D,11,D,58,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20174,03604454,24,0,2,410,D,1,D,09,D,58,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20174,03604484,16,0,1,620,D,1,D,09,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03604484,17,0,2,420,D,1,D,09,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03604544,25,0,1,200,D,1,D,09,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03604544,26,0,1,200,D,1,D,10,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03604544,27,0,1,200,D,1,D,11,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03604544,28,0,1,620,D,1,D,13,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03604584,12,0,1,620,D,1,D,10,D,1200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03604584,13,0,1,620,D,1,D,11,D,1200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03604584,14,0,1,655,D,1,D,09,D,157,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A
20174,03604584,15,0,1,655,D,1,D,10,D,157,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A
20174,03604584,16,0,1,655,D,1,D,11,D,157,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A
20174,03604634,19,0,1,420,D,1,D,10,D,7,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03604634,20,0,1,510,D,1,D,10,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03604634,21,0,1,620,D,1,D,10,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03604694,14,0,2,620,D,1,D,09,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03604814,10,0,1,620,D,1,D,13,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03604844,16,0,1,130,D,1,D,09,D,,H,120,D,110,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03604844,16,1,1,120,D,1,D,09,D,214,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03604844,16,2,1,110,D,1,D,09,D,86,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03604844,17,0,1,420,D,1,D,10,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03604844,18,0,1,620,D,1,D,13,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03604854,19,0,1,110,D,1,D,10,D,86,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03604854,20,0,1,420,D,1,D,10,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03604854,21,0,1,420,D,1,D,09,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03604854,22,0,1,420,D,1,D,10,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03604854,23,0,1,510,D,1,D,10,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03604854,24,0,1,620,D,1,D,09,D,66,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03604854,25,0,1,620,D,1,D,10,D,88,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03604854,26,0,1,620,D,1,D,11,D,92,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03604924,16,0,1,410,D,1,D,10,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20174,03604924,17,0,1,620,D,1,D,13,D,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03604924,18,0,1,510,D,1,D,10,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03604964,12,0,1,620,D,1,D,13,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03604994,11,0,1,200,D,1,D,10,D,22,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03605224,21,0,1,200,D,1,D,11,D,95,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03605224,22,0,1,510,D,1,D,09,D,22,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03605224,23,0,1,620,D,1,D,09,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03605224,24,0,1,620,D,1,D,11,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03605254,18,0,1,620,D,1,D,13,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03605334,10,0,1,620,D,1,D,09,D,59,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03605334,11,0,1,620,D,1,D,10,D,59,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03605334,12,0,1,620,D,1,D,11,D,59,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03605364,11,0,1,620,D,1,D,13,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03605414,5,0,1,410,D,1,D,09,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20174,03605524,11,0,2,420,D,1,D,09,D,55,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03605544,13,0,1,200,D,1,D,11,D,270,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03605544,14,0,2,200,D,1,D,09,D,156,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03605624,10,0,1,110,D,1,D,11,D,26,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03605784,34,0,1,200,D,1,D,11,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03605784,35,0,1,420,D,1,D,11,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03605784,36,0,1,510,D,1,D,10,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03605784,37,0,1,510,D,1,D,11,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03605814,27,0,1,420,D,1,D,10,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03605814,28,0,1,330,D,1,D,10,D,1500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03605814,29,0,1,330,D,1,D,11,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03605814,30,0,1,620,D,1,D,09,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03605814,31,0,1,620,D,1,D,10,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03605814,32,0,1,620,D,1,D,11,D,140,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03605814,33,0,2,420,D,1,D,09,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03605854,16,0,1,620,D,1,D,09,D,128,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03605874,18,0,1,620,D,1,D,13,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03605894,13,0,1,620,D,1,D,13,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03605914,18,0,1,200,D,1,D,09,D,331,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03605914,19,0,1,200,D,1,D,10,D,331,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03605914,20,0,1,200,D,1,D,11,D,331,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03605914,21,0,1,620,D,1,D,10,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03605944,22,0,1,200,D,1,D,10,D,214,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03605944,23,0,1,420,D,1,D,10,D,133,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03605944,24,0,1,420,D,1,D,11,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03605944,25,0,1,200,D,1,D,11,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03605944,26,0,1,620,D,1,D,10,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03605944,27,0,1,620,D,1,D,11,D,8,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03605944,28,0,1,635,D,1,D,11,D,118,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A
20174,03605974,20,0,1,410,D,1,D,10,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20174,03605974,21,0,1,410,D,1,D,11,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20174,03605994,10,0,1,110,D,1,D,11,D,2057,T,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03605994,11,0,1,120,D,1,D,11,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03605994,12,0,1,900,D,1,D,11,D,,H,900,D,420,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03605994,12,1,1,200,D,1,D,11,D,163,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03605994,12,2,1,410,D,1,D,11,D,89,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03605994,12,3,1,420,D,1,D,11,D,54,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03605994,12,4,1,620,D,1,D,11,D,31,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03606004,21,0,1,200,D,1,D,11,D,85,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03606034,7,0,1,620,D,1,D,09,D,62,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03606034,8,0,1,620,D,1,D,10,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03606034,9,0,1,620,D,1,D,11,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03606064,15,0,1,420,D,1,D,09,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03606064,16,0,1,420,D,1,D,10,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03606064,17,0,1,420,D,1,D,11,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03606064,18,0,1,620,D,1,D,13,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03606124,12,0,1,200,D,1,D,10,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03606124,13,0,1,620,D,1,D,10,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03606144,28,0,1,900,D,1,D,09,D,,H,510,D,420,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03606144,28,1,1,510,D,1,D,09,D,213,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03606144,28,2,1,420,D,1,D,09,D,127,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03606144,29,0,1,620,D,1,D,10,D,12,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03606174,12,0,1,410,D,1,D,09,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20174,03606174,13,0,1,200,D,1,D,11,D,1060,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03606174,14,0,1,620,D,1,D,10,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03606224,20,0,1,330,D,1,D,10,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03606224,21,0,1,620,D,1,D,09,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03606244,13,0,2,420,D,1,D,09,D,175,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03606254,10,0,1,620,D,1,D,13,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03606284,12,0,1,620,D,1,D,13,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03606294,12,0,1,620,D,1,D,09,D,219,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03606304,31,0,1,620,D,1,D,13,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03606314,12,0,1,420,D,1,D,11,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03606354,14,0,1,420,D,1,D,11,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03606354,15,0,1,410,D,1,D,10,D,151,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20174,03606354,16,0,1,620,D,1,D,13,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03606384,35,0,1,120,D,1,D,09,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03606384,36,0,1,120,D,1,D,10,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03606384,37,0,1,120,D,1,D,11,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03606384,38,0,1,620,D,1,D,10,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03606414,13,0,1,620,D,1,D,13,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03606474,22,0,1,420,D,1,D,09,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03606474,23,0,1,510,D,1,D,09,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03606474,24,0,1,700,D,1,D,13,D,2500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03606474,25,0,1,620,D,1,D,13,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03606474,26,0,1,635,D,1,D,10,D,350,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A
20174,03606484,8,0,1,620,D,1,D,11,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03606514,25,0,1,120,D,1,D,09,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03606514,26,0,1,110,D,1,D,09,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03606514,27,0,1,420,D,1,D,10,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03606514,28,0,1,510,D,1,D,10,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03606514,29,0,1,620,D,1,D,10,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03606544,19,0,1,200,D,1,D,09,D,2000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03606544,20,0,1,620,D,1,D,13,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03606604,18,0,1,110,D,1,D,09,D,52,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03606624,22,0,1,620,D,1,D,13,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03606624,23,0,2,200,D,1,D,09,D,460,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03606634,31,0,1,110,D,1,D,09,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03606634,32,0,1,110,D,1,D,10,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03606634,33,0,1,110,D,1,D,11,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03606634,34,0,1,620,D,1,D,13,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03606654,19,0,1,900,D,1,D,09,D,,H,620,D,420,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03606654,19,1,1,620,D,1,D,09,D,83,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03606654,19,2,1,420,D,1,D,09,D,137,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03606654,20,0,1,620,D,1,D,10,D,137,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03606654,21,0,1,620,D,1,D,11,D,130,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03606664,9,0,2,110,D,1,D,09,D,450,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03606674,18,0,1,110,D,1,D,11,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03606674,19,0,1,110,D,1,D,11,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03606674,20,0,1,420,D,1,D,11,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03606674,21,0,1,410,D,1,D,11,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20174,03606694,12,0,1,200,D,1,D,10,D,4039,T,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03606694,13,0,1,200,D,1,D,10,D,1600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03606724,16,0,1,110,D,1,D,10,D,162,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03606724,17,0,1,120,D,1,D,10,D,219,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03606724,18,0,1,200,D,1,D,10,D,413,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03606744,21,0,1,110,D,1,D,10,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03606744,22,0,1,420,D,1,D,11,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03606774,11,0,1,620,D,1,D,10,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03606804,22,0,1,420,D,1,D,11,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03606834,12,0,1,620,D,1,D,13,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03606864,17,0,1,120,D,1,D,10,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03606874,11,0,1,200,D,1,D,09,D,1200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03606884,8,0,1,130,D,1,D,09,D,,H,110,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03606884,8,1,1,110,D,1,D,09,D,17,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03606884,8,2,1,120,D,1,D,09,D,58,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03606884,9,0,1,130,D,1,D,09,D,,H,110,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03606884,9,1,1,110,D,1,D,09,D,18,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03606884,9,2,1,120,D,1,D,09,D,57,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03606914,10,0,1,620,D,1,D,11,D,275,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03607024,27,0,1,120,D,1,D,10,D,87,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03607064,6,0,1,200,D,1,D,11,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03607064,7,0,1,620,D,1,D,13,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03607164,4,0,1,420,D,1,D,09,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03607164,5,0,1,420,D,1,D,10,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03607164,6,0,1,610,D,1,D,10,D,2900,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03607264,14,0,1,110,D,1,D,11,D,260,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03607264,15,0,1,120,D,1,D,11,D,541,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03607274,21,0,1,120,D,1,D,09,D,592,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03607274,22,0,1,120,D,1,D,09,D,470,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03607274,23,0,1,410,D,1,D,10,D,36,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20174,03607274,24,0,1,655,D,1,D,11,D,103,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A
20174,03607404,16,0,1,120,D,1,D,09,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03607404,17,0,1,420,D,1,D,09,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03607434,8,0,1,120,D,1,D,09,D,156,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03607434,9,0,1,410,D,1,D,09,D,340,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20174,03607434,10,0,1,510,D,1,D,11,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03607474,15,0,1,620,D,1,D,13,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03607504,20,0,1,420,D,1,D,09,D,31,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03607504,21,0,1,420,D,1,D,11,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03607504,22,0,1,510,D,1,D,09,D,192,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03607504,23,0,1,620,D,1,D,10,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03607514,15,0,1,620,D,1,D,10,D,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03607524,9,0,1,200,D,1,D,11,D,73,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03607544,19,0,1,420,D,1,D,09,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03607544,20,0,1,420,D,1,D,10,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03607544,21,0,1,420,D,1,D,11,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03607544,22,0,2,420,D,1,D,09,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03607544,23,0,2,620,D,1,D,09,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03607574,28,0,1,420,D,1,D,10,D,130,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03607574,29,0,1,510,D,1,D,10,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03607574,30,0,1,620,D,1,D,13,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03607574,31,0,2,110,D,1,D,09,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03607574,32,0,2,420,D,1,D,09,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03607574,33,0,2,510,D,1,D,09,D,62,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03607584,20,0,1,620,D,1,D,13,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03607594,14,0,1,110,D,1,D,10,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03607594,15,0,1,420,D,1,D,11,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03607594,16,0,2,430,D,1,D,09,D,,H,330,D,410,D,420,D,,A,,A,,A,,A,,A,,A,,A,,A
20174,03607594,16,1,2,330,D,1,D,09,D,589,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03607594,16,2,2,410,D,1,D,09,D,235,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03607594,16,3,2,420,D,1,D,09,D,176,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03607614,7,0,1,620,D,1,D,13,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03607794,14,0,1,420,D,1,D,11,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03607794,15,0,1,620,D,1,D,13,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03607844,19,0,2,110,D,1,D,09,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03607844,20,0,2,120,D,1,D,09,D,828,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03607844,21,0,2,120,D,1,D,09,D,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03607844,22,0,2,510,D,1,D,09,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03607894,27,0,1,110,D,1,D,09,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03607894,28,0,1,110,D,1,D,10,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
