QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,CRMCODEB,CRMC_DEB,CRMPROPI,CRMP_OPI,CRMTYPE,CRMTYPE_,APPCDE1,APPCDE1_,APPCDE2,APPCDE2_,APPCDE3,APPCDE3_,APPCDE4,APPCDE4_,APPCDE5,APPCDE5_,APPCDE6,APPCDE6_,REIMBRSZ,REIM_RSZ,CRMBSNSZ,CRMB_NSZ,QADEQPX1,QADE_PX1,QADEQPX2,QADE_PX2,QADEQPX3,QADE_PX3,QADEQPX4,QADE_PX4,QADEQPX5,QADE_PX5,QADEQPX6,QADE_PX6,QADPSP3X,QADP_P3X,QADPSP2X,QADP_P2X,QADPSPLX,QADP_PLX,QADRSP3X,QADR_P3X,QADRSP2X,QADR_P2X,QADRSPLX,QADR_PLX,CRMPTYPE,CRMP_YPE,CRMCODE,CRMCODE_,CRMCDB1,CRMCDB1_,CRMCDB2,CRMCDB2_,CRMCDB3,CRMCDB3_,CRMCDB4,CRMCDB4_,CRMCDB5,CRMCDB5_,CRMCDB6,CRMCDB6_,CRMCDB7,CRMCDB7_,CRMCDB8,CRMCDB8_,CRMCDB9,CRMCDB9_,CONTRACT,CONT_ACT,JLABOR1X,JLAB_R1X,JLABOR2X,JLAB_R2X,JLABOR3X,JLAB_R3X,APPL_X,APPL_X_,CONT0M01,CONT0M02,CONT0M03,CONT0M04,CONT_M01,CONT_M02,CONT_M03,CONT_M04,QADEQPX,QADEQPX_,SUPPLYM1,SUPPLYM2,SUPPLYM3,SUPPLYM4,SUPP_YM1,SUPP_YM2,SUPP_YM3,SUPP_YM4,TOOL0M01,TOOL0M02,TOOL0M03,TOOL0M04,TOOL_M01,TOOL_M02,TOOL_M03,TOOL_M04,QADLABX,QADLABX_,QADPSPTX,QADP_PTX,QADTLRX,QADTLRX_
20173,03713921,16,0,1,150,D,01,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,307,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,,A,,A,,A,D,A,A,A,05,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,500,D,,A,,A
20173,03713961,2,0,1,110,D,01,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,104,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,,A,,A,,A,A,A,A,A,A,A,A,A,,A,05,,,,D,A,A,A,A,A,A,A,A,A,A,A,,A,2000,D,,A
20173,03713961,3,0,1,175,D,01,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,401,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,,A,,A,,A,A,A,A,A,A,A,A,A,,A,05,,,,D,A,A,A,A,A,A,A,A,A,A,A,,A,150,D,,A
20173,03714181,5,0,1,235,D,01,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,599,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,,A,,A,,A,A,A,A,A,A,A,A,A,,A,05,,,,D,A,A,A,A,A,A,A,A,A,A,A,,A,1200,D,,A
20173,03714251,2,0,1,220,D,01,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,505,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,,A,,A,,A,D,A,A,A,07,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,6500,D,,A,,A
20173,03714261,7,0,1,160,D,01,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,412,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,,A,,A,,A,A,A,A,A,A,A,A,A,,A,07,,,,D,A,A,A,A,A,A,A,A,A,A,A,,A,150,D,,A
20173,03714261,8,0,1,175,D,01,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,401,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,,A,,A,,A,A,A,A,A,A,A,A,A,,A,06,,,,D,A,A,A,A,A,A,A,A,A,A,A,,A,75,D,,A
20173,03714261,9,0,1,190,D,01,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,499,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,,A,,A,,A,D,A,A,A,05,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,350,D,,A,,A
20173,03714271,5,0,1,300,D,01,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,599,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,,A,,A,,A,D,A,A,A,05,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,16000,D,,A,,A
20173,03714341,4,0,1,140,D,97,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,4,D,399,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,,A,,A,,A,A,A,A,A,A,A,A,A,,A,05,,,,D,A,A,A,A,A,A,A,A,A,A,A,,A,100,D,,A
20173,03714411,6,0,1,140,D,01,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,399,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,,A,,A,,A,D,A,A,A,06,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,500,D,,A,,A
20173,03714491,7,0,1,140,D,01,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,399,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,,A,,A,,A,D,A,A,A,07,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,700,D,,A,,A
20173,03714491,8,0,1,210,D,01,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,406,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,,A,,A,,A,D,A,A,A,06,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,400,D,,A,,A
20173,03714591,5,0,1,200,D,01,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,403,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,,A,,A,,A,D,A,A,A,07,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,25,D,,A,,A
20173,03714591,6,0,1,220,D,01,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,405,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,,A,,A,,A,D,A,A,A,05,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,65,D,,A,,A
20173,03714691,7,0,1,130,D,01,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,211,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,,A,,A,,A,A,A,A,A,A,A,A,A,,A,05,,,,D,A,A,A,A,A,A,A,A,A,A,A,,A,3500,D,,A
20173,03714691,8,0,1,150,D,01,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,306,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,,A,,A,,A,A,A,A,A,A,A,A,A,,A,05,,,,D,A,A,A,A,A,A,A,A,A,A,A,,A,3000,D,,A
20173,03714951,1,0,1,235,D,01,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,620,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,,A,,A,,A,D,A,A,A,06,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,4000,D,,A,,A
20173,03715121,6,0,1,140,D,01,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,399,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,,A,,A,,A,D,A,A,A,05,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,400,D,,A,,A
20173,03715121,7,0,1,300,D,01,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,499,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,,A,,A,,A,D,A,A,A,06,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,200,D,,A,,A
20173,03715151,10,0,1,110,D,01,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,104,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,,A,,A,,A,A,A,A,A,A,A,A,A,,A,06,,,,D,A,A,A,A,A,A,A,A,A,A,A,,A,200,D,,A
20173,03715151,11,0,1,150,D,01,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,307,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,,A,,A,,A,A,A,A,A,A,A,A,A,,A,07,,,,D,A,A,A,A,A,A,A,A,A,A,A,,A,500,D,,A
20173,03715151,12,0,1,190,D,01,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,499,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,,A,,A,,A,A,A,A,A,A,A,A,A,,A,06,,,,D,A,A,A,A,A,A,A,A,A,A,A,,A,70,D,,A
20173,03715301,11,0,1,260,D,01,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,408,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,,A,,A,,A,A,A,A,A,A,A,A,A,,A,05,,,,D,A,A,A,A,A,A,A,A,A,A,A,,A,500,D,,A
20173,03715401,4,0,1,300,D,01,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,499,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,,A,,A,,A,D,A,A,A,07,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,350,D,,A,,A
20173,03715531,3,0,1,220,D,01,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,205,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,,A,,A,,A,D,A,A,A,05,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,20000,D,,A,,A
20173,03715551,9,0,1,220,D,99,D,3,D,900,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,5,D,505,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,,A,,A,2000,D,D,A,A,A,07,A,A,A,2000,D,,,,,A,A,A,A,A,A,A,A,A,A,A,A,3000,D,,A,,A
20173,03715551,10,0,1,220,D,99,D,4,D,360,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,5,D,405,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,,A,,A,,B,D,A,A,A,07,A,A,A,,B,,,,,A,A,A,A,A,A,A,A,A,A,A,A,320,D,,A,,A
20173,03715681,5,0,1,175,D,01,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,401,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,,A,,A,,A,D,A,A,A,07,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,3300,D,,A,,A
20173,03715691,12,0,1,120,D,01,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,215,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,,A,,A,,A,D,A,A,A,05,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,15000,D,,A,,A
20173,03715711,5,0,1,140,D,01,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,399,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,,A,,A,,A,A,A,A,A,A,A,A,A,,A,05,,,,D,A,A,A,A,A,A,A,A,A,A,A,,A,200,D,,A
20173,03715741,2,0,1,130,D,01,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,211,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,,A,,A,,A,A,A,A,A,A,A,A,A,,A,05,,,,D,A,A,A,A,A,A,A,A,A,A,A,,A,2000,D,,A
20173,03715741,3,0,1,140,D,01,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,399,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,,A,,A,,A,A,A,A,A,A,A,A,A,,A,07,,,,D,A,A,A,A,A,A,A,A,A,A,A,,A,500,D,,A
20173,03715801,3,0,1,300,D,01,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,599,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,,A,,A,,A,A,A,A,A,A,A,A,A,,A,06,,,,D,A,A,A,A,A,A,A,A,A,A,A,,A,250,D,,A
20173,03715801,4,0,1,300,D,01,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,599,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,,A,,A,,A,A,A,A,A,A,A,A,A,,A,07,,,,D,A,A,A,A,A,A,A,A,A,A,A,,A,250,D,,A
20173,03716001,12,0,1,140,D,01,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,399,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,,A,,A,,A,A,A,A,A,A,A,A,A,,A,06,,,,D,A,A,A,A,A,A,A,A,A,A,A,,A,400,D,,A
20173,03716231,4,0,1,140,D,01,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,399,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,,A,,A,,A,A,A,A,A,A,A,A,A,,A,05,,,,D,A,A,A,A,A,A,A,A,A,A,A,,A,500,D,,A
20173,03716391,9,0,1,140,D,01,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,399,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,,A,,A,,A,D,A,A,A,05,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,2000,D,,A,,A
20173,03716401,7,0,1,260,D,01,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,408,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,,A,,A,,A,D,A,A,A,05,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,300,D,,A,,A
20173,03716401,8,0,1,290,D,01,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,599,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,,A,,A,,A,D,A,A,A,05,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,6000,D,,A,,A
20173,03716481,4,0,1,140,D,01,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,399,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,,A,,A,,A,D,D,D,D,05,06,07,08,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,400,D,,A,,A
20173,03716491,8,0,1,175,D,01,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,401,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,,A,,A,,A,D,A,A,A,07,A,A,A,,A,07,,,,D,A,A,A,A,A,A,A,A,A,A,A,1700,D,300,D,,A
20173,03716491,9,0,1,220,D,01,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,405,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,,A,,A,,A,D,A,A,A,07,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,100,D,,A,,A
20173,03716831,3,0,1,260,D,01,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,408,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,,A,,A,,A,D,A,A,A,07,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,2400,D,,A,,A
20173,03716831,4,0,1,220,D,01,D,3,D,900,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,505,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,,A,,A,,C,D,A,A,A,07,A,A,A,,B,,,,,A,A,A,A,A,A,A,A,A,A,A,A,4200,D,,A,,A
20173,03716961,20,0,1,140,D,01,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,399,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,,A,,A,,A,D,A,A,A,07,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,300,D,,A,,A
20173,03716961,21,0,1,175,D,01,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,401,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,,A,,A,,A,A,A,A,A,A,A,A,A,,A,07,,,,D,A,A,A,A,A,A,A,A,A,A,A,,A,100,D,,A
20173,03716981,3,0,1,175,D,01,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,401,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,,A,,A,,A,A,A,A,A,A,A,A,A,,A,05,06,,,D,D,A,A,A,A,A,A,A,A,A,A,,A,600,D,,A
20173,03716981,4,0,1,300,D,01,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,208,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,,A,,A,,A,A,A,A,A,A,A,A,A,,A,07,,,,D,A,A,A,A,A,A,A,A,A,A,A,,A,200,D,,A
20173,03717031,9,0,1,235,D,01,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,599,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,,A,,A,,A,D,A,A,A,05,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,3000,D,,A,,A
20173,03717061,26,0,1,150,D,01,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,303,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,,A,,A,,A,D,D,A,A,05,06,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,25536,D,,A,,A
20173,03717091,6,0,1,130,D,01,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,218,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,,A,,A,,A,A,A,A,A,A,A,A,A,,A,05,,,,D,A,A,A,A,A,A,A,A,A,A,A,,A,250,D,,A
20173,03717091,7,0,1,140,D,01,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,399,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,,A,,A,,A,A,A,A,A,A,A,A,A,,A,05,,,,D,A,A,A,A,A,A,A,A,A,A,A,,A,200,D,,A
20173,03717101,14,0,1,140,D,01,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,399,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,,A,,A,,A,D,A,A,A,05,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,750,D,,A,,A
20173,03717101,15,0,1,300,D,01,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,499,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,,A,,A,,A,D,D,D,D,05,06,07,08,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,80,D,,A,,A
20173,03717281,14,0,1,150,D,01,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,305,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,,A,,A,,A,A,A,A,A,A,A,A,A,,A,06,,,,D,A,A,A,A,A,A,A,A,A,A,A,,A,1800,D,,A
20173,03717281,15,0,1,140,D,01,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,399,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,,A,,A,,A,D,A,A,A,05,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,220,D,,A,,A
20173,03717281,16,0,1,200,D,01,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,501,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,,A,,A,,A,A,A,A,A,A,A,A,A,,A,05,,,,D,A,A,A,A,A,A,A,A,A,A,A,,A,300,D,,A
20173,03717401,6,0,1,140,D,01,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,399,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,,A,,A,,A,A,A,A,A,A,A,A,A,,A,07,,,,D,A,A,A,A,A,A,A,A,A,A,A,,A,400,D,,A
20173,03717611,4,0,1,300,D,97,D,2,D,,A,,A,,A,,A,,A,,A,1.00,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,4,D,399,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,,A,,A,,A,D,A,A,A,07,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,1400,D,,A,,A
20173,03717621,9,0,1,235,D,01,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,409,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,,A,,A,,A,A,A,A,A,A,A,A,A,,A,07,,,,D,A,A,A,A,A,A,A,A,A,A,A,,A,2000,D,,A
20173,03717621,10,0,1,175,D,01,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,401,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,,A,,A,,A,A,A,A,A,A,A,A,A,,A,07,,,,D,A,A,A,A,A,A,A,A,A,A,A,,A,150,D,,A
20173,03717681,5,0,1,160,D,01,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,303,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,,A,,A,,A,A,A,A,A,A,A,A,A,,A,05,,,,D,A,A,A,A,A,A,A,A,A,A,A,,A,110,D,,A
20173,03717701,2,0,1,175,D,01,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,401,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,,A,,A,,A,D,A,A,A,06,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,1000,D,,A,,A
20173,03717861,3,0,1,220,D,01,D,4,D,900,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,405,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,,A,,A,700,D,D,A,A,A,07,A,A,A,700,D,,,,,A,A,A,A,A,A,A,A,A,A,A,A,0,D,,A,,A
20173,03718021,7,0,1,130,D,01,D,2,D,900,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,211,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,,A,,A,50,D,D,A,A,A,05,A,A,A,50,D,,,,,A,A,A,A,A,A,A,A,A,A,A,A,750,D,,A,,A
20173,03718021,8,0,1,175,D,01,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,401,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,,A,,A,,A,D,A,A,A,05,A,A,A,,A,,,,,A,A,A,A,A,A,A,A,A,A,A,A,200,D,,A,,A
