QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,MEDRCARY,MEDR_ARY,MEDRGFTC,MEDR_FTC,MEDRMBMO,MEDR_BMO,MEDRMBX,MEDRMBX_,MEDRCY1,MEDRCY1_,MEDRCY2,MEDRCY2_,MEDRCY3,MEDRCY3_,MEDRCY4,MEDRCY4_,MEDRCY5,MEDRCY5_,MEDRCY6,MEDRCY6_,MEDRCY7,MEDRCY7_,MEDRCY8,MEDRCY8_,MEDRCY9,MEDRCY9_,MEDRPRNT,MEDR_RNT,MEDRNOUT,MEDR_OUT
20173,03699031,9,1,1,510,D,1,D,04,D,6,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03699031,9,2,1,200,D,1,D,04,D,114,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03699981,23,0,1,200,D,1,D,04,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03699981,24,0,1,200,D,1,D,05,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03699981,25,0,1,200,D,1,D,06,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03699981,26,0,1,900,D,1,D,04,D,,H,620,D,635,D,420,D,,A,,A,,A,,A,,A,,A,,A,,A
20173,03699981,26,1,1,620,D,1,D,04,D,15,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03699981,26,2,1,635,D,1,D,04,D,15,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A
20173,03699981,26,3,1,420,D,1,D,04,D,320,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03699981,27,0,1,900,D,1,D,05,D,,H,620,D,635,D,420,D,,A,,A,,A,,A,,A,,A,,A,,A
20173,03699981,27,1,1,620,D,1,D,05,D,15,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03699981,27,2,1,635,D,1,D,05,D,15,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A
20173,03699981,27,3,1,420,D,1,D,05,D,320,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03699981,28,0,1,900,D,1,D,06,D,,H,620,D,635,D,420,D,,A,,A,,A,,A,,A,,A,,A,,A
20173,03699981,28,1,1,620,D,1,D,06,D,15,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03699981,28,2,1,635,D,1,D,06,D,16,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A
20173,03699981,28,3,1,420,D,1,D,06,D,319,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03700291,11,0,1,620,D,1,D,05,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03700691,14,0,1,530,D,1,D,04,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03702241,11,0,1,510,D,1,D,04,D,11,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03713501,20,0,1,420,D,1,D,06,D,2462,T,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03717604,9,0,1,620,D,1,D,07,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03718634,12,0,1,620,D,1,D,07,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03719081,31,0,1,420,D,1,D,05,D,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03720121,19,0,1,200,D,1,D,06,D,950,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03721571,13,0,1,420,D,1,D,06,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03721571,14,0,1,620,D,1,D,07,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03722111,17,0,1,120,D,1,D,06,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03734481,24,0,1,200,D,1,D,06,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03735901,23,0,1,110,D,1,D,06,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03736891,9,0,1,420,D,1,D,06,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03737741,20,0,1,620,D,1,D,06,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03737741,21,0,1,620,D,1,D,07,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03737741,22,0,1,620,D,1,D,08,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03739311,5,0,1,420,D,1,D,08,D,2462,T,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03739321,15,0,1,430,D,1,D,06,D,,H,420,D,410,D,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20173,03739321,15,1,1,420,D,1,D,06,D,477,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20173,03739321,15,2,1,410,D,1,D,06,D,523,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20173,03739321,16,0,1,110,D,1,D,08,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03739321,17,0,1,120,D,1,D,08,D,700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03741121,11,0,1,700,D,1,D,06,D,2500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03741121,12,0,1,700,D,1,D,07,D,2500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03741121,13,0,1,700,D,1,D,08,D,2500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03741761,8,0,1,110,D,1,D,08,D,280,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03742981,8,0,1,200,D,1,D,07,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03743061,24,0,1,200,D,1,D,08,D,384,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03743061,25,0,1,620,D,1,D,08,D,17,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03744411,24,0,1,120,D,2,D,08,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20173,03744621,41,0,1,420,D,1,D,08,D,247,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03567224,14,0,2,620,D,1,D,07,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03568944,11,0,1,620,D,1,D,07,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03568944,12,0,1,620,D,1,D,07,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03569074,26,0,2,620,D,1,D,07,D,139,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03570084,18,0,1,420,D,2,D,08,D,109,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03570084,19,0,1,200,D,2,D,08,D,155,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03571734,10,0,1,610,D,1,D,09,D,8000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03574024,13,0,1,110,D,1,D,08,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03574654,30,0,1,530,D,1,D,07,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03574654,31,0,1,530,D,1,D,08,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03574654,32,0,1,530,D,1,D,09,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03575424,13,0,2,200,D,1,D,07,D,186,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03576794,15,0,1,410,D,1,D,07,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20174,03588774,30,0,1,410,D,1,D,10,D,900,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20174,03589464,21,0,1,420,D,1,D,08,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03589584,35,0,1,530,D,1,D,08,D,105,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03591124,36,0,2,620,D,1,D,08,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03591234,11,0,1,620,D,1,D,10,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03596564,11,0,1,200,D,1,D,10,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03597734,17,0,1,620,D,1,D,10,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03599774,29,0,1,420,D,1,D,09,D,415,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03599774,30,0,1,420,D,1,D,10,D,415,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03599774,31,0,1,420,D,1,D,11,D,415,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03599774,32,0,1,330,D,1,D,10,D,750,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03599844,13,0,1,420,D,1,D,09,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03599844,14,0,1,420,D,1,D,10,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03599844,15,0,1,420,D,1,D,11,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03600734,10,0,1,620,D,1,D,10,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03601824,10,0,1,900,D,1,D,10,D,,H,620,D,420,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03601824,10,1,1,620,D,1,D,10,D,50,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03601824,10,2,1,420,D,1,D,10,D,200,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03602914,11,0,2,620,D,1,D,09,D,24,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03603914,16,0,1,200,D,1,D,09,D,262,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03603934,21,0,1,410,D,1,D,09,D,270,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20174,03603934,22,0,1,410,D,1,D,10,D,270,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20174,03603934,23,0,1,410,D,1,D,11,D,270,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20174,03604854,27,0,1,330,D,1,D,11,D,730,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03605224,25,0,1,200,D,1,D,11,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03605454,7,0,2,620,D,1,D,09,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03606414,14,0,2,200,D,1,D,09,D,350,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03607584,21,0,2,620,D,1,D,09,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03641083,7,0,1,200,D,1,D,07,D,550,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03641083,8,0,1,110,D,1,D,08,D,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03641853,26,0,1,420,D,1,D,09,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03642403,18,0,1,420,D,1,D,07,D,84,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03643143,31,0,1,510,D,1,D,08,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03643143,32,0,1,620,D,1,D,08,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03643633,34,0,1,620,D,1,D,09,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03643633,35,0,1,620,D,1,D,09,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03643733,12,0,1,420,D,1,D,08,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03646553,31,0,1,330,D,1,D,09,D,1300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03646943,31,0,1,620,D,1,D,07,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03646943,32,0,1,510,D,1,D,07,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03646943,33,0,1,510,D,1,D,08,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03646943,34,0,1,510,D,1,D,09,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03647713,18,0,1,200,D,1,D,08,D,62,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03648143,35,0,1,110,D,1,D,08,D,105,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03649323,15,0,1,120,D,1,D,09,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03649883,6,0,2,620,D,1,D,07,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03654213,22,0,1,620,D,1,D,08,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03654213,23,0,1,620,D,1,D,09,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03654213,24,0,1,620,D,1,D,10,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03654313,4,0,1,620,D,1,D,08,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03654333,37,0,1,900,D,1,D,08,D,,H,120,D,200,D,620,D,110,D,,A,,A,,A,,A,,A,,A,,A
20174,03654333,37,1,1,120,D,1,D,08,D,84,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03654333,37,2,1,200,D,1,D,08,D,552,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03654333,37,3,1,620,D,1,D,08,D,42,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03654333,37,4,1,110,D,1,D,08,D,222,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03655593,15,0,2,410,D,1,D,08,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20174,03655903,13,0,1,420,D,1,D,08,D,1200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03656273,31,0,1,655,D,1,D,09,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A
20174,03656383,18,0,2,420,D,1,D,08,D,140,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03656413,14,0,2,330,D,1,D,08,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03658613,9,0,1,330,D,1,D,09,D,771,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03661213,30,0,1,330,D,1,D,10,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03661213,31,0,1,420,D,1,D,10,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03661213,32,0,1,420,D,1,D,09,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03664164,13,0,2,510,D,1,D,09,D,1216,T,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03666153,19,0,1,510,D,1,D,11,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03667763,12,0,1,620,D,1,D,11,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03668913,8,0,1,330,D,1,D,11,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03670223,17,0,2,200,D,2,D,09,D,305,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03670353,18,0,1,200,D,1,D,11,D,67,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03670363,15,0,1,110,D,1,D,10,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03670363,16,0,1,620,D,1,D,11,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03670803,23,0,1,530,D,1,D,10,D,125,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03670803,24,0,2,900,D,1,D,09,D,,H,620,D,420,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03670803,24,1,2,620,D,1,D,09,D,12,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03670803,24,2,2,420,D,1,D,09,D,48,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03692492,16,0,1,330,D,1,D,09,D,1400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03692742,29,0,1,900,D,1,D,07,D,,H,420,D,510,D,620,D,410,D,330,D,,A,,A,,A,,A,,A,,A
20174,03692742,29,1,1,420,D,1,D,07,D,715,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03692742,29,2,1,510,D,1,D,07,D,401,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03692742,29,3,1,620,D,1,D,07,D,178,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03692742,29,4,1,410,D,1,D,07,D,722,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03692742,29,5,1,330,D,1,D,07,D,1784,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03693602,17,0,1,330,D,1,D,07,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03693602,18,0,1,330,D,1,D,08,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03694072,12,0,1,330,D,1,D,09,D,130,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03695602,7,0,1,420,D,1,D,08,D,779,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03696032,8,0,2,620,D,1,D,07,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03697842,27,0,1,110,D,1,D,09,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03697852,12,0,1,420,D,1,D,09,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03698712,34,0,1,420,D,1,D,07,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03698722,22,0,1,420,D,1,D,08,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03699072,35,0,1,420,D,1,D,07,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03699982,24,0,2,200,D,1,D,07,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03699982,25,0,2,900,D,1,D,07,D,,H,620,D,635,D,420,D,,A,,A,,A,,A,,A,,A,,A,,A
20174,03699982,25,1,2,620,D,1,D,07,D,70,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03699982,25,2,2,635,D,1,D,07,D,1112,U,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A
20174,03699982,25,3,2,420,D,1,D,07,D,70,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03701792,27,0,1,620,D,1,D,08,D,804,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03701792,28,0,1,620,D,1,D,09,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03702482,10,0,1,410,D,1,D,08,D,12,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20174,03702482,11,0,1,510,D,1,D,09,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03713252,10,0,1,200,D,1,D,10,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03713422,12,0,1,620,D,1,D,08,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03713422,13,0,1,620,D,1,D,09,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03713422,14,0,1,620,D,1,D,10,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03713432,14,0,1,410,D,1,D,08,D,81,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20174,03713432,15,0,1,410,D,1,D,09,D,81,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20174,03713432,16,0,1,410,D,1,D,10,D,81,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20174,03713502,12,0,1,620,D,1,D,08,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03714172,7,0,1,200,D,1,D,08,D,830,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03714252,12,0,1,620,D,1,D,10,D,126,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03715122,37,0,1,510,D,1,D,10,D,1216,T,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03715492,24,0,1,620,D,1,D,10,D,12,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03717542,22,0,1,110,D,1,D,10,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03719252,40,0,1,620,D,1,D,08,D,55,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03719252,41,0,1,620,D,1,D,09,D,99,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03719252,42,0,1,620,D,1,D,10,D,6,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03719592,7,0,1,120,D,1,D,10,D,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03720562,22,0,1,530,D,1,D,08,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03720562,23,0,1,530,D,1,D,09,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03720562,24,0,1,530,D,1,D,10,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03720652,8,0,1,620,D,1,D,08,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03720652,9,0,1,620,D,1,D,09,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03720652,10,0,1,620,D,1,D,10,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03723612,23,0,1,200,D,1,D,10,D,138,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03723652,19,0,1,120,D,1,D,09,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03736732,11,0,1,420,D,1,D,11,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03736732,12,0,1,620,D,1,D,11,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03736782,48,0,1,200,D,1,D,11,D,622,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03737912,12,0,1,420,D,1,D,09,D,870,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03738352,15,0,1,620,D,2,D,10,D,410,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03739272,17,0,1,420,D,1,D,11,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03739272,18,0,1,530,D,1,D,11,D,598,T,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03741512,29,0,2,420,D,1,D,09,D,182,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03742312,12,0,1,200,D,1,D,10,D,19,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03742582,12,0,1,620,D,1,D,11,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03742692,15,0,1,330,D,1,D,11,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03743062,22,0,1,620,D,1,D,11,D,17,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03755541,7,0,1,200,D,1,D,09,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03755541,8,0,1,330,D,1,D,09,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03755541,9,0,1,420,D,1,D,09,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03755541,10,0,1,620,D,1,D,09,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03756231,23,0,1,410,D,1,D,08,D,33,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20174,03756691,4,0,1,620,D,1,D,09,D,94,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03758421,10,0,1,420,D,1,D,09,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03758841,32,0,1,610,D,1,D,08,D,6000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03758921,9,0,1,420,D,1,D,09,D,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03759081,19,0,1,200,D,1,D,08,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03759141,14,0,1,420,D,1,D,09,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03759141,15,0,1,200,D,1,D,08,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03760551,18,0,1,610,D,1,D,09,D,435,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03761301,13,0,1,635,D,1,D,08,D,1112,T,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A
20174,03761331,17,0,1,330,D,1,D,09,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03763041,13,0,1,200,D,1,D,07,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03763301,5,0,1,420,D,1,D,09,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03776871,28,0,1,200,D,1,D,08,D,752,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20174,03777611,12,0,1,110,D,1,D,09,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
