QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,VOPREGY,VOPREGY_,VOPMO_C,VOPMO_C_,VOPREGX,VOPREGX_,VOPRGY1,VOPRGY1_,VOPRGY2,VOPRGY2_,VOPRGY3,VOPRGY3_,VOPRGY4,VOPRGY4_
20171,03386774,30,0,1,400,D,12,D,109,D,,A,,A,,A,,A
20171,03386894,20,0,1,420,D,10,D,56,D,,A,,A,,A,,A
20171,03386924,36,0,1,400,D,11,D,20,D,,A,,A,,A,,A
20171,03386924,37,0,1,430,D,12,D,,H,410,D,425,D,405,D,415,D
20171,03386924,37,1,1,410,D,12,D,79,E,,A,,A,,A,,A
20171,03386924,37,2,1,405,D,12,D,443,E,,A,,A,,A,,A
20171,03386924,37,3,1,420,D,12,D,78,E,,A,,A,,A,,A
20171,03387004,52,0,1,400,D,10,D,47,D,,A,,A,,A,,A
20171,03387104,64,0,2,410,D,10,D,35,D,,A,,A,,A,,A
20171,03387114,43,0,1,400,D,12,D,40,D,,A,,A,,A,,A
20171,03387154,37,0,1,420,D,10,D,433,D,,A,,A,,A,,A
20171,03387194,23,0,1,420,D,12,D,55,D,,A,,A,,A,,A
20171,03387224,39,0,1,420,D,11,D,76,D,,A,,A,,A,,A
20171,03387234,35,0,1,410,D,11,D,6,D,,A,,A,,A,,A
20171,03387274,16,0,1,410,D,12,D,21,F,,A,,A,,A,,A
20171,03387314,53,0,1,420,D,12,D,75,D,,A,,A,,A,,A
20171,03387314,54,0,1,420,D,10,D,75,D,,A,,A,,A,,A
20171,03387424,76,0,1,410,D,12,D,70,D,,A,,A,,A,,A
20171,03387424,77,0,1,410,D,11,D,70,D,,A,,A,,A,,A
20171,03387424,78,0,1,420,D,11,D,36,D,,A,,A,,A,,A
20171,03387474,20,0,1,420,D,10,D,80,D,,A,,A,,A,,A
20171,03387584,51,0,1,420,D,12,D,92,D,,A,,A,,A,,A
20171,03387664,39,0,1,430,D,10,D,,H,415,D,425,D,410,D,,A
20171,03387664,39,1,1,420,D,10,D,128,E,,A,,A,,A,,A
20171,03387664,39,2,1,410,D,10,D,32,E,,A,,A,,A,,A
20171,03387664,40,0,2,430,D,10,D,,H,415,D,405,D,410,D,,A
20171,03387664,40,1,2,420,D,10,D,138,E,,A,,A,,A,,A
20171,03387664,40,2,2,410,D,10,D,33,E,,A,,A,,A,,A
20171,03387694,35,0,1,420,D,12,D,90,D,,A,,A,,A,,A
20171,03387814,38,0,1,420,D,12,D,24,D,,A,,A,,A,,A
20171,03388094,68,0,1,420,D,11,D,75,D,,A,,A,,A,,A
20171,03388244,42,0,1,430,D,12,D,,H,415,D,410,D,,A,,A
20171,03388244,42,1,1,420,D,12,D,66,E,,A,,A,,A,,A
20171,03388244,42,2,1,410,D,12,D,23,E,,A,,A,,A,,A
20171,03388244,43,0,1,430,D,11,D,,H,415,D,410,D,,A,,A
20171,03388244,43,1,1,420,D,11,D,52,E,,A,,A,,A,,A
20171,03388244,43,2,1,410,D,11,D,18,E,,A,,A,,A,,A
20171,03388264,35,0,1,410,D,10,D,70,D,,A,,A,,A,,A
20171,03388314,67,0,1,420,D,11,D,75,D,,A,,A,,A,,A
20171,03388604,28,0,1,410,D,12,D,7,D,,A,,A,,A,,A
20171,03388604,29,0,1,420,D,12,D,70,D,,A,,A,,A,,A
20171,03388754,32,0,1,405,D,12,D,275,D,,A,,A,,A,,A
20171,03388754,33,0,1,410,D,11,D,32,D,,A,,A,,A,,A
20171,03388784,22,0,1,420,D,12,D,52,D,,A,,A,,A,,A
20171,03388794,62,0,1,420,D,10,D,960,F,,A,,A,,A,,A
20171,03388834,69,0,1,400,D,12,D,25,D,,A,,A,,A,,A
20171,03388874,33,0,2,410,D,10,D,7,D,,A,,A,,A,,A
20171,03388874,34,0,2,420,D,10,D,75,D,,A,,A,,A,,A
20171,03389044,49,0,1,405,D,10,D,300,D,,A,,A,,A,,A
20171,03389164,21,0,1,420,D,12,D,250,D,,A,,A,,A,,A
20171,03389224,36,0,1,410,D,11,D,8,D,,A,,A,,A,,A
20171,03389224,37,0,1,420,D,11,D,85,D,,A,,A,,A,,A
20171,03389244,39,0,1,420,D,10,D,36,D,,A,,A,,A,,A
20171,03389274,58,0,1,405,D,12,D,503,D,,A,,A,,A,,A
20171,03389354,31,0,1,420,D,11,D,190,D,,A,,A,,A,,A
20171,03389474,50,0,1,405,D,10,D,239,D,,A,,A,,A,,A
20171,03389644,29,0,1,410,D,12,D,80,D,,A,,A,,A,,A
20171,03389724,18,0,1,420,D,11,D,38,D,,A,,A,,A,,A
20171,03389754,59,0,2,420,D,10,D,7,D,,A,,A,,A,,A
20171,03389984,41,0,1,420,D,12,D,100,D,,A,,A,,A,,A
20171,03390104,10,0,1,420,D,11,D,62,D,,A,,A,,A,,A
20171,03390134,63,0,1,420,D,11,D,79,D,,A,,A,,A,,A
20171,03390304,32,0,1,420,D,11,D,165,D,,A,,A,,A,,A
20171,03390374,45,0,1,420,D,11,D,186,D,,A,,A,,A,,A
20171,03390434,18,0,2,405,D,10,D,98,D,,A,,A,,A,,A
20171,03390444,43,0,1,420,D,11,D,120,D,,A,,A,,A,,A
20171,03390454,42,0,2,430,D,10,D,,H,405,D,415,D,,A,,A
20171,03390454,42,1,2,420,D,10,D,476,E,,A,,A,,A,,A
20171,03390504,67,0,1,420,D,12,D,210,D,,A,,A,,A,,A
20171,03390614,71,0,1,420,D,12,D,180,D,,A,,A,,A,,A
20171,03390714,69,0,1,405,D,12,D,780,D,,A,,A,,A,,A
20171,03390754,43,0,1,420,D,11,D,124,D,,A,,A,,A,,A
20171,03390804,71,0,2,420,D,10,D,54,D,,A,,A,,A,,A
20171,03390814,59,0,1,400,D,10,D,20,D,,A,,A,,A,,A
20171,03391064,56,0,1,420,D,12,D,95,D,,A,,A,,A,,A
20171,03391134,31,0,1,420,D,11,D,42,D,,A,,A,,A,,A
20171,03391314,33,0,1,410,D,11,D,20,D,,A,,A,,A,,A
20171,03391314,34,0,1,420,D,11,D,69,D,,A,,A,,A,,A
20171,03391434,34,0,1,420,D,12,D,120,D,,A,,A,,A,,A
20171,03391454,31,0,1,420,D,11,D,28,D,,A,,A,,A,,A
20171,03391484,33,0,1,420,D,10,D,350,D,,A,,A,,A,,A
20171,03391574,28,0,1,420,D,10,D,140,D,,A,,A,,A,,A
20171,03391754,38,0,1,420,D,11,D,200,F,,A,,A,,A,,A
20171,03391964,28,0,1,400,D,12,D,55,D,,A,,A,,A,,A
20171,03391964,29,0,2,410,D,10,D,66,D,,A,,A,,A,,A
20171,03392044,53,0,1,420,D,12,D,149,D,,A,,A,,A,,A
20171,03392124,70,0,1,400,D,11,D,25,D,,A,,A,,A,,A
20171,03392184,38,0,2,420,D,10,D,101,D,,A,,A,,A,,A
20171,03392204,32,0,1,400,D,12,D,20,F,,A,,A,,A,,A
20171,03392234,69,0,1,420,D,11,D,41,D,,A,,A,,A,,A
20171,03392234,70,0,1,400,D,12,D,24,F,,A,,A,,A,,A
20171,03392374,47,0,1,420,D,10,D,101,D,,A,,A,,A,,A
20171,03392384,61,0,1,420,D,11,D,76,D,,A,,A,,A,,A
20171,03392614,41,0,1,400,D,12,D,39,D,,A,,A,,A,,A
20171,03392624,29,0,1,400,D,12,D,40,D,,A,,A,,A,,A
20171,03392624,30,0,1,410,D,12,D,50,D,,A,,A,,A,,A
20171,03392624,31,0,1,420,D,12,D,80,D,,A,,A,,A,,A
20171,03392634,36,0,1,420,D,10,D,65,D,,A,,A,,A,,A
20171,03392634,37,0,2,400,D,10,D,30,D,,A,,A,,A,,A
20171,03392674,30,0,1,405,D,11,D,300,D,,A,,A,,A,,A
20171,03392674,31,0,2,405,D,10,D,300,D,,A,,A,,A,,A
20171,03392804,28,0,1,400,D,12,D,30,D,,A,,A,,A,,A
20171,03392804,29,0,1,420,D,11,D,250,D,,A,,A,,A,,A
20171,03392834,25,0,1,405,D,12,D,325,D,,A,,A,,A,,A
20171,03392834,26,0,1,405,D,11,D,300,D,,A,,A,,A,,A
20171,03392894,80,0,1,400,D,11,D,37,D,,A,,A,,A,,A
20171,03392924,27,0,2,420,D,10,D,175,D,,A,,A,,A,,A
20171,03392954,55,0,1,420,D,11,D,89,D,,A,,A,,A,,A
20171,03392954,56,0,2,420,D,10,D,94,D,,A,,A,,A,,A
20171,03392994,39,0,1,410,D,12,D,35,D,,A,,A,,A,,A
20171,03393004,23,0,2,400,D,10,D,25,D,,A,,A,,A,,A
20171,03393004,24,0,2,420,D,10,D,84,D,,A,,A,,A,,A
20171,03393104,49,0,2,420,D,10,D,150,D,,A,,A,,A,,A
20171,03393254,80,0,1,430,D,12,D,,H,415,D,400,D,,A,,A
20171,03393254,80,1,1,420,D,12,D,222,E,,A,,A,,A,,A
20171,03393254,80,2,1,400,D,12,D,26,E,,A,,A,,A,,A
20171,03393364,18,0,1,420,D,11,D,14,D,,A,,A,,A,,A
20171,03393474,32,0,1,420,D,10,D,398,F,,A,,A,,A,,A
20171,03393504,41,0,1,420,D,11,D,180,D,,A,,A,,A,,A
20171,03393574,21,0,1,420,D,12,D,59,D,,A,,A,,A,,A
20171,03393644,34,0,2,400,D,10,D,30,D,,A,,A,,A,,A
20171,03393644,35,0,2,420,D,10,D,150,D,,A,,A,,A,,A
20171,03393714,43,0,1,400,D,12,D,40,D,,A,,A,,A,,A
20171,03393714,44,0,1,405,D,10,D,122,D,,A,,A,,A,,A
20171,03393734,29,0,1,410,D,10,D,15,D,,A,,A,,A,,A
20171,03393734,30,0,2,410,D,10,D,15,D,,A,,A,,A,,A
20171,03393734,31,0,2,420,D,10,D,60,D,,A,,A,,A,,A
20171,03393744,31,0,2,420,D,10,D,46,D,,A,,A,,A,,A
20171,03393874,50,0,2,420,D,10,D,36,D,,A,,A,,A,,A
20171,03394004,34,0,1,420,D,10,D,47,D,,A,,A,,A,,A
20171,03394114,57,0,1,410,D,11,D,10,D,,A,,A,,A,,A
20171,03394114,58,0,1,420,D,11,D,24,D,,A,,A,,A,,A
20171,03394114,59,0,1,420,D,11,D,5,D,,A,,A,,A,,A
20171,03394304,20,0,1,430,D,12,D,,H,405,D,410,D,415,D,,A
20171,03394304,20,1,1,405,D,12,D,174,E,,A,,A,,A,,A
20171,03394304,20,2,1,410,D,12,D,39,E,,A,,A,,A,,A
20171,03394304,20,3,1,420,D,12,D,68,E,,A,,A,,A,,A
20171,03394384,58,0,1,420,D,10,D,135,D,,A,,A,,A,,A
20171,03394434,15,0,1,420,D,10,D,62,D,,A,,A,,A,,A
20171,03394554,23,0,1,420,D,11,D,86,D,,A,,A,,A,,A
20171,03394604,51,0,1,420,D,12,D,48,D,,A,,A,,A,,A
20171,03394694,57,0,1,420,D,12,D,88,D,,A,,A,,A,,A
20171,03394774,33,0,1,405,D,12,D,170,D,,A,,A,,A,,A
20171,03394824,61,0,1,400,D,11,D,145,D,,A,,A,,A,,A
20171,03394894,71,0,1,420,D,11,D,76,D,,A,,A,,A,,A
20171,03395194,40,0,1,420,D,11,D,202,D,,A,,A,,A,,A
20171,03395194,41,0,1,420,D,11,D,80,D,,A,,A,,A,,A
20171,03395204,36,0,1,430,D,10,D,,H,405,D,415,D,,A,,A
20171,03395204,36,1,1,405,D,10,D,24,E,,A,,A,,A,,A
20171,03395204,36,2,1,420,D,10,D,7,E,,A,,A,,A,,A
20171,03395294,28,0,1,420,D,12,D,52,D,,A,,A,,A,,A
20171,03395304,54,0,1,420,D,11,D,300,D,,A,,A,,A,,A
20171,03395334,36,0,1,400,D,10,D,72,D,,A,,A,,A,,A
20171,03395484,22,0,1,420,D,12,D,110,D,,A,,A,,A,,A
20171,03395664,47,0,1,410,D,12,D,16,D,,A,,A,,A,,A
20171,03395684,38,0,1,400,D,12,D,10,D,,A,,A,,A,,A
20171,03395684,39,0,1,420,D,12,D,25,D,,A,,A,,A,,A
20171,03395934,35,0,1,405,D,12,D,19,D,,A,,A,,A,,A
20171,03395974,36,0,1,400,D,10,D,25,D,,A,,A,,A,,A
20171,03396294,62,0,2,410,D,10,D,21,D,,A,,A,,A,,A
20171,03396364,32,0,1,400,D,11,D,36,D,,A,,A,,A,,A
20171,03396364,33,0,1,420,D,11,D,36,D,,A,,A,,A,,A
20171,03396574,38,0,1,405,D,12,D,167,D,,A,,A,,A,,A
20171,03396574,39,0,1,405,D,11,D,147,D,,A,,A,,A,,A
20171,03396574,40,0,2,405,D,10,D,198,D,,A,,A,,A,,A
20171,03396634,67,0,1,420,D,11,D,89,D,,A,,A,,A,,A
20171,03396634,68,0,1,410,D,11,D,25,D,,A,,A,,A,,A
20171,03396674,59,0,1,400,D,12,D,10,D,,A,,A,,A,,A
20171,03396674,60,0,1,405,D,12,D,200,D,,A,,A,,A,,A
20171,03396704,32,0,1,420,D,12,D,101,D,,A,,A,,A,,A
20171,03396884,26,0,1,420,D,10,D,200,D,,A,,A,,A,,A
20171,03397154,24,0,1,420,D,10,D,42,D,,A,,A,,A,,A
20171,03397214,38,0,1,405,D,12,D,166,D,,A,,A,,A,,A
20171,03407504,15,0,1,420,D,11,D,58,D,,A,,A,,A,,A
20171,03407574,53,0,1,405,D,12,D,300,D,,A,,A,,A,,A
20171,03407594,33,0,1,420,D,12,D,58,D,,A,,A,,A,,A
20171,03407704,16,0,1,410,D,01,D,39,D,,A,,A,,A,,A
20171,03407794,15,0,1,420,D,11,D,57,D,,A,,A,,A,,A
20171,03407794,16,0,2,410,D,11,D,45,F,,A,,A,,A,,A
20171,03407884,30,0,1,420,D,01,D,107,D,,A,,A,,A,,A
20171,03408034,19,0,2,420,D,11,D,180,D,,A,,A,,A,,A
20171,03408094,41,0,1,420,D,12,D,50,D,,A,,A,,A,,A
20171,03408094,42,0,1,400,D,01,D,25,D,,A,,A,,A,,A
20171,03408114,40,0,2,420,D,11,D,180,D,,A,,A,,A,,A
20171,03408354,42,0,1,420,D,12,D,70,D,,A,,A,,A,,A
20171,03408444,26,0,1,410,D,01,D,16,D,,A,,A,,A,,A
20171,03408554,16,0,1,400,D,12,D,40,D,,A,,A,,A,,A
20171,03408654,19,0,1,420,D,12,D,62,D,,A,,A,,A,,A
20171,03408684,49,0,1,430,D,12,D,,H,410,D,415,D,,A,,A
20171,03408684,49,1,1,410,D,12,D,40,E,,A,,A,,A,,A
20171,03408684,49,2,1,420,D,12,D,40,E,,A,,A,,A,,A
20171,03408694,26,0,1,420,D,01,D,70,D,,A,,A,,A,,A
20171,03408764,39,0,1,420,D,12,D,462,D,,A,,A,,A,,A
20171,03408854,61,0,1,410,D,01,D,75,D,,A,,A,,A,,A
20171,03409034,25,0,1,410,D,12,D,100,D,,A,,A,,A,,A
20171,03409064,56,0,1,400,D,11,D,52,D,,A,,A,,A,,A
20171,03409164,33,0,1,400,D,11,D,20,F,,A,,A,,A,,A
20171,03409244,44,0,1,400,D,01,D,24,D,,A,,A,,A,,A
20171,03409414,34,0,1,420,D,11,D,41,D,,A,,A,,A,,A
20171,03409564,18,0,1,410,D,01,D,125,D,,A,,A,,A,,A
20171,03409594,51,0,1,420,D,12,D,142,D,,A,,A,,A,,A
20171,03409594,52,0,1,410,D,12,D,50,D,,A,,A,,A,,A
20171,03409644,30,0,1,420,D,01,D,136,D,,A,,A,,A,,A
20171,03409754,34,0,1,410,D,12,D,250,D,,A,,A,,A,,A
20171,03409804,25,0,1,400,D,12,D,37,D,,A,,A,,A,,A
20171,03409804,26,0,2,410,D,11,D,16,D,,A,,A,,A,,A
20171,03409874,26,0,1,420,D,11,D,25,D,,A,,A,,A,,A
20171,03410014,33,0,1,410,D,01,D,50,D,,A,,A,,A,,A
20171,03410014,34,0,1,420,D,01,D,166,D,,A,,A,,A,,A
20171,03410054,104,0,1,420,D,01,D,368,D,,A,,A,,A,,A
20171,03410134,38,0,1,420,D,11,D,309,D,,A,,A,,A,,A
20171,03410254,20,0,1,410,D,01,D,18,D,,A,,A,,A,,A
20171,03410254,21,0,1,420,D,01,D,220,D,,A,,A,,A,,A
20171,03410304,51,0,1,410,D,01,D,30,D,,A,,A,,A,,A
20171,03410304,52,0,1,420,D,01,D,103,D,,A,,A,,A,,A
20171,03410324,10,0,1,410,D,12,D,35,D,,A,,A,,A,,A
20171,03410424,45,0,1,420,D,12,D,90,D,,A,,A,,A,,A
20171,03410524,31,0,2,400,D,11,D,20,D,,A,,A,,A,,A
20171,03410534,91,0,1,400,D,01,D,25,D,,A,,A,,A,,A
20171,03410574,35,0,1,420,D,01,D,101,D,,A,,A,,A,,A
20171,03410664,53,0,1,410,D,01,D,40,D,,A,,A,,A,,A
20171,03410664,54,0,1,410,D,12,D,40,D,,A,,A,,A,,A
20171,03410844,35,0,2,430,D,11,D,,H,415,D,400,D,,A,,A
20171,03410844,35,1,2,420,D,11,D,18,E,,A,,A,,A,,A
20171,03410844,35,2,2,400,D,11,D,4,E,,A,,A,,A,,A
20171,03410874,37,0,1,405,D,12,D,700,D,,A,,A,,A,,A
20171,03410924,38,0,1,420,D,01,D,33,D,,A,,A,,A,,A
20171,03410924,39,0,2,430,D,11,D,,H,415,D,425,D,405,D,410,D
20171,03410924,39,1,2,420,D,11,D,17,E,,A,,A,,A,,A
20171,03410924,39,2,2,405,D,11,D,88,E,,A,,A,,A,,A
20171,03410924,39,3,2,410,D,11,D,15,E,,A,,A,,A,,A
20171,03411034,54,0,1,410,D,01,D,35,D,,A,,A,,A,,A
20171,03411034,55,0,1,430,D,01,D,,H,405,D,415,D,,A,,A
20171,03411034,55,1,1,405,D,01,D,167,E,,A,,A,,A,,A
20171,03411034,55,2,1,420,D,01,D,29,E,,A,,A,,A,,A
20171,03411114,38,0,1,400,D,01,D,57,D,,A,,A,,A,,A
20171,03411114,39,0,1,400,D,12,D,40,D,,A,,A,,A,,A
20171,03411524,57,0,1,420,D,01,D,1200,D,,A,,A,,A,,A
20171,03411564,39,0,1,410,D,12,D,40,D,,A,,A,,A,,A
20171,03411634,67,0,1,405,D,12,D,1100,D,,A,,A,,A,,A
20171,03411654,54,0,1,410,D,11,D,35,D,,A,,A,,A,,A
20171,03411654,55,0,1,410,D,12,D,35,D,,A,,A,,A,,A
20171,03411724,35,0,1,420,D,01,D,90,D,,A,,A,,A,,A
20171,03411724,36,0,1,420,D,11,D,120,D,,A,,A,,A,,A
20171,03411784,59,0,2,430,D,11,D,,H,415,D,425,D,410,D,,A
20171,03411784,59,1,2,420,D,11,D,236,E,,A,,A,,A,,A
20171,03411784,59,2,2,420,D,11,D,269,E,,A,,A,,A,,A
20171,03411784,59,3,2,410,D,11,D,23,E,,A,,A,,A,,A
20171,03411824,48,0,1,420,D,11,D,100,D,,A,,A,,A,,A
20171,03411824,49,0,2,420,D,11,D,458,D,,A,,A,,A,,A
20171,03411824,50,0,2,420,D,11,D,183,D,,A,,A,,A,,A
20171,03411964,50,0,1,400,D,11,D,25,D,,A,,A,,A,,A
20171,03411974,37,0,1,420,D,11,D,75,D,,A,,A,,A,,A
20171,03412004,25,0,1,405,D,12,D,236,D,,A,,A,,A,,A
20171,03412084,30,0,1,420,D,11,D,56,D,,A,,A,,A,,A
20171,03412084,31,0,2,410,D,11,D,100,D,,A,,A,,A,,A
20171,03412114,63,0,1,420,D,01,D,370,D,,A,,A,,A,,A
20171,03412224,53,0,1,420,D,12,D,173,D,,A,,A,,A,,A
20171,03412314,28,0,1,400,D,01,D,25,D,,A,,A,,A,,A
20171,03412314,29,0,1,420,D,01,D,101,D,,A,,A,,A,,A
20171,03412354,33,0,1,420,D,01,D,50,D,,A,,A,,A,,A
20171,03412414,40,0,1,420,D,11,D,63,D,,A,,A,,A,,A
20171,03412974,40,0,1,420,D,01,D,94,D,,A,,A,,A,,A
20171,03412974,41,0,2,420,D,11,D,20,D,,A,,A,,A,,A
20171,03412984,46,0,2,420,D,11,D,130,D,,A,,A,,A,,A
20171,03413014,36,0,2,420,D,11,D,130,D,,A,,A,,A,,A
20171,03413024,23,0,1,430,D,01,D,,H,410,D,415,D,,A,,A
20171,03413024,23,1,1,410,D,01,D,32,E,,A,,A,,A,,A
20171,03413024,23,2,1,420,D,01,D,33,E,,A,,A,,A,,A
20171,03413094,34,0,1,400,D,12,D,22,D,,A,,A,,A,,A
20171,03413374,43,0,1,420,D,01,D,98,D,,A,,A,,A,,A
20171,03413414,36,0,1,420,D,11,D,2000,D,,A,,A,,A,,A
20171,03413444,33,0,1,420,D,11,D,180,D,,A,,A,,A,,A
20171,03413514,65,0,1,400,D,01,D,35,D,,A,,A,,A,,A
20171,03413514,66,0,2,400,D,11,D,50,D,,A,,A,,A,,A
20171,03413584,45,0,1,420,D,12,D,80,D,,A,,A,,A,,A
20171,03413644,22,0,1,430,D,01,D,,H,415,D,400,D,,A,,A
20171,03413644,22,1,1,420,D,01,D,166,E,,A,,A,,A,,A
20171,03413644,22,2,1,400,D,01,D,20,E,,A,,A,,A,,A
20171,03413764,46,0,1,420,D,01,D,100,D,,A,,A,,A,,A
20171,03413854,82,0,1,420,D,01,D,216,D,,A,,A,,A,,A
20171,03413954,49,0,1,420,D,01,D,79,D,,A,,A,,A,,A
20171,03413974,31,0,1,420,D,11,D,165,D,,A,,A,,A,,A
20171,03413994,51,0,1,410,D,12,D,14,D,,A,,A,,A,,A
20171,03414004,20,0,1,400,D,01,D,45,D,,A,,A,,A,,A
20171,03414004,21,0,1,420,D,01,D,50,D,,A,,A,,A,,A
20171,03414074,33,0,1,420,D,12,D,300,D,,A,,A,,A,,A
20171,03414174,19,0,2,420,D,11,D,38,D,,A,,A,,A,,A
20171,03414284,50,0,1,405,D,01,D,60,D,,A,,A,,A,,A
20171,03414284,51,0,1,405,D,01,D,35,D,,A,,A,,A,,A
20171,03414334,16,0,1,400,D,01,D,11,D,,A,,A,,A,,A
20171,03414344,19,0,2,420,D,11,D,55,D,,A,,A,,A,,A
20171,03414374,94,0,1,420,D,01,D,90,D,,A,,A,,A,,A
20171,03414474,24,0,2,410,D,11,D,40,D,,A,,A,,A,,A
20171,03414484,38,0,1,410,D,01,D,7,D,,A,,A,,A,,A
20171,03414904,35,0,1,420,D,01,D,175,D,,A,,A,,A,,A
20171,03414904,36,0,1,420,D,12,D,140,D,,A,,A,,A,,A
20171,03415014,49,0,1,420,D,01,D,40,D,,A,,A,,A,,A
20171,03415064,34,0,1,400,D,01,D,27,D,,A,,A,,A,,A
20171,03415204,45,0,1,410,D,12,D,39,D,,A,,A,,A,,A
20171,03415334,32,0,1,400,D,12,D,24,D,,A,,A,,A,,A
20171,03415414,21,0,2,420,D,11,D,30,D,,A,,A,,A,,A
20171,03415464,57,0,1,420,D,01,D,80,D,,A,,A,,A,,A
20171,03415564,64,0,1,400,D,12,D,50,D,,A,,A,,A,,A
20171,03415564,65,0,1,420,D,12,D,52,D,,A,,A,,A,,A
20171,03415704,45,0,1,420,D,01,D,86,D,,A,,A,,A,,A
20171,03415794,33,0,2,400,D,11,D,30,D,,A,,A,,A,,A
20171,03415834,63,0,1,420,D,01,D,98,D,,A,,A,,A,,A
20171,03415904,23,0,1,420,D,01,D,104,D,,A,,A,,A,,A
20171,03415934,14,0,1,420,D,01,D,60,D,,A,,A,,A,,A
20171,03416004,77,0,1,420,D,12,D,40,D,,A,,A,,A,,A
20171,03416034,79,0,1,420,D,12,D,85,D,,A,,A,,A,,A
20171,03416034,80,0,2,420,D,11,D,125,D,,A,,A,,A,,A
20171,03416054,74,0,2,420,D,11,D,425,D,,A,,A,,A,,A
20171,03416174,57,0,1,420,D,01,D,74,D,,A,,A,,A,,A
20171,03416324,57,0,1,420,D,11,D,398,D,,A,,A,,A,,A
20171,03416464,40,0,1,405,D,12,D,191,D,,A,,A,,A,,A
20171,03416514,36,0,1,400,D,12,D,20,D,,A,,A,,A,,A
20171,03416514,37,0,1,420,D,12,D,200,D,,A,,A,,A,,A
20171,03416574,33,0,1,420,D,12,D,94,D,,A,,A,,A,,A
20171,03416624,63,0,1,420,D,01,D,236,D,,A,,A,,A,,A
20171,03416714,64,0,1,420,D,01,D,135,D,,A,,A,,A,,A
20171,03416724,43,0,1,420,D,01,D,130,D,,A,,A,,A,,A
20171,03416744,27,0,1,420,D,12,D,65,D,,A,,A,,A,,A
20171,03416814,26,0,1,405,D,01,D,90,D,,A,,A,,A,,A
20171,03416854,34,0,1,410,D,01,D,80,D,,A,,A,,A,,A
20171,03416854,35,0,1,420,D,01,D,100,D,,A,,A,,A,,A
20171,03416874,32,0,1,420,D,11,D,325,D,,A,,A,,A,,A
20171,03416934,26,0,1,410,D,12,D,42,D,,A,,A,,A,,A
20171,03416944,31,0,1,420,D,11,D,70,D,,A,,A,,A,,A
20171,03416944,32,0,1,410,D,11,D,7,D,,A,,A,,A,,A
20171,03417014,24,0,1,420,D,12,D,82,D,,A,,A,,A,,A
20171,03417114,37,0,1,410,D,01,D,45,D,,A,,A,,A,,A
20171,03417114,38,0,1,420,D,01,D,180,D,,A,,A,,A,,A
20171,03417164,12,0,1,420,D,12,D,28,D,,A,,A,,A,,A
20171,03417194,57,0,2,420,D,11,D,750,D,,A,,A,,A,,A
20171,03417284,48,0,1,420,D,11,D,65,D,,A,,A,,A,,A
20171,03417434,21,0,1,420,D,11,D,80,D,,A,,A,,A,,A
20171,03417534,34,0,1,400,D,11,D,40,D,,A,,A,,A,,A
20171,03417534,35,0,1,420,D,01,D,9,D,,A,,A,,A,,A
20171,03417544,55,0,1,420,D,01,D,560,D,,A,,A,,A,,A
20171,03417684,24,0,1,400,D,01,D,25,D,,A,,A,,A,,A
20171,03417694,43,0,1,420,D,01,D,105,D,,A,,A,,A,,A
20171,03417784,18,0,1,420,D,01,D,300,D,,A,,A,,A,,A
20171,03417844,37,0,1,420,D,01,D,65,D,,A,,A,,A,,A
20171,03417894,15,0,1,420,D,12,D,70,D,,A,,A,,A,,A
20171,03417894,16,0,1,420,D,01,D,100,D,,A,,A,,A,,A
20171,03418164,50,0,1,420,D,01,D,35,D,,A,,A,,A,,A
20171,03418264,36,0,1,405,D,02,D,1100,D,,A,,A,,A,,A
20171,03418534,19,0,1,400,D,12,D,68,D,,A,,A,,A,,A
20171,03418564,50,0,1,410,D,02,D,65,D,,A,,A,,A,,A
20171,03418564,51,0,1,400,D,02,D,85,D,,A,,A,,A,,A
20171,03418704,51,0,1,420,D,02,D,42,D,,A,,A,,A,,A
20171,03418924,28,0,1,410,D,01,D,16,D,,A,,A,,A,,A
20171,03419364,50,0,1,420,D,01,D,36,D,,A,,A,,A,,A
20171,03419424,38,0,1,400,D,12,D,30,D,,A,,A,,A,,A
20171,03419424,39,0,1,410,D,01,D,35,D,,A,,A,,A,,A
20171,03419614,26,0,1,420,D,12,D,100,D,,A,,A,,A,,A
20171,03419644,36,0,1,420,D,01,D,123,F,,A,,A,,A,,A
20171,03419744,53,0,1,420,D,02,D,143,D,,A,,A,,A,,A
20171,03419764,19,0,1,430,D,01,D,,H,410,D,415,D,,A,,A
20171,03419764,19,1,1,410,D,01,D,38,E,,A,,A,,A,,A
20171,03419764,19,2,1,420,D,01,D,112,E,,A,,A,,A,,A
20171,03419804,35,0,1,410,D,01,D,16,D,,A,,A,,A,,A
20171,03419964,41,0,1,405,D,12,D,800,D,,A,,A,,A,,A
20171,03419984,53,0,1,400,D,01,D,25,D,,A,,A,,A,,A
20171,03420044,23,0,1,420,D,12,D,70,D,,A,,A,,A,,A
20171,03420054,53,0,1,405,D,02,D,123,D,,A,,A,,A,,A
20171,03420244,34,0,1,420,D,02,D,67,D,,A,,A,,A,,A
20171,03420264,27,0,1,420,D,01,D,134,D,,A,,A,,A,,A
20171,03420424,41,0,1,430,D,12,D,,H,410,D,425,D,405,D,415,D
20171,03420424,41,1,1,410,D,12,D,39,E,,A,,A,,A,,A
20171,03420424,41,2,1,420,D,12,D,161,E,,A,,A,,A,,A
