QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,PROP_NOB,PROP0NOB,OWNYB,OWNYB_,OBSNSZB,OBSNSZB_,PROPTYPE,PROP_YPE,ACQUIRMO,ACQU_RMO,ACQUIRYR,ACQU_RYR,OWN_PURX,OWN__URX,OWNDPMTX,OWND_MTX,CLOSECST,CLOS_CST,QADPTAX,QADPTAX_,TIMESHAR,TIME_HAR,SHARWKS,SHARWKS_,SHARED1,SHARED1_,SHARPER1,SHAR_ER1,SHARED2,SHARED2_,SHARPER2,SHAR_ER2,GIFTPROP,GIFT_ROP,BSNEXP2,BSNEXP2_,DEEDED,DEEDED_
20171,03386874,6,0,5,01,D,100,D,,A,3,D,10,D,2015,D,,A,,A,,A,1400,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03386884,25,0,5,01,D,100,D,,A,3,D,,B,1972,D,,A,,A,,A,3000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03386944,12,0,5,01,D,100,D,,A,3,D,,B,2001,D,,A,,A,,A,4500,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03386944,13,0,5,02,D,600,D,,A,,A,,B,,B,,A,,A,,A,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03386944,14,0,5,03,D,600,D,,A,,A,,B,,B,,A,,A,,A,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03386964,50,0,5,01,D,100,D,0.11,D,3,D,02,D,2016,D,,A,,A,,A,10700,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03386964,52,0,5,03,D,600,D,,A,,A,,B,,B,,A,,A,,A,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03386964,53,0,5,04,D,600,D,,A,,A,,B,,B,,A,,A,,A,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03387004,24,0,5,01,D,100,D,,A,3,D,,B,1981,D,,A,,A,,A,3600,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03387034,8,0,5,01,D,100,D,,A,3,D,01,D,2016,D,16000,D,,C,0,D,500,F,,A,,A,,A,,A,2,D,,A,2,D,2,D,,A
20171,03387054,21,0,5,01,D,100,D,,A,3,D,,B,2008,D,,A,,A,,A,9000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03387084,27,0,5,01,D,100,D,,A,3,D,04,D,2015,D,,A,,A,,A,3200,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03387104,33,0,5,01,D,100,D,,A,3,D,,B,1992,D,,A,,A,,A,2000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03387104,34,0,5,02,D,400,D,,A,3,D,,B,2012,D,,A,,A,,A,40,D,,A,,A,,A,,A,1,D,1,D,,A,,A,,A
20171,03387114,22,0,5,01,D,100,D,,A,3,D,,B,2010,D,,A,,A,,A,2400,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03387164,21,0,5,01,D,100,D,,A,1,D,,B,1992,D,,A,,A,,A,1200,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03387164,22,0,5,02,D,600,D,,A,,A,,B,,B,,A,,A,,A,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03387194,12,0,5,01,D,100,D,,A,3,D,,B,2014,D,,A,,A,,A,1100,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03387224,17,0,5,01,D,100,D,,A,3,D,02,D,2015,D,,A,,A,,A,890,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03387234,19,0,5,01,D,100,D,,A,3,D,,B,1964,D,,A,,A,,A,1000,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03387304,21,0,5,01,D,100,D,,A,3,D,,B,1991,D,,A,,A,,A,300,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03387344,14,0,5,01,D,100,D,,A,3,D,,B,1995,D,,A,,A,,A,2800,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03387344,15,0,5,02,D,600,D,,A,,A,,B,,B,,A,,A,,A,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03387354,21,0,5,01,D,100,D,,A,3,D,,B,1998,D,,A,,A,,A,1300,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03387404,21,0,5,01,D,100,D,0.30,D,3,D,,B,1985,D,,A,,A,,A,3500,D,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20171,03387414,18,0,5,01,D,100,D,,A,3,D,,B,1995,D,,A,,A,,A,0,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03387424,45,0,5,01,D,100,D,,A,3,D,,B,1986,D,,A,,A,,A,6000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03387574,16,0,5,01,D,100,D,,A,3,D,,B,2012,D,,A,,A,,A,9000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03387584,32,0,5,01,D,100,D,,A,3,D,,B,2012,D,,A,,A,,A,6000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03387594,23,0,5,01,D,100,D,,A,3,D,,B,1998,D,,A,,A,,A,3500,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03387614,27,0,5,01,D,100,D,,A,3,D,,B,1996,D,,A,,A,,A,390,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03387624,18,0,5,01,D,100,D,,A,3,D,,B,2008,D,,A,,A,,A,2000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03387654,15,0,5,01,D,100,D,,A,1,D,,B,1999,D,,A,,A,,A,1300,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03387694,18,0,5,01,D,100,D,,A,3,D,,B,2010,D,,A,,A,,A,690,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03387724,13,0,5,01,D,100,D,,A,3,D,,B,1981,D,,A,,A,,A,1000,D,,A,,A,,A,,A,1,D,0,D,,A,2,D,,A
20171,03387814,22,0,5,01,D,100,D,,A,3,D,,B,2008,D,,A,,A,,A,380,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03387834,24,0,5,01,D,100,D,,A,3,D,,B,1977,D,,A,,A,,A,18759,T,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03387904,26,0,5,01,D,100,D,,A,3,D,,B,2003,D,,A,,A,,A,3700,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03387904,27,0,5,02,D,600,D,,A,,A,,B,,B,,A,,A,,A,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03387904,28,0,5,03,D,600,D,,A,,A,,B,,B,,A,,A,,A,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03387964,20,0,5,01,D,100,D,,A,3,D,,B,1972,D,,A,,A,,A,9000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03388044,23,0,5,01,D,100,D,,A,1,D,12,D,2015,D,,A,,A,,A,2100,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03388094,40,0,5,01,D,100,D,,A,3,D,,B,2013,D,,A,,A,,A,6000,D,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20171,03388174,17,0,5,01,D,100,D,,A,3,D,,B,1962,D,,A,,A,,A,4000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03388224,16,0,5,01,D,100,D,,A,3,D,,B,,C,,A,,A,,A,170,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03388244,16,0,5,01,D,100,D,,A,3,D,,B,1994,D,,A,,A,,A,2300,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03388264,19,0,5,01,D,100,D,,A,3,D,,B,1990,D,,A,,A,,A,5800,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03388284,16,0,5,01,D,100,D,,A,3,D,,B,2001,D,,A,,A,,A,1000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03388294,10,0,5,01,D,100,D,,A,3,D,,B,2004,D,,A,,A,,A,1600,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03388304,6,0,5,01,D,100,D,,A,3,D,,B,1962,D,,A,,A,,A,400,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03388314,39,0,5,01,D,100,D,,A,3,D,,B,2006,D,,A,,A,,A,8400,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03388314,40,0,5,02,D,600,D,,A,,A,,B,,B,,A,,A,,A,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03388314,41,0,5,03,D,600,D,,A,,A,,B,,B,,A,,A,,A,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03388314,42,0,5,04,D,600,D,,A,,A,,B,,B,,A,,A,,A,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03388314,43,0,5,05,D,300,D,,A,3,D,,B,1997,D,,A,,A,,A,1700,F,2,D,,A,,A,,A,2,D,,A,,A,,A,,A
20171,03388344,56,0,5,01,D,100,D,,A,3,D,06,D,2015,D,,A,,A,,A,2000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03388454,19,0,5,01,D,100,D,,A,3,D,,B,2004,D,,A,,A,,A,9000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03388484,58,0,5,01,D,100,D,,A,3,D,,B,2013,D,,A,,A,,A,2900,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03388524,14,0,5,01,D,100,D,,A,3,D,,B,1999,D,,A,,A,,A,700,D,,A,,A,,A,,A,1,D,1,D,,A,2,D,,A
20171,03388534,10,0,5,01,D,100,D,,A,3,D,02,D,2016,D,55000,D,38000,D,1500,D,2200,D,,A,,A,,A,,A,2,D,,A,2,D,2,D,,A
20171,03388554,24,0,5,01,D,100,D,,A,3,D,,B,1972,D,,A,,A,,A,950,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03388574,16,0,5,01,D,100,D,,A,3,D,,B,1996,D,,A,,A,,A,350,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03388604,13,0,5,01,D,100,D,,A,3,D,,B,2008,D,,A,,A,,A,3200,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03388604,14,0,5,02,D,400,D,,A,3,D,,B,1970,D,,A,,A,,A,300,D,,A,,A,,A,,A,1,D,1,D,,A,,A,,A
20171,03388624,36,0,5,01,D,100,D,,A,3,D,,B,2007,D,,A,,A,,A,2000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03388624,37,0,5,02,D,300,D,,A,3,D,01,D,2015,D,,A,,A,,A,600,F,1,D,2,D,2,D,,A,,A,,A,,A,,A,1,D
20171,03388624,38,0,5,03,D,400,D,,A,3,D,,B,2013,D,,A,,A,,A,280,D,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20171,03388674,56,0,5,01,D,100,D,,A,3,D,,B,1999,D,,A,,A,,A,4400,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03388734,63,0,5,01,D,100,D,,A,3,D,,B,1993,D,,A,,A,,A,3800,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03388754,14,0,5,01,D,100,D,,A,3,D,,B,1980,D,,A,,A,,A,450,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03388774,8,0,5,01,D,100,D,,A,1,D,,B,,C,,A,,A,,A,1500,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03388794,38,0,5,01,D,100,D,,A,3,D,,B,2008,D,,A,,A,,A,4000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03388834,33,0,5,01,D,100,D,,A,3,D,,B,1985,D,,A,,A,,A,2500,D,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20171,03388834,34,0,5,02,D,300,D,,A,3,D,,B,2008,D,,A,,A,,A,130,D,1,D,1,D,2,D,,A,,A,,A,,A,,A,1,D
20171,03388834,35,0,5,03,D,300,D,,A,3,D,02,D,2015,D,,A,,A,,A,250,D,2,D,,A,,A,,A,2,D,,A,,A,,A,,A
20171,03388874,16,0,5,01,D,100,D,,A,3,D,08,D,2015,D,,A,,A,,A,850,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03388964,41,0,5,01,D,100,D,,A,3,D,,B,2014,D,,A,,A,,A,2600,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03388984,20,0,5,01,D,100,D,,A,3,D,08,D,2016,D,204000,D,0,D,1584,D,3500,D,,A,,A,,A,,A,2,D,,A,2,D,2,D,,A
20171,03389004,4,0,5,01,D,100,D,,A,3,D,,B,2002,D,,A,,A,,A,4000,F,,A,,A,,A,,A,2,D,,A,,A,,C,,A
20171,03389044,26,0,5,01,D,100,D,,A,3,D,,B,1996,D,,A,,A,,A,4500,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03389054,29,0,5,01,D,100,D,,A,1,D,,B,2014,D,,A,,A,,A,1400,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03389084,6,0,5,01,D,100,D,,A,3,D,,B,1985,D,,A,,A,,A,2900,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03389124,16,0,5,01,D,100,D,,A,1,D,09,D,2015,D,,A,,A,,A,230,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03389194,7,0,5,01,D,100,D,,A,3,D,,B,2006,D,,A,,A,,A,3000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03389224,20,0,1,01,D,100,D,,A,3,D,,B,2010,D,,A,,A,,A,3300,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03389234,17,0,5,01,D,100,D,,A,3,D,,B,1985,D,,A,,A,,A,1400,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03389244,25,0,5,01,D,100,D,,A,3,D,,B,1951,D,,A,,A,,A,550,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03389264,43,0,5,01,D,600,D,,A,,A,,B,,B,,A,,A,,A,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03389274,36,0,5,01,D,100,D,,A,3,D,,B,2001,D,,A,,A,,A,1900,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03389274,37,0,5,02,D,400,D,,A,3,D,,B,2001,D,,A,,A,,A,460,D,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20171,03389354,16,0,1,01,D,100,D,,A,3,D,,B,,C,,A,,A,,A,1200,F,,A,,A,,A,,A,,C,,A,,A,2,D,,A
20171,03389444,20,0,5,01,D,100,D,,A,3,D,,B,1995,D,,A,,A,,A,18759,T,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03389474,32,0,5,01,D,100,D,,A,3,D,,B,1991,D,,A,,A,,A,640,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03389484,43,0,6,01,D,100,D,,A,3,D,,B,,B,,A,,A,,A,10000,F,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03389494,23,0,5,01,D,100,D,,A,3,D,,B,2008,D,,A,,A,,A,4000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03389534,8,0,5,01,D,100,D,,A,3,D,,B,2000,D,,A,,A,,A,110,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03389554,11,0,5,01,D,100,D,,A,3,D,,B,1989,D,,A,,A,,A,300,D,,A,,A,,A,,A,1,D,1,D,,A,2,D,,A
20171,03389564,49,0,5,01,D,100,D,,A,3,D,06,D,2016,D,138000,D,2800,D,4200,D,800,F,,A,,A,,A,,A,2,D,,A,2,D,2,D,,A
20171,03389574,18,0,5,01,D,100,D,,A,3,D,,B,2013,D,,A,,A,,A,6000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03389604,17,0,5,01,D,100,D,,A,3,D,,B,1990,D,,A,,A,,A,2100,F,,A,,A,,A,,A,2,D,,A,,A,1,D,,A
20171,03389624,31,0,5,01,D,100,D,,A,3,D,,B,1973,D,,A,,A,,A,800,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03389624,32,0,5,02,D,400,D,,A,3,D,,B,2001,D,,A,,A,,A,90,D,,A,,A,,A,,A,1,D,1,D,,A,,A,,A
20171,03389624,33,0,5,03,D,400,D,,A,3,D,,B,1996,D,,A,,A,,A,70,D,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20171,03389644,15,0,1,01,D,100,D,,A,3,D,12,F,2016,D,,A,,A,,A,10000,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03389694,49,0,5,01,D,100,D,,A,3,D,,B,2011,D,,A,,A,,A,2600,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03389734,12,0,5,01,D,100,D,,A,3,D,,B,1994,D,,A,,A,,A,0,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03389744,13,0,5,01,D,100,D,,A,3,D,,B,1979,D,,A,,A,,A,0,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03389754,43,0,5,01,D,100,D,,A,3,D,,B,2008,D,,A,,A,,A,1600,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03389784,32,0,5,01,D,100,D,,A,3,D,,B,2013,D,,A,,A,,A,2600,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03389824,15,0,5,01,D,100,D,,A,3,D,,B,1997,D,,A,,A,,A,1500,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03389834,8,0,5,01,D,100,D,,A,3,D,,B,,C,,A,,A,,A,18759,V,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03389844,21,0,5,01,D,100,D,,A,3,D,,B,1962,D,,A,,A,,A,10000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03389844,22,0,5,02,D,300,D,,A,1,D,,B,1994,D,,A,,A,,A,1600,D,2,D,,A,,A,,A,2,D,,A,,A,,A,,A
20171,03389884,16,0,5,01,D,100,D,,A,3,D,,B,1990,D,,A,,A,,A,18759,V,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03389924,18,0,5,01,D,100,D,,A,3,D,03,D,2015,D,,A,,A,,A,3800,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03389984,25,0,5,01,D,100,D,,A,3,D,,B,2001,D,,A,,A,,A,3600,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03389984,26,0,5,02,D,400,D,,A,3,D,,B,2004,D,,A,,A,,A,2000,D,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20171,03390004,5,0,5,01,D,100,D,,A,3,D,,B,2001,D,,A,,A,,A,900,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03390034,16,0,5,01,D,100,D,,A,3,D,10,D,2015,D,,A,,A,,A,600,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03390074,13,0,5,01,D,100,D,,A,3,D,,B,2005,D,,A,,A,,A,4200,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03390104,4,0,1,01,D,100,D,,A,1,D,,B,2004,D,,A,,A,,A,18759,V,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03390114,29,0,5,01,D,100,D,,A,3,D,,B,2006,D,,A,,A,,A,1500,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03390124,26,0,5,01,D,100,D,,A,3,D,,B,1996,D,,A,,A,,A,780,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03390124,27,0,5,02,D,300,D,,A,3,D,,B,2003,D,,A,,A,,A,230,D,2,D,,A,,A,,A,2,D,,A,,A,,A,,A
20171,03390134,40,0,5,01,D,100,D,,A,3,D,,B,2001,D,,A,,A,,A,6300,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03390174,13,0,5,01,D,100,D,,A,3,D,12,D,2015,D,,A,,A,,A,120,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03390184,32,0,5,01,D,100,D,,A,3,D,07,D,2015,D,,A,,A,,A,4300,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03390214,17,0,5,01,D,100,D,,A,3,D,07,D,2015,D,,A,,A,,A,2800,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03390264,16,0,5,01,D,100,D,,A,3,D,,B,2004,D,,A,,A,,A,1300,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03390264,17,0,5,02,D,300,D,,A,3,D,,B,1995,D,,A,,A,,A,560,D,1,D,1,D,2,D,,A,,A,,A,,A,,A,1,D
20171,03390264,18,0,5,03,D,300,D,,A,3,D,,B,1995,D,,A,,A,,A,500,D,1,D,1,D,2,D,,A,,A,,A,,A,,A,1,D
20171,03390274,19,0,5,01,D,100,D,,A,3,D,,B,2001,D,,A,,A,,A,3500,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03390274,20,0,5,02,D,300,D,,A,3,D,,B,1986,D,,A,,A,,A,3000,D,2,D,,A,,A,,A,2,D,,A,,A,,A,,A
20171,03390274,21,0,5,03,D,300,D,,A,3,D,,B,2001,D,,A,,A,,A,4400,F,2,D,,A,,A,,A,2,D,,A,,A,,A,,A
20171,03390274,22,0,5,04,D,300,D,,A,3,D,,B,2000,D,,A,,A,,A,800,D,2,D,,A,,A,,A,1,D,0,D,,A,,A,,A
20171,03390274,23,0,5,05,D,300,D,,A,3,D,,B,2010,D,,A,,A,,A,3000,D,2,D,,A,,A,,A,2,D,,A,,A,,A,,A
20171,03390294,29,0,5,01,D,100,D,,A,3,D,,B,1952,D,,A,,A,,A,5600,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03390304,20,0,5,01,D,600,D,,A,,A,,B,,B,,A,,A,,A,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03390304,21,0,5,02,D,600,D,,A,,A,,B,,B,,A,,A,,A,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03390374,23,0,5,01,D,100,D,,A,3,D,,B,1981,D,,A,,A,,A,5500,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03390444,22,0,5,01,D,100,D,,A,3,D,04,D,2015,D,,A,,A,,A,2600,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03390454,20,0,5,01,D,100,D,,A,3,D,,B,1986,D,,A,,A,,A,2000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03390464,35,0,5,01,D,100,D,,A,3,D,07,D,2015,D,,A,,A,,A,2200,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03390464,36,0,5,02,D,300,D,,A,3,D,,B,2005,D,,A,,A,,A,1400,D,2,D,,A,,A,,A,2,D,,A,,A,,A,,A
20171,03390504,49,0,5,01,D,100,D,,A,3,D,,B,1999,D,,A,,A,,A,1200,F,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20171,03390524,29,0,5,01,D,100,D,,A,1,D,,B,1996,D,,A,,A,,A,1000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03390534,11,0,5,01,D,100,D,,A,3,D,,B,1971,D,,A,,A,,A,2200,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03390574,40,0,5,01,D,100,D,,A,3,D,,B,1990,D,,A,,A,,A,2400,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03390574,41,0,5,02,D,300,D,,A,3,D,,B,2000,D,,A,,A,,A,1500,F,1,D,1,D,2,D,,A,,A,,A,,A,,A,1,D
20171,03390624,34,0,5,01,D,100,D,,A,3,D,,B,1990,D,,A,,A,,A,4600,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03390634,8,0,5,01,D,100,D,,A,3,D,,B,2007,D,,A,,A,,A,800,D,,A,,A,,A,,A,2,D,,A,,A,,A,,A
20171,03390654,17,0,5,01,D,100,D,,A,3,D,,B,1986,D,,A,,A,,A,2900,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03390684,28,0,5,01,D,100,D,,A,3,D,,B,2007,D,,A,,A,,A,3000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03390704,15,0,5,01,D,100,D,,A,3,D,,B,1999,D,,A,,A,,A,400,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03390714,44,0,5,01,D,100,D,,A,3,D,,B,2009,D,,A,,A,,A,2900,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03390754,22,0,5,01,D,100,D,,A,3,D,,B,2014,D,,A,,A,,A,5000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03390774,18,0,5,01,D,100,D,,A,3,D,,B,1967,D,,A,,A,,A,4000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03390784,25,0,5,01,D,100,D,,A,3,D,11,D,2015,D,,A,,A,,A,1700,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03390804,43,0,5,01,D,100,D,,A,3,D,,B,1987,D,,A,,A,,A,2300,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03391064,33,0,5,01,D,100,D,,A,3,D,,B,1988,D,,A,,A,,A,4900,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03391084,12,0,5,01,D,100,D,,A,3,D,,B,1997,D,,A,,A,,A,300,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03391134,15,0,5,01,D,100,D,,A,3,D,,B,1984,D,,A,,A,,A,1100,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03391174,16,0,5,01,D,100,D,,A,3,D,,B,1972,D,,A,,A,,A,800,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03391184,24,0,5,01,D,100,D,,A,3,D,,B,2011,D,,A,,A,,A,6000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03391184,25,0,5,02,D,600,D,,A,,A,,B,,B,,A,,A,,A,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20171,03391244,11,0,5,01,D,100,D,,A,3,D,,B,2013,D,,A,,A,,A,1100,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03391254,31,0,5,01,D,100,D,,A,3,D,,B,2007,D,,A,,A,,A,7000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03391254,32,0,5,02,D,300,D,,A,3,D,,B,1998,D,,A,,A,,A,1000,D,2,D,,A,,A,,A,2,D,,A,,A,,A,,A
20171,03391264,4,0,5,01,D,100,D,,A,3,D,,B,,C,,A,,A,,A,2500,F,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03391284,26,0,5,01,D,100,D,,A,3,D,,B,2013,D,,A,,A,,A,18759,T,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03391314,21,0,5,01,D,100,D,,A,3,D,,B,2010,D,,A,,A,,A,1800,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03391324,18,0,5,01,D,100,D,,A,3,D,,B,2004,D,,A,,A,,A,300,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03391374,27,0,5,01,D,100,D,,A,1,D,05,D,2015,D,,A,,A,,A,2000,D,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
20171,03391384,15,0,5,01,D,100,D,,A,3,D,,B,2012,D,,A,,A,,A,18759,T,,A,,A,,A,,A,2,D,,A,,A,2,D,,A
