QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,PROP_NOF,PROP0NOF,OWNYF,OWNYF_,NEWMRRT,NEWMRRT_,ORGMRTX,ORGMRTX_,QMRTTERM,QMRT_ERM,MRTPMTX,MRTPMTX_,PAYPROTX,PAYP_OTX,PAYPROIN,PAYP_OIN,PAYMORIN,PAYM_RIN,PAYOTHER,PAYO_HER,QESCROWX,QESC_OWX,QPRINM1X,QPRI_M1X,QPRINM2X,QPRI_M2X,QPRINM3X,QPRI_M3X,QADINT1X,QADI_T1X,QADINT2X,QADI_T2X,QADINT3X,QADI_T3X,QRFINDAT,QRFI_DAT,FRSTPYMO,FRST_YMO,FRSTPYYR,FRST_YYR,FIXEDRTE,FIXE_RTE,QNEWDATE,QNEW_ATE,QBLNCM1X,QBLN_M1X,QBLNCM2X,QBLN_M2X,QBLNCM3X,QBLN_M3X,LOAN_NOF,LOAN0NOF,VARRTE,VARRTE_,INTONLY,INTONLY_,OTHRTE,OTHRTE_,PAYMT1X,PAYMT1X_,PAYMT2X,PAYMT2X_,PAYMT3X,PAYMT3X_,PAYPRINI,PAYP_INI,PAYINT,PAYINT_,REFI,REFI_
20171,03386874,7,0,5,01,D,100,D,.0784,D,345953,D,30,D,2500,D,,C,,C,,C,,C,0,D,259,D,261,D,263,D,2241,D,2239,D,2237,D,,A,10,D,2015,D,1,D,,A,342970,D,342711,D,342450,D,01,D,,A,,A,,A,,A,,A,,A,,C,,A,,A
20171,03386964,84,0,5,01,D,100,D,.0784,D,220000,D,15,D,2730,D,3,D,4,D,,A,,A,648,D,679,D,684,D,688,D,1249,D,1244,D,1241,D,012017,D,02,D,2016,D,1,D,,A,214723,D,214044,D,213360,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20171,03387034,9,0,5,01,D,100,D,.1120,F,16000,F,15,F,245,F,,B,,B,,B,,B,61,F,76,F,77,F,78,F,108,F,107,F,106,F,,A,11,F,2009,F,1,F,,A,11533,F,11457,F,11380,F,01,D,,A,,A,3,D,,A,,A,,A,1,D,2,D,,A
20171,03387054,22,0,5,01,D,100,D,.0784,F,375567,F,30,F,3700,F,3,F,4,F,,A,,A,986,F,289,F,291,F,293,F,2425,F,2423,F,2421,F,,A,07,F,2015,F,1,F,,A,371192,F,370903,F,370612,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20171,03387084,28,0,5,01,D,100,D,.0400,D,110000,D,30,D,933,D,3,D,4,D,,A,,A,408,D,167,D,168,D,168,D,358,D,357,D,357,D,,A,06,D,2015,D,1,D,,A,107402,D,107235,D,107068,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20171,03387104,35,0,5,01,D,100,D,.0784,D,154000,D,30,D,1805,D,3,D,,A,,A,,A,692,D,711,D,716,D,720,D,402,D,397,D,393,D,,A,07,D,1992,D,1,D,,A,61539,D,60828,D,60112,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20171,03387114,23,0,5,01,D,100,D,.0784,D,96867,D,30,D,1050,D,3,D,4,D,,A,,A,350,D,111,D,112,D,112,D,589,D,588,D,588,D,,A,05,D,2010,D,1,D,,A,90177,D,90066,D,89954,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20171,03387114,24,0,5,01,D,100,D,.0784,D,10566,D,15,D,100,D,,A,,A,,A,,A,0,D,44,D,45,D,45,D,56,D,55,D,55,D,,A,03,D,2012,D,1,D,,A,8524,D,8480,D,8436,D,02,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20171,03387194,14,0,5,01,D,100,D,.0784,D,40000,D,30,D,500,D,3,D,4,D,5,D,,A,211,D,33,D,33,D,33,D,256,D,256,D,256,D,,A,09,D,2014,D,1,D,,A,39251,D,39219,D,39186,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20171,03387224,18,0,5,01,D,100,D,.0784,D,87042,D,30,D,803,D,3,D,4,D,,A,,A,174,D,68,D,68,D,69,D,561,D,561,D,560,D,,A,04,D,2015,D,1,D,,A,85894,D,85826,D,85758,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20171,03387304,22,0,5,01,D,100,D,.0835,D,50400,D,30,D,504,D,3,D,,A,5,D,,A,122,D,254,D,256,D,258,D,128,D,126,D,124,D,,A,08,D,1991,D,1,D,,A,18380,D,18126,D,17870,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20171,03387354,22,0,5,01,D,100,D,.0784,D,49500,D,30,D,655,D,3,D,4,D,5,D,,A,297,D,148,D,149,D,150,D,210,D,209,D,208,D,,A,03,D,1998,D,1,D,,A,32169,D,32021,D,31873,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20171,03387404,22,0,5,01,D,100,D,.0600,D,200000,D,30,D,1200,D,,B,,B,,B,,B,1,D,298,D,300,D,301,D,631,D,629,D,629,D,,A,01,D,2010,D,1,D,,A,180188,D,179890,D,179590,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20171,03387574,17,0,5,01,D,100,D,.0784,D,241890,D,30,D,2400,D,3,D,4,D,5,D,,A,652,D,254,D,256,D,258,D,1494,D,1492,D,1490,D,,A,06,D,2011,D,1,D,,A,228622,D,228367,D,228111,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20171,03387584,33,0,5,01,D,100,D,.0530,D,400000,D,30,D,2300,D,,B,,B,,B,,B,79,D,554,D,556,D,559,D,1667,D,1665,D,1662,D,,A,01,D,2013,D,1,D,,A,377437,D,376883,D,376326,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20171,03387624,19,0,5,01,D,100,D,.0450,D,208000,D,30,D,1200,D,3,D,4,D,,A,,A,146,D,395,D,397,D,398,D,659,D,657,D,656,D,,A,08,D,2008,D,1,D,,A,175622,D,175227,D,174830,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20171,03387654,16,0,5,01,D,100,D,.0429,F,150000,F,30,F,1387,F,,B,,B,,B,,B,646,F,328,F,329,F,330,F,413,F,412,F,411,F,,A,12,F,2005,F,1,F,,A,115540,F,115212,F,114883,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20171,03387694,19,0,5,01,D,100,D,.0500,D,27500,D,30,D,300,D,3,D,,A,,A,,A,152,D,46,D,46,D,46,D,102,D,102,D,102,D,,A,05,D,2010,D,1,D,,A,24474,D,24428,D,24381,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20171,03387814,23,0,5,01,D,100,D,.0400,D,30000,D,10,D,565,D,,B,,B,,B,,B,261,D,282,D,283,D,284,D,22,D,21,D,20,D,,A,09,D,2008,D,1,D,,A,6684,D,6402,D,6119,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20171,03387904,29,0,5,01,D,100,D,.0784,D,120000,D,30,D,1011,D,3,D,4,D,,A,,A,144,D,90,D,91,D,92,D,777,D,776,D,775,D,,A,09,D,2015,D,1,D,,A,118878,D,118787,D,118696,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20171,03388044,24,0,5,01,D,100,D,.0784,D,33000,D,15,D,368,D,3,D,4,D,,A,,A,56,D,102,D,102,D,103,D,210,D,210,D,209,D,,A,02,D,2016,D,1,D,,A,32211,D,32109,D,32007,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20171,03388094,41,0,5,01,D,100,D,.0784,D,125000,D,15,D,1646,D,3,D,4,D,,A,,A,463,D,454,D,457,D,460,D,729,D,726,D,723,D,,A,01,D,2014,D,1,D,,A,111558,D,111103,D,110646,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20171,03388224,17,0,5,01,D,100,D,.0784,F,84828,F,30,F,613,F,,C,,C,,C,,C,0,F,61,F,61,F,62,F,552,F,552,F,551,F,,A,06,F,2016,F,1,F,,A,84530,F,84469,F,84408,F,01,D,1,D,,A,,A,,A,,A,,A,,C,,A,,A
20171,03388264,20,0,5,01,D,100,D,.0475,D,94000,D,30,D,1300,D,3,D,4,D,,A,,A,810,D,404,D,406,D,408,D,86,D,84,D,82,D,,A,10,D,1990,D,1,D,,A,21611,D,21207,D,20801,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20171,03388284,17,0,5,01,D,100,D,.0500,F,102455,F,30,F,769,F,3,F,4,F,,A,,A,219,F,191,F,192,F,193,F,359,F,358,F,357,F,,A,12,F,2007,F,1,F,,A,86091,F,85900,F,85708,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20171,03388314,44,0,5,01,D,100,D,.0400,D,397000,D,30,D,2876,D,3,D,4,D,,A,,A,981,D,849,D,852,D,855,D,1046,D,1043,D,1040,D,,A,11,D,2006,D,1,D,,A,313672,D,312822,D,311970,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20171,03388314,45,0,5,05,D,300,D,.1200,D,37000,D,15,D,541,D,,B,,B,,B,,B,97,D,77,D,78,D,79,D,367,D,366,D,365,D,,A,06,D,2016,D,1,D,,A,36700,D,36623,D,36545,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20171,03388344,57,0,5,01,D,100,D,.0425,D,135000,D,30,D,1056,D,3,D,4,D,5,D,,A,392,D,196,D,197,D,197,D,468,D,467,D,467,D,,A,07,D,2015,D,1,D,,A,132142,D,131946,D,131749,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20171,03388454,20,0,5,01,D,100,D,.0784,D,152219,D,30,D,1100,D,,A,,A,,A,,A,0,D,271,D,273,D,275,D,829,D,827,D,825,D,,A,09,D,2004,D,1,D,,A,126852,D,126580,D,126307,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20171,03388484,59,0,5,01,D,100,D,.0784,D,109674,D,15,D,1293,D,3,D,4,D,,A,,A,255,D,383,D,386,D,388,D,655,D,652,D,650,D,,A,07,D,2014,D,1,D,,A,100216,D,99832,D,99447,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20171,03388534,11,0,5,01,D,100,D,.0784,D,12737,D,1,D,1200,D,3,D,4,D,,A,,A,93,D,1079,D,1086,D,1093,D,28,D,21,D,14,D,,A,02,D,2016,D,1,D,,A,4357,D,3278,D,2193,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20171,03388624,39,0,5,01,D,100,D,.0784,F,200000,F,30,F,1651,F,3,F,4,F,,A,,A,206,F,245,F,247,F,249,F,1200,F,1198,F,1196,F,032017,F,08,F,2009,F,1,F,,A,183618,F,183373,F,183126,F,02,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20171,03388624,40,0,5,01,D,100,D,.0784,D,152081,D,30,D,1359,D,3,D,4,D,5,D,,A,260,D,107,D,108,D,109,D,992,D,991,D,990,D,,A,07,D,2016,D,1,D,,A,151763,D,151655,D,151547,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20171,03388624,41,0,5,02,D,300,D,.0784,D,8900,D,5,D,221,D,,B,,B,,B,,B,41,D,128,D,129,D,130,D,52,D,51,D,50,D,,A,02,D,2016,D,1,D,,A,7903,D,7774,D,7645,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20171,03388674,57,0,5,01,D,100,D,.0475,D,164000,D,30,D,995,D,,B,,B,,B,,B,139,D,270,D,271,D,272,D,586,D,585,D,584,D,,A,03,D,2011,D,1,D,,A,148166,D,147897,D,147626,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20171,03388734,64,0,5,01,D,100,D,.0488,D,150000,D,30,D,1516,D,3,D,4,D,,A,,A,722,D,555,D,557,D,559,D,239,D,237,D,235,D,,A,02,D,1994,D,1,D,,A,58790,D,58235,D,57678,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20171,03388774,9,0,5,01,D,100,D,.0700,F,20000,F,30,F,159,F,,B,,B,,B,,B,26,F,53,F,54,F,54,F,80,F,79,F,79,F,,A,12,F,1999,F,1,F,,A,13681,F,13628,F,13574,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20171,03388964,42,0,5,01,D,100,D,.0784,D,262924,D,30,D,2150,D,3,D,4,D,,A,,A,250,D,220,D,222,D,223,D,1680,D,1678,D,1677,D,,A,05,D,2014,D,1,D,,A,257126,D,256906,D,256685,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20171,03388984,21,0,5,01,D,100,D,.0784,D,71958,D,30,D,1608,D,3,D,4,D,,A,,A,1088,D,51,D,51,D,51,D,469,D,469,D,469,D,,A,08,D,2016,D,1,D,,A,71858,D,71807,D,71757,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20171,03389044,27,0,5,01,D,100,D,.0400,D,68000,D,30,D,1476,D,3,D,,A,,A,,A,1151,D,,A,222,D,223,D,,A,103,D,102,D,,A,06,D,1996,D,1,D,112016,D,,A,30834,D,30612,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20171,03389044,53,0,5,01,D,100,D,.0400,D,68000,D,30,D,1400,D,3,D,,A,,A,,A,1075,D,221,D,,A,,A,104,D,,A,,A,112016,D,06,D,1996,D,1,D,,A,31055,D,,A,,A,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20171,03389054,30,0,5,01,D,100,D,.0410,D,125000,D,30,D,784,D,3,D,4,D,,A,,A,180,D,191,D,192,D,193,D,413,D,412,D,411,D,,A,11,D,2014,D,1,D,102016,D,120774,D,120583,D,120391,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20171,03389124,17,0,5,01,D,100,D,.0420,D,70959,D,30,D,490,D,3,D,4,D,,A,,A,143,D,103,D,103,D,104,D,244,D,244,D,243,D,,A,10,D,2015,D,1,D,,A,69752,D,69649,D,69546,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20171,03389224,21,0,1,01,D,100,D,.0784,D,108352,D,30,D,980,D,3,D,4,D,,A,,A,197,D,119,D,120,D,121,D,664,D,663,D,662,D,,A,11,D,2010,D,1,D,,A,101595,D,101476,D,101356,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20171,03389274,38,0,5,01,D,100,D,.0784,D,106969,D,30,D,887,D,3,D,4,D,5,D,,A,114,D,239,D,241,D,243,D,534,D,532,D,530,D,,A,10,D,2001,D,1,D,,A,81676,D,81436,D,81195,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20171,03389354,17,0,1,01,D,100,D,.0784,F,84828,F,30,F,613,F,,C,,C,,C,,C,0,F,61,F,61,F,62,F,552,F,552,F,551,F,,A,06,F,2016,F,1,F,,A,84530,F,84469,F,84408,F,01,D,,A,,A,,A,,A,,A,,A,,C,,A,,A
20171,03389444,21,0,5,01,D,100,D,.0475,D,180000,D,30,D,2007,D,,B,,B,,B,,B,1068,D,623,D,625,D,628,D,316,D,314,D,311,D,,A,06,D,1995,D,1,D,,A,79905,D,79283,D,78657,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20171,03389494,24,0,5,01,D,100,D,.0500,D,171000,D,30,D,1378,D,3,D,,A,5,D,,A,460,D,309,D,310,D,311,D,609,D,608,D,607,D,,A,08,D,2008,D,1,D,,A,146190,D,145882,D,145571,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20171,03389564,50,0,5,01,D,100,D,.0784,F,129000,F,30,F,1064,F,3,F,,A,,A,,A,132,F,78,F,79,F,79,F,522,F,521,F,521,F,,A,01,F,2013,F,2,F,,A,124100,F,123978,F,123856,F,01,D,,A,,A,,A,1000,F,1000,F,1000,F,1,D,2,D,,A
20171,03389574,19,0,5,01,D,100,D,.0784,F,165366,F,30,F,1568,F,3,F,4,F,,A,,A,373,F,119,F,120,F,121,F,1076,F,1075,F,1074,F,,A,05,F,2016,F,1,F,,A,164667,F,164548,F,164428,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20171,03389644,16,0,1,01,D,100,D,.0400,D,320000,D,30,D,2638,D,3,D,4,D,5,D,,A,1110,D,496,D,498,D,500,D,1032,D,1030,D,1028,D,,A,12,D,2014,D,1,D,,A,309487,D,308991,D,308493,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20171,03389694,50,0,5,01,D,100,D,.0600,D,230000,D,30,D,1545,D,3,D,4,D,,A,,A,166,D,310,D,312,D,314,D,1069,D,1067,D,1065,D,,A,09,D,2011,D,1,D,,A,213714,D,213403,D,213091,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20171,03389754,44,0,5,01,D,100,D,.0784,D,65509,D,15,D,750,D,3,D,4,D,5,D,6,D,130,D,361,D,363,D,366,D,259,D,257,D,254,D,,A,09,D,2008,D,1,D,,A,39625,D,39263,D,38900,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20171,03389784,33,0,5,01,D,100,D,.1000,D,134712,D,20,D,1400,D,3,D,4,D,,A,,A,100,D,253,D,256,D,258,D,1047,D,1044,D,1042,D,,A,03,D,2013,D,1,D,,A,125583,D,125330,D,125074,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20171,03389824,16,0,5,01,D,100,D,.0650,D,90000,D,30,D,780,D,3,D,4,D,,A,,A,211,D,281,D,282,D,284,D,288,D,287,D,285,D,,A,09,D,1997,D,1,D,,A,53205,D,52924,D,52641,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20171,03389884,17,0,5,01,D,100,D,.0784,F,16000,F,30,F,397,F,,B,,B,,B,,B,281,F,24,F,24,F,24,F,92,F,92,F,92,F,,A,09,F,2007,F,1,F,,A,14139,F,14115,F,14092,F,01,D,,C,,C,,C,,A,,A,,A,,C,,A,,A
20171,03389924,19,0,5,01,D,100,D,.0784,D,260018,D,30,D,2174,D,3,D,,A,,A,,A,295,D,201,D,203,D,204,D,1678,D,1676,D,1675,D,,A,05,D,2015,D,1,D,,A,256789,D,256588,D,256385,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20171,03390004,6,0,5,01,D,100,D,.0500,D,70000,D,30,D,1000,D,3,D,4,D,5,D,,A,624,D,180,D,180,D,181,D,196,D,196,D,195,D,,A,08,D,2001,D,1,D,,A,47101,D,46922,D,46741,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20171,03390074,14,0,5,01,D,100,D,.0784,D,110982,D,30,D,1150,D,3,D,4,D,,A,,A,348,D,189,D,190,D,191,D,613,D,612,D,611,D,,A,04,D,2005,D,1,D,,A,93837,D,93648,D,93457,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20171,03390114,30,0,5,01,D,100,D,.0784,F,180000,F,30,F,1550,F,3,F,4,F,,A,,A,249,F,162,F,163,F,164,F,1139,F,1138,F,1137,F,,A,08,F,2013,F,1,F,,A,174307,F,174145,F,173981,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20171,03390134,41,0,5,01,D,100,D,.0784,D,146866,D,15,D,1390,D,,A,,A,,A,,A,0,D,1971,T,1962,T,1971,T,27,D,18,D,9,D,,A,01,D,2002,D,1,D,,A,4115,D,2752,D,1380,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20171,03390174,14,0,5,01,D,100,D,.0784,D,74900,D,30,D,557,D,3,D,4,D,5,D,,A,16,D,54,D,55,D,55,D,487,D,486,D,486,D,,A,02,D,2016,D,1,D,,A,74477,D,74423,D,74368,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20171,03390184,33,0,5,01,D,100,D,.0784,D,158446,D,30,D,1496,D,3,D,4,D,,A,,A,351,D,120,D,121,D,122,D,1025,D,1024,D,1023,D,,A,08,D,2015,D,1,D,,A,156841,D,156721,D,156600,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20171,03390214,18,0,5,01,D,100,D,.0784,F,106138,F,30,F,787,F,,A,4,F,,A,,A,20,F,174,F,175,F,176,F,593,F,592,F,591,F,,A,11,F,2005,F,1,F,,A,90800,F,90626,F,90451,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20171,03390264,19,0,5,01,D,100,D,.0500,D,167000,D,30,D,1568,D,,B,,B,,B,,B,672,D,373,D,375,D,377,D,523,D,521,D,519,D,,A,04,D,2004,D,1,D,,A,125406,D,125032,D,124657,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20171,03390274,24,0,5,01,D,100,D,.0784,D,103786,D,30,D,750,D,,A,,A,,A,,A,0,D,246,D,248,D,250,D,504,D,502,D,500,D,,A,01,D,2001,D,1,D,,A,77099,D,76853,D,76605,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20171,03390444,23,0,5,01,D,100,D,.0784,D,143000,D,30,D,1170,D,3,D,4,D,,A,,A,137,D,,A,,A,112,D,,A,,A,921,D,,A,05,D,2015,D,1,D,122016,D,,A,,A,141010,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20171,03390444,47,0,5,01,D,100,D,.0784,D,143000,D,30,D,1035,D,3,D,4,D,5,D,,A,2,D,110,D,111,D,,A,923,D,922,D,,A,122016,D,05,D,2015,D,1,D,,A,141231,D,141121,D,,A,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20171,03390464,37,0,5,02,D,300,D,.0437,D,212000,D,30,D,1058,D,,A,,A,,A,,A,0,D,302,D,303,D,304,D,756,D,755,D,754,D,,A,07,D,2015,D,1,D,,A,207599,D,207297,D,206994,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20171,03390504,50,0,5,01,D,100,D,.0500,F,147000,F,30,F,1575,F,,B,,B,,B,,B,786,F,414,F,416,F,417,F,375,F,373,F,372,F,,A,09,F,1999,F,1,F,,A,90015,F,89601,F,89186,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20171,03390534,12,0,5,01,D,100,D,.0784,D,340000,D,30,D,2900,D,,A,4,D,,A,,A,443,D,292,D,294,D,296,D,2165,D,2163,D,2161,D,,A,01,D,2014,D,1,D,,A,331352,D,331060,D,330766,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20171,03390574,42,0,5,01,D,100,D,.0450,D,114000,D,30,D,1184,D,3,D,4,D,,A,,A,606,D,497,D,499,D,500,D,81,D,79,D,78,D,,A,03,D,1990,D,1,D,,A,21681,D,21185,D,20686,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20171,03390684,29,0,5,01,D,100,D,.0784,D,124678,D,15,D,1400,D,3,D,4,D,,A,,A,220,D,734,D,738,D,743,D,446,D,442,D,437,D,,A,11,D,2007,D,1,D,,A,68335,D,67602,D,66863,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20171,03390704,16,0,5,01,D,100,D,.0600,D,48000,D,30,D,494,D,3,D,4,D,,A,,A,206,D,133,D,134,D,135,D,155,D,154,D,153,D,,A,09,D,1999,D,1,D,,A,30912,D,30779,D,30645,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20171,03390714,45,0,5,01,D,100,D,.0400,D,150000,D,30,D,1150,D,3,D,4,D,5,D,,A,434,D,292,D,293,D,294,D,424,D,423,D,422,D,,A,03,D,2009,D,1,D,,A,127081,D,126789,D,126496,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20171,03390754,23,0,5,01,D,100,D,.0470,D,615472,T,30,D,2850,D,3,D,,A,,A,,A,412,D,666,D,669,D,671,D,1772,D,1769,D,1767,D,,A,06,D,2014,D,1,D,,A,559460,T,561906,T,560433,T,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20171,03390754,24,0,5,01,D,100,D,.0488,F,319000,F,30,F,2247,F,,B,,B,,B,,B,558,F,640,F,643,F,645,F,1049,F,1046,F,1044,F,,A,11,F,2006,F,1,F,,A,257922,F,257282,F,256639,F,02,D,,C,,C,,C,,A,,A,,A,,C,,A,,A
20171,03390784,26,0,5,01,D,100,D,.0410,D,294496,D,30,D,1800,D,3,D,4,D,,A,,A,377,D,431,D,433,D,434,D,992,D,990,D,989,D,,A,12,D,2015,D,1,D,,A,290263,D,289832,D,289399,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20171,03390804,44,0,5,01,D,100,D,.0650,D,151293,D,20,D,1128,D,,A,,A,,A,,A,0,D,798,D,803,D,807,D,330,D,325,D,321,D,,A,02,D,2002,D,1,D,,A,60870,D,60071,D,59269,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20171,03391064,60,0,5,01,D,100,D,.0460,F,84000,F,30,F,770,F,3,F,4,F,,A,,A,339,F,282,F,283,F,284,F,149,F,148,F,147,F,,A,02,F,1996,F,1,F,,A,38995,F,38714,F,38431,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20171,03391244,12,0,5,01,D,100,D,.0784,D,90000,D,15,D,900,D,3,D,4,D,5,D,,A,48,D,332,D,334,D,336,D,520,D,518,D,516,D,,A,11,D,2013,D,1,D,,A,79656,D,79324,D,78991,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20171,03391254,33,0,5,01,D,100,D,.0784,F,357128,F,15,F,3380,F,,A,,A,,A,,A,0,F,1971,V,1962,V,1971,V,1930,F,1921,F,1911,F,,A,10,F,2012,F,1,F,,A,295465,F,294015,F,292556,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20171,03391254,34,0,5,02,D,300,D,.0784,F,55000,F,30,F,600,F,3,F,4,F,,A,,A,203,F,179,F,180,F,181,F,218,F,217,F,216,F,,A,11,F,1996,F,1,F,,A,33428,F,33250,F,33070,F,01,D,1,D,,A,,A,,A,,A,,A,1,D,2,D,,A
20171,03391284,27,0,5,01,D,100,D,.0784,D,615472,T,30,D,5451,T,3,D,,A,,A,,A,859,D,436,D,110,D,111,D,3164,D,790,D,789,D,,A,10,D,2013,D,2,D,,A,559460,T,561906,T,560433,T,01,D,1,D,,A,,A,3600,D,3600,D,1200,D,1,D,2,D,,A
20171,03391374,28,0,5,01,D,100,D,.0784,D,147000,D,30,D,1336,D,3,D,4,D,5,D,,A,274,D,112,D,113,D,113,D,950,D,949,D,949,D,,A,07,D,2015,D,1,D,,A,145404,D,145292,D,145180,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20171,03391414,9,0,5,01,D,100,D,.0425,D,135000,D,30,D,827,D,3,D,4,D,,A,,A,163,D,233,D,234,D,235,D,417,D,416,D,415,D,,A,12,D,2010,D,2,D,,A,120254,D,120016,D,119777,D,01,D,1,D,,A,,A,1048,D,1048,D,1048,D,1,D,2,D,,A
20171,03391454,19,0,5,01,D,100,D,.0784,F,140000,F,30,F,1800,F,3,F,4,F,,A,,A,788,F,419,F,421,F,424,F,593,F,591,F,588,F,,A,02,F,1998,F,1,F,,A,90831,F,90412,F,89991,F,01,D,1,D,,A,,A,,A,,A,,A,1,D,2,D,,A
20171,03391494,15,0,5,01,D,100,D,.0400,D,150000,D,30,D,1122,D,3,D,4,D,,A,,A,406,D,,A,,A,,A,,A,,A,,A,,A,05,D,1996,D,2,D,,A,68314,D,67825,D,67335,D,01,D,1,D,,A,,A,700,D,700,D,700,D,1,D,2,D,,A
20171,03391574,19,0,5,01,D,100,D,.0784,F,69191,F,30,F,634,F,3,F,4,F,,A,,A,134,F,116,F,116,F,117,F,384,F,384,F,383,F,,A,08,F,2005,F,1,F,,A,58851,F,58735,F,58619,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
