QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,PROP_NOF,PROP0NOF,OWNYF,OWNYF_,NEWMRRT,NEWMRRT_,ORGMRTX,ORGMRTX_,QMRTTERM,QMRT_ERM,MRTPMTX,MRTPMTX_,PAYPROTX,PAYP_OTX,PAYPROIN,PAYP_OIN,PAYMORIN,PAYM_RIN,PAYOTHER,PAYO_HER,QESCROWX,QESC_OWX,QPRINM1X,QPRI_M1X,QPRINM2X,QPRI_M2X,QPRINM3X,QPRI_M3X,QADINT1X,QADI_T1X,QADINT2X,QADI_T2X,QADINT3X,QADI_T3X,QRFINDAT,QRFI_DAT,FRSTPYMO,FRST_YMO,FRSTPYYR,FRST_YYR,FIXEDRTE,FIXE_RTE,QNEWDATE,QNEW_ATE,QBLNCM1X,QBLN_M1X,QBLNCM2X,QBLN_M2X,QBLNCM3X,QBLN_M3X,LOAN_NOF,LOAN0NOF,VARRTE,VARRTE_,INTONLY,INTONLY_,OTHRTE,OTHRTE_,PAYMT1X,PAYMT1X_,PAYMT2X,PAYMT2X_,PAYMT3X,PAYMT3X_,PAYPRINI,PAYP_INI,PAYINT,PAYINT_,REFI,REFI_
20172,03513073,16,0,5,01,D,100,D,.0400,F,250000,F,30,F,1800,F,,B,,B,,B,,B,606,F,490,F,491,F,493,F,704,F,703,F,701,F,,A,07,F,2009,F,1,F,,A,211243,F,210753,F,210262,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20172,03513143,26,0,5,01,D,100,D,.0625,D,68200,D,30,D,435,D,,B,,B,,B,,B,15,D,150,D,150,D,151,D,270,D,270,D,269,D,,A,08,D,2003,D,1,D,,A,51929,D,51779,D,51629,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20172,03513143,27,0,5,01,D,100,D,.1200,D,20000,D,20,D,240,D,,B,,B,,B,,B,20,D,85,D,85,D,86,D,135,D,135,D,134,D,,A,12,D,2004,D,1,D,,A,13535,D,13450,D,13365,D,02,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20172,03513203,9,0,5,01,D,100,D,.0784,D,95093,D,15,D,990,D,3,D,4,D,,A,,A,90,D,332,D,334,D,337,D,568,D,566,D,563,D,,A,10,D,2014,D,1,D,,A,86892,D,86560,D,86225,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20172,03513363,24,0,5,01,D,100,D,.0784,F,124266,F,30,F,1200,F,3,F,4,F,,A,,A,302,F,159,F,160,F,161,F,739,F,738,F,737,F,,A,05,F,2009,F,1,F,,A,113135,F,112976,F,112816,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20172,03513433,23,0,5,01,D,100,D,.0784,D,189859,D,30,D,1749,D,3,D,4,D,,A,,A,377,D,299,D,301,D,303,D,1073,D,1071,D,1069,D,,A,07,D,2006,D,1,D,,A,164246,D,163947,D,163646,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20172,03513593,10,0,5,01,D,100,D,.0784,D,140000,D,30,D,1200,D,3,D,,A,,A,,A,188,D,408,D,410,D,413,D,604,D,602,D,599,D,,A,09,D,1998,D,1,D,,A,92478,D,92070,D,91660,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20172,03513653,28,0,5,01,D,100,D,.0784,D,149000,D,30,D,1500,D,3,D,4,D,,A,,A,423,D,163,D,164,D,165,D,914,D,913,D,912,D,,A,03,D,2011,D,1,D,,A,139848,D,139685,D,139521,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20172,03523873,49,0,5,01,D,100,D,.0784,D,170111,D,15,D,1610,D,,A,,A,,A,,A,0,D,626,D,630,D,634,D,974,D,970,D,966,D,,A,03,D,2014,D,1,D,,A,150575,D,149948,D,149318,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20172,03523913,35,0,5,01,D,100,D,.0535,D,140000,D,20,D,1200,D,,B,,B,,B,,B,249,D,456,D,458,D,460,D,495,D,493,D,491,D,,A,11,D,2010,D,1,D,,A,110968,D,110511,D,110053,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20172,03523993,25,0,5,01,D,100,D,.0400,D,615472,T,30,D,5451,T,,B,,B,,B,,B,181,D,1971,T,1962,T,1971,T,2412,D,2407,D,2403,D,,A,02,D,2012,D,1,D,,A,559460,T,561906,T,560433,T,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20172,03524043,9,0,5,01,D,100,D,.0784,F,172146,F,30,F,1647,F,3,F,4,F,5,F,,A,403,F,131,F,132,F,132,F,1113,F,1112,F,1112,F,,A,01,F,2016,F,1,F,,A,170403,F,170272,F,170141,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20172,03524053,32,0,5,01,D,100,D,.0425,D,123186,D,30,D,638,D,3,D,4,D,,A,,A,32,D,,A,175,D,175,D,,A,431,D,431,D,,A,07,D,2016,D,1,D,032017,D,,A,121811,D,121637,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20172,03524053,66,0,5,01,D,100,D,.0425,D,123186,D,30,D,606,D,3,D,4,D,,A,,A,0,D,174,D,,A,,A,432,D,,A,,A,032017,D,07,D,2016,D,1,D,,A,121985,D,,A,,A,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20172,03524193,22,0,5,01,D,100,D,.0680,F,65000,F,30,F,880,F,3,F,4,F,,A,,A,456,F,195,F,196,F,197,F,229,F,228,F,227,F,,A,07,F,1998,F,1,F,,A,40383,F,40188,F,39992,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20172,03524333,19,0,5,01,D,100,D,.0425,D,197000,D,30,D,1900,D,3,D,,A,,A,,A,931,D,293,D,294,D,295,D,676,D,675,D,674,D,,A,04,D,2015,D,1,D,,A,190804,D,190511,D,190217,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20172,03524363,27,0,5,01,D,100,D,.0981,D,150000,D,15,D,1000,D,,A,,A,,A,,A,,B,,A,,A,,A,,A,,A,,A,,A,10,D,1989,D,1,D,,A,,A,,A,,A,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20172,03524383,14,0,5,01,D,100,D,.0784,F,85000,F,30,F,800,F,3,F,4,F,,A,,A,186,F,276,F,278,F,280,F,338,F,336,F,334,F,,A,05,F,1997,F,1,F,,A,51678,F,51401,F,51123,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20172,03524413,12,0,5,01,D,100,D,.0410,D,110000,D,30,D,843,D,3,D,4,D,,A,,A,311,D,209,D,210,D,211,D,323,D,322,D,321,D,,A,12,D,2009,D,1,D,,A,94419,D,94209,D,93999,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20172,03524423,19,0,5,01,D,100,D,.0450,D,197361,D,30,D,1000,D,3,D,4,D,,A,,A,0,D,665,D,667,D,670,D,335,D,333,D,330,D,,A,03,D,1996,D,1,D,,A,89336,D,88671,D,88004,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20172,03524483,12,0,5,01,D,100,D,.0784,F,147000,F,30,F,1140,F,3,F,4,F,,A,,A,78,F,132,F,133,F,134,F,930,F,929,F,928,F,,A,09,F,2013,F,1,F,,A,142373,F,142241,F,142108,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20172,03524533,32,0,5,01,D,100,D,.0784,F,290601,F,30,F,2535,F,3,F,4,F,,A,,A,435,F,261,F,263,F,265,F,1839,F,1837,F,1835,F,,A,10,F,2013,F,1,F,,A,281428,F,281167,F,280904,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20172,03524603,16,0,5,01,D,100,D,.0784,D,249086,D,30,D,1800,D,,A,,A,,A,6,D,0,D,474,D,477,D,480,D,1326,D,1323,D,1320,D,,A,03,D,2004,D,1,D,,A,203005,D,202532,D,202055,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20172,03524653,12,0,5,01,D,100,D,.0420,D,60000,D,30,D,431,D,,A,4,D,,A,,A,138,D,99,D,99,D,100,D,194,D,194,D,193,D,,A,12,D,2012,D,1,D,,A,55473,D,55375,D,55275,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20172,03524663,14,0,5,01,D,100,D,.0413,D,196931,D,30,D,1196,D,3,D,,A,,A,6,D,241,D,387,D,388,D,390,D,568,D,567,D,565,D,,A,01,D,2009,D,1,D,022017,D,165071,D,164684,D,164296,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20172,03524733,32,0,5,01,D,100,D,.0784,D,147238,D,30,D,1499,D,3,D,4,D,,A,,A,435,D,252,D,254,D,256,D,812,D,810,D,808,D,,A,07,D,2005,D,1,D,,A,124241,D,123988,D,123735,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20172,03524933,17,0,5,01,D,100,D,.0784,D,121775,D,30,D,1024,D,3,D,,A,,A,,A,144,D,246,D,247,D,249,D,634,D,633,D,631,D,,A,06,D,2003,D,1,D,,A,97106,D,96861,D,96614,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20172,03524963,28,0,5,01,D,100,D,.0784,D,130000,D,15,D,1230,D,,A,,A,,A,,A,0,D,414,D,416,D,419,D,636,D,634,D,631,D,,A,01,D,2014,D,2,D,,A,114110,D,113625,D,113137,D,01,D,,A,,A,3,D,1050,D,1050,D,1050,D,1,D,2,D,,A
20172,03524963,29,0,5,01,D,100,D,.0450,D,26820,D,5,D,500,D,,A,,A,,A,,A,0,D,419,D,421,D,422,D,81,D,79,D,78,D,,A,01,D,2016,D,1,D,,A,21509,D,21090,D,20669,D,02,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20172,03524963,30,0,5,02,D,300,D,.0500,D,90000,D,3,D,,A,,A,,A,,A,,A,0,F,5861,V,1876,V,,A,375,F,365,F,,A,,A,01,F,2016,D,2,D,,A,46683,F,44180,F,,A,01,D,1,D,,A,,A,,A,,A,,A,,C,,A,,A
20172,03525003,57,0,5,01,D,100,D,.1200,F,41661,F,15,F,675,F,3,F,4,F,5,F,,A,175,F,85,F,86,F,87,F,415,F,414,F,413,F,,A,11,F,2016,F,1,F,,A,41493,F,41408,F,41322,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20172,03525153,13,0,1,01,D,100,D,.0784,D,54000,D,30,D,600,D,3,D,,A,,A,,A,210,D,51,D,51,D,52,D,339,D,339,D,338,D,,A,02,D,2013,D,1,D,,A,51911,D,51860,D,51809,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20172,03525163,12,0,5,01,D,100,D,.1150,F,35000,F,20,F,460,F,,A,4,F,,A,,A,87,F,180,F,181,F,183,F,193,F,192,F,190,F,,A,05,F,2003,F,1,F,,A,20181,F,20001,F,19820,F,01,D,,C,,C,,C,,A,,A,,A,1,D,2,D,,A
20172,03525183,50,0,5,01,D,100,D,.0425,D,615472,T,30,D,5451,T,,A,,A,,A,,A,0,D,1971,T,1962,T,1971,T,2861,D,2856,D,2852,D,,A,04,D,2014,D,1,D,,A,559460,T,561906,T,560433,T,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20172,03525303,9,0,1,01,D,100,D,.0784,D,150000,D,30,D,1316,D,3,D,4,D,,A,,A,232,D,167,D,169,D,170,D,433,D,431,D,430,D,,A,06,D,2003,D,2,D,,A,119615,D,119312,D,119008,D,01,D,1,D,,A,,A,1000,D,1000,D,1000,D,1,D,2,D,,A
20172,03525303,10,0,1,01,D,100,D,.0750,D,30000,D,15,D,300,D,,B,,B,,B,,B,22,D,203,D,205,D,206,D,75,D,73,D,72,D,,A,04,D,2006,D,1,D,,A,11931,D,11728,D,11523,D,02,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20172,03525343,22,0,5,01,D,100,D,.0500,D,69550,D,15,D,550,D,,A,,A,,A,,A,0,D,305,D,306,D,307,D,245,D,244,D,243,D,,A,12,D,2013,D,1,D,,A,58860,D,58556,D,58250,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20172,03525493,11,0,5,01,D,100,D,.0525,D,229806,D,30,D,1550,D,3,D,,A,5,D,,A,281,D,314,D,315,D,317,D,955,D,954,D,952,D,,A,10,D,2013,D,1,D,,A,218311,D,217997,D,217681,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20172,03525633,53,0,5,01,D,100,D,.0784,D,407394,D,30,D,5451,T,3,D,4,D,,A,,A,928,D,282,D,284,D,286,D,2662,D,2660,D,2658,D,,A,02,D,2017,D,1,D,,A,559460,T,561906,T,560433,T,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20172,03525663,18,0,5,01,D,100,D,.0784,D,137966,D,30,D,1147,D,3,D,4,D,,A,,A,150,D,217,D,219,D,220,D,780,D,778,D,777,D,,A,08,D,2006,D,1,D,,A,119354,D,119136,D,118918,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20172,03525783,18,0,5,01,D,100,D,.0588,D,110000,D,15,D,1543,D,3,D,4,D,,A,,A,622,D,,A,,A,899,D,,A,,A,22,D,,A,09,D,2002,D,1,D,042017,D,,A,,A,4574,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20172,03525783,41,0,5,01,D,100,D,.0588,D,110000,D,15,D,1495,D,3,D,4,D,,A,,A,574,D,890,D,894,D,,A,31,D,27,D,,A,042017,D,09,D,2002,D,1,D,,A,6358,D,5468,D,,A,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20172,03525793,11,0,1,01,D,100,D,.0500,D,12000,D,30,D,2345,D,3,D,4,D,,A,,A,2281,D,21,D,21,D,21,D,43,D,43,D,43,D,,A,04,D,2009,D,1,D,,A,10393,D,10372,D,10352,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20172,03525873,10,0,1,01,D,100,D,.0520,D,291000,D,30,D,2300,D,3,D,4,D,5,D,,A,702,D,337,D,338,D,340,D,1261,D,1260,D,1258,D,,A,02,D,2017,D,1,D,,A,291000,D,290663,D,290325,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20172,03525933,26,0,5,01,D,100,D,.0520,D,160000,D,30,D,1100,D,3,D,4,D,,A,,A,221,D,377,D,379,D,381,D,502,D,500,D,498,D,,A,06,D,2003,D,1,D,,A,115773,D,115396,D,115017,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20172,03525933,27,0,5,02,D,300,D,.0400,D,103000,D,30,D,688,D,3,D,4,D,,A,,A,196,D,179,D,179,D,180,D,313,D,313,D,312,D,,A,07,D,2012,D,1,D,,A,94042,D,93864,D,93685,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20172,03525943,23,0,5,01,D,100,D,.1100,F,41000,F,30,F,415,F,,B,,B,,B,,B,25,F,108,F,109,F,110,F,282,F,281,F,280,F,,A,07,F,1998,F,1,F,,A,30721,F,30613,F,30503,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20172,03526013,18,0,5,01,D,100,D,.0784,D,225000,D,30,D,2090,D,3,D,4,D,,A,,A,464,D,324,D,326,D,328,D,1302,D,1300,D,1298,D,,A,10,D,2007,D,1,D,,A,199362,D,199038,D,198713,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20172,03526023,26,0,5,01,D,100,D,.0500,D,142174,D,5,D,2683,D,,A,,A,,A,,A,0,D,1971,T,1962,T,1971,T,439,D,430,D,421,D,,A,09,D,2015,D,1,D,,A,105424,D,103180,D,100927,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20172,03526083,20,0,5,01,D,100,D,.0784,D,239261,D,30,D,2204,D,3,D,4,D,,A,,A,475,D,190,D,191,D,193,D,1539,D,1538,D,1536,D,,A,05,D,2015,D,1,D,,A,235541,D,235351,D,235160,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20172,03526213,17,0,5,02,D,300,D,.0410,D,180000,D,30,D,888,D,,B,,B,,B,,B,18,D,259,D,259,D,260,D,611,D,611,D,610,D,,A,10,D,2016,D,1,D,,A,178975,D,178716,D,178457,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20172,03526273,35,0,5,01,D,100,D,.0784,D,63379,D,30,D,478,D,,A,4,D,,A,,A,20,D,46,D,46,D,47,D,412,D,412,D,411,D,,A,07,D,2016,D,1,D,,A,63065,D,63019,D,62973,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20172,03526333,16,0,5,01,D,100,D,.0784,D,147923,D,15,D,1400,D,,A,,A,,A,,A,0,D,680,D,684,D,688,D,720,D,716,D,712,D,,A,05,D,2011,D,1,D,,A,110278,D,109598,D,108914,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20172,03526393,13,0,5,01,D,100,D,.0400,D,209461,D,30,D,1600,D,3,D,4,D,,A,,A,600,D,330,D,331,D,332,D,670,D,669,D,668,D,,A,11,D,2014,D,1,D,,A,200949,D,200619,D,200288,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20172,03526403,11,0,5,01,D,100,D,.0784,D,31698,D,15,D,300,D,,A,,A,,A,,A,0,D,124,D,125,D,125,D,176,D,175,D,175,D,,A,06,D,2013,D,1,D,,A,26980,D,26856,D,26731,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20172,03526453,24,0,5,01,D,100,D,.0784,D,209000,D,30,D,1774,D,3,D,4,D,,A,,A,264,D,263,D,265,D,267,D,1247,D,1245,D,1243,D,,A,06,D,2009,D,1,D,,A,190849,D,190585,D,190321,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20172,03526513,21,0,5,01,D,100,D,.0850,D,61515,D,30,D,589,D,3,D,4,D,,A,,A,116,D,157,D,158,D,160,D,316,D,315,D,313,D,,A,02,D,2000,D,1,D,,A,44571,D,44414,D,44256,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20172,03526603,43,0,5,01,D,100,D,.0784,D,106277,D,30,D,1000,D,3,D,4,D,,A,,A,232,D,87,D,87,D,88,D,681,D,681,D,680,D,,A,01,D,2015,D,1,D,,A,104284,D,104197,D,104110,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20172,03526633,55,0,5,01,D,100,D,.0700,D,157000,D,30,D,1381,D,3,D,4,D,,A,,A,336,D,254,D,255,D,257,D,791,D,790,D,788,D,,A,06,D,2007,D,1,D,,A,135667,D,135413,D,135158,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20172,03526683,21,0,5,01,D,100,D,.0425,D,167703,D,30,D,825,D,,A,,A,,A,,A,0,D,283,D,284,D,285,D,542,D,541,D,540,D,,A,05,D,2012,D,1,D,,A,153138,D,152855,D,152572,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20172,03526743,8,0,5,01,D,100,D,.0784,F,615472,V,15,F,5451,V,3,F,4,F,5,F,,A,0,F,1971,V,1962,V,1971,V,3326,F,3315,F,3304,F,,A,01,F,2016,F,1,F,,A,559460,V,561906,V,560433,V,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20172,03526823,14,0,5,01,D,100,D,.0475,D,196377,D,30,D,1609,D,3,D,,A,5,D,,A,585,D,284,D,285,D,287,D,740,D,739,D,737,D,,A,02,D,2014,D,1,D,,A,186853,D,186569,D,186283,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20172,03526843,24,0,5,01,D,100,D,.0784,D,164500,D,30,D,1642,D,3,D,4,D,,A,,A,453,D,449,D,452,D,454,D,740,D,737,D,735,D,,A,08,D,1999,D,1,D,,A,113331,D,112882,D,112431,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20172,03526873,33,0,5,01,D,100,D,.0620,D,6070,D,1,D,593,D,3,D,4,D,,A,,A,70,D,,A,,A,,A,,A,,A,,A,,A,07,D,1997,D,1,D,,A,,A,,A,,A,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20172,03526903,19,0,5,01,D,100,D,.0784,F,135000,F,30,F,1240,F,3,F,4,F,,A,,A,264,F,129,F,130,F,131,F,847,F,846,F,845,F,,A,02,F,2013,F,1,F,,A,129592,F,129463,F,129332,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20172,03526953,30,0,5,01,D,100,D,.0784,D,170000,D,30,D,1400,D,3,D,4,D,,A,,A,172,D,676,D,681,D,685,D,552,D,547,D,543,D,,A,09,D,1994,D,1,D,,A,84430,D,83754,D,83073,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20172,03527003,27,0,5,01,D,100,D,.0784,F,205000,F,30,F,1835,F,3,F,,A,,A,,A,354,F,437,F,440,F,443,F,1044,F,1041,F,1038,F,,A,08,F,2002,F,1,F,012017,F,159787,F,159350,F,158910,F,01,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20172,03527003,49,0,5,01,D,100,D,.0784,D,215000,D,30,D,1163,D,,A,,A,,A,,A,,B,,A,,A,,A,,A,,A,,A,022017,D,06,D,2016,D,1,D,,A,,A,,A,,A,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20172,03527013,7,0,5,01,D,100,D,.0784,D,248533,D,30,D,2367,D,3,D,4,D,5,D,,A,571,D,190,D,191,D,192,D,1606,D,1605,D,1604,D,,A,11,D,2015,D,1,D,,A,245828,D,245638,D,245447,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20172,03527083,20,0,5,01,D,100,D,.0784,D,110000,D,30,D,896,D,3,D,,A,,A,,A,101,D,,A,,A,,A,,A,,A,,A,,A,01,D,2008,D,2,D,022017,D,97938,D,97783,D,97627,D,01,D,1,D,,A,,A,794,D,795,D,795,D,1,D,2,D,,A
20172,03527083,41,0,5,01,D,100,D,.0784,D,110000,D,30,D,911,D,3,D,4,D,,A,,A,116,D,,A,,A,,A,,A,,A,,A,022017,D,01,D,2008,D,2,D,,A,,A,,A,,A,01,D,1,D,,A,,A,,A,,A,,A,1,D,2,D,,A
20172,03527163,10,0,1,01,D,100,D,.0400,D,397976,D,30,D,1900,D,,A,,A,,A,,A,0,D,638,D,640,D,642,D,1262,D,1260,D,1258,D,,A,06,D,2014,D,1,D,,A,378646,D,378009,D,377369,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20172,03527213,25,0,5,01,D,100,D,.0400,D,368000,D,30,D,1793,D,,B,,B,,B,,B,36,D,571,D,573,D,574,D,1186,D,1184,D,1183,D,,A,04,D,2015,D,1,D,,A,355915,D,355344,D,354772,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20172,03527383,13,0,5,01,D,100,D,.0784,F,220000,F,30,F,1845,F,3,F,4,F,,A,6,F,255,F,175,F,176,F,178,F,816,F,815,F,813,F,,A,04,F,2009,F,2,F,,A,200294,F,200013,F,199729,F,01,D,,A,,A,,A,1430,F,1430,F,1430,F,1,D,2,D,,A
20172,03527393,41,0,5,01,D,100,D,.0784,D,243016,D,15,D,2300,D,,A,,A,,A,,A,0,D,1060,D,1067,D,1074,D,1240,D,1233,D,1226,D,,A,01,D,2012,D,1,D,,A,189844,D,188784,D,187717,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20172,03527443,21,0,5,01,D,100,D,.0784,D,228118,D,15,D,2600,D,3,D,4,D,,A,,A,441,D,792,D,797,D,802,D,1367,D,1362,D,1357,D,,A,12,D,2014,D,1,D,,A,209237,D,208445,D,207648,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20172,03527533,15,0,5,02,D,200,D,.0800,F,19000,F,30,F,180,F,,B,,B,,B,,B,41,F,29,F,29,F,29,F,110,F,110,F,110,F,,A,06,F,2006,F,1,F,,A,16519,F,16491,F,16462,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20172,03527593,13,0,5,01,D,100,D,.0784,D,129525,D,30,D,936,D,,A,,A,,A,,A,0,D,96,D,96,D,97,D,840,D,840,D,839,D,,A,04,D,2016,D,1,D,,A,128600,D,128505,D,128408,D,02,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20172,03527593,14,0,5,01,D,100,D,.0784,D,104070,D,23,D,936,D,3,D,,A,,A,,A,121,D,165,D,166,D,167,D,650,D,649,D,648,D,,A,07,D,2014,D,1,D,,A,99445,D,99280,D,99113,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20172,03527593,15,0,5,02,D,300,D,.1800,D,7000,D,7,D,163,D,3,D,4,D,,A,,A,16,D,53,D,53,D,54,D,94,D,94,D,93,D,,A,11,D,2015,D,1,D,,A,6299,D,6247,D,6194,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20172,03527653,8,0,5,01,D,100,D,.0784,D,101644,D,15,D,1000,D,,A,4,D,,A,,A,38,D,362,D,365,D,367,D,600,D,597,D,595,D,,A,08,D,2014,D,1,D,,A,91806,D,91443,D,91079,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20172,03527703,30,0,5,01,D,100,D,.0784,D,615472,T,30,D,5451,T,3,D,4,D,,A,,A,870,D,,A,,A,,A,,A,,A,,A,,A,11,D,2013,D,2,D,,A,559460,T,561906,T,560433,T,01,D,1,D,,A,,A,3100,D,3100,D,3100,D,1,D,2,D,,A
20172,03527723,15,0,5,01,D,100,D,.0784,D,89948,D,30,D,800,D,3,D,4,D,,A,,A,150,D,119,D,120,D,120,D,531,D,530,D,530,D,,A,11,D,2008,D,1,D,,A,81309,D,81190,D,81070,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20172,03527793,24,0,5,01,D,100,D,.0450,D,188000,D,30,D,1190,D,3,D,4,D,,A,,A,237,D,292,D,293,D,295,D,661,D,660,D,658,D,,A,06,D,2013,D,1,D,,A,176160,D,175868,D,175574,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20172,03527823,23,0,5,01,D,100,D,.0450,D,292095,D,30,D,1480,D,,A,,A,,A,,A,0,D,557,D,559,D,561,D,923,D,921,D,919,D,,A,11,D,2008,D,1,D,,A,246088,D,245530,D,244971,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20172,03527903,15,0,5,01,D,100,D,.0425,D,300000,D,30,D,2031,D,3,D,4,D,5,D,,A,555,D,678,D,681,D,683,D,798,D,795,D,793,D,,A,06,D,2005,D,1,D,,A,225228,D,224550,D,223869,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20172,03527993,7,0,5,01,D,100,D,.0784,D,82943,D,15,D,953,D,3,D,4,D,,A,,A,168,D,320,D,322,D,324,D,465,D,463,D,461,D,,A,08,D,2013,D,1,D,,A,71238,D,70918,D,70597,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20172,03528093,21,0,5,01,D,100,D,.0784,D,40774,D,20,D,337,D,,A,,A,,A,,A,0,D,124,D,124,D,125,D,213,D,213,D,212,D,,A,12,D,2009,D,1,D,,A,32660,D,32537,D,32412,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,A
20172,03528123,11,0,5,01,D,100,D,.0425,D,170000,D,30,D,1155,D,3,D,4,D,,A,,A,319,D,,A,,A,,A,,A,,A,,A,,A,05,D,2002,D,2,D,,A,112487,D,112049,D,111610,D,01,D,1,D,,A,,A,1300,D,1300,D,1300,D,1,D,2,D,,A
