"NEWID","TAX_UNIT","TAXYR_CY","TAXYR_PY","DEPCNT","FICAR_CY","FICAR_PY","FILESTAT","FRATE_CY","FRATE_PY","SOI_ST","SOI_ST_","SRATE_CY","SRATE_PY","T65CT_CY","T65C__CY","T65CT_PY","T65C__PY","WAGE_HD","WAGE_HD_","WAGE_SP","WAGE_SP_","OTHTXINC","OTHT_INC","TAXPENS","TAXPENS_","SOSSECB","SOSSECB_","NONTXINC","NONT_INC","RNTPAID","RNTPAID_","PROPTXPD","PROP_XPD","AMTDEDCT","AMTD_DCT","CHLDCARE","CHLD_ARE","DEPUND17","DEPU_D17","OTHDEDCT","OTHD_DCT","FTAXOWE","STAXOWE","FTAXO_PY","FTAXO_CY","STAXO_PY","STAXO_CY","FICA_PY","FICA_CY","FDAGI_PY","FDAGI_CY","STAGI_PY","STAGI_CY","CHDTX_PY","CHDTX_CY","ADDTX_PY","ADDTX_CY","DPCAR_PY","DPCAR_CY","EITCR_PY","EITCR_CY","AMTIN_PY","AMTIN_CY","AMTOW_PY","AMTOW_CY","FRGTX_PY","FRGTX_CY","FTXBC_PY","FTXBC_CY","SSTDD_PY","SSTDD_CY","SITDD_PY","SITDD_CY","SPRCR_PY","SPRCR_CY","SDCAR_PY","SDCAR_CY","SEITC_PY","SEITC_CY","DIVINC"
"02966825",1,"2014","2013",5,0.0318,0.0318,"2",0.1925,0.1925,"14","D",0.05,0.05,0,"D",0,"D",137000,"D",3120,"D",-600,"D",0,"D",0,"D",0,"D",0,"D",9600,"D",885,"D",0,"D",4,"D",24256,"D",7292,5754,7341.2,7275.01,5761,5752.25,18549.16,18958.36,139520,139520,139520.01,139520.01,2524,2524,0,0,0,0,0,0,115264,115264,0,0,9865.2,9799.01,9865.2,9799.01,0,0,0,0,480,480,0,0,0,0,0
"02966845",1,"2014","2013",0,0.153,0.153,"1",0.1425,0.1425,"14","D",0.05,0.05,0,"D",0,"D",54000,"D",0,"D",-5050,"D",0,"D",0,"D",0,"D",0,"D",5300,"D",0,"D",0,"D",0,"D",3136,"D",4723,2077,4734.22,4719.41,2077.5,2076.25,8262,8262,48950,48950,48950.01,48950.01,0,0,0,0,0,0,0,0,45814,45814,0,0,4734.23,4719.41,4734.22,4719.41,0,0,0,0,265,265,0,0,0,0,0
"02966915",1,"2014","2013",1,0.0709,0.0709,"2",0.35,0.35,"05","D",0.093,0.093,0,"D",0,"D",212148,"D",76499,"D",0,"D",0,"D",0,"D",0,"D",0,"D",2500,"D",500,"D",0,"D",1,"D",4436,"D",62032,20604,62486.85,61880.85,20704.61,20570.24,32303.26,32712.46,288647,288647,288647.01,288647.01,0,0,0,0,0,0,0,0,284211,284211,4067.74,3875.4,58419.11,58005.45,58419.11,58005.45,7812,7984,7436,7436,0,0,0,0,0,0,0
"02966925",1,"2014","2013",0,0.153,0.153,"1",0,0,"33","D",0,0,1,"D",1,"D",6000,"D",0,"D",0,"D",0,"D",15659,"D",0,"D",0,"D",14800,"D",0,"D",0,"D",0,"D",9900,"D",0,0,0,0,0,0,918,918,6000,6000,6000.01,6000.01,0,0,0,0,0,0,0,0,6000,6000,0,0,0,0,0,0,7700,7800,0,0,0,0,0,0,0,0,0
"02966945",1,"2014","2013",0,0.153,0.153,"1",0.28,0.28,"21","D",0.0475,0.0475,1,"D",1,"D",87000,"D",0,"D",-340,"D",0,"D",25259,"D",0,"D",9420,"D",0,"D",190,"D",0,"D",0,"D",0,"D",20220,3845,20349.69,20176.19,3845.35,3845.35,13311,13311,108130.15,108130.15,86660.01,86660.01,0,0,0,0,0,0,0,0,108130.15,108130.15,0,0,20349.69,20176.19,20349.69,20176.19,2000,2000,0,0,0,0,0,0,0,0,0
"02966955",1,"2014","2013",1,0.153,0.153,"2",0.2598,0.2598,"39","D",0.0307,0.0307,0,"D",0,"D",2515,"D",29168,"D",2937,"D",0,"D",0,"D",0,"D",6000,"D",0,"D",0,"D",0,"D",1,"D",1320,"D",-1415,1063,-1300.35,-1452.67,1062.83,1062.83,4847.5,4847.5,34620,34620,34620.01,34620.01,1000,1000,0,0,0,0,1372.35,1489.67,34620,34620,0,0,1072,1037,1072,1037,0,0,0,0,0,0,0,0,0,0,0
"02966975",1,"2014","2013",1,0.153,0.153,"3",0.2907,0.2907,"21","D",0.1274,0.1274,0,"D",0,"D",35000,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",4500,"D",0,"D",0,"D",1,"D",5808,"D",260,549,349.92,229.7,587.22,535.75,5355,5355,35000,35000,35000.01,35000.01,1000,1000,0,0,0,0,458.29,561.23,29192,29192,0,0,1808.22,1790.94,1808.22,1790.94,4000,4000,10308,10308,0,0,0,0,229.15,280.62,0
"02966975",2,"2014","2013",0,0.153,0.153,"1",0.15,0.15,"21","D",0.0475,0.0475,0,"D",0,"D",35000,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",3281,1363,3303.75,3273.75,1363,1363,5355,5355,35000,35000,35000.01,35000.01,0,0,0,0,0,0,0,0,35000,35000,0,0,3303.75,3273.75,3303.75,3273.75,2000,2000,0,0,0,0,0,0,0,0,0
"02966975",3,"2014","2013",0,0.153,0.153,"1",0.15,0.15,"21","D",0.0475,0.0475,0,"D",0,"D",40000,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",4031,1601,4053.75,4023.75,1600.5,1600.5,6120,6120,40000,40000,40000.01,40000.01,0,0,0,0,0,0,0,0,40000,40000,0,0,4053.75,4023.75,4053.75,4023.75,2000,2000,0,0,0,0,0,0,0,0,0
"02966995",1,"2014","2013",0,0.038,0.038,"2",0.2698,0.2698,"01","D",0.0365,0.0365,0,"D",0,"D",263651,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",9800,"D",700,"D",0,"D",0,"D",50736,"D",39684,7462,39868.63,39622.21,7462.42,7462.11,21867.54,22276.74,263651,263651,263651.01,263651.01,0,0,0,0,0,0,0,0,212915,212915,0,0,39868.63,39622.21,39868.63,39622.21,4000,4000,69934.05,70186.5,0,0,0,0,0,0,0
"02967015",1,"2014","2013",2,0.0799,0.0799,"2",0.35,0.35,"31","D",0.0637,0.0637,0,"D",0,"D",212148,"D",108181,"D",9114,"D",0,"D",0,"D",0,"D",0,"D",15773,"D",100,"D",200,"D",2,"D",47064,"D",61351,15988,61805.65,61199.65,15987.52,15987.52,37435.75,37844.95,329443,329443,329443.01,329443.01,0,0,0,0,40,40,0,0,282379,282379,6505.49,6619.08,55340.17,54620.57,55340.17,54620.57,0,0,0,0,0,0,0,0,0,0,0
"02967025",1,"2014","2013",1,0.153,0.153,"3",0.3098,0.3098,"21","D",0.1274,0.1274,0,"D",0,"D",30000,"D",0,"D",0,"D",0,"D",0,"D",0,"D",12936,"D",0,"D",225,"D",0,"D",1,"D",0,"D",-1020,211,-907.29,-1057.73,249.85,198.38,4590,4590,30000,30000,30000.01,30000.01,1000,1000,0,0,0,0,1257.29,1360.23,30000,30000,0,0,1350,1302.5,1350,1302.5,4000,4000,0,0,0,0,0,0,628.65,680.12,0
"02967025",2,"2014","2013",0,0.153,0.153,"1",0.15,0.15,"21","D",0.0475,0.0475,0,"D",0,"D",21718,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",1289,732,1311.45,1281.45,732.11,732.11,3322.85,3322.85,21718,21718,21718.01,21718.01,0,0,0,0,0,0,0,0,21718,21718,0,0,1311.45,1281.45,1311.45,1281.45,2000,2000,0,0,0,0,0,0,0,0,0
"02967035",1,"2014","2013",2,0.153,0.153,"2",0.1485,0.1485,"05","D",0,0,0,"D",0,"D",50000,"D",0,"D",6000,"D",0,"D",0,"D",0,"D",0,"D",5000,"D",1100,"D",0,"D",1,"D",12816,"D",1161,0,1196.44,1149.75,0,0,7650,7650,56000,56000,56000.01,56000.01,1000,1000,0,0,0,0,0,0,43184,43184,0,0,2196.44,2149.75,2196.44,2149.75,7812,7984,18916,18916,0,0,0,0,0,0,0
"02967035",2,"2014","2013",0,0.153,0.153,"1",0.15,0.15,"05","D",0.02,0.02,0,"D",0,"D",20000,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",1031,136,1053.75,1023.75,140.06,134.67,3060,3060,20000,20000,20000.01,20000.01,0,0,0,0,0,0,0,0,20000,20000,0,0,1053.75,1023.75,1053.75,1023.75,3906,3992,0,0,0,0,0,0,0,0,0
"02967055",1,"2014","2013",2,0.153,0.153,"2",0.1403,0.1403,"33","D",0.0645,0.0645,0,"D",0,"D",0,"D",61405,"D",0,"D",11201,"D",0,"D",0,"D",0,"D",9900,"D",1405,"D",0,"D",2,"D",4820,"D",2876,2198,2909.4,2865.21,2201.64,2196.25,9394.96,9394.96,72606,72606,72606.01,72606.01,2000,2000,0,0,0,0,0,0,67786,67786,0,0,4909.4,4865.21,4909.4,4865.21,15400,15650,16125,16125,0,0,0,0,0,0,0
"02967075",1,"2014","2013",2,0,0,"3",0,0,"31","D",0.014,0.014,0,"D",0,"D",0,"D",0,"D",20050,"D",0,"D",0,"D",0,"D",0,"D",7400,"D",80,"D",0,"D",0,"D",0,"D",0,121,0,0,121.1,121.1,0,0,20050,20050,20050.01,20050.01,0,0,0,0,0,0,0,0,20050,20050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"02967075",2,"2014","2013",2,0,0,"3",-0.4,-0.4,"31","D",-0.08,-0.08,0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"02967145",1,"2014","2013",3,0.153,0.153,"3",0.3106,0.3106,"03","D",0.0259,0.0259,0,"D",0,"D",42000,"D",0,"D",-4773,"D",0,"D",0,"D",0,"D",0,"D",800,"D",1029,"D",0,"D",2,"D",0,"D",-1771,418,-1622.92,-1820.1,420.54,417.22,6426,6426,37227,37227,37227.01,37227.01,1267.7,1232.7,732.3,767.3,0,0,890.62,1052.8,37227,37227,0,0,1267.7,1232.7,1267.7,1232.7,9890,10018,2398.13,2405.1,0,0,0,0,0,0,0
"02967235",1,"2014","2013",0,0,0,"1",0.25,0.25,"26","D",0.06,0.06,1,"D",1,"D",0,"D",0,"D",3600,"D",77794,"D",0,"D",0,"D",23400,"D",0,"D",165,"D",0,"D",0,"D",400,"D",13310,3410,13402.25,13279.75,3416.64,3407.64,0,0,81394,81394,81394.01,81394.01,0,0,0,0,0,0,0,0,81394,81394,0,0,13402.25,13279.75,13402.25,13279.75,7600,7750,0,0,0,0,0,0,0,0,0
"02967285",1,"2014","2013",0,0.153,0.153,"1",0.15,0.15,"03","D",0.0288,0.0288,0,"D",0,"D",23452,"D",0,"D",0,"D",0,"D",0,"D",0,"D",6540,"D",0,"D",40,"D",0,"D",0,"D",0,"D",1549,442,1571.55,1541.55,443.52,441.68,3588.16,3588.16,23452,23452,23452.01,23452.01,0,0,0,0,0,0,0,0,23452,23452,0,0,1571.55,1541.55,1571.55,1541.55,4945,5009,483.52,481.68,0,0,0,0,0,0,0
"02967295",1,"2014","2013",0,0,0,"2",-0.0765,-0.0765,"33","D",0.002,0.002,0,"D",0,"D",0,"D",0,"D",0,"D",16078,"D",0,"D",0,"D",0,"D",15773,"D",340,"D",0,"D",0,"D",2400,"D",0,-45,0,0,-44.84,-44.84,0,0,16078,16078,16078.01,16078.01,0,0,0,0,0,0,0,0,16078,16078,0,0,0,0,0,0,15400,15650,0,0,44.84,44.84,0,0,0,0,0
