"NEWID","TAX_UNIT","TAXYR_CY","TAXYR_PY","DEPCNT","FICAR_CY","FICAR_PY","FILESTAT","FRATE_CY","FRATE_PY","SOI_ST","SOI_ST_","SRATE_CY","SRATE_PY","T65CT_CY","T65C__CY","T65CT_PY","T65C__PY","WAGE_HD","WAGE_HD_","WAGE_SP","WAGE_SP_","OTHTXINC","OTHT_INC","TAXPENS","TAXPENS_","SOSSECB","SOSSECB_","NONTXINC","NONT_INC","RNTPAID","RNTPAID_","PROPTXPD","PROP_XPD","AMTDEDCT","AMTD_DCT","CHLDCARE","CHLD_ARE","DEPUND17","DEPU_D17","OTHDEDCT","OTHD_DCT","FTAXOWE","STAXOWE","FTAXO_PY","FTAXO_CY","STAXO_PY","STAXO_CY","FICA_PY","FICA_CY","FDAGI_PY","FDAGI_CY","STAGI_PY","STAGI_CY","CHDTX_PY","CHDTX_CY","ADDTX_PY","ADDTX_CY","DPCAR_PY","DPCAR_CY","EITCR_PY","EITCR_CY","AMTIN_PY","AMTIN_CY","AMTOW_PY","AMTOW_CY","FRGTX_PY","FRGTX_CY","FTXBC_PY","FTXBC_CY","SSTDD_PY","SSTDD_CY","SITDD_PY","SITDD_CY","SPRCR_PY","SPRCR_CY","SDCAR_PY","SDCAR_CY","SEITC_PY","SEITC_CY","DIVINC"
"02814285",1,"2014","2013",1,0.153,0.153,"3",0.2618,0.2618,"50","D",0.149,0.149,0,"D",0,"D",24000,"D",0,"D",0,"D",0,"D",0,"D",0,"D",8400,"D",0,"D",0,"D",400,"D",1,"D",2580,"D",-2645,164,-2613.09,-2741.03,181.8,111,3672,3672,24000,24000,23600.01,23600.01,603,578,397,422,122,122,2216.09,2319.03,24000,24000,0,0,725,700,725,700,10547.83,10901.8,2580,2580,52.64,52.71,0,0,88.64,92.76,0
"02814295",1,"2014","2013",0,0.029,0.029,"1",0.266,0.266,"21","D",0.05,0.05,0,"D",0,"D",140000,"D",0,"D",1000,"D",0,"D",0,"D",0,"D",0,"D",3480,"D",65,"D",0,"D",0,"D",15400,"D",24731,5760,24763.78,24632.28,5760.25,5760.25,18158.8,18568,141000,141000,141000.01,141000.01,0,0,0,0,0,0,0,0,125600,125600,0,0,24763.78,24632.28,24763.78,24632.28,2000,2000,18945,18945,0,0,0,0,0,0,0
"02814295",2,"2014","2013",1,0,0,"3",-0.34,-0.34,"21","D",0,-0.085,0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,3000,0,0,0,0,0,0,0,0,0
"02814305",1,"2014","2013",2,0.153,0.153,"2",0.2483,0.2484,"44","D",0,0,0,"D",0,"D",65000,"D",91390,"D",0,"D",0,"D",0,"D",0,"D",0,"D",5000,"D",270,"D",0,"D",2,"D",14076,"D",21759,0,21809.06,21608.92,0,0,23927.67,23927.67,156390,156390,0,0,0,0,0,0,0,0,0,0,142314,142314,0,0,21809.06,21608.92,21809.06,21608.92,0,0,0,0,0,0,0,0,0,0,0
"02814315",1,"2014","2013",0,0.153,0.153,"2",0.2384,0.2384,"06","D",0.0463,0.0463,0,"D",0,"D",84000,"D",16500,"D",0,"D",0,"D",0,"D",0,"D",0,"D",2100,"D",35,"D",0,"D",0,"D",8592,"D",11360,3794,11401.91,11233.07,3795.35,3790.72,15376.5,15376.5,100500,100500,0,0,0,0,0,0,0,0,0,0,91908,91908,0,0,11401.91,11233.07,11401.91,11233.07,0,0,0,0,0,0,0,0,0,0,0
"02814325",1,"2014","2013",2,0,0,"3",-0.4,-0.4,"33","D",-0.12,-0.12,0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",19200,"D",0,"D",0,"D",0,"D",2,"D",6,"D",0,-200,0,0,-200,-200,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10800,10950,0,0,0,0,0,0,0,0,0
"02814345",1,"2014","2013",0,0,0,"1",0,0,"31","D",0,0,0,"D",0,"D",0,"D",0,"D",5880,"D",0,"D",0,"D",0,"D",14400,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,-150,0,0,-150,-150,0,0,5880,5880,5880.01,5880.01,0,0,0,0,0,0,0,0,5880,5880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"02814365",1,"2014","2013",0,0.153,0.153,"1",0.2423,0.2423,"39","D",0.0307,0.0307,0,"D",0,"D",65713,"D",0,"D",-7800,"D",0,"D",0,"D",0,"D",0,"D",1500,"D",0,"D",0,"D",0,"D",3600,"D",7631,2017,7652.65,7567.65,2017.39,2017.39,10054.09,10054.09,57913,57913,65713.01,65713.01,0,0,0,0,0,0,0,0,54313,54313,0,0,7652.65,7567.65,7652.65,7567.65,0,0,0,0,0,0,0,0,0,0,0
"02814365",2,"2014","2013",0,0.153,0.153,"1",0.1765,0.1765,"39","D",0.0307,0.0307,0,"D",0,"D",11000,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",-164,338,-155.2,-189.91,337.7,337.7,1683,1683,11000,11000,11000.01,11000.01,0,0,0,0,0,0,255.2,274.91,11000,11000,0,0,100,85,100,85,0,0,0,0,0,0,0,0,0,0,0
"02814415",1,"2014","2013",2,0.0778,0.0778,"2",0.266,0.266,"14","D",0.05,0.05,0,"D",0,"D",96000,"D",148000,"D",-5496,"D",0,"D",0,"D",0,"D",38268,"D",0,"D",60,"D",9600,"D",2,"D",1600,"D",44924,11504,44992.36,44719.26,11505.2,11500.2,33078.8,33488,238504,238504,238504.01,238504.01,0,0,0,0,1200,1200,0,0,236904,236904,0,0,46192.36,45919.26,46192.36,45919.26,0,0,0,0,0,0,0,0,0,0,0
