"NEWID","TAX_UNIT","TAXYR_CY","TAXYR_PY","DEPCNT","FICAR_CY","FICAR_PY","FILESTAT","FRATE_CY","FRATE_PY","SOI_ST","SOI_ST_","SRATE_CY","SRATE_PY","T65CT_CY","T65C__CY","T65CT_PY","T65C__PY","WAGE_HD","WAGE_HD_","WAGE_SP","WAGE_SP_","OTHTXINC","OTHT_INC","TAXPENS","TAXPENS_","SOSSECB","SOSSECB_","NONTXINC","NONT_INC","RNTPAID","RNTPAID_","PROPTXPD","PROP_XPD","AMTDEDCT","AMTD_DCT","CHLDCARE","CHLD_ARE","DEPUND17","DEPU_D17","OTHDEDCT","OTHD_DCT","FTAXOWE","STAXOWE","FTAXO_PY","FTAXO_CY","STAXO_PY","STAXO_CY","FICA_PY","FICA_CY","FDAGI_PY","FDAGI_CY","STAGI_PY","STAGI_CY","CHDTX_PY","CHDTX_CY","ADDTX_PY","ADDTX_CY","DPCAR_PY","DPCAR_CY","EITCR_PY","EITCR_CY","AMTIN_PY","AMTIN_CY","AMTOW_PY","AMTOW_CY","FRGTX_PY","FRGTX_CY","FTXBC_PY","FTXBC_CY","SSTDD_PY","SSTDD_CY","SITDD_PY","SITDD_CY","SPRCR_PY","SPRCR_CY","SDCAR_PY","SDCAR_CY","SEITC_PY","SEITC_CY","DIVINC"
"02900555",1,"2014","2013",2,0,0,"3",-0.4,-0.4,"10","D",0,0,0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",1930,"D",0,"D",0,"D",0,"D",4627,"D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"02900575",1,"2014","2013",1,0.153,0.153,"3",0.15,0.15,"44","D",0,0,0,"D",0,"D",10000,"D",0,"D",10988,"D",20750,"D",0,"D",0,"D",0,"D",1800,"D",270,"D",0,"D",0,"D",4988,"D",3087,0,3110.7,3063.2,0,0,1530,1530,41738,41738,0,0,0,0,0,0,0,0,0,0,41738,41738,0,0,3110.7,3063.2,3110.7,3063.2,0,0,0,0,0,0,0,0,0,0,0
"02900595",1,"2014","2013",0,0.153,0.153,"1",0.25,0.25,"05","D",0.093,0.093,0,"D",0,"D",80000,"D",0,"D",0,"D",0,"D",0,"D",0,"D",17136,"D",0,"D",100,"D",0,"D",0,"D",400,"D",13374,4501,13428.75,13318.75,4533.22,4469.54,12240,12240,80000,80000,80000.01,80000.01,0,0,0,0,0,0,0,0,80000,80000,0,0,13428.75,13318.75,13428.75,13318.75,3906,3992,500,500,0,0,0,0,0,0,0
"02900655",1,"2014","2013",2,0.153,0.153,"2",0.2106,0.3106,"14","D",0.0711,0.0711,0,"D",0,"D",0,"D",28000,"D",0,"D",0,"D",0,"D",0,"D",9000,"D",0,"D",0,"D",0,"D",0,"D",240,"D",-4367,540,-4271.62,-4461.76,550.84,528.82,4284,4284,28000,28000,28000.01,28000.01,0,0,0,0,0,0,4291.62,4461.76,28000,28000,0,0,20,0,20,0,0,0,0,0,0,0,0,0,429.16,446.18,0
"02900675",1,"2014","2013",0,0.153,0.153,"1",0.15,0.15,"09","D",0.1,0.06,0,"D",0,"D",37961,"D",0,"D",0,"D",0,"D",0,"D",0,"D",9720,"D",0,"D",50,"D",0,"D",0,"D",140,"D",3733,1515,3747.9,3717.9,1731.16,1299.6,5808.03,5808.03,37961,37961,37961.01,37961.01,0,0,0,0,0,0,0,0,37961,37961,0,0,3747.9,3717.9,3747.9,3717.9,4100,4150,0,0,0,425.56,0,0,0,0,0
"02900735",1,"2014","2013",1,0.153,0.153,"3",0.2598,0.2598,"18","D",0.029,0.029,0,"D",0,"D",18352,"D",0,"D",0,"D",0,"D",0,"D",0,"D",1500,"D",0,"D",75,"D",0,"D",1,"D",0,"D",-4022,356,-3958.44,-4086.38,351.77,360.61,2807.86,2807.86,18352,18352,18352.01,18352.01,160.2,135.2,839.8,864.8,0,0,3118.64,3221.58,18352,18352,0,0,160.2,135.2,160.2,135.2,2360,2400,75,75,0,0,0,0,0,0,0
"02900745",1,"2014","2013",2,0.153,0.153,"2",0.1488,0.1488,"44","D",0,0,0,"D",0,"D",39392,"D",60000,"D",-9600,"D",0,"D",0,"D",0,"D",0,"D",5000,"D",0,"D",0,"D",2,"D",8264,"D",6049,0,6073.01,6025.82,0,0,15206.98,15206.98,89792,89792,0,0,2000,2000,0,0,0,0,0,0,81528,81528,0,0,8073.01,8025.82,8073.01,8025.82,0,0,0,0,0,0,0,0,0,0,0
"02900835",1,"2014","2013",0,0.153,0.153,"1",0.2622,0.2622,"31","D",0.0637,0.0637,0,"D",0,"D",111687,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",9000,"D",20,"D",0,"D",0,"D",200,"D",19608,4351,19673.67,19542.17,4351.21,4351.21,17088.11,17088.11,111687,111687,111687.01,111687.01,0,0,0,0,0,0,0,0,111487,111487,0,0,19673.67,19542.17,19673.67,19542.17,0,0,0,0,0,0,0,0,0,0,0
"02900835",2,"2014","2013",0,0.153,0.153,"1",0.25,0.25,"31","D",0.0637,0.0637,0,"D",0,"D",96720,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",17554,3971,17608.75,17498.75,3971.11,3971.11,14798.16,14798.16,96720,96720,96720.01,96720.01,0,0,0,0,0,0,0,0,96720,96720,0,0,17608.75,17498.75,17608.75,17498.75,0,0,0,0,0,0,0,0,0,0,0
"02900845",1,"2014","2013",0,0,0,"1",-0.0765,-0.0765,"10","D",0,0,0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",2000,"D",0,"D",0,"D",0,"D",985,"D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
