,true_mean,oracle_mean,pi_naive_mean,median_imp_mean,lin_imp_mean,lin_oracle,nn_imp_mean,nn_oracle,nn_pi_imp_mean,nn_pi_oracle,nn_resamp_imp_mean,nn_resamp_oracle,nn_wmse_imp_mean,nn_wmse_oracle,nn_deriv_imp_mean,nn_deriv_oracle
88,11.90318593,11.60714864,11.10957948,12.52717205,11.23305899,11.22346536,11.49236477,11.54505648,11.46030636,11.61222028,11.6199985,0,-333.2127496,-963.4036236,11.6271115,0
89,11.90318593,11.62318267,11.03330994,12.36074136,11.15617297,11.16261369,11.39736116,11.56336075,11.51036493,11.59574688,11.30528259,0,-953.9803049,-1968.700028,11.57657631,0
90,11.90318593,12.11916613,11.72017631,13.0865677,11.84322656,11.85465873,11.95529307,12.15104648,12.07678992,12.15672556,11.83344655,0,-279.3795672,-2687.643915,12.01496,0
91,11.90318593,12.1640596,11.68715469,12.79725235,11.75948447,11.75083875,11.83758204,12.14511006,11.94552565,12.1489137,11.90024542,0,-589.4746828,-567.0497299,12.06950408,0
92,11.90318593,12.26946476,11.84663793,13.08314505,11.92767591,11.90632626,12.0103053,12.21501255,12.15403029,12.24453133,11.73570777,0,-908.8749339,-549.8846022,12.24578728,0
93,11.90318593,11.90544646,11.48639837,12.76908378,11.52224119,11.5243135,11.75132791,11.91776178,11.79284339,11.82149692,11.7708012,0,-119.9630724,10.39369292,11.84324363,0
94,11.90318593,12.02691433,11.62985815,12.75423478,11.72762157,11.71467959,11.97811934,11.99412998,11.97611829,12.03004603,11.5162286,0,-962.7006434,-1205.511152,11.9007599,0
95,11.90318593,12.0653622,11.4728728,12.74958153,11.58444439,11.56694335,11.72019275,12.03573012,11.85824429,12.01574573,11.63163101,0,-405.3983995,-304.8691526,11.9631275,0
96,11.90318593,11.97337541,11.41497477,12.70940124,11.45883769,11.46764869,11.58932626,11.91927549,11.84455476,11.91118758,11.69312413,0,-1088.062881,-156.772891,11.70037756,0
97,11.90318593,12.08017784,11.55901621,12.78903583,11.67208148,11.66323546,11.86029088,12.03221012,11.9592973,12.04452387,11.71344551,0,-181.7237636,-481.9808893,11.9668357,0
98,11.90318593,11.84853855,11.33012293,12.48598142,11.44730352,11.44378552,11.67791701,11.81080739,11.75719243,11.82338848,11.57945638,0,-81.00000992,-157.0581812,11.66614701,0
99,11.90318593,11.97075354,11.50687088,12.7920721,11.62908742,11.61663023,11.62394857,11.93801426,11.74613546,11.95997414,11.46114011,0,-432.0625301,-9.282108202,11.83619921,0
100,11.90318593,11.94472393,11.443587,12.77713428,11.52639368,11.51482093,11.68661514,11.91924092,11.76878295,11.9423249,11.6825119,0,-163.9381649,-92.83004081,11.78219378,0
101,11.90318593,11.77270204,11.2305592,12.50274441,11.39045918,11.36355259,11.62871628,11.76837406,11.61057586,11.73125185,11.31716976,0,-195.9117288,-21.54698604,11.67322483,0
102,11.90318593,11.91783172,11.35807896,12.59852753,11.50758943,11.51046666,11.66742762,11.92961587,11.77250045,11.924833,11.8279299,0,-454.7610961,-733.6503999,11.85671939,0
103,11.90318593,11.60550516,10.98827766,12.42800105,11.15498848,11.14292765,11.27618588,11.5568105,11.39707512,11.57922694,11.05743345,0,-380.7811563,-62.73424481,11.48307968,0
104,11.90318593,12.09614151,11.58902925,12.6809417,11.65701285,11.66325106,11.95201738,12.10229072,11.91073459,12.04706257,12.12835873,0,-59.85597886,133.6631313,11.9652339,0
105,11.90318593,11.89460283,11.27302496,12.51265441,11.41335704,11.40841757,11.56310928,11.86086153,11.79606867,11.8770241,11.55097009,0,-316.6757001,19.82022301,11.8259916,0
106,11.90318593,11.76972321,11.27216513,12.61351718,11.38526489,11.37165695,11.69282756,11.78222783,11.6463017,11.73159825,11.40404158,0,-63.96315902,-612.8582708,11.69004455,0
107,11.90318593,11.50679173,10.86115391,12.3420422,10.99998698,10.99093299,11.29088013,11.45528928,11.28178002,11.47891492,11.10046405,0,-450.4691741,-3.307109862,11.34774271,0
108,11.90318593,11.65815469,11.17644593,12.57725423,11.24879676,11.23257214,11.50810615,11.60251011,11.5463479,11.6242003,11.24372769,0,-419.9093813,-27.4968055,11.51196416,0
109,11.90318593,12.06316211,11.71851346,12.89347888,11.79781776,11.79157038,11.89405505,12.07248627,11.94097661,12.08138848,12.22553502,0,-290.0411931,-345.0726335,12.00415975,0
110,11.90318593,11.80173378,11.20481741,12.61260767,11.25819919,11.25535809,11.51238208,11.72042414,11.63830855,11.72841762,11.5233946,0,-1000.443445,-2317.870275,11.62986599,0
111,11.90318593,11.75491987,11.26763062,12.64358821,11.33201201,11.3282685,11.62501404,11.67915491,11.57599565,11.677834,11.69248269,0,-641.592743,-401.6130979,11.6250543,0
112,11.90318593,11.7388714,11.1566513,12.46937777,11.32288495,11.3271685,11.49305758,11.60295517,11.53321443,11.63823986,11.47551063,0,-307.3431631,-514.6957874,11.60963003,0
113,11.90318593,11.90259004,11.35472196,12.68014019,11.50135232,11.50105915,11.63861478,11.84841134,11.64996004,11.83609458,11.46533926,0,-120.3816148,-170.1859703,11.64889106,0
114,11.90318593,12.0117909,11.5528933,12.69209795,11.60662374,11.59367948,11.69621978,11.97274271,11.84617422,12.01513526,11.89779831,0,-172.3786286,-614.7948564,11.84266274,0
115,11.90318593,11.76075404,11.23036708,12.54163131,11.3453533,11.33918502,11.6461479,11.70335843,11.66694786,11.71727343,11.44263765,0,-869.4602484,-4109.093635,11.7059437,0
116,11.90318593,11.83622436,11.27843207,12.54379651,11.37780296,11.367515,11.73410445,11.75438293,11.62085866,11.77072998,11.38230903,0,-212.7143339,13.99678297,11.55154236,0
117,11.90318593,11.70266456,11.20777711,12.5856701,11.31956723,11.32276596,11.58599432,11.62948748,11.56723403,11.62186541,11.35590613,0,-239.1686452,-382.2023707,11.70442514,0
118,11.90318593,11.83743907,11.24437126,12.52548057,11.37756001,11.36949957,11.53491963,11.77676638,11.57292495,11.75994253,11.3857068,0,-181.9492703,-385.6502724,11.63486568,0
119,11.90318593,11.98816514,11.51230883,12.69938822,11.55710119,11.55317533,11.75965783,11.93263407,11.90072827,11.94754534,11.58696331,0,-68.89520944,-956.049463,11.81019265,0
120,11.90318593,12.28475891,11.81971947,12.8898188,11.90763061,11.9073992,12.01038024,12.18821861,12.06782123,12.21354362,12.28643934,0,-881.0852341,-175.9506448,12.15862449,0
121,11.90318593,12.25357656,11.81973135,13.06306327,11.95303768,11.93138965,12.17396113,12.25385908,12.18195893,12.25769663,11.90496097,0,-294.8122495,13.4354903,12.16951414,0
122,11.90318593,12.03787146,11.49654692,12.63220176,11.61289933,11.62244419,11.81102431,11.99330264,11.86737767,12.03114529,11.91402994,0,-110.8871834,-684.1280006,11.98117808,0
123,11.90318593,11.88393142,11.44008255,12.76279496,11.53600853,11.54368685,11.6856558,11.83299106,11.74533132,11.89730168,11.70292127,0,-46.87984984,8.628398156,11.75103576,0
124,11.90318593,11.93827298,11.4112869,12.75845787,11.52972606,11.52613355,11.79651356,11.93767625,11.73101616,11.96123046,11.69719407,0,-415.194789,-358.6716137,11.72877819,0
125,11.90318593,11.59408038,10.90863344,12.41468786,11.00840218,10.99547036,11.20914473,11.54521638,11.27741806,11.51871727,11.07595468,0,-205.3873702,-57.65362669,11.40321364,0
126,11.90318593,11.91859664,11.41546468,12.64333916,11.53021269,11.53755157,11.71904196,11.85376428,11.71015724,11.8881435,11.5903845,0,-150.3857787,-277.051406,11.85413848,0
127,11.90318593,12.0249101,11.43396962,12.66061198,11.53282753,11.53192218,11.74418425,11.95887045,11.81429897,11.97312409,11.46509892,0,-1259.973972,-435.0823569,11.90799918,0
128,11.90318593,11.81787151,11.40638609,12.62925818,11.5388399,11.54113306,11.77784039,11.77992759,11.76124833,11.81393274,11.60057395,0,-232.5651898,57.87672543,11.7197877,0
129,11.90318593,12.09335537,11.62320747,12.90870468,11.68915753,11.68259389,12.03867703,11.9796585,12.04904159,12.07165526,11.77936213,0,-741.7491713,6.803039149,11.99646099,0
130,11.90318593,11.66174413,11.06550918,12.44098318,11.17726103,11.17935156,11.27866054,11.64256161,11.46277355,11.60834185,11.15315041,0,-1591.512987,199.3782858,11.65595161,0
131,11.90318593,12.27386816,11.78031835,12.96226445,11.8093433,11.7981955,12.10796563,12.27595647,11.84811667,12.1949682,11.8700027,0,-56.77030039,12.99225468,11.94722208,0
132,11.90318593,11.89413772,11.43770127,12.6514407,11.56918581,11.5450486,11.90164078,11.87588064,11.74893958,11.86198754,11.71669208,0,-281.0247166,-1171.375227,11.8615144,0
133,11.90318593,12.12102856,11.54077093,12.76700919,11.66549944,11.65063573,11.82671816,12.07312871,12.00616669,12.06257397,11.53219721,0,-341.7497042,-2186.542821,11.95162419,0
