"","true_mean","oracle_mean","naive_mean","pi_naive_mean","lin_imp_mean","nn_imp_mean","nn_pi_imp_mean","nn_resamp_imp_mean","nn_wmse_imp_mean"
"1",0,21.5534055985484,26.1717185077403,26.0835853431785,26.1882032556387,23.7268851143614,26.1428379275009,0,0
"2",0,21.5131957890423,26.1586244936485,26.0589543153107,26.0780777268303,26.0397325322393,25.8288712169277,0,0
"3",0,21.4070263887453,26.1520124963003,26.0656186178538,25.9715399504628,21.4475418420959,21.397884164113,0,0
"4",0,21.6020948998976,26.2165068594001,26.1418140251485,26.1772313859845,26.1953350788075,25.7988153147352,0,0
"5",0,21.4933105199079,26.1886310845875,26.0951609525784,26.0789083999469,26.046224533342,25.3543034174333,0,0
"6",0,21.50978210649,26.1983693603001,26.1043022834863,26.10233141464,21.5503282547574,26.0495254441817,0,0
"7",0,21.542426973188,26.1039600437403,26.0139108805485,26.1539060251615,26.1594166297561,26.1102107641152,0,0
"8",0,21.5477449302384,26.1653725543364,26.088200550909,26.1000657323057,26.0569180141066,23.6581916256259,0,0
"9",0,21.548330573266,26.1116867792459,26.0336750825216,26.0812567383185,26.0306994583838,22.2295628559557,0,0
"10",0,21.6238786805475,26.2442569349534,26.1545919225241,26.1900591747686,25.9118049121253,26.1355496210632,0,0
"11",0,21.6341311341157,26.2265373370224,26.1396529601934,26.1911444545075,26.2170269780323,21.7335811539622,0,0
"12",0,21.5848990977638,26.117943799272,26.0202576989577,26.1953128420142,26.2217687796656,26.202811963431,0,0
"13",0,21.54914340001,26.1493239578084,26.0599892641074,26.1281429023801,26.0514093420229,26.1177964393553,0,0
"14",0,21.5312677565528,26.1903687592321,26.0988151125924,26.1393012158819,26.1741459531511,26.1582933365891,0,0
"15",0,21.4959524657698,26.1786478728351,26.0982641280099,26.126642040058,23.6877262751662,26.1605981738973,0,0
"16",0,21.5908363880629,26.2336828019989,26.1544575311383,26.1863734572502,26.185867233498,26.1918843832066,0,0
"17",0,21.4872772085292,26.1665873492817,26.059718292399,26.1024711951317,26.0264147454045,26.1798254192766,0,0
"18",0,21.7459758603049,26.1965140481859,26.1054614812337,26.3767815244372,24.8944387047498,26.3257817053112,0,0
"19",0,21.5792705416515,26.1496335997218,26.060929661589,26.1778619933365,25.6560258919051,23.2881151004853,0,0
"20",0,21.5520467629926,26.1603249559836,26.0742753511843,26.1339530942397,23.9331819786879,26.1214077848957,0,0
"21",0,21.5828300216146,26.1949263350632,26.0960816803395,26.1832091240477,25.7121604899096,23.9873219484388,0,0
"22",0,21.5475129819501,26.1785825815284,26.0981577205416,26.1388406137945,26.1106048045078,21.588350283183,0,0
"23",0,21.5753432654666,26.1403621634226,26.0498216749666,26.2034679931351,25.7575188271419,24.1608884337243,0,0
"24",0,21.5022841764577,26.1610490304662,26.0703949046875,26.0749239258926,24.1765530141065,22.7581675045174,0,0
"25",0,21.5625401535662,26.1549268102834,26.0768702217251,26.1165411870356,23.5010954825978,26.0808845471419,0,0
"26",0,21.5460505724657,26.1620881256249,26.0767148398687,26.1807813912529,26.0966241129284,23.918228204631,0,0
"27",0,21.49970789906,26.1732242089397,26.0936315833496,26.0850336787217,26.0691005401133,26.2095510347524,0,0
"28",0,21.5594384126472,26.1883870582743,26.1165753212854,26.1897973918882,26.1763148299513,25.279522740176,0,0
"29",0,21.5897992435417,26.1845352843962,26.1075659899086,26.1517512868741,25.8241733911088,21.630395962291,0,0
"30",0,21.5055927305369,26.1689876207354,26.0955437132454,26.1031227691514,23.6637307583963,26.1615992481413,0,0
"31",0,21.526717691386,26.1727203460317,26.0785902617947,26.1552554626537,24.3025221838329,26.1508967083373,0,0
"32",0,21.6277131266675,26.1483371904928,26.0723362217928,26.2149553344861,20.8273862190043,26.2103081572657,0,0
"33",0,21.5533235911972,26.1979704434048,26.1161031857847,26.1739844456173,26.1083969111657,26.2033780549406,0,0
"34",0,21.5925377294793,26.1816762394084,26.0860809098838,26.1527154294818,24.3056821192046,24.5467988654618,0,0
"35",0,21.6214203971186,26.2328698390815,26.15158653582,26.2423564932239,23.4958232471411,25.9761522161625,0,0
"36",0,21.5892021800858,26.2140206062639,26.1240214416398,26.1202304194054,26.1329308793102,26.1165312840789,0,0
"37",0,21.5815293751534,26.1525125698455,26.0673543799108,26.2077187560495,26.2326888374483,26.2248546531371,0,0
"38",0,21.5335289702885,26.1625696866653,26.071795540309,26.1448559755489,26.0619043602772,21.5737719773885,0,0
"39",0,21.5258234588971,26.2118583321734,26.1170549228723,26.1096055557483,26.0390964416016,24.1241161839096,0,0
"40",0,21.5286704319643,26.1791800440434,26.0952189851137,26.1186916235457,23.3130900180667,26.1282592071195,0,0
"41",0,21.4786164879834,26.1823446314468,26.0876525157551,26.0523577211835,26.1673392083907,21.5193305977945,0,0
"42",0,21.438644388218,26.1093182937475,26.0293785258939,26.033904516987,24.083500400145,21.5721324612687,0,0
"43",0,21.491433960622,26.1739906192433,26.0912565015006,26.1106376268954,26.0197715250976,26.108789552497,0,0
"44",0,21.5652818347243,26.1745554767123,26.0887882271759,26.1591214834742,26.1149493902346,26.120941608553,0,0
"45",0,21.4837815873221,26.1862839644481,26.100620673538,26.0535538722881,25.984304213589,26.0386709174299,0,0
"46",0,21.5400949641639,26.1907316482594,26.1112148814767,26.0797569801052,24.0659313079097,26.0437098761825,0,0
"47",0,21.5048370705287,26.1642911789355,26.0718281233813,26.1516031328938,26.0991298048952,26.1022771852207,0,0
"48",0,21.5655923490078,26.1926459457975,26.1003620221077,26.2685238633442,25.3538801410011,26.2881478483754,0,0
"49",0,21.5601486647045,26.2113379836279,26.1146198670911,26.1502353086114,25.1011342972453,26.097186351111,0,0
"50",0,21.5661215739877,26.2290509174291,26.1310245670264,26.1810605376598,25.7582948918872,26.1940663454323,0,0
