"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","PROP_NOF","PROP0NOF","OWNYF","OWNYF_","NEWMRRT","NEWMRRT_","ORGMRTX","ORGMRTX_","QMRTTERM","QMRT_ERM","MRTPMTX","MRTPMTX_","PAYPROTX","PAYP_OTX","PAYPROIN","PAYP_OIN","PAYMORIN","PAYM_RIN","PAYOTHER","PAYO_HER","QESCROWX","QESC_OWX","QPRINM1X","QPRI_M1X","QPRINM2X","QPRI_M2X","QPRINM3X","QPRI_M3X","QADINT1X","QADI_T1X","QADINT2X","QADI_T2X","QADINT3X","QADI_T3X","QRFINDAT","QRFI_DAT","FRSTPYMO","FRST_YMO","FRSTPYYR","FRST_YYR","FIXEDRTE","FIXE_RTE","QNEWDATE","QNEW_ATE","QBLNCM1X","QBLN_M1X","QBLNCM2X","QBLN_M2X","QBLNCM3X","QBLN_M3X","LOAN_NOF","LOAN0NOF","VARRTE","VARRTE_","INTONLY","INTONLY_","OTHRTE","OTHRTE_","PAYMT1X","PAYMT1X_","PAYMT2X","PAYMT2X_","PAYMT3X","PAYMT3X_","PAYPRINI","PAYP_INI","PAYINT","PAYINT_"
"20151","02792005",9,0,"5","01","D","100","D",0.0784,"D",60495,"D",20,"D",500,"D",,"A",,"A",,"A",,"A",0,"D",299,"D",301,"D",303,"D",201,"D",199,"D",197,"D",,"A","06","D","2001","D","1","D",,"A",30778,"D",30479,"D",30178,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151","02792095",9,0,"5","01","D","100","D",0.0425,"D",106000,"D",30,"D",884,"D","3","D","4","D","5","D",,"A",363,"D",165,"D",166,"D",167,"D",356,"D",355,"D",354,"D",,"A","11","D","2011","D","1","D",,"A",100421,"D",100255,"D",100089,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151","02792335",11,0,"5","01","D","100","D",0.07,"D",94157,"D",20,"D",730,"D",,"A",,"A",,"A",,"A",0,"D",183,"D",184,"D",185,"D",547,"D",546,"D",545,"D",,"A","09","D","2014","D","1","D",,"A",93794,"D",93612,"D",93428,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151","02792435",12,0,"5","01","D","100","D",0.0784,"D",106554,"D",30,"D",1100,"D","3","D","4","D",,"A",,"A",330,"D",362,"D",364,"D",366,"D",408,"D",406,"D",404,"D",,"A","07","D","1994","D","1","D",,"A",62488,"D",62126,"D",61762,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151","02792525",47,0,"5","01","D","100","D",0.0784,"D",387467,"D",30,"D",2800,"D",,"A",,"A",,"A",,"A",0,"D",351,"D",353,"D",355,"D",2449,"D",2447,"D",2445,"D",,"A","06","D","2011","D","1","D",,"A",374888,"D",374537,"D",374184,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151","02792605",9,0,"5","01","D","100","D",0.0725,"D",86000,"D",30,"D",780,"D","3","D","4","D","5","D",,"A",193,"D",347,"D",349,"D",351,"D",240,"D",238,"D",236,"D",,"A","03","D","1992","D","1","D",,"A",39727,"D",39380,"D",39031,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151","02792645",50,0,"5","01","D","100","D",0.0784,"D",110000,"D",15,"D",1241,"D",,"B",,"B",,"B",,"B",200,"D",372,"D",374,"D",377,"D",669,"D",667,"D",664,"D",,"A","01","D","2013","D","1","D",,"A",102400,"D",102028,"D",101654,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151","02792825",38,0,"5","01","D","100","D",0.0784,"D",350000,"D",30,"D",2529,"D",,"A",,"A",,"A",,"A",0,"D",157,"D",158,"D",159,"D",1243,"D",1242,"D",1241,"D",,"A","11","D","2012","D","2","D",,"A",343719,"D",343435,"D",343150,"D","01","D","1","D",,"A",,"A",1400,"D",1400,"D",1400,"D","1","D","2","D"
"20151","02792885",21,0,"5","01","D","100","D",0.06,"D",170000,"D",30,"D",1570,"D",,"B",,"B",,"B",,"B",551,"D",300,"D",301,"D",303,"D",719,"D",718,"D",716,"D",,"A","04","D","2005","D","1","D",,"A",143819,"D",143519,"D",143218,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151","02792925",48,0,"1","01","D","100","D",0.0435,"D",199000,"D",30,"D",1200,"D",,"B",,"B",,"B",,"B",209,"D",270,"D",271,"D",272,"D",721,"D",720,"D",719,"D",,"A","11","D","2014","D","1","D",,"A",199000,"D",198730,"D",198460,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151","02792955",34,0,"5","01","D","100","D",0.0784,"D",66976,"D",30,"D",484,"D",,"A",,"A",,"A",,"A",0,"D",182,"D",183,"D",185,"D",302,"D",301,"D",299,"D",,"A","05","D","1997","D","1","D",,"A",46187,"D",46005,"D",45822,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151","02793075",7,0,"5","01","D","100","D",0.0784,"F",35469,"F",7,"F",550,"F",,"A",,"A",,"A",,"A",0,"F",429,"F",432,"F",435,"F",121,"F",118,"F",115,"F",,"A","01","F","2011","F","1","F",,"A",18455,"F",18026,"F",17593,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151","02793155",17,0,"5","01","D","100","D",0.05,"D",297000,"D",30,"D",2272,"D","3","D",,"A","5","D",,"A",678,"D",444,"D",446,"D",448,"D",1150,"D",1148,"D",1146,"D",,"A","06","D","2010","D","1","D",,"A",275906,"D",275461,"D",275015,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151","02793235",37,0,"5","01","D","100","D",0.0784,"F",207572,"F",30,"F",1500,"F",,"A",,"A",,"A",,"A",0,"F",220,"F",221,"F",223,"F",1280,"F",1279,"F",1277,"F",,"A","07","F","2009","F","1","F",,"A",195968,"F",195749,"F",195527,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151","02793245",29,0,"5","01","D","100","D",0.0784,"D",100000,"D",30,"D",1250,"D","3","D",,"A",,"A",,"A",527,"D",248,"D",250,"D",251,"D",475,"D",473,"D",472,"D",,"A","08","D","1998","D","1","D",,"A",72698,"D",72450,"D",72201,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151","02793255",27,0,"5","01","D","100","D",0.0525,"D",225000,"D",30,"D",2150,"D","3","D",,"A",,"A",,"A",908,"D",565,"D",568,"D",570,"D",677,"D",674,"D",672,"D",,"A","11","D","1999","D","1","D",,"A",154683,"D",154118,"D",153550,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151","02793275",25,0,"5","01","D","100","D",0.0784,"D",205613,"D",15,"D",2356,"D","3","D","4","D",,"A",,"A",410,"D",857,"D",862,"D",868,"D",1089,"D",1084,"D",1078,"D",,"A","05","D","2010","D","1","D",,"A",166740,"D",165883,"D",165021,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151","02793465",13,0,"5","01","D","100","D",0.05,"F",250000,"F",30,"F",1900,"F","3","F","4","F","5","F",,"A",558,"F",476,"F",478,"F",480,"F",866,"F",864,"F",862,"F",,"A","08","F","2005","F","1","F",,"A",207724,"F",207248,"F",206769,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151","02793495",23,0,"5","01","D","100","D",0.0784,"D",86000,"D",30,"D",1000,"D",,"B",,"B",,"B",,"B",379,"D",.,"A",71,"D",71,"D",.,"A",550,"D",550,"D",,"A","08","D","2012","D","1","D","122014","D",.,"A",84190,"D",84119,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151","02793495",48,0,"5","01","D","100","D",0.0784,"D",86000,"D",30,"D",992,"D",,"B",,"B",,"B",,"B",371,"D",71,"D",.,"A",.,"A",550,"D",.,"A",.,"A","122014","D","08","D","2012","D","1","D",,"A",84260,"D",.,"A",.,"A","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151","02793515",26,0,"5","01","D","100","D",0.0784,"D",124958,"D",30,"D",1210,"D","3","D","4","D",,"A",,"A",307,"D",213,"D",214,"D",216,"D",690,"D",689,"D",687,"D",,"A","05","D","2003","D","1","D",,"A",105653,"D",105440,"D",105226,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151","02793795",14,0,"5","01","D","100","D",0.06,"D",65000,"D",30,"D",830,"D","3","D","4","D",,"A",,"A",440,"D",189,"D",190,"D",191,"D",201,"D",200,"D",199,"D",,"A","01","D","1997","D","1","D",,"A",40201,"D",40012,"D",39822,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151","02793855",34,0,"5","01","D","100","D",0.0784,"D",25000,"D",30,"D",1540,"D",,"B",,"B",,"B",,"B",1359,"D",.,"A",18,"D",18,"D",.,"A",163,"D",163,"D",,"A","12","D","2014","D","1","D","122014","D",.,"A",25000,"D",24982,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151","02793855",57,0,"5","01","D","100","D",0.0425,"D",25000,"D",30,"D",713,"D",,"B",,"B",,"B",,"B",590,"D",44,"D",.,"A",.,"A",79,"D",.,"A",.,"A","122014","D","12","D","2008","D","1","D",,"A",22224,"D",.,"A",.,"A","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151","02793985",23,0,"5","01","D","100","D",0.0784,"D",241981,"D",20,"D",2000,"D","3","D","4","D","5","D",,"A",0,"D",.,"A",.,"A",964,"D",.,"A",.,"A",1036,"D",,"A","05","D","2004","D","1","D","012015","D",.,"A",.,"A",158503,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151","02793985",46,0,"5","01","D","100","D",0.0784,"D",205684,"D",20,"D",1700,"D",,"A",,"A",,"A",,"A",0,"D",809,"D",814,"D",.,"A",891,"D",886,"D",.,"A","012015","D","05","D","2004","D","1","D",,"A",136352,"D",135542,"D",.,"A","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151","02794015",37,0,"5","01","D","100","D",0.0784,"F",114303,"F",30,"F",826,"F",,"A",,"A",,"A",,"A",0,"F",334,"F",336,"F",338,"F",492,"F",490,"F",488,"F",,"A","06","F","1996","F","1","F",,"A",75293,"F",74959,"F",74622,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151","02794095",22,0,"5","01","D","100","D",0.0784,"F",595264,"V",15,"F",5606,"V","3","F","4","F",,"A",,"A",3480,"F",1662,"V",1651,"V",1656,"V",5590,"F",5571,"F",5552,"F",,"A","08","F","2013","F","1","F",,"A",557593,"V",557328,"V",556942,"V","01","D","1","D",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151","02794145",24,0,"5","01","D","100","D",0.045,"D",155000,"D",30,"D",1133,"D","3","D","4","D",,"A",,"A",348,"D",886,"D",890,"D",893,"D",814,"D",810,"D",807,"D",,"A","05","D","1999","D","2","D",,"A",100238,"D",99828,"D",99417,"D","01","D","1","D",,"A",,"A",2700,"D",2700,"D",2700,"D","1","D","2","D"
"20151","02794315",58,0,"5","01","D","100","D",0.0784,"D",170006,"D",15,"D",1609,"D",,"A",,"A",,"A",,"A",0,"D",518,"D",522,"D",525,"D",1091,"D",1087,"D",1084,"D",,"A","05","D","2014","D","1","D",,"A",166967,"D",166449,"D",165927,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151","02794405",24,0,"5","01","D","100","D",0.0425,"D",165000,"D",30,"D",1097,"D","3","D","4","D","5","D",,"A",285,"D",229,"D",230,"D",231,"D",583,"D",582,"D",581,"D",,"A","09","D","2014","D","1","D",,"A",164544,"D",164315,"D",164085,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151","02794445",28,0,"5","01","D","100","D",0.0784,"F",235248,"F",30,"F",1800,"F","3","F","4","F",,"A",,"A",100,"F",177,"F",179,"F",180,"F",1523,"F",1521,"F",1520,"F",,"A","11","F","2013","F","1","F",,"A",233043,"F",232866,"F",232687,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151","02794445",29,0,"5","01","D","100","D",0.08,"F",166947,"F",30,"F",1650,"F","3","F","4","F",,"A",,"A",425,"F",125,"F",125,"F",126,"F",1100,"F",1100,"F",1099,"F",,"A","08","F","2013","F","1","F",,"A",165062,"F",164938,"F",164812,"F","02","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151","02794635",12,0,"5","01","D","100","D",0.0784,"D",136000,"D",15,"D",1250,"D",,"A",,"A",,"A",,"A",.,"B",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","08","D","1999","D","1","D",,"A",.,"A",.,"A",.,"A","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151","02794715",16,0,"5","01","D","100","D",0.06,"D",300000,"D",30,"D",2500,"D","3","D",,"A",,"A",,"A",701,"D",638,"D",641,"D",645,"D",1161,"D",1158,"D",1154,"D",,"A","03","D","2002","D","1","D",,"A",232173,"D",231535,"D",230894,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151","02794815",16,0,"5","01","D","100","D",0.0784,"D",117169,"D",13,"D",1200,"D",,"A",,"A",,"A",,"A",0,"D",495,"D",498,"D",501,"D",705,"D",702,"D",699,"D",,"A","03","D","2013","D","1","D",,"A",107918,"D",107423,"D",106925,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151","02794815",17,0,"5","02","D","300","D",0.0784,"D",236454,"D",25,"D",1800,"D",,"A",,"A",,"A",,"A",0,"D",285,"D",287,"D",289,"D",1515,"D",1513,"D",1511,"D",,"A","06","D","2013","D","1","D",,"A",231882,"D",231597,"D",231310,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151","02794935",10,0,"5","01","D","100","D",0.0784,"F",35469,"F",7,"F",550,"F",,"A",,"A",,"A",,"A",0,"F",429,"F",432,"F",435,"F",121,"F",118,"F",115,"F",,"A","01","F","2011","F","1","F",,"A",18455,"F",18026,"F",17593,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151","02794955",19,0,"5","01","D","100","D",0.0973,"F",151221,"F",30,"F",1500,"F","3","F","4","F",,"A",,"A",203,"F",761,"F",767,"F",774,"F",536,"F",530,"F",523,"F",,"A","06","F","1990","F","1","F",,"A",66089,"F",65328,"F",64561,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151","02795165",58,0,"5","02","D","300","D",0.045,"D",67080,"D",15,"D",785,"D","3","D","4","D","5","D",,"A",272,"D",262,"D",263,"D",264,"D",251,"D",250,"D",249,"D",,"A","10","D","2014","D","1","D",,"A",66819,"D",66556,"D",66293,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151","02795205",57,0,"5","03","D","200","D",0.0425,"D",595264,"T",30,"D",3486,"D","3","D",,"A",,"A",,"A",903,"D",819,"D",822,"D",825,"D",1764,"D",1761,"D",1758,"D",,"A","12","D","2011","D","1","D",,"A",557593,"T",557328,"T",556942,"T","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151","02795315",21,0,"5","01","D","100","D",0.0784,"D",180000,"D",30,"D",2500,"D","3","D",,"A",,"A",,"A",1199,"D",448,"D",451,"D",454,"D",853,"D",850,"D",847,"D",,"A","07","D","1998","D","1","D",,"A",130569,"D",130121,"D",129670,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151","02795445",19,0,"5","01","D","100","D",0.045,"D",190000,"D",30,"D",1193,"D","3","D",,"A",,"A",,"A",230,"D",260,"D",261,"D",262,"D",703,"D",702,"D",701,"D",,"A","01","D","2014","D","1","D",,"A",187452,"D",187192,"D",186931,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151","02795465",36,0,"5","01","D","100","D",0.0438,"D",144000,"D",30,"D",1560,"D","3","D","4","D",,"A",,"A",841,"D",354,"D",355,"D",357,"D",365,"D",364,"D",362,"D",,"A","01","D","2001","D","1","D",,"A",99975,"D",99621,"D",99265,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151","02795615",32,0,"5","01","D","100","D",0.047,"D",88000,"D",30,"D",740,"D","3","D","4","D",,"A",,"A",284,"D",146,"D",146,"D",147,"D",310,"D",310,"D",309,"D",,"A","02","D","2009","D","1","D",,"A",79199,"D",79054,"D",78907,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151","02795715",30,0,"5","01","D","100","D",0.042,"D",420000,"D",30,"D",2600,"D","3","D","4","D",,"A",,"A",546,"D",837,"D",840,"D",843,"D",1217,"D",1214,"D",1211,"D",,"A","04","D","2006","D","1","D",,"A",347727,"D",346890,"D",346050,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151","02795715",31,0,"5","01","D","100","D",0.09,"D",69015,"D",15,"D",700,"D",,"A",,"A",,"A",,"A",0,"D",394,"D",397,"D",400,"D",306,"D",303,"D",300,"D",,"A","04","D","2006","D","1","D",,"A",40832,"D",40438,"D",40041,"D","02","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151","02795865",14,0,"5","01","D","100","D",0.065,"D",206634,"D",15,"D",1800,"D",,"A",,"A",,"A",,"A",0,"D",1662,"T",1651,"T",1656,"T",131,"D",122,"D",113,"D",,"A","01","D","2001","D","1","D",,"A",24206,"D",22537,"D",20859,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151","02795865",15,0,"5","01","D","100","D",0.04,"D",300000,"D",15,"D",3500,"D",,"B",,"B",,"B",,"B",1281,"D",1662,"T",1651,"T",1656,"T",541,"D",536,"D",530,"D",,"A","11","D","2006","D","1","D",,"A",162352,"D",160674,"D",158991,"D","02","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151","02796085",32,0,"5","01","D","100","D",0.0784,"F",160000,"F",30,"F",1446,"F","3","F","4","F",,"A",,"A",290,"F",521,"F",525,"F",528,"F",635,"F",631,"F",628,"F",,"A","02","F","1995","F","1","F","122014","F",97142,"F",96621,"F",96096,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151","02796125",16,0,"5","01","D","100","D",0.0784,"F",390000,"F",30,"F",2818,"F",,"A",,"A",,"A",,"A",0,"F",569,"F",573,"F",577,"F",1431,"F",1427,"F",1423,"F",,"A","12","F","2000","F","2","F",,"A",308624,"F",307822,"F",307015,"F","01","D",,"C",,"C",,"C",2000,"F",2000,"F",2000,"F","1","D","2","D"
"20151","02796225",10,0,"5","01","D","100","D",0.045,"F",117000,"F",30,"F",691,"F",,"B",,"B",,"B",,"B",98,"F",291,"F",293,"F",294,"F",302,"F",300,"F",299,"F",,"A","09","F","2000","F","1","F",,"A",80412,"F",80121,"F",79828,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151","02796235",44,0,"5","01","D","100","D",0.065,"D",112041,"D",15,"D",1150,"D","3","D","4","D",,"A",,"A",174,"D",876,"D",881,"D",886,"D",100,"D",95,"D",90,"D",,"A","07","D","2001","D","1","D",,"A",18452,"D",17576,"D",16695,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151","02796395",18,0,"5","01","D","100","D",0.04,"D",65000,"D",30,"D",512,"D","3","D","4","D",,"A",,"A",202,"D",117,"D",117,"D",118,"D",193,"D",193,"D",192,"D",,"A","03","D","2009","D","1","D",,"A",57890,"D",57773,"D",57655,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151","02796625",23,0,"5","01","D","100","D",0.0425,"D",190000,"D",30,"D",1050,"D","3","D","4","D",,"A",,"A",115,"D",273,"D",274,"D",275,"D",662,"D",661,"D",660,"D",,"A","11","D","2013","D","1","D",,"A",186793,"D",186520,"D",186245,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151","02796885",45,0,"5","01","D","100","D",0.0784,"D",110942,"D",15,"D",1050,"D",,"A",,"A",,"A",,"A",0,"D",347,"D",349,"D",352,"D",548,"D",547,"D",544,"D",,"A","01","D","2014","D","1","D",,"A",107593,"D",107246,"D",106897,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151","02796945",25,0,"5","01","D","100","D",0.05,"D",245000,"D",30,"D",1405,"D","3","D","4","D",,"A",,"A",90,"D",493,"D",495,"D",497,"D",822,"D",820,"D",818,"D",,"A","07","D","2004","D","1","D","112014","D",197371,"D",196878,"D",196384,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151","02797085",15,0,"5","01","D","100","D",0.06,"D",85000,"D",30,"D",720,"D",,"B",,"B",,"B",,"B",210,"D",152,"D",153,"D",154,"D",358,"D",357,"D",356,"D",,"A","02","D","2005","D","1","D",,"A",71530,"D",71377,"D",71224,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151","02797145",10,0,"5","01","D","100","D",0.0525,"D",160000,"D",30,"D",1500,"D","3","D","4","D",,"A",,"A",616,"D",372,"D",373,"D",375,"D",512,"D",511,"D",509,"D",,"A","06","D","2001","D","1","D",,"A",117124,"D",116752,"D",116379,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151","02797195",21,0,"5","01","D","100","D",0.049,"D",155600,"D",30,"D",1187,"D","3","D","4","D","5","D",,"A",361,"D",319,"D",320,"D",321,"D",507,"D",506,"D",505,"D",,"A","05","D","2004","D","1","D",,"A",124272,"D",123953,"D",123633,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151","02797385",16,0,"5","01","D","100","D",0.041,"D",88000,"D",30,"D",553,"D","3","D","4","D",,"A",,"A",128,"D",135,"D",136,"D",136,"D",325,"D",324,"D",324,"D",,"A","10","D","2014","D","2","D",,"A",87875,"D",87750,"D",87625,"D","01","D","1","D",,"A",,"A",610,"D",610,"D",610,"D","1","D","2","D"
"20151","02797405",39,0,"5","01","D","100","D",0.0784,"D",228882,"D",30,"D",2350,"D","3","D","4","D",,"A",,"A",696,"D",202,"D",203,"D",205,"D",1452,"D",1451,"D",1449,"D",,"A","10","D","2011","D","1","D",,"A",222266,"D",222065,"D",221861,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151","02797405",40,0,"5","02","D","300","D",0.0784,"D",221410,"D",30,"D",2400,"D","3","D","4","D",,"A",,"A",800,"D",197,"D",198,"D",199,"D",1403,"D",1402,"D",1401,"D",,"A","09","D","2011","D","1","D",,"A",214815,"D",214619,"D",214421,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151","02797475",40,0,"5","01","D","100","D",0.046,"D",174390,"D",30,"D",1138,"D","3","D","4","D",,"A",,"A",244,"D",316,"D",317,"D",318,"D",578,"D",577,"D",576,"D",,"A","07","D","2007","D","1","D",,"A",150841,"D",150525,"D",150208,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151","02797655",24,0,"5","01","D","100","D",0.0425,"D",194000,"D",15,"D",1776,"D","3","D","4","D",,"A",,"A",317,"D",871,"D",874,"D",877,"D",588,"D",585,"D",582,"D",,"A","01","D","2012","D","1","D",,"A",166162,"D",165291,"D",164417,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151","02797695",18,0,"5","01","D","100","D",0.045,"F",78944,"F",30,"F",1200,"F",,"A","4","F",,"A",,"A",800,"F",173,"F",174,"F",174,"F",227,"F",226,"F",226,"F",,"A","07","F","2003","F","1","F",,"A",60544,"F",60371,"F",60198,"F","01","D","1","D",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151","02797735",27,0,"5","01","D","100","D",0.0413,"D",595264,"T",30,"D",5606,"T",,"B",,"B",,"B",,"B",313,"D",1662,"T",1651,"T",1656,"T",2438,"D",2434,"D",2430,"D",,"A","10","D","2011","D","1","D",,"A",557593,"T",557328,"T",556942,"T","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151","02797895",32,0,"5","01","D","100","D",0.0784,"F",384285,"F",30,"F",5606,"V","3","F","4","F","5","F",,"A",1223,"F",320,"F",322,"F",324,"F",2457,"F",2455,"F",2453,"F",,"A","07","F","2012","F","1","F",,"A",376131,"F",375811,"F",375490,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151","02797895",33,0,"5","02","D","400","D",0.075,"F",82000,"F",30,"F",702,"F","3","F","4","F","5","F",,"A",129,"F",300,"F",302,"F",304,"F",273,"F",271,"F",269,"F",,"A","07","F","1993","F","1","F",,"A",43675,"F",43375,"F",43073,"F","01","D",,"C",,"C",,"C",.,"A",.,"A",.,"A","1","D","2","D"
"20151","02798035",29,0,"5","01","D","100","D",0.0415,"D",250000,"D",20,"D",1986,"D","3","D","4","D",,"A",,"A",451,"D",977,"D",980,"D",983,"D",558,"D",555,"D",552,"D",,"A","10","D","2005","D","1","D",,"A",161428,"D",160452,"D",159471,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151","02798075",48,0,"5","01","D","100","D",0.0784,"D",336208,"D",15,"D",5606,"T","3","D","4","D",,"A",,"A",588,"D",.,"A",1651,"T",1656,"T",.,"A",1301,"D",1294,"D",,"A","01","D","2010","D","1","D","122014","D",.,"A",265549,"D",264102,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151","02798075",94,0,"5","01","D","100","D",0.0784,"D",336208,"D",15,"D",5606,"T","3","D","4","D",,"A",,"A",646,"D",1662,"T",.,"A",.,"A",1308,"D",.,"A",.,"A","122014","D","01","D","2010","D","1","D",,"A",266987,"D",.,"A",.,"A","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151","02798085",21,0,"5","01","D","100","D",0.05,"D",60000,"D",30,"D",450,"D","3","D","4","D",,"A",,"A",128,"D",185,"D",186,"D",187,"D",137,"D",136,"D",135,"D",,"A","12","D","1995","D","1","D",,"A",32872,"D",32687,"D",32501,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151","02798135",8,0,"1","01","D","100","D",0.0784,"F",180000,"F",30,"F",2500,"F","3","F",,"A",,"A",,"A",1199,"F",448,"F",451,"F",454,"F",853,"F",850,"F",847,"F",,"A","07","F","1998","F","1","F",,"A",130569,"F",130121,"F",129670,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151","02798155",9,0,"5","01","D","100","D",0.0784,"F",180000,"F",30,"F",1714,"F","3","F","4","F",,"A",,"A",413,"F",244,"F",246,"F",248,"F",1057,"F",1055,"F",1053,"F",,"A","05","F","2006","F","1","F",,"A",161715,"F",161471,"F",161225,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
