"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","PROP_NOF","PROP0NOF","OWNYF","OWNYF_","NEWMRRT","NEWMRRT_","ORGMRTX","ORGMRTX_","QMRTTERM","QMRT_ERM","MRTPMTX","MRTPMTX_","PAYPROTX","PAYP_OTX","PAYPROIN","PAYP_OIN","PAYMORIN","PAYM_RIN","PAYOTHER","PAYO_HER","QESCROWX","QESC_OWX","QPRINM1X","QPRI_M1X","QPRINM2X","QPRI_M2X","QPRINM3X","QPRI_M3X","QADINT1X","QADI_T1X","QADINT2X","QADI_T2X","QADINT3X","QADI_T3X","QRFINDAT","QRFI_DAT","FRSTPYMO","FRST_YMO","FRSTPYYR","FRST_YYR","FIXEDRTE","FIXE_RTE","QNEWDATE","QNEW_ATE","QBLNCM1X","QBLN_M1X","QBLNCM2X","QBLN_M2X","QBLNCM3X","QBLN_M3X","LOAN_NOF","LOAN0NOF","VARRTE","VARRTE_","INTONLY","INTONLY_","OTHRTE","OTHRTE_","PAYMT1X","PAYMT1X_","PAYMT2X","PAYMT2X_","PAYMT3X","PAYMT3X_","PAYPRINI","PAYP_INI","PAYINT","PAYINT_"
"20153","03208591",32,0,"1","01","D","100","D",0.042,"D",147916,"D",15,"D",1300,"D","3","D","4","D",,"A",,"A",191,"D",978,"D",981,"D",985,"D",131,"D",128,"D",124,"D",,"A","05","D","2003","D","1","D",,"A",37450,"D",36472,"D",35491,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20153","03208651",15,0,"1","01","D","100","D",0.0438,"D",185000,"D",30,"D",2844,"D","3","D","4","D",,"A",,"A",1920,"D",653,"D",656,"D",658,"D",271,"D",268,"D",266,"D",,"A","04","D","1993","D","1","D",,"A",74182,"D",73529,"D",72873,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A",,"A",,"A"
"20153","03208671",21,0,"1","01","D","100","D",0.069,"D",55000,"D",30,"D",397,"D","3","D","4","D",,"A",,"A",35,"D",33,"D",33,"D",33,"D",117,"D",117,"D",117,"D",,"A","07","D","2007","D","2","D",,"A",49289,"D",49210,"D",49131,"D","01","D",,"A",,"A","3","D",430,"D",430,"D",430,"D","1","D","2","D"
"20153","03208701",18,0,"1","01","D","100","D",0.0545,"D",85000,"D",30,"D",1040,"D",,"B",,"B",,"B",,"B",560,"D",256,"D",257,"D",258,"D",224,"D",223,"D",222,"D",,"A","12","D","1996","D","1","D",,"A",49371,"D",49115,"D",48859,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20153","03208711",31,0,"1","01","D","100","D",0.0784,"D",150000,"D",30,"D",1250,"D","3","D","4","D",,"A",,"A",166,"D",242,"D",244,"D",246,"D",842,"D",840,"D",838,"D",,"A","07","D","2004","D","1","D",,"A",128803,"D",128560,"D",128316,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20153","03208741",50,0,"1","01","D","100","D",0.0784,"D",595264,"T",30,"D",3200,"D","3","D","4","D",,"A",,"A",57,"D",381,"D",383,"D",386,"D",2762,"D",2760,"D",2757,"D",,"A","05","D","2012","D","1","D",,"A",557593,"T",557328,"T",556942,"T","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20153","03208834",14,0,"1","01","D","100","D",0.06,"D",95000,"D",30,"D",2000,"D","3","D","4","D",,"A",,"A",1430,"D",259,"D",260,"D",261,"D",311,"D",310,"D",309,"D",,"A","08","D","1998","D","1","D",,"A",62224,"D",61965,"D",61705,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20153","03208931",27,0,"1","01","D","100","D",0.0784,"F",151666,"F",30,"F",1386,"F","3","F","4","F",,"A",,"A",290,"F",129,"F",130,"F",131,"F",967,"F",966,"F",965,"F",,"A","09","F","2012","F","1","F",,"A",147938,"F",147809,"F",147679,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20153","03208951",26,0,"1","01","D","100","D",0.0475,"D",290000,"D",30,"D",2000,"D","3","D","4","D","5","D",,"A",487,"D",483,"D",485,"D",487,"D",1030,"D",1028,"D",1026,"D",,"A","06","D","2009","D","1","D",,"A",260138,"D",259655,"D",259169,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20153","03209091",12,0,"1","01","D","100","D",0.0784,"D",88702,"D",30,"D",1088,"D","3","D","4","D",,"A",,"A",447,"D",71,"D",71,"D",72,"D",570,"D",570,"D",569,"D",,"A","07","D","2013","D","1","D",,"A",87252,"D",87182,"D",87110,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20153","03209101",19,0,"1","01","D","100","D",0.0784,"F",166000,"F",30,"F",1476,"F","3","F",,"A",,"A",,"A",276,"F",442,"F",445,"F",447,"F",758,"F",755,"F",753,"F",,"A","04","F","1998","F","1","F",,"A",116077,"F",115636,"F",115191,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20153","03209111",16,0,"1","01","D","100","D",0.0784,"D",114441,"D",30,"D",1047,"D","3","D","4","D",,"A",,"A",220,"D",149,"D",150,"D",151,"D",678,"D",677,"D",676,"D",,"A","04","D","2007","D","1","D",,"A",103748,"D",103599,"D",103449,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20153","03209191",22,0,"1","01","D","100","D",0.0784,"F",281052,"F",30,"F",2650,"F","3","F","4","F","5","F",,"A",619,"F",297,"F",299,"F",301,"F",1734,"F",1732,"F",1730,"F",,"A","12","F","2009","F","1","F",,"A",265340,"F",265043,"F",264743,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20153","03209201",6,0,"1","01","D","100","D",0.0784,"D",80000,"D",30,"D",619,"D",,"A",,"A","5","D",,"A",41,"D",90,"D",91,"D",91,"D",298,"D",297,"D",297,"D",,"A","01","D","2004","D","2","D",,"A",67910,"D",67776,"D",67641,"D","01","D","1","D",,"A",,"A",485,"D",485,"D",485,"D","1","D","2","D"
"20153","03209231",16,0,"1","01","D","100","D",0.0425,"D",127000,"D",30,"D",959,"D","3","D","4","D","5","D",,"A",334,"D",180,"D",181,"D",182,"D",445,"D",444,"D",443,"D",,"A","09","D","2014","D","1","D",,"A",125581,"D",125401,"D",125220,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20153","03209301",19,0,"1","01","D","100","D",0.0784,"D",238292,"D",30,"D",2128,"D","3","D","4","D",,"A",,"A",406,"D",198,"D",199,"D",201,"D",1524,"D",1523,"D",1521,"D",,"A","01","D","2013","D","1","D",,"A",233236,"D",233037,"D",232838,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20153","03209341",36,0,"1","01","D","100","D",0.0784,"D",49125,"D",30,"D",445,"D","3","D","4","D","5","D",,"A",90,"D",36,"D",36,"D",37,"D",319,"D",319,"D",318,"D",,"A","08","D","2014","D","1","D",,"A",48810,"D",48774,"D",48738,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20153","03209391",22,0,"1","01","D","100","D",0.0784,"D",120000,"D",30,"D",1255,"D","3","D","4","D",,"A",,"A",388,"D",102,"D",103,"D",104,"D",765,"D",764,"D",763,"D",,"A","09","D","2012","D","1","D",,"A",117057,"D",116954,"D",116851,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20153","03209391",23,0,"1","02","D","300","D",0.0784,"D",277731,"D",30,"D",2500,"D","3","D","4","D",,"A",,"A",493,"D",381,"D",384,"D",386,"D",1626,"D",1623,"D",1621,"D",,"A","08","D","2006","D","1","D",,"A",248818,"D",248437,"D",248053,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20153","03209471",15,0,"1","02","D","300","D",0.0784,"D",65178,"D",30,"D",570,"D","3","D","4","D",,"A",,"A",99,"D",46,"D",46,"D",46,"D",425,"D",425,"D",425,"D",,"A","03","D","2015","D","1","D",,"A",65087,"D",65042,"D",64996,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20153","03209491",13,0,"1","01","D","100","D",0.0784,"F",595264,"V",30,"F",5606,"V",,"C",,"C",,"C",,"C",0,"F",531,"F",535,"F",538,"F",3469,"F",3465,"F",3462,"F",,"A","02","F","2011","F","1","F",,"A",557593,"V",557328,"V",556942,"V","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A",,"C",,"A"
"20153","03209531",12,0,"1","01","D","100","D",0.0425,"D",595264,"T",30,"D",2700,"D","3","D","4","D",,"A",,"A",388,"D",695,"D",697,"D",700,"D",1617,"D",1615,"D",1612,"D",,"A","09","D","2013","D","1","D",,"A",557593,"T",557328,"T",556942,"T","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20153","03209591",42,0,"1","01","D","100","D",0.0784,"D",135890,"D",30,"D",1400,"D","3","D","4","D",,"A",,"A",418,"D",139,"D",140,"D",141,"D",843,"D",842,"D",841,"D",,"A","05","D","2010","D","1","D",,"A",128998,"D",128859,"D",128719,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20153","03209691",6,0,"1","01","D","100","D",0.0973,"F",93274,"F",30,"F",800,"F",,"C",,"C",,"C",,"C",0,"F",473,"F",477,"F",481,"F",327,"F",323,"F",319,"F",,"A","10","F","1990","F","1","F",,"A",40291,"F",39818,"F",39341,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A",,"C",,"A"
"20153","03209721",61,0,"1","01","D","100","D",0.0475,"D",240000,"D",30,"D",1563,"D","3","D","4","D",,"A",,"A",311,"D",327,"D",328,"D",329,"D",925,"D",924,"D",923,"D",,"A","09","D","2013","D","1","D",,"A",233727,"D",233401,"D",233072,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20153","03209791",5,0,"1","01","D","100","D",0.0784,"F",138,"F",30,"F",1,"F",,"C",,"C",,"C",,"C",0,"F",0,"F",0,"F",0,"F",1,"F",1,"F",1,"F",,"A","07","F","2007","F","1","F",,"A",125,"F",125,"F",125,"F","01","D",,"A",,"A","3","D",.,"A",.,"A",.,"A",,"C",,"A"
"20153","03209811",23,0,"1","01","D","100","D",0.0784,"D",415144,"D",30,"D",3600,"D","3","D","4","D",,"A",,"A",600,"D",870,"D",876,"D",882,"D",2130,"D",2124,"D",2118,"D",,"A","03","D","2001","D","1","D",,"A",325945,"D",325074,"D",324198,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20153","03209821",20,0,"1","01","D","100","D",0.0784,"D",83029,"D",30,"D",800,"D","3","D","4","D",,"A",,"A",200,"D",98,"D",98,"D",99,"D",502,"D",502,"D",501,"D",,"A","08","D","2008","D","1","D",,"A",76911,"D",76813,"D",76715,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20153","03209831",32,0,"1","01","D","100","D",0.0935,"F",95000,"F",15,"F",930,"F",,"A",,"A",,"A",,"A",.,"B",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","07","F","1988","F","1","F",,"A",.,"A",.,"A",.,"A","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20153","03209851",31,0,"1","01","D","100","D",0.0462,"D",135000,"D",30,"D",2303,"D","3","D","4","D",,"A",,"A",1609,"D",692,"D",.,"A",.,"A",2,"D",.,"A",.,"A",,"A","06","D","1985","D","1","D",,"A",447,"D",.,"A",.,"A","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20153","03209941",23,0,"1","01","D","100","D",0.0563,"D",150000,"D",30,"D",1682,"D","3","D","4","D","5","D",,"A",818,"D",707,"D",710,"D",713,"D",133,"D",131,"D",128,"D",,"A","12","D","1988","D","1","D",,"A",33541,"D",32835,"D",32125,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20153","03209941",24,0,"1","01","D","100","D",0.055,"D",63303,"D",10,"D",687,"D",,"A",,"A",,"A",,"A",0,"D",681,"D",684,"D",.,"A",5,"D",3,"D",.,"A",,"A","07","D","2005","D","1","D",,"A",1365,"D",684,"D",.,"A","02","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20153","03210001",28,0,"1","01","D","100","D",0.04,"D",141000,"D",30,"D",1200,"D","3","D","4","D",,"A",,"A",527,"D",221,"D",221,"D",222,"D",452,"D",452,"D",451,"D",,"A","04","D","2013","D","1","D",,"A",135717,"D",135496,"D",135275,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20153","03210011",15,0,"1","01","D","100","D",0.0784,"D",134645,"D",30,"D",1205,"D","3","D","4","D",,"A",,"A",232,"D",113,"D",114,"D",115,"D",860,"D",859,"D",858,"D",,"A","11","D","2012","D","1","D",,"A",131563,"D",131450,"D",131336,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20153","03210031",25,0,"1","01","D","100","D",0.0784,"D",319000,"D",30,"D",2305,"D",,"A",,"A",,"A",,"A",0,"D",0,"D",0,"D",0,"D",.,"A",.,"A",.,"A",,"A","07","D","2015","D","2","D",,"A",319000,"D",319000,"D",319000,"D","01","D","1","D",,"A",,"A",0,"D",0,"D",667,"D",,"A","2","D"
"20153","03210031",26,0,"1","02","D","200","D",0.045,"D",134000,"D",30,"D",1100,"D","3","D","4","D",,"A",,"A",421,"D",229,"D",230,"D",.,"A",450,"D",449,"D",.,"A",,"A","07","D","2009","D","1","D",,"A",119902,"D",119672,"D",.,"A","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20153","03210041",5,0,"1","01","D","100","D",0.08,"F",115841,"F",30,"F",850,"F",,"A",,"A",,"A",,"A",0,"F",204,"F",205,"F",206,"F",646,"F",645,"F",644,"F",,"A","03","F","2003","F","1","F",,"A",96945,"F",96741,"F",96536,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20153","03210071",25,0,"1","01","D","100","D",0.0488,"F",199000,"F",30,"F",2764,"F","3","F","4","F",,"A",,"A",1710,"F",467,"F",468,"F",470,"F",587,"F",586,"F",584,"F",,"A","02","F","2002","F","1","F",,"A",144444,"F",143978,"F",143509,"F","01","D","1","D",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20153","03210081",17,0,"1","01","D","100","D",0.05,"D",55884,"D",30,"D",350,"D","3","D",,"A",,"A",,"A",50,"D",192,"D",193,"D",194,"D",108,"D",107,"D",106,"D",,"A","04","D","1994","D","1","D",,"A",25855,"D",25663,"D",25470,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20153","03210111",33,0,"1","01","D","100","D",0.06,"D",90000,"D",30,"D",570,"D",,"B",,"B",,"B",,"B",30,"D",349,"D",351,"D",353,"D",166,"D",164,"D",163,"D",,"A","09","D","1992","D","1","D",,"A",38106,"D",37756,"D",37405,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20153","03210211",7,0,"1","01","D","100","D",0.0981,"D",58826,"D",30,"D",508,"D",,"A",,"A",,"A",,"A",0,"D",355,"D",358,"D",361,"D",153,"D",150,"D",147,"D",,"A","01","D","1989","D","1","D",,"A",18710,"D",18355,"D",17997,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20153","03210341",25,0,"1","01","D","100","D",0.0784,"D",100594,"D",10,"D",1212,"D",,"A",,"A",,"A",,"A",0,"D",697,"D",701,"D",706,"D",515,"D",511,"D",506,"D",,"A","06","D","2012","D","1","D",,"A",78856,"D",78160,"D",77458,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20153","03210401",11,0,"1","01","D","100","D",0.0784,"D",58258,"D",30,"D",421,"D",,"A",,"A",,"A",,"A",0,"D",48,"D",48,"D",49,"D",373,"D",373,"D",372,"D",,"A","02","D","2013","D","1","D",,"A",57070,"D",57022,"D",56973,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20153","03210461",21,0,"1","01","D","100","D",0.046,"D",175000,"D",30,"D",1300,"D","3","D","4","D",,"A",,"A",403,"D",272,"D",273,"D",274,"D",625,"D",624,"D",623,"D",,"A","05","D","2011","D","1","D",,"A",163106,"D",162834,"D",162561,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20153","03210471",11,0,"1","01","D","100","D",0.0784,"D",138381,"D",30,"D",1200,"D","3","D","4","D","5","D",,"A",200,"D",318,"D",320,"D",322,"D",682,"D",680,"D",678,"D",,"A","01","D","2000","D","1","D",,"A",104408,"D",104090,"D",103770,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20153","03210501",24,0,"1","01","D","100","D",0.041,"D",56705,"D",30,"D",274,"D",,"A",,"A",,"A",,"A",0,"D",170,"D",171,"D",171,"D",104,"D",103,"D",103,"D",,"A","01","D","1997","D","1","D",,"A",30447,"D",30277,"D",30107,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20153","03210521",20,0,"1","01","D","100","D",0.04,"D",55000,"D",30,"D",485,"D","3","D",,"A","5","D",,"A",222,"D",88,"D",88,"D",89,"D",175,"D",175,"D",174,"D",,"A","11","D","2012","D","1","D",,"A",52491,"D",52403,"D",52314,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20153","03210581",16,0,"1","01","D","100","D",0.0425,"D",165750,"D",15,"D",1810,"D","3","D","4","D",,"A",,"A",563,"D",1126,"D",1130,"D",1134,"D",121,"D",117,"D",113,"D",,"A","10","D","2002","D","1","D",,"A",34288,"D",33162,"D",32033,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20153","03210581",18,0,"1","03","D","300","D",0.1399,"D",11140,"D",10,"D",205,"D",,"B",,"B",,"B",,"B",32,"D",142,"D",144,"D",146,"D",31,"D",29,"D",27,"D",,"A","10","D","2006","D","1","D",,"A",2633,"D",2490,"D",2346,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20153","03210601",27,0,"1","01","D","100","D",0.0525,"D",24000,"D",25,"D",1100,"D","3","D",,"A",,"A",,"A",956,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","07","D","1977","D","1","D",,"A",.,"A",.,"A",.,"A","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20153","03210621",18,0,"1","01","D","100","D",0.0784,"D",148345,"D",30,"D",1323,"D","3","D","4","D",,"A",,"A",251,"D",378,"D",381,"D",383,"D",694,"D",691,"D",689,"D",,"A","09","D","1998","D","1","D",,"A",106200,"D",105821,"D",105441,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20153","03210631",31,0,"1","01","D","100","D",0.0425,"D",595264,"T",30,"D",3400,"D","3","D","4","D",,"A",,"A",1014,"D",1011,"D",1014,"D",1018,"D",1375,"D",1372,"D",1368,"D",,"A","08","D","2005","D","1","D",,"A",388329,"D",387318,"D",386304,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20153","03210681",32,0,"1","01","D","100","D",0.0784,"D",82153,"D",20,"D",818,"D","3","D","4","D",,"A",,"A",139,"D",.,"A",.,"A",142,"D",.,"A",.,"A",537,"D",,"A","07","D","2015","D","1","D",,"A",.,"A",.,"A",82153,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20153","03210781",16,0,"1","01","D","100","D",0.0575,"D",72000,"D",15,"D",727,"D","3","D","4","D",,"A",,"A",129,"D",410,"D",412,"D",414,"D",188,"D",186,"D",184,"D",,"A","12","D","2006","D","1","D",,"A",39232,"D",38822,"D",38410,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20153","03210891",14,0,"1","01","D","100","D",0.07,"D",22000,"D",10,"D",288,"D",,"B",,"B",,"B",,"B",33,"D",247,"D",249,"D",250,"D",8,"D",6,"D",5,"D",,"A","10","D","2005","D","1","D",,"A",1327,"D",1079,"D",831,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20153","03210961",11,0,"1","01","D","100","D",0.04,"D",106000,"D",30,"D",920,"D","3","D","4","D","5","D",,"A",414,"D",175,"D",176,"D",176,"D",331,"D",330,"D",330,"D",,"A","12","D","2011","D","1","D",,"A",99305,"D",99130,"D",98954,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20153","03210991",25,0,"1","01","D","100","D",0.0784,"D",94791,"D",30,"D",997,"D","3","D","4","D","5","D",,"A",312,"D",79,"D",79,"D",80,"D",606,"D",606,"D",605,"D",,"A","01","D","2013","D","1","D",,"A",92780,"D",92701,"D",92621,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20153","03211141",43,0,"1","01","D","100","D",0.0784,"D",288000,"D",30,"D",2676,"D","3","D","4","D","5","D","6","D",595,"D",176,"D",177,"D",178,"D",997,"D",996,"D",995,"D",,"A","08","D","2013","D","2","D",,"A",283523,"D",283294,"D",283063,"D","01","D","1","D",,"A",,"A",1900,"D",1900,"D",1900,"D","1","D","2","D"
"20153","03211181",14,0,"1","01","D","100","D",0.0625,"D",140000,"D",30,"D",1115,"D","3","D",,"A",,"A",,"A",253,"D",336,"D",338,"D",340,"D",539,"D",537,"D",535,"D",,"A","09","D","2000","D","2","D",,"A",101870,"D",101539,"D",101206,"D","01","D","1","D",,"A",,"A",1375,"D",1375,"D",1375,"D","1","D","2","D"
"20153","03211331",16,0,"1","01","D","100","D",0.0425,"D",69000,"D",30,"D",617,"D","3","D","4","D",,"A",,"A",278,"D",109,"D",109,"D",110,"D",230,"D",230,"D",229,"D",,"A","01","D","2012","D","1","D",,"A",64941,"D",64832,"D",64723,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20153","03211351",13,0,"1","01","D","100","D",0.07,"D",120000,"D",30,"D",850,"D","3","D","4","D","5","D",,"A",52,"D",111,"D",111,"D",112,"D",687,"D",687,"D",686,"D",,"A","08","D","2013","D","1","D",,"A",117817,"D",117707,"D",117595,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20153","03211451",9,0,"1","01","D","100","D",0.0784,"F",60000,"F",30,"F",700,"F",,"B",,"B",,"B",,"B",266,"F",109,"F",110,"F",111,"F",325,"F",324,"F",323,"F",,"A","02","F","2003","F","1","F",,"A",49685,"F",49575,"F",49465,"F","01","D",,"C",,"C",,"C",.,"A",.,"A",.,"A",,"C",,"A"
"20153","03211491",15,0,"1","01","D","100","D",0.0425,"D",168000,"D",30,"D",1256,"D","3","D","4","D",,"A",,"A",430,"D",371,"D",372,"D",374,"D",455,"D",454,"D",452,"D",,"A","03","D","2004","D","1","D",,"A",128475,"D",128104,"D",127731,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20153","03211551",36,0,"1","01","D","100","D",0.0784,"D",151093,"D",15,"D",1430,"D",,"A",,"A",,"A",,"A",0,"D",582,"D",586,"D",590,"D",848,"D",844,"D",840,"D",,"A","11","D","2011","D","1","D",,"A",129770,"D",129188,"D",128602,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20153","03211591",11,0,"1","01","D","100","D",0.04,"D",200000,"D",30,"D",1300,"D","3","D","4","D",,"A",,"A",345,"D",404,"D",405,"D",406,"D",413,"D",413,"D",412,"D",,"A","12","D","2006","D","1","D",,"A",165444,"D",165041,"D",164636,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20153","03211591",12,0,"1","01","D","100","D",0.0784,"F",50000,"F",15,"F",500,"F",,"B",,"B",,"B",,"B",27,"F",314,"F",316,"F",318,"F",159,"F",157,"F",155,"F",,"A","09","F","2005","F","1","F",,"A",24413,"F",24100,"F",23784,"F","02","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20153","03211711",7,0,"1","01","D","100","D",0.05,"D",90000,"D",30,"D",915,"D","3","D","4","D","5","D",,"A",432,"D",139,"D",140,"D",140,"D",344,"D",343,"D",343,"D",,"A","04","D","2010","D","1","D",,"A",82517,"D",82378,"D",82238,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20153","03211811",18,0,"1","01","D","100","D",0.0525,"D",113000,"D",30,"D",1186,"D","3","D","4","D",,"A",,"A",562,"D",386,"D",388,"D",389,"D",238,"D",236,"D",235,"D",,"A","07","D","1994","D","1","D",,"A",54385,"D",53999,"D",53611,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20153","03211871",20,0,"1","01","D","100","D",0.0784,"D",152219,"D",30,"D",1100,"D",,"A",,"A",,"A",,"A",0,"D",301,"D",303,"D",305,"D",799,"D",797,"D",795,"D",,"A","12","D","2001","D","1","D",,"A",122293,"D",121992,"D",121689,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20153","03211901",20,0,"1","01","D","100","D",0.0784,"D",120000,"D",15,"D",1800,"D","3","D","4","D",,"A",,"A",664,"D",893,"D",899,"D",905,"D",243,"D",237,"D",231,"D",,"A","06","D","2003","D","1","D",,"A",37157,"D",36263,"D",35364,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20153","03211951",40,0,"1","01","D","100","D",0.0784,"D",229703,"D",15,"D",2650,"D","3","D","4","D",,"A",,"A",476,"D",1662,"T",1651,"T",1656,"T",883,"D",874,"D",866,"D",,"A","01","D","2007","D","1","D",,"A",135116,"D",133825,"D",132525,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20153","03212041",12,0,"1","01","D","100","D",0.0784,"D",281052,"D",30,"D",2650,"D","3","D","4","D","5","D",,"A",619,"D",297,"D",299,"D",301,"D",1734,"D",1732,"D",1730,"D",,"A","12","D","2009","D","1","D",,"A",265340,"D",265043,"D",264743,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20153","03212161",25,0,"1","01","D","100","D",0.0425,"D",416500,"D",30,"D",2917,"D","3","D","4","D",,"A",,"A",868,"D",601,"D",603,"D",605,"D",1448,"D",1446,"D",1444,"D",,"A","04","D","2014","D","1","D",,"A",557593,"T",557328,"T",556942,"T","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20153","03212171",29,0,"1","01","D","100","D",0.06,"D",157900,"D",30,"D",1600,"D",,"A","4","D",,"A",,"A",653,"D",320,"D",321,"D",323,"D",627,"D",626,"D",624,"D",,"A","07","D","2003","D","1","D",,"A",125443,"D",125123,"D",124801,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20153","03212181",13,0,"1","01","D","100","D",0.0425,"D",165000,"D",30,"D",870,"D","3","D","4","D",,"A",,"A",58,"D",331,"D",332,"D",333,"D",481,"D",480,"D",479,"D",,"A","07","D","2006","D","1","D",,"A",135780,"D",135449,"D",135117,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
