"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","APPRPRYB","APPR_RYB","SRVCMOB","SRVCMOB_","REPAIRX","REPAIRX_","APPRPB1","APPRPB1_","APPRPB2","APPRPB2_","APPRPB3","APPRPB3_","APPRPB4","APPRPB4_","APPRPB5","APPRPB5_","APPRPB6","APPRPB6_","APPRPB7","APPRPB7_","APPRPB8","APPRPB8_","APPRPB9","APPRPB9_"
"20153","03148122",7,0,"1","190","D","05","D",40,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03148122",8,0,"1","190","D","06","D",40,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03148122",9,0,"1","190","D","07","D",40,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03148432",10,0,"1","190","D","05","D",35,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03148702",4,0,"1","190","D","05","D",80,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03149002",21,0,"1","220","D","05","D",275,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03149002",22,0,"1","200","D","05","D",13,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03149002",23,0,"1","200","D","06","D",13,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03149002",24,0,"1","200","D","07","D",13,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03149162",10,0,"2","200","D","05","D",48,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03149324",4,0,"1","160","D","05","D",300,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03149324",5,0,"1","190","D","06","D",75,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03149422",12,0,"1","200","D","05","D",430,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03149542",13,0,"1","190","D","05","D",100,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03149542",14,0,"1","190","D","07","D",45,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03149682",4,0,"1","110","D","07","D",81,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03149772",6,0,"1","130","D","07","D",72,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03149942",6,0,"2","200","D","05","D",30,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03150422",4,0,"1","190","D","06","D",66,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03150602",6,0,"2","110","D","05","D",120,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03150942",18,0,"1","200","D","07","D",200,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03151012",3,0,"1","190","D","06","D",25,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03151502",14,0,"1","200","D","06","D",160,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03151502",15,0,"2","190","D","05","D",81,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03152302",5,0,"2","190","D","05","D",60,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03152422",7,0,"1","190","D","07","D",1400,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03152462",11,0,"1","130","D","05","D",28,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03152572",10,0,"2","200","D","05","D",175,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03163292",7,0,"1","110","D","08","D",850,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03163352",16,0,"1","150","D","08","D",20,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03163452",1,0,"2","200","D","06","D",50,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03163482",1,0,"1","110","D","08","D",110,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03163642",22,0,"1","210","D","06","D",.,"H","100","D","110","D","200","D",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03163642",22,1,"1","100","D","06","D",10,"E",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03163642",22,2,"1","110","D","06","D",9,"E",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03163642",22,3,"1","200","D","06","D",7,"E",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03163642",23,0,"1","210","D","07","D",.,"H","100","D","110","D","200","D",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03163642",23,1,"1","100","D","07","D",10,"E",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03163642",23,2,"1","110","D","07","D",9,"E",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03163642",23,3,"1","200","D","07","D",7,"E",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03163642",24,0,"1","210","D","08","D",.,"H","100","D","110","D","200","D",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03163642",24,1,"1","100","D","08","D",8,"E",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03163642",24,2,"1","110","D","08","D",9,"E",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03163642",24,3,"1","200","D","08","D",9,"E",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03163642",25,0,"1","130","D","06","D",188,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03163642",26,0,"1","190","D","07","D",106,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03163992",11,0,"2","190","D","06","D",699,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03164272",9,0,"1","110","D","08","D",64,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03164432",9,0,"1","190","D","06","D",50,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03164432",10,0,"1","190","D","08","D",50,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03164522",3,0,"2","190","D","06","D",45,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03164572",4,0,"1","190","D","07","D",135,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03164592",21,0,"1","190","D","06","D",17,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03164772",3,0,"2","220","D","06","D",100,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03164872",7,0,"1","110","D","06","D",120,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03165162",39,0,"1","130","D","07","D",44,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03165162",40,0,"1","220","D","07","D",99,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03165402",14,0,"2","200","D","06","D",350,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03165622",6,0,"1","190","D","07","D",25,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03165622",7,0,"1","190","D","08","D",25,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03165622",8,0,"2","190","D","06","D",82,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03165632",18,0,"1","190","D","08","D",99,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03165752",5,0,"1","190","D","06","D",70,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03165752",6,0,"1","190","D","07","D",140,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03166032",4,0,"1","130","D","07","D",120,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03166402",16,0,"1","190","D","07","D",40,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03166402",17,0,"1","190","D","08","D",40,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03166402",18,0,"2","190","D","06","D",40,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03166452",5,0,"1","190","D","06","D",32,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03166452",6,0,"1","190","D","07","D",32,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03166452",7,0,"1","190","D","08","D",32,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03166502",14,0,"1","200","D","06","D",189,"F",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03166502",15,0,"1","200","D","07","D",189,"F",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03166502",16,0,"1","200","D","08","D",189,"F",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03166612",16,0,"1","190","D","06","D",42,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03166612",17,0,"1","190","D","07","D",42,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03166612",18,0,"1","190","D","08","D",42,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03166622",1,0,"1","190","D","08","D",130,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03166622",2,0,"2","190","D","06","D",32,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03166832",3,0,"1","200","D","08","D",200,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03167182",14,0,"1","130","D","06","D",321,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03167262",13,0,"1","190","D","06","D",30,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03167262",14,0,"1","190","D","07","D",30,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03167262",15,0,"1","190","D","08","D",30,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03167272",8,0,"1","190","D","07","D",37,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03167272",9,0,"1","190","D","08","D",37,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03167272",10,0,"1","110","D","07","D",232,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03167272",11,0,"2","190","D","06","D",35,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03167452",5,0,"1","190","D","08","D",20,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03167472",6,0,"1","200","D","06","D",60,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03167552",3,0,"1","200","D","07","D",550,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03167812",10,0,"2","220","D","06","D",800,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03167812",11,0,"2","190","D","06","D",100,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03167832",15,0,"1","190","D","07","D",141,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03167982",5,0,"1","190","D","07","D",77,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03167982",6,0,"1","190","D","06","D",60,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03168052",6,0,"1","130","D","08","D",500,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03168382",10,0,"1","110","D","07","D",85,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03168392",6,0,"1","210","D","08","D",.,"H","210","D","130","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03168392",6,1,"1","120","D","08","D",26,"E",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03168392",6,2,"1","130","D","08","D",39,"E",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03168702",6,0,"2","130","D","06","D",90,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03168762",28,0,"2","110","D","06","D",135,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03168782",7,0,"1","200","D","08","D",213,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03168842",19,0,"1","190","D","08","D",55,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03168842",20,0,"2","190","D","06","D",55,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03168862",4,0,"1","130","D","08","D",30,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03168872",2,0,"1","200","D","08","D",200,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03169282",6,0,"1","110","D","06","D",59,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03169282",7,0,"1","110","D","07","D",59,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03169282",8,0,"1","110","D","08","D",59,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03169282",9,0,"2","110","D","06","D",8,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03169442",8,0,"1","200","D","06","D",350,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03169442",9,0,"1","130","D","06","D",360,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03169592",7,0,"1","190","D","08","D",300,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03169752",12,0,"2","190","D","06","D",110,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03169802",7,0,"1","110","D","06","D",45,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03170232",5,0,"2","220","D","06","D",120,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03170732",4,0,"1","190","D","06","D",100,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03170742",13,0,"1","170","D","07","D",80,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03170872",3,0,"1","110","D","06","D",53,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03170872",4,0,"1","110","D","07","D",53,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03170872",5,0,"1","110","D","08","D",53,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03171132",11,0,"1","200","D","06","D",572,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03171382",15,0,"2","110","D","06","D",300,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03171412",17,0,"1","190","D","08","D",59,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03171872",3,0,"2","220","D","06","D",70,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03171962",6,0,"1","130","D","08","D",296,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03171962",7,0,"1","130","D","08","D",299,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03172012",3,0,"1","190","D","08","D",268,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03172032",3,0,"1","190","D","08","D",30,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03172412",2,0,"1","200","D","06","D",13,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03172772",15,0,"1","190","D","08","D",110,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03172982",12,0,"1","130","D","07","D",80,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03172982",13,0,"1","200","D","08","D",99,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03173182",22,0,"1","200","D","08","D",90,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03173332",29,0,"1","140","D","08","D",9,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03173422",23,0,"1","100","D","08","D",329,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03173422",24,0,"1","190","D","06","D",82,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03173662",11,0,"1","130","D","08","D",100,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03173862",6,0,"1","110","D","06","D",65,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03173872",33,0,"1","220","D","06","D",75,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03174032",8,0,"1","130","D","06","D",44,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03174032",9,0,"1","200","D","07","D",439,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03174082",21,0,"1","130","D","06","D",145,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03174082",22,0,"1","130","D","07","D",145,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03174082",23,0,"1","130","D","08","D",145,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03184821",4,0,"1","190","D","06","D",425,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03184941",2,0,"1","110","D","06","D",120,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03185011",12,0,"1","190","D","06","D",151,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03185151",6,0,"1","110","D","06","D",108,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03185341",1,0,"1","190","D","06","D",75,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03185421",10,0,"1","200","D","06","D",267,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03185561",8,0,"1","140","D","06","D",101,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03185661",8,0,"1","190","D","06","D",370,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03185821",2,0,"1","110","D","06","D",40,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03186091",7,0,"1","200","D","04","D",189,"F",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03187041",13,0,"1","190","D","06","D",35,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03187061",3,0,"1","220","D","06","D",106,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03187391",1,0,"1","110","D","06","D",130,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03187551",12,0,"1","190","D","05","D",75,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03187791",4,0,"1","110","D","06","D",89,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03187791",5,0,"1","190","D","06","D",425,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03187811",7,0,"1","190","D","06","D",45,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03187971",8,0,"1","120","D","06","D",100,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03187971",9,0,"1","190","D","06","D",54,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03187991",14,0,"1","200","D","06","D",300,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03187991",15,0,"1","190","D","06","D",100,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03188061",25,0,"1","200","D","06","D",105,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03188071",5,0,"1","110","D","05","D",400,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03188401",6,0,"1","200","D","06","D",30,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03188611",33,0,"1","140","D","06","D",20,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03188701",18,0,"1","190","D","06","D",75,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03189191",13,0,"1","190","D","06","D",45,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03189691",18,0,"1","200","D","06","D",131,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03189721",8,0,"1","130","D","06","D",618,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03190241",4,0,"1","120","D","06","D",46,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03190251",2,0,"1","190","D","06","D",65,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03190281",2,0,"1","110","D","06","D",636,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03191411",3,0,"1","210","D","06","D",.,"H","200","D","110","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03191411",3,1,"1","200","D","06","D",34,"E",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03191411",3,2,"1","110","D","06","D",41,"E",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03191431",7,0,"1","110","D","06","D",75,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03191641",12,0,"1","200","D","06","D",107,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03191641",13,0,"1","190","D","06","D",80,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03191701",8,0,"1","200","D","06","D",75,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03191701",9,0,"1","190","D","06","D",100,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03191871",8,0,"1","130","D","06","D",90,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03191871",9,0,"1","190","D","06","D",105,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03191871",10,0,"1","200","D","06","D",490,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03192111",7,0,"1","130","D","06","D",39,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03192501",8,0,"1","190","D","06","D",125,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03192881",13,0,"1","190","D","06","D",80,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03193051",4,0,"1","130","D","06","D",300,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03193091",6,0,"1","110","D","06","D",161,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03193491",15,0,"1","190","D","06","D",16,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03193561",18,0,"1","110","D","06","D",4,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03193691",3,0,"1","120","D","06","D",110,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03193731",10,0,"1","190","D","06","D",75,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03193891",7,0,"1","110","D","06","D",155,"F",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03193921",1,0,"1","110","D","06","D",155,"F",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03194041",7,0,"1","130","D","06","D",185,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03194041",8,0,"1","200","D","06","D",290,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03194281",6,0,"1","190","D","06","D",106,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03194391",3,0,"1","130","D","06","D",30,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03194521",15,0,"1","130","D","06","D",50,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03194541",3,0,"1","190","D","06","D",200,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03194871",7,0,"1","190","D","06","D",162,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03194871",8,0,"1","190","D","06","D",86,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03195031",8,0,"1","190","D","06","D",85,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03195151",6,0,"1","190","D","06","D",50,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20153","03195361",2,0,"1","220","D","06","D",135,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
