"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","S17CODEA","S17C_DEA","S17GFTCA","S17G_TCA","SUBEXPX","SUBEXPX_","SUBMO","SUBMO_"
"20154","03103123",58,0,"2","210","D","1","D",30,"D","07","D"
"20154","03103183",23,0,"1","500","D","1","D",80,"D","09","D"
"20154","03103183",24,0,"1","360","D","1","D",8,"D","13","D"
"20154","03103283",15,0,"1","830","D","1","D",20,"D","13","D"
"20154","03103283",16,0,"1","340","D","1","D",24,"D","08","D"
"20154","03103393",12,0,"1","840","D","1","D",100,"D","07","D"
"20154","03103393",13,0,"1","840","D","1","D",55,"D","07","D"
"20154","03103453",26,0,"1","210","D","1","D",30,"D","08","D"
"20154","03103453",27,0,"1","370","D","1","D",60,"D","08","D"
"20154","03103453",28,0,"1","370","D","1","D",60,"D","09","D"
"20154","03103583",38,0,"1","830","D","1","D",20,"D","13","D"
"20154","03103583",39,0,"1","810","D","1","D",35,"D","07","D"
"20154","03103583",40,0,"1","820","D","1","D",30,"D","08","D"
"20154","03103583",41,0,"1","600","D","1","D",200,"D","07","D"
"20154","03103583",42,0,"1","510","D","1","D",10,"D","07","D"
"20154","03103583",43,0,"1","150","D","1","D",45,"D","08","D"
"20154","03103623",24,0,"1","830","D","1","D",148,"D","09","D"
"20154","03103623",25,0,"1","830","D","1","D",22,"D","09","D"
"20154","03103623",26,0,"1","600","D","1","D",70,"D","08","D"
"20154","03103623",27,0,"1","600","D","1","D",64,"D","09","D"
"20154","03103623",28,0,"1","210","D","1","D",33,"D","07","D"
"20154","03103623",29,0,"1","330","D","1","D",9,"D","13","D"
"20154","03103623",30,0,"1","360","D","1","D",9,"D","13","D"
"20154","03103623",31,0,"2","500","D","1","D",22,"D","07","D"
"20154","03103693",6,0,"1","360","D","1","D",8,"D","13","D"
"20154","03103713",31,0,"1","150","D","1","D",126,"D","09","D"
"20154","03103713",32,0,"2","830","D","1","D",15,"D","07","D"
"20154","03103733",55,0,"1","510","D","1","D",40,"D","07","D"
"20154","03103733",56,0,"1","510","D","1","D",40,"D","08","D"
"20154","03103733",57,0,"1","510","D","1","D",40,"D","09","D"
"20154","03103733",58,0,"1","150","D","1","D",29,"D","09","D"
"20154","03103733",59,0,"1","370","D","1","D",9,"D","07","D"
"20154","03103733",60,0,"1","370","D","1","D",9,"D","08","D"
"20154","03103733",61,0,"1","370","D","1","D",9,"D","09","D"
"20154","03103833",13,0,"1","510","D","1","D",60,"D","09","D"
"20154","03103884",28,0,"1","150","D","1","D",300,"D","09","D"
"20154","03104203",32,0,"1","360","D","1","D",9,"D","13","D"
"20154","03104203",33,0,"1","400","D","1","D",12,"D","09","D"
"20154","03104213",27,0,"1","310","D","1","D",15,"D","09","D"
"20154","03104213",28,0,"1","340","D","1","D",8,"D","07","D"
"20154","03104213",29,0,"1","340","D","1","D",8,"D","08","D"
"20154","03104213",30,0,"1","340","D","1","D",8,"D","09","D"
"20154","03104213",31,0,"1","350","D","1","D",8,"D","13","D"
"20154","03104243",26,0,"1","500","D","1","D",80,"D","08","D"
"20154","03104243",27,0,"1","340","D","1","D",40,"D","09","D"
"20154","03104243",28,0,"1","350","D","1","D",5,"D","13","D"
"20154","03104243",29,0,"1","360","D","1","D",10,"D","13","D"
"20154","03104253",48,0,"1","510","D","1","D",140,"D","07","D"
"20154","03104253",49,0,"1","510","D","1","D",125,"D","08","D"
"20154","03104253",50,0,"1","150","D","1","D",12,"D","07","D"
"20154","03104253",51,0,"1","150","D","1","D",12,"D","08","D"
"20154","03104253",52,0,"1","150","D","1","D",12,"D","09","D"
"20154","03104253",53,0,"1","150","D","1","D",30,"D","07","D"
"20154","03104253",54,0,"1","150","D","1","D",30,"D","08","D"
"20154","03104253",55,0,"1","150","D","1","D",30,"D","09","D"
"20154","03104313",44,0,"1","830","D","1","D",130,"D","13","D"
"20154","03104313",45,0,"1","600","D","1","D",450,"D","09","D"
"20154","03104313",46,0,"1","510","D","1","D",200,"D","08","D"
"20154","03104313",47,0,"1","200","D","1","D",50,"D","09","D"
"20154","03104313",48,0,"1","360","D","1","D",50,"D","07","D"
"20154","03104313",49,0,"2","210","D","1","D",30,"D","07","D"
"20154","03104313",50,0,"2","400","D","1","D",5,"D","07","D"
"20154","03104324",36,0,"1","350","D","1","D",5,"D","13","D"
"20154","03104343",31,0,"1","330","D","1","D",10,"D","13","D"
"20154","03104343",32,0,"1","350","D","1","D",20,"D","13","D"
"20154","03104343",33,0,"2","320","D","1","D",10,"D","07","D"
"20154","03104383",18,0,"1","830","D","1","D",135,"D","13","D"
"20154","03104673",37,0,"1","840","D","1","D",100,"D","08","D"
"20154","03104673",38,0,"1","360","D","1","D",8,"D","13","D"
"20154","03104673",39,0,"1","360","D","1","D",12,"D","13","D"
"20154","03104673",40,0,"2","840","D","1","D",99,"D","07","D"
"20154","03104734",16,0,"1","600","D","1","D",6,"D","09","D"
"20154","03104773",61,0,"1","830","D","1","D",50,"D","13","D"
"20154","03104773",62,0,"1","210","D","1","D",200,"D","07","D"
"20154","03104773",63,0,"1","360","D","1","D",12,"D","13","D"
"20154","03104773",64,0,"1","310","D","1","D",50,"D","09","D"
"20154","03104773",65,0,"1","310","D","1","D",20,"D","09","D"
"20154","03104833",14,0,"1","510","D","1","D",8,"D","08","D"
"20154","03104833",15,0,"1","350","D","1","D",6,"D","13","D"
"20154","03104843",17,0,"1","830","D","1","D",20,"D","13","D"
"20154","03104853",27,0,"1","350","D","1","D",22,"D","13","D"
"20154","03104863",25,0,"1","610","D","1","D",26,"D","09","D"
"20154","03104863",26,0,"1","610","D","1","D",50,"D","08","D"
"20154","03104863",27,0,"1","500","D","1","D",100,"D","07","D"
"20154","03104863",28,0,"1","600","D","1","D",50,"D","07","D"
"20154","03104863",29,0,"1","500","D","1","D",60,"D","08","D"
"20154","03104863",30,0,"1","500","D","1","D",80,"D","09","D"
"20154","03104863",31,0,"1","510","D","1","D",80,"D","09","D"
"20154","03104863",32,0,"1","200","D","1","D",70,"D","07","D"
"20154","03104863",33,0,"1","200","D","1","D",60,"D","08","D"
"20154","03104863",34,0,"1","200","D","1","D",20,"D","09","D"
"20154","03105033",36,0,"1","350","D","1","D",60,"D","09","D"
"20154","03105033",37,0,"1","360","D","1","D",8,"D","13","D"
"20154","03105033",38,0,"2","340","D","1","D",25,"D","07","D"
"20154","03105213",21,0,"1","510","D","1","D",35,"D","09","D"
"20154","03105213",22,0,"1","360","D","1","D",8,"D","13","D"
"20154","03105223",28,0,"1","360","D","1","D",10,"D","13","D"
"20154","03105223",29,0,"2","840","D","1","D",45,"D","07","D"
"20154","03105323",35,0,"1","830","D","1","D",30,"D","13","D"
"20154","03105343",9,0,"1","510","D","1","D",50,"D","09","D"
"20154","03105353",59,0,"1","830","D","1","D",100,"D","13","D"
"20154","03105353",60,0,"1","820","D","1","D",49,"D","08","D"
"20154","03105353",61,0,"1","210","D","1","D",10,"D","09","D"
"20154","03105353",62,0,"1","320","D","1","D",16,"D","08","D"
"20154","03105353",63,0,"1","320","D","1","D",11,"D","09","D"
"20154","03105353",64,0,"1","330","D","1","D",215,"D","09","D"
"20154","03105353",65,0,"1","340","D","1","D",16,"D","09","D"
"20154","03105353",66,0,"1","340","D","1","D",19,"D","08","D"
"20154","03105353",67,0,"1","360","D","1","D",8,"D","13","D"
"20154","03105373",22,0,"1","510","D","1","D",80,"D","09","D"
"20154","03105404",36,0,"1","150","D","1","D",25,"D","07","D"
"20154","03105404",37,0,"1","150","D","1","D",25,"D","08","D"
"20154","03105404",38,0,"1","150","D","1","D",25,"D","09","D"
"20154","03105404",39,0,"1","210","D","1","D",23,"D","09","D"
"20154","03105573",26,0,"1","200","D","1","D",10,"D","09","D"
"20154","03105573",27,0,"1","350","D","1","D",8,"D","07","D"
"20154","03105573",28,0,"1","350","D","1","D",8,"D","08","D"
"20154","03105573",29,0,"1","350","D","1","D",8,"D","09","D"
"20154","03105573",30,0,"1","350","D","1","D",15,"D","08","D"
"20154","03105694",24,0,"1","150","D","2","D",38,"D","08","D"
"20154","03105694",25,0,"1","150","D","1","D",27,"D","07","D"
"20154","03105694",26,0,"1","150","D","1","D",27,"D","08","D"
"20154","03105694",27,0,"1","150","D","1","D",27,"D","09","D"
"20154","03105694",28,0,"1","150","D","1","D",65,"D","08","D"
"20154","03105694",29,0,"2","150","D","1","D",27,"D","07","D"
"20154","03105773",30,0,"1","830","D","1","D",33,"D","13","D"
"20154","03105773",31,0,"1","600","D","1","D",50,"D","08","D"
"20154","03105773",32,0,"1","210","D","1","D",20,"D","09","D"
"20154","03105853",56,0,"1","830","D","1","D",65,"D","13","D"
"20154","03105853",57,0,"1","350","D","1","D",8,"D","13","D"
"20154","03105883",20,0,"1","510","D","1","D",75,"D","09","D"
"20154","03105883",21,0,"1","510","D","1","D",75,"D","08","D"
"20154","03105883",22,0,"2","610","D","1","D",60,"D","07","D"
"20154","03105913",15,0,"1","510","D","1","D",12,"D","08","D"
"20154","03105984",27,0,"1","800","D","1","D",850,"D","13","D"
"20154","03105984",28,0,"1","840","D","1","D",50,"D","09","D"
"20154","03105993",41,0,"1","340","D","1","D",50,"D","09","D"
"20154","03106174",37,0,"1","360","D","1","D",19,"D","13","D"
"20154","03106174",38,0,"2","950","D","1","D",61,"D","07","D"
"20154","03106223",55,0,"1","800","D","1","D",40,"D","13","D"
"20154","03106223",56,0,"1","800","D","1","D",40,"D","13","D"
"20154","03106223",57,0,"1","830","D","1","D",150,"D","13","D"
"20154","03106223",58,0,"1","840","D","1","D",100,"D","07","D"
"20154","03106223",59,0,"1","600","D","1","D",80,"F","07","D"
"20154","03106223",60,0,"1","510","D","1","D",8,"D","07","D"
"20154","03106223",61,0,"1","510","D","1","D",8,"D","08","D"
"20154","03106223",62,0,"1","510","D","1","D",8,"D","09","D"
"20154","03106223",63,0,"1","210","D","1","D",15,"D","07","D"
"20154","03106223",64,0,"1","210","D","1","D",15,"D","08","D"
"20154","03106223",65,0,"1","210","D","1","D",15,"D","09","D"
"20154","03106223",66,0,"1","360","D","1","D",8,"D","13","D"
"20154","03106234",9,0,"2","510","D","1","D",60,"D","07","D"
"20154","03106293",18,0,"1","160","D","1","D",25,"D","07","D"
"20154","03106293",19,0,"1","160","D","1","D",33,"D","08","D"
"20154","03106293",20,0,"1","160","D","1","D",33,"D","09","D"
"20154","03106293",21,0,"2","160","D","1","D",8,"D","07","D"
"20154","03106323",35,0,"1","810","D","1","D",50,"D","09","D"
"20154","03106323",36,0,"1","310","D","1","D",30,"D","09","D"
"20154","03106383",35,0,"1","150","D","1","D",10,"D","07","D"
"20154","03106383",36,0,"1","150","D","1","D",10,"D","08","D"
"20154","03106383",37,0,"1","150","D","1","D",10,"D","09","D"
"20154","03106383",38,0,"1","150","D","1","D",25,"D","09","D"
"20154","03106383",39,0,"2","840","D","1","D",8,"D","07","D"
"20154","03106493",19,0,"1","360","D","1","D",10,"D","13","D"
"20154","03106503",32,0,"1","150","D","1","D",11,"D","08","D"
"20154","03106503",33,0,"2","150","D","1","D",11,"D","07","D"
"20154","03106544",65,0,"1","610","D","1","D",240,"D","08","D"
"20154","03106544",66,0,"1","500","D","1","D",430,"D","09","D"
"20154","03106544",67,0,"1","210","D","1","D",25,"D","07","D"
"20154","03106544",68,0,"1","210","D","1","D",25,"D","08","D"
"20154","03106544",69,0,"1","210","D","1","D",25,"D","09","D"
"20154","03106563",30,0,"1","830","D","1","D",35,"D","13","D"
"20154","03106563",31,0,"1","930","D","1","D",75,"D","07","D"
"20154","03106563",32,0,"1","930","D","1","D",75,"D","08","D"
"20154","03106563",33,0,"1","840","D","1","D",100,"D","09","D"
"20154","03106563",34,0,"1","840","D","1","D",55,"D","09","D"
"20154","03106563",35,0,"1","210","D","1","D",16,"D","09","D"
"20154","03106563",36,0,"1","360","D","1","D",21,"D","13","D"
"20154","03106563",37,0,"1","340","D","1","D",15,"D","09","D"
"20154","03106563",38,0,"2","510","D","1","D",22,"D","07","D"
"20154","03106574",25,0,"1","150","D","1","D",15,"D","07","D"
"20154","03106613",15,0,"1","830","D","1","D",44,"D","13","D"
"20154","03106613",16,0,"1","320","D","1","D",240,"D","09","D"
"20154","03106613",17,0,"1","350","D","1","D",22,"D","13","D"
"20154","03106663",51,0,"1","160","D","1","D",7,"D","07","D"
"20154","03106663",52,0,"1","160","D","1","D",7,"D","08","D"
"20154","03106663",53,0,"1","160","D","1","D",7,"D","09","D"
"20154","03106663",54,0,"1","210","D","1","D",10,"D","09","D"
"20154","03106683",31,0,"1","510","D","1","D",40,"D","09","D"
"20154","03106683",32,0,"1","400","D","1","D",20,"D","07","D"
"20154","03106713",33,0,"1","830","D","1","D",70,"D","13","D"
"20154","03106713",34,0,"1","360","D","1","D",5,"D","13","D"
"20154","03106813",27,0,"1","610","D","1","D",40,"D","08","D"
"20154","03106813",28,0,"1","840","D","1","D",100,"D","08","D"
"20154","03106813",29,0,"1","510","D","1","D",300,"D","09","D"
"20154","03106813",30,0,"1","310","D","1","D",380,"D","09","D"
"20154","03106813",31,0,"2","510","D","1","D",100,"D","07","D"
"20154","03106863",24,0,"1","610","D","2","D",165,"D","08","D"
"20154","03107003",39,0,"1","150","D","1","D",20,"D","09","D"
"20154","03107003",40,0,"1","510","D","1","D",500,"D","08","D"
"20154","03107033",29,0,"1","350","D","1","D",9,"D","13","D"
"20154","03107074",36,0,"2","610","D","1","D",12,"D","07","D"
"20154","03107173",17,0,"1","830","D","1","D",35,"D","13","D"
"20154","03107173",18,0,"1","510","D","1","D",120,"D","07","D"
"20154","03107173",19,0,"1","350","D","1","D",20,"D","08","D"
"20154","03107213",27,0,"1","320","D","1","D",53,"D","09","D"
"20154","03107213",28,0,"2","500","D","1","D",150,"D","07","D"
"20154","03107224",42,0,"1","830","D","1","D",10,"D","13","D"
"20154","03107224",43,0,"1","150","D","1","D",130,"D","07","D"
"20154","03107224",44,0,"1","360","D","1","D",17,"D","13","D"
"20154","03107224",45,0,"2","210","D","1","D",50,"D","07","D"
"20154","03107235",19,0,"1","150","D","1","D",60,"D","08","D"
"20154","03107235",20,0,"1","210","D","1","D",15,"D","08","D"
"20154","03107235",21,0,"1","330","D","1","D",5,"D","13","D"
"20154","03107235",22,0,"1","370","D","1","D",15,"D","07","D"
"20154","03107235",23,0,"1","370","D","1","D",20,"D","08","D"
"20154","03107235",24,0,"1","410","D","1","D",45,"D","08","D"
"20154","03107273",14,0,"1","360","D","1","D",15,"D","13","D"
"20154","03107303",26,0,"1","360","D","1","D",9,"D","13","D"
"20154","03107303",27,0,"2","410","D","1","D",8,"D","07","D"
"20154","03107343",31,0,"1","510","D","1","D",60,"D","07","D"
"20154","03107343",32,0,"2","150","D","1","D",50,"D","07","D"
"20154","03107363",24,0,"1","830","D","1","D",40,"D","13","D"
"20154","03107363",25,0,"2","150","D","1","D",30,"D","07","D"
"20154","03107383",47,0,"1","510","D","1","D",40,"D","07","D"
"20154","03107383",48,0,"1","510","D","1","D",40,"D","08","D"
"20154","03107383",49,0,"1","510","D","1","D",40,"D","09","D"
"20154","03107383",50,0,"1","350","D","1","D",20,"D","13","D"
"20154","03107383",51,0,"1","370","D","1","D",130,"D","08","D"
"20154","03107433",31,0,"1","150","D","1","D",51,"D","08","D"
"20154","03107433",32,0,"1","150","D","1","D",105,"D","09","D"
"20154","03107433",33,0,"1","360","D","1","D",9,"D","13","D"
"20154","03107453",37,0,"1","800","D","1","D",593,"D","07","D"
"20154","03107453",38,0,"1","800","D","1","D",562,"D","08","D"
"20154","03107453",39,0,"1","800","D","1","D",800,"D","09","D"
"20154","03107453",40,0,"1","510","D","1","D",20,"D","08","D"
"20154","03107453",41,0,"1","150","D","1","D",35,"D","07","D"
"20154","03107453",42,0,"1","150","D","1","D",35,"D","08","D"
"20154","03107453",43,0,"1","150","D","1","D",35,"D","09","D"
"20154","03107453",44,0,"1","150","D","1","D",16,"D","07","D"
"20154","03107453",45,0,"1","150","D","1","D",16,"D","08","D"
"20154","03107453",46,0,"1","150","D","1","D",16,"D","09","D"
"20154","03107453",47,0,"1","340","D","1","D",8,"D","07","D"
"20154","03107453",48,0,"1","340","D","1","D",8,"D","08","D"
"20154","03107453",49,0,"1","340","D","1","D",8,"D","09","D"
"20154","03107603",71,0,"1","820","D","1","D",70,"D","09","D"
"20154","03107603",72,0,"1","360","D","1","D",8,"D","13","D"
"20154","03107663",40,0,"2","340","D","1","D",20,"D","07","D"
"20154","03107663",41,0,"2","400","D","1","D",2,"D","07","D"
"20154","03107833",30,0,"1","600","D","1","D",200,"D","07","D"
"20154","03107833",31,0,"1","370","D","1","D",60,"D","07","D"
"20154","03107934",28,0,"1","340","D","1","D",3,"D","07","D"
"20154","03107934",29,0,"1","360","D","1","D",10,"D","13","D"
"20154","03107934",30,0,"2","410","D","1","D",10,"D","07","D"
"20154","03107983",38,0,"1","500","D","1","D",150,"D","09","D"
"20154","03107983",39,0,"1","510","D","1","D",100,"D","08","D"
"20154","03107983",40,0,"1","510","D","1","D",100,"D","09","D"
"20154","03107983",41,0,"1","310","D","1","D",60,"D","09","D"
"20154","03107983",42,0,"1","350","D","1","D",25,"D","13","D"
"20154","03107983",43,0,"1","360","D","1","D",30,"D","13","D"
"20154","03107983",44,0,"2","510","D","1","D",100,"D","07","D"
"20154","03108073",27,0,"1","150","D","1","D",26,"F","09","D"
"20154","03108073",28,0,"1","210","D","2","D",50,"D","08","D"
"20154","03108113",34,0,"1","510","D","1","D",25,"D","07","D"
"20154","03108113",35,0,"1","510","D","1","D",18,"D","09","D"
"20154","03108293",30,0,"1","830","D","1","D",60,"D","13","D"
"20154","03108293",31,0,"1","210","D","1","D",40,"D","09","D"
"20154","03108293",32,0,"1","360","D","1","D",15,"D","13","D"
"20154","03108293",33,0,"1","350","D","1","D",5,"D","13","D"
"20154","03108303",10,0,"1","350","D","1","D",3,"D","13","D"
"20154","03108324",13,0,"1","840","D","1","D",45,"D","09","D"
"20154","03108453",33,0,"1","330","D","1","D",10,"D","13","D"
"20154","03108453",34,0,"1","360","D","1","D",8,"D","13","D"
"20154","03108453",35,0,"1","360","D","1","D",8,"D","13","D"
"20154","03108563",30,0,"1","160","D","1","D",10,"D","08","D"
"20154","03108563",31,0,"1","160","D","1","D",10,"D","09","D"
"20154","03108563",32,0,"1","160","D","1","D",10,"D","07","D"
"20154","03108563",33,0,"2","160","D","1","D",5,"D","07","D"
"20154","03108623",24,0,"1","830","D","1","D",40,"D","13","D"
"20154","03108623",25,0,"1","330","D","1","D",4,"D","13","D"
"20154","03108654",22,0,"1","500","D","1","D",174,"D","08","D"
"20154","03108654",23,0,"1","500","D","1","D",150,"D","09","D"
"20154","03108654",24,0,"1","500","D","1","D",74,"D","08","D"
"20154","03108745",30,0,"1","600","D","1","D",100,"D","09","D"
"20154","03108745",31,0,"1","340","D","1","D",100,"D","09","D"
"20154","03108745",32,0,"1","360","D","1","D",18,"D","13","D"
"20154","03108745",33,0,"2","150","D","1","D",45,"D","07","D"
"20154","03108753",14,0,"1","600","D","1","D",40,"D","09","D"
"20154","03108753",15,0,"1","410","D","1","D",50,"D","07","D"
"20154","03108753",16,0,"1","410","D","1","D",50,"D","08","D"
"20154","03108753",17,0,"1","410","D","1","D",50,"D","09","D"
"20154","03108863",21,0,"1","600","D","1","D",75,"D","08","D"
"20154","03108863",22,0,"1","600","D","1","D",75,"D","09","D"
"20154","03108873",37,0,"1","160","D","1","D",10,"D","08","D"
"20154","03108873",38,0,"1","160","D","1","D",10,"D","09","D"
"20154","03108873",39,0,"2","160","D","1","D",10,"D","07","D"
"20154","03109023",45,0,"1","800","D","1","D",355,"D","13","D"
"20154","03109023",46,0,"1","950","D","1","D",525,"D","09","D"
"20154","03109023",47,0,"1","360","D","1","D",20,"D","13","D"
"20154","03109023",48,0,"2","150","D","1","D",30,"D","07","D"
"20154","03109103",27,0,"1","150","D","1","D",83,"D","07","D"
"20154","03109263",14,0,"2","350","D","1","D",24,"D","07","D"
"20154","03109303",17,0,"1","830","D","1","D",20,"D","13","D"
"20154","03109314",21,0,"1","150","D","1","D",25,"D","07","D"
"20154","03109483",20,0,"1","150","D","1","D",50,"D","07","D"
"20154","03109483",21,0,"1","150","D","1","D",30,"D","08","D"
"20154","03109483",22,0,"1","150","D","1","D",30,"D","09","D"
"20154","03109523",10,0,"1","400","D","1","D",13,"D","08","D"
"20154","03109583",30,0,"1","360","D","1","D",18,"D","13","D"
"20154","03109613",16,0,"1","510","D","1","D",22,"D","09","D"
"20154","03109613",17,0,"2","500","D","1","D",22,"D","07","D"
"20154","03109613",18,0,"2","210","D","2","D",20,"D","07","D"
"20154","03109623",13,0,"1","510","D","1","D",20,"D","09","D"
"20154","03109673",30,0,"1","830","D","1","D",50,"D","13","D"
"20154","03109753",28,0,"1","830","D","1","D",30,"D","13","D"
"20154","03109753",29,0,"1","150","D","1","D",42,"D","07","D"
"20154","03109753",30,0,"2","150","D","1","D",42,"D","07","D"
"20154","03109853",25,0,"1","840","D","1","D",100,"D","08","D"
"20154","03109853",26,0,"1","510","D","1","D",60,"D","09","D"
"20154","03109893",48,0,"1","840","D","1","D",45,"D","09","D"
"20154","03109893",49,0,"1","150","D","1","D",24,"D","08","D"
"20154","03109893",50,0,"1","210","D","1","D",8,"D","08","D"
"20154","03109893",51,0,"1","300","D","1","D",12,"D","08","D"
"20154","03109893",52,0,"1","320","D","1","D",40,"D","09","D"
"20154","03109893",53,0,"1","360","D","1","D",10,"D","13","D"
"20154","03109943",17,0,"1","360","D","1","D",10,"D","13","D"
"20154","03110013",42,0,"1","830","D","1","D",63,"D","13","D"
"20154","03110013",43,0,"1","210","D","1","D",9,"D","07","D"
"20154","03110013",44,0,"1","210","D","1","D",8,"D","08","D"
"20154","03110013",45,0,"1","210","D","1","D",3,"D","09","D"
"20154","03110043",43,0,"1","830","D","1","D",140,"D","13","D"
"20154","03110043",44,0,"1","510","D","1","D",120,"D","09","D"
"20154","03110043",45,0,"1","360","D","1","D",9,"D","13","D"
"20154","03110053",21,0,"2","510","D","1","D",22,"D","07","D"
"20154","03110103",27,0,"1","350","D","1","D",30,"D","09","D"
"20154","03110103",28,0,"1","360","D","1","D",18,"D","13","D"
"20154","03110114",17,0,"1","830","D","1","D",33,"D","13","D"
"20154","03110173",39,0,"1","360","D","1","D",9,"D","13","D"
"20154","03110173",40,0,"1","360","D","2","D",9,"D","13","D"
"20154","03110193",13,0,"1","840","D","1","D",60,"D","08","D"
"20154","03110304",30,0,"1","830","D","1","D",50,"D","13","D"
"20154","03110304",31,0,"1","840","D","1","D",40,"D","09","D"
"20154","03110304",32,0,"1","210","D","1","D",20,"D","08","D"
"20154","03110304",33,0,"2","510","D","1","D",10,"D","07","D"
"20154","03110324",26,0,"1","510","D","1","D",30,"D","07","D"
"20154","03110324",27,0,"1","340","D","1","D",100,"D","08","D"
"20154","03110414",14,0,"1","150","D","1","D",55,"D","07","D"
"20154","03110453",29,0,"1","340","D","1","D",24,"D","08","D"
"20154","03110533",27,0,"1","510","D","1","D",12,"D","07","D"
"20154","03110533",28,0,"1","510","D","1","D",12,"D","08","D"
"20154","03110533",29,0,"1","510","D","1","D",12,"D","09","D"
"20154","03110553",25,0,"1","510","D","1","D",10,"D","08","D"
"20154","03110553",26,0,"1","210","D","1","D",135,"D","07","D"
"20154","03110553",27,0,"1","330","D","1","D",5,"D","13","D"
"20154","03110553",28,0,"1","360","D","1","D",24,"D","13","D"
"20154","03110553",29,0,"2","510","D","1","D",10,"D","07","D"
"20154","03110614",44,0,"1","510","D","1","D",48,"D","07","D"
"20154","03110614",45,0,"1","510","D","1","D",48,"D","08","D"
"20154","03110614",46,0,"1","510","D","1","D",48,"D","09","D"
"20154","03110614",47,0,"1","360","D","1","D",8,"D","13","D"
"20154","03110683",12,0,"1","360","D","1","D",10,"D","13","D"
"20154","03110693",28,0,"1","840","D","1","D",80,"D","07","D"
"20154","03110693",29,0,"1","360","D","1","D",13,"D","13","D"
"20154","03110724",38,0,"1","830","D","1","D",49,"D","13","D"
"20154","03110724",39,0,"1","150","D","1","D",30,"D","07","D"
"20154","03110724",40,0,"1","360","D","1","D",17,"D","13","D"
"20154","03110724",41,0,"2","510","D","1","D",30,"D","07","D"
"20154","03110773",18,0,"1","810","D","1","D",40,"D","07","D"
"20154","03110823",33,0,"1","830","D","1","D",35,"D","13","D"
"20154","03110823",34,0,"1","150","D","1","D",30,"D","07","D"
"20154","03110823",35,0,"1","150","D","1","D",30,"D","08","D"
"20154","03110823",36,0,"1","150","D","1","D",30,"D","09","D"
"20154","03110823",37,0,"2","150","D","1","D",20,"D","07","D"
"20154","03110823",38,0,"2","210","D","1","D",70,"D","07","D"
"20154","03110853",26,0,"1","800","D","1","D",35,"D","13","D"
"20154","03110853",27,0,"1","830","D","1","D",20,"D","13","D"
"20154","03110893",19,0,"1","830","D","1","D",30,"D","13","D"
"20154","03110893",20,0,"1","360","D","1","D",8,"D","13","D"
"20154","03110893",21,0,"1","340","D","1","D",30,"D","08","D"
"20154","03110893",22,0,"1","320","D","1","D",40,"D","08","D"
"20154","03110913",39,0,"1","830","D","1","D",21,"D","13","D"
"20154","03110923",34,0,"1","830","D","1","D",20,"D","13","D"
"20154","03110923",35,0,"1","840","D","1","D",110,"D","07","D"
"20154","03110923",36,0,"1","210","D","1","D",10,"D","08","D"
"20154","03110923",37,0,"1","360","D","1","D",8,"D","13","D"
"20154","03110923",38,0,"1","410","D","1","D",10,"D","07","D"
"20154","03110923",39,0,"1","410","D","1","D",10,"D","08","D"
"20154","03110923",40,0,"1","410","D","1","D",10,"D","09","D"
"20154","03110944",37,0,"1","510","D","1","D",32,"D","08","D"
"20154","03110944",38,0,"1","210","D","1","D",20,"D","09","D"
"20154","03110944",39,0,"1","360","D","1","D",8,"D","13","D"
"20154","03110973",39,0,"1","370","D","1","D",25,"D","08","D"
"20154","03110973",40,0,"2","370","D","1","D",25,"D","07","D"
"20154","03110983",16,0,"1","510","D","1","D",40,"D","07","D"
"20154","03142163",13,0,"1","510","D","1","D",40,"D","09","D"
"20154","03142163",14,0,"1","510","D","1","D",40,"D","10","D"
"20154","03142213",24,0,"1","150","D","1","D",13,"D","08","D"
"20154","03142283",10,0,"1","360","D","1","D",8,"D","13","D"
"20154","03142303",44,0,"1","830","D","1","D",60,"D","13","D"
"20154","03142303",45,0,"1","840","D","1","D",40,"D","10","D"
"20154","03142313",59,0,"2","150","D","1","D",44,"D","08","D"
"20154","03142323",27,0,"1","510","D","1","D",25,"D","08","D"
"20154","03142323",28,0,"1","510","D","1","D",25,"D","09","D"
"20154","03142323",29,0,"1","510","D","1","D",25,"D","10","D"
"20154","03142323",30,0,"1","360","D","1","D",8,"D","13","D"
"20154","03142323",31,0,"2","510","D","1","D",30,"D","08","D"
"20154","03142323",32,0,"2","510","D","1","D",24,"D","08","D"
"20154","03142333",36,0,"1","330","D","1","D",15,"D","13","D"
"20154","03142413",38,0,"1","840","D","1","D",25,"D","08","D"
"20154","03142413",39,0,"1","500","D","1","D",145,"D","09","D"
"20154","03142413",40,0,"1","150","D","1","D",48,"D","08","D"
"20154","03142413",41,0,"1","150","D","1","D",48,"D","09","D"
"20154","03142413",42,0,"1","150","D","1","D",48,"D","10","D"
"20154","03142423",24,0,"1","360","D","1","D",8,"D","13","D"
"20154","03142513",13,0,"1","830","D","1","D",100,"D","13","D"
"20154","03142523",42,0,"1","830","D","1","D",155,"D","13","D"
"20154","03142523",43,0,"1","610","D","1","D",400,"D","10","D"
"20154","03142523",44,0,"1","510","D","1","D",30,"D","08","D"
"20154","03142523",45,0,"1","510","D","1","D",30,"D","09","D"
"20154","03142523",46,0,"1","510","D","1","D",30,"D","10","D"
"20154","03142543",47,0,"1","510","D","1","D",13,"D","08","D"
