"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","S17CODEA","S17C_DEA","S17GFTCA","S17G_TCA","SUBEXPX","SUBEXPX_","SUBMO","SUBMO_"
"20152","02846255",27,0,"1","150","D","1","D",25,"D","02","D"
"20152","02846255",28,0,"1","150","D","1","D",25,"D","03","D"
"20152","02846265",73,0,"1","210","D","1","D",87,"D","03","D"
"20152","02846295",35,0,"1","210","D","1","D",50,"D","03","D"
"20152","02846295",36,0,"1","360","D","1","D",3,"D","13","D"
"20152","02846305",32,0,"1","830","D","1","D",250,"D","03","D"
"20152","02846305",33,0,"1","610","D","1","D",90,"D","03","D"
"20152","02846305",34,0,"1","830","D","1","D",25,"D","13","D"
"20152","02846305",35,0,"1","150","D","1","D",49,"D","02","D"
"20152","02846355",24,0,"1","350","D","1","D",8,"D","13","D"
"20152","02846455",38,0,"1","370","D","1","D",50,"D","03","D"
"20152","02846455",39,0,"1","350","D","1","D",50,"D","02","D"
"20152","02846525",22,0,"1","830","D","1","D",39,"D","13","D"
"20152","02846525",23,0,"1","510","D","1","D",25,"D","03","D"
"20152","02846525",24,0,"1","360","D","1","D",8,"D","13","D"
"20152","02846525",25,0,"2","510","D","1","D",25,"D","02","D"
"20152","02846545",16,0,"1","500","D","1","D",60,"D","02","D"
"20152","02846545",17,0,"1","500","D","1","D",60,"D","03","D"
"20152","02846545",18,0,"1","500","D","1","D",60,"D","04","D"
"20152","02846545",19,0,"1","350","D","1","D",10,"D","02","D"
"20152","02846545",20,0,"1","350","D","1","D",10,"D","03","D"
"20152","02846545",21,0,"1","350","D","1","D",10,"D","04","D"
"20152","02846545",22,0,"2","510","D","1","D",20,"D","02","D"
"20152","02846545",23,0,"2","340","D","1","D",10,"D","02","D"
"20152","02846575",30,0,"1","510","D","1","D",60,"D","03","D"
"20152","02846575",31,0,"1","150","D","1","D",647,"D","04","D"
"20152","02846575",32,0,"1","150","D","1","D",220,"D","03","D"
"20152","02846595",14,0,"1","150","D","1","D",15,"D","02","D"
"20152","02846595",15,0,"1","150","D","1","D",15,"D","03","D"
"20152","02846595",16,0,"1","150","D","1","D",15,"D","04","D"
"20152","02846615",15,0,"1","350","D","1","D",6,"D","13","D"
"20152","02846645",42,0,"1","350","D","1","D",30,"D","13","D"
"20152","02846685",29,0,"1","830","D","1","D",75,"D","13","D"
"20152","02846735",14,0,"1","360","D","1","D",9,"D","13","D"
"20152","02846795",31,0,"1","840","D","1","D",45,"D","03","D"
"20152","02846795",32,0,"1","600","D","1","D",150,"D","02","D"
"20152","02846795",33,0,"1","510","D","1","D",40,"D","03","D"
"20152","02846795",34,0,"1","160","D","1","D",30,"D","02","D"
"20152","02846795",35,0,"1","210","D","1","D",8,"F","02","D"
"20152","02846795",36,0,"1","360","D","1","D",10,"D","13","D"
"20152","02846795",37,0,"1","380","D","1","D",50,"D","02","D"
"20152","02846895",43,0,"1","840","D","1","D",110,"D","03","D"
"20152","02846895",44,0,"1","810","D","1","D",65,"D","03","D"
"20152","02846895",45,0,"1","810","D","1","D",65,"D","04","D"
"20152","02846895",46,0,"2","810","D","2","D",85,"D","02","D"
"20152","02846895",47,0,"2","150","D","2","D",110,"D","02","D"
"20152","02846905",34,0,"1","840","D","1","D",80,"D","04","D"
"20152","02846915",10,0,"1","830","D","1","D",10,"D","13","D"
"20152","02846935",11,0,"1","150","D","1","D",16,"D","02","D"
"20152","02846935",12,0,"1","150","D","1","D",16,"D","03","D"
"20152","02846935",13,0,"1","150","D","1","D",16,"D","04","D"
"20152","02846935",14,0,"2","150","D","1","D",16,"D","02","D"
"20152","02847015",44,0,"1","510","D","1","D",100,"D","02","D"
"20152","02847015",45,0,"1","150","D","1","D",25,"D","02","D"
"20152","02847015",46,0,"1","360","D","1","D",8,"D","13","D"
"20152","02847135",66,0,"1","370","D","1","D",28,"D","04","D"
"20152","02847135",67,0,"1","370","D","1","D",54,"D","04","D"
"20152","02847145",17,0,"1","510","D","1","D",65,"D","03","D"
"20152","02847195",24,0,"1","350","D","1","D",8,"D","13","D"
"20152","02867225",28,0,"1","830","D","1","D",40,"D","13","D"
"20152","02867225",29,0,"1","360","D","1","D",9,"D","13","D"
"20152","02867265",13,0,"1","510","D","1","D",40,"D","03","D"
"20152","02867355",16,0,"1","510","D","1","D",50,"D","05","D"
"20152","02867575",64,0,"1","830","D","1","D",30,"D","13","D"
"20152","02867575",65,0,"1","510","D","1","D",54,"D","04","D"
"20152","02867575",66,0,"2","210","D","1","D",17,"D","03","D"
"20152","02867605",24,0,"1","340","D","1","D",3,"D","04","D"
"20152","02867645",24,0,"1","350","D","1","D",10,"D","13","D"
"20152","02867695",18,0,"1","830","D","1","D",20,"D","13","D"
"20152","02867705",36,0,"1","830","D","1","D",10,"D","13","D"
"20152","02867705",37,0,"1","840","D","1","D",45,"D","04","D"
"20152","02867705",38,0,"1","150","D","1","D",84,"D","04","D"
"20152","02867705",39,0,"1","210","D","1","D",60,"D","05","D"
"20152","02867755",45,0,"1","830","D","1","D",11,"D","13","D"
"20152","02867755",46,0,"1","820","D","1","D",99,"D","05","D"
"20152","02867755",47,0,"1","840","D","1","D",49,"D","05","D"
"20152","02867755",48,0,"1","210","D","1","D",15,"D","05","D"
"20152","02867755",49,0,"1","320","D","1","D",10,"D","05","D"
"20152","02867755",50,0,"1","360","D","1","D",11,"D","13","D"
"20152","02867755",51,0,"2","210","D","1","D",7,"D","03","D"
"20152","02867755",52,0,"2","360","D","1","D",17,"D","03","D"
"20152","02867825",20,0,"1","610","D","1","D",60,"D","05","D"
"20152","02867825",21,0,"2","610","D","1","D",60,"D","03","D"
"20152","02867845",38,0,"1","830","D","1","D",65,"D","13","D"
"20152","02867845",39,0,"1","610","D","1","D",450,"D","05","D"
"20152","02867845",40,0,"1","510","D","1","D",270,"D","05","D"
"20152","02867845",41,0,"1","350","D","1","D",2,"D","05","D"
"20152","02867845",42,0,"1","370","D","1","D",60,"D","05","D"
"20152","02867845",43,0,"2","830","D","1","D",65,"D","03","D"
"20152","02867845",44,0,"2","610","D","1","D",80,"D","03","D"
"20152","02867845",45,0,"2","500","D","1","D",260,"D","03","D"
"20152","02867845",46,0,"2","210","D","1","D",10,"D","03","D"
"20152","02867855",42,0,"1","150","D","1","D",40,"D","03","D"
"20152","02867855",43,0,"1","360","D","1","D",8,"D","13","D"
"20152","02867935",48,0,"1","830","D","1","D",35,"D","13","D"
"20152","02867935",49,0,"1","610","D","1","D",20,"D","03","D"
"20152","02867935",50,0,"1","610","D","1","D",20,"D","04","D"
"20152","02867935",51,0,"1","610","D","1","D",20,"D","05","D"
"20152","02867935",52,0,"1","510","D","1","D",20,"D","03","D"
"20152","02867935",53,0,"1","510","D","1","D",25,"D","04","D"
"20152","02867935",54,0,"1","510","D","1","D",30,"D","05","D"
"20152","02867935",55,0,"1","210","D","1","D",60,"D","05","D"
"20152","02867935",56,0,"2","830","D","1","D",149,"D","03","D"
"20152","02867935",57,0,"2","210","D","1","D",40,"D","03","D"
"20152","02867965",50,0,"1","360","D","1","D",10,"D","13","D"
"20152","02867975",18,0,"1","830","D","1","D",85,"D","13","D"
"20152","02867985",37,0,"1","840","D","1","D",65,"D","03","D"
"20152","02867985",38,0,"1","510","D","1","D",12,"D","04","D"
"20152","02867985",39,0,"1","210","D","1","D",8,"D","05","D"
"20152","02867995",22,0,"1","820","D","1","D",89,"D","04","D"
"20152","02868035",25,0,"2","150","D","1","D",24,"D","03","D"
"20152","02868145",16,0,"1","160","D","1","D",8,"D","03","D"
"20152","02868145",17,0,"1","160","D","1","D",8,"D","04","D"
"20152","02868145",18,0,"1","160","D","1","D",8,"D","05","D"
"20152","02868145",19,0,"1","340","D","1","D",40,"D","03","D"
"20152","02868145",20,0,"1","340","D","1","D",40,"D","04","D"
"20152","02868145",21,0,"1","340","D","1","D",40,"D","05","D"
"20152","02868185",28,0,"1","830","D","1","D",62,"D","13","D"
"20152","02868205",18,0,"1","830","D","1","D",54,"D","13","D"
"20152","02868325",27,0,"1","510","D","1","D",20,"D","05","D"
"20152","02868375",9,0,"1","330","D","1","D",20,"D","13","D"
"20152","02868415",22,0,"1","360","D","1","D",10,"D","13","D"
"20152","02868425",11,0,"1","210","D","1","D",15,"D","04","D"
"20152","02868485",15,0,"1","360","D","1","D",25,"D","13","D"
"20152","02868595",21,0,"1","350","D","1","D",9,"D","13","D"
"20152","02868685",48,0,"1","510","D","1","D",25,"D","03","D"
"20152","02868685",49,0,"1","510","D","1","D",25,"D","05","D"
"20152","02868795",26,0,"1","160","D","1","D",3,"D","05","D"
"20152","02868795",27,0,"1","350","D","1","D",9,"D","13","D"
"20152","02868835",58,0,"1","510","D","1","D",16,"D","04","D"
"20152","02868835",59,0,"1","150","D","1","D",16,"D","03","D"
"20152","02868835",60,0,"1","350","D","1","D",1,"D","04","D"
"20152","02868885",19,0,"1","150","D","1","D",59,"D","04","D"
"20152","02868885",20,0,"1","150","D","1","D",59,"D","05","D"
"20152","02868895",20,0,"1","610","D","1","D",40,"D","03","D"
"20152","02868895",21,0,"1","610","D","1","D",40,"D","04","D"
"20152","02868895",22,0,"1","610","D","1","D",40,"D","05","D"
"20152","02868945",20,0,"1","830","D","1","D",50,"D","13","D"
"20152","02868945",21,0,"1","510","D","1","D",150,"D","04","D"
"20152","02868945",22,0,"1","350","D","1","D",18,"D","13","D"
"20152","02868995",23,0,"1","210","D","1","D",50,"D","04","D"
"20152","02868995",24,0,"1","510","D","1","D",40,"D","04","D"
"20152","02868995",25,0,"1","510","D","1","D",50,"D","05","D"
"20152","02868995",26,0,"1","340","D","1","D",60,"D","04","D"
"20152","02869125",35,0,"1","370","D","1","D",87,"D","05","D"
"20152","02869265",63,0,"1","510","D","1","D",80,"D","05","D"
"20152","02869265",64,0,"1","510","D","1","D",40,"D","04","D"
"20152","02869285",28,0,"1","350","D","1","D",5,"D","13","D"
"20152","02869295",16,0,"1","350","D","1","D",20,"D","13","D"
"20152","02869295",17,0,"2","510","D","1","D",20,"D","03","D"
"20152","02869375",44,0,"1","830","D","1","D",10,"D","13","D"
"20152","02869375",45,0,"1","300","D","1","D",5,"D","05","D"
"20152","02869475",27,0,"1","830","D","1","D",10,"D","13","D"
"20152","02869485",37,0,"1","840","D","1","D",45,"D","04","D"
"20152","02869485",38,0,"1","600","D","1","D",130,"D","05","D"
"20152","02869485",39,0,"1","600","D","1","D",255,"D","04","D"
"20152","02869485",40,0,"1","160","D","1","D",42,"D","03","D"
"20152","02869485",41,0,"1","160","D","1","D",42,"D","04","D"
"20152","02869485",42,0,"1","160","D","1","D",42,"D","05","D"
"20152","02869485",43,0,"1","350","D","1","D",8,"D","13","D"
"20152","02869545",23,0,"1","150","D","1","D",50,"D","05","D"
"20152","02869635",38,0,"1","840","D","1","D",30,"D","04","D"
"20152","02869635",39,0,"1","600","D","1","D",30,"D","04","D"
"20152","02869635",40,0,"1","340","D","1","D",60,"D","05","D"
"20152","02869635",41,0,"2","610","D","1","D",70,"D","03","D"
"20152","02869635",42,0,"2","210","D","1","D",15,"D","03","D"
"20152","02869685",43,0,"1","500","D","1","D",590,"D","03","D"
"20152","02869685",44,0,"1","500","D","1","D",226,"D","04","D"
"20152","02869685",45,0,"1","500","D","1","D",311,"D","05","D"
"20152","02869685",46,0,"1","600","D","1","D",38,"D","05","D"
"20152","02869685",47,0,"1","360","D","1","D",8,"D","13","D"
"20152","02869685",48,0,"1","360","D","1","D",10,"D","13","D"
"20152","02869685",49,0,"1","360","D","1","D",1,"D","13","D"
"20152","02869685",50,0,"1","340","D","1","D",19,"D","05","D"
"20152","02869715",31,0,"1","360","D","1","D",9,"D","13","D"
"20152","02869745",8,0,"1","510","D","1","D",24,"D","05","D"
"20152","02869745",9,0,"1","350","D","1","D",9,"D","13","D"
"20152","02869785",30,0,"1","510","D","1","D",10,"D","05","D"
"20152","02869785",31,0,"1","160","D","1","D",30,"D","04","D"
"20152","02869785",32,0,"1","200","D","1","D",23,"D","13","D"
"20152","02869785",33,0,"1","210","D","1","D",58,"D","04","D"
"20152","02869785",34,0,"1","210","D","1","D",65,"D","05","D"
"20152","02869785",35,0,"1","360","D","1","D",8,"D","13","D"
"20152","02869785",36,0,"1","360","D","1","D",8,"D","13","D"
"20152","02869785",37,0,"2","210","D","1","D",149,"D","03","D"
"20152","02869815",28,0,"1","830","D","1","D",25,"D","13","D"
"20152","02869815",29,0,"1","510","D","1","D",9,"D","05","D"
"20152","02869835",28,0,"1","150","D","1","D",16,"D","04","D"
"20152","02869875",39,0,"1","830","D","1","D",40,"D","13","D"
"20152","02869975",45,0,"1","200","D","1","D",50,"D","13","D"
"20152","02870045",11,0,"1","610","D","1","D",150,"D","04","D"
"20152","02870095",45,0,"1","610","D","1","D",250,"D","03","D"
"20152","02870095",46,0,"1","610","D","1","D",250,"D","04","D"
"20152","02870095",47,0,"1","610","D","1","D",250,"D","05","D"
"20152","02870095",48,0,"1","500","D","1","D",300,"D","03","D"
"20152","02870095",49,0,"1","600","D","1","D",2000,"D","03","D"
"20152","02870095",50,0,"1","320","D","1","D",20,"D","05","D"
"20152","02870095",51,0,"1","350","D","1","D",12,"D","13","D"
"20152","02870095",52,0,"1","370","D","1","D",70,"D","04","D"
"20152","02870095",53,0,"1","400","D","1","D",50,"D","05","D"
"20152","02870095",54,0,"2","610","D","1","D",100,"D","03","D"
"20152","02870125",28,0,"1","840","D","1","D",54,"D","04","D"
"20152","02870125",29,0,"1","150","D","1","D",48,"D","04","D"
"20152","02870125",30,0,"2","200","D","1","D",6,"D","03","D"
"20152","02870135",18,0,"1","820","D","1","D",3,"D","05","D"
"20152","02870165",20,0,"1","160","D","1","D",12,"D","05","D"
"20152","02870235",40,0,"1","360","D","1","D",8,"D","13","D"
"20152","02870245",45,0,"1","830","D","1","D",33,"D","13","D"
"20152","02870245",46,0,"1","610","D","1","D",535,"D","05","D"
"20152","02870245",47,0,"1","510","D","1","D",60,"D","04","D"
"20152","02870265",8,0,"1","150","D","1","D",18,"D","04","D"
"20152","02870265",9,0,"1","150","D","1","D",18,"D","05","D"
"20152","02870345",33,0,"1","840","D","1","D",45,"D","05","D"
"20152","02870345",34,0,"1","830","D","1","D",10,"D","13","D"
"20152","02870345",35,0,"1","160","D","1","D",30,"D","03","D"
"20152","02870345",36,0,"1","160","D","1","D",30,"D","04","D"
"20152","02870345",37,0,"1","160","D","1","D",30,"D","05","D"
"20152","02870345",38,0,"1","360","D","1","D",9,"D","13","D"
"20152","02870345",39,0,"2","160","D","1","D",7,"D","03","D"
"20152","02870365",32,0,"1","510","D","1","D",100,"D","03","D"
"20152","02870365",33,0,"1","350","D","1","D",15,"D","03","D"
"20152","02870435",44,0,"1","300","D","1","D",100,"D","04","D"
"20152","02870435",45,0,"1","320","D","1","D",12,"D","05","D"
"20152","02870465",37,0,"1","510","D","1","D",40,"D","04","D"
"20152","02870465",38,0,"1","510","D","1","D",30,"D","05","D"
"20152","02870625",34,0,"1","830","D","1","D",35,"D","13","D"
"20152","02870625",35,0,"1","830","D","1","D",25,"D","13","D"
"20152","02870625",36,0,"1","320","D","1","D",50,"D","04","D"
"20152","02870625",37,0,"1","320","D","1","D",40,"D","05","D"
"20152","02870875",21,0,"1","840","D","1","D",50,"D","05","D"
"20152","02870875",22,0,"1","350","D","1","D",15,"D","13","D"
"20152","02870875",23,0,"1","330","D","1","D",6,"D","13","D"
"20152","02870945",24,0,"1","830","D","1","D",26,"D","13","D"
"20152","02870945",25,0,"1","500","D","1","D",250,"D","04","D"
"20152","02870985",9,0,"1","610","D","1","D",120,"D","03","D"
"20152","02871025",36,0,"1","830","D","1","D",285,"D","13","D"
"20152","02871075",48,0,"1","830","D","1","D",535,"D","05","D"
"20152","02871075",49,0,"1","610","D","1","D",57,"D","05","D"
"20152","02871075",50,0,"1","600","D","1","D",176,"D","04","D"
"20152","02871075",51,0,"1","600","D","1","D",30,"D","03","D"
"20152","02871075",52,0,"1","500","D","1","D",60,"D","04","D"
"20152","02871075",53,0,"1","320","D","1","D",10,"D","04","D"
"20152","02871075",54,0,"1","350","D","1","D",6,"D","04","D"
"20152","02871115",21,0,"1","360","D","1","D",16,"D","13","D"
"20152","02871125",51,0,"1","310","D","1","D",30,"D","03","D"
"20152","02871125",52,0,"1","310","D","1","D",30,"D","04","D"
"20152","02871125",53,0,"1","310","D","1","D",30,"D","05","D"
"20152","02871125",54,0,"1","370","D","1","D",50,"D","03","D"
"20152","02871125",55,0,"1","370","D","1","D",50,"D","04","D"
"20152","02871125",56,0,"1","370","D","1","D",50,"D","05","D"
"20152","02871125",57,0,"1","350","D","1","D",4,"D","03","D"
"20152","02871125",58,0,"1","350","D","1","D",4,"D","04","D"
"20152","02871125",59,0,"1","350","D","1","D",4,"D","05","D"
"20152","02871125",60,0,"2","370","D","1","D",50,"D","03","D"
"20152","02871225",33,0,"2","340","D","1","D",97,"D","03","D"
"20152","02871225",34,0,"2","340","D","1","D",30,"D","03","D"
"20152","02871235",20,0,"1","840","D","1","D",90,"D","03","D"
"20152","02871235",21,0,"1","360","D","1","D",8,"D","13","D"
"20152","02871325",31,0,"1","830","D","1","D",47,"D","03","D"
"20152","02871325",32,0,"1","510","D","1","D",30,"D","05","D"
"20152","02871415",34,0,"1","830","D","1","D",195,"D","13","D"
"20152","02871415",35,0,"1","830","D","1","D",230,"D","04","D"
"20152","02871415",36,0,"1","510","D","1","D",50,"D","04","D"
"20152","02871465",26,0,"1","840","D","1","D",45,"D","05","D"
"20152","02871465",27,0,"1","150","D","1","D",98,"D","03","D"
"20152","02871495",22,0,"1","610","D","1","D",500,"D","03","D"
"20152","02871535",13,0,"1","830","D","1","D",40,"D","13","D"
"20152","02871535",14,0,"2","350","D","1","D",6,"D","03","D"
"20152","02871775",51,0,"1","830","D","1","D",60,"D","13","D"
"20152","02871775",52,0,"1","510","D","1","D",60,"D","04","D"
"20152","02871775",53,0,"1","510","D","1","D",60,"D","05","D"
"20152","02871775",54,0,"2","510","D","1","D",60,"D","03","D"
"20152","02871815",36,0,"1","510","D","1","D",10,"D","05","D"
"20152","02871815",37,0,"1","320","D","1","D",12,"D","05","D"
"20152","02871815",38,0,"1","320","D","1","D",11,"D","04","D"
"20152","02871815",39,0,"1","320","D","1","D",37,"D","04","D"
"20152","02871995",81,0,"1","830","D","1","D",105,"D","13","D"
"20152","02871995",82,0,"1","610","D","1","D",65,"D","05","D"
"20152","02871995",83,0,"1","200","D","1","D",24,"D","13","D"
"20152","02871995",84,0,"1","360","D","1","D",13,"D","13","D"
"20152","02871995",85,0,"2","610","D","1","D",194,"D","03","D"
"20152","02871995",86,0,"2","150","D","1","D",23,"D","03","D"
"20152","02871995",87,0,"2","340","D","1","D",24,"D","03","D"
"20152","02872165",65,0,"1","840","D","1","D",50,"D","03","D"
"20152","02872165",66,0,"1","150","D","1","D",22,"D","03","D"
"20152","02872165",67,0,"1","150","D","1","D",22,"D","04","D"
"20152","02872165",68,0,"1","150","D","1","D",22,"D","05","D"
"20152","02872165",69,0,"1","150","D","1","D",26,"D","03","D"
"20152","02872165",70,0,"1","150","D","1","D",50,"D","04","D"
"20152","02872205",22,0,"1","510","D","1","D",35,"D","04","D"
"20152","02872255",30,0,"1","830","D","1","D",29,"D","13","D"
"20152","02872255",31,0,"1","360","D","1","D",8,"D","13","D"
"20152","02872345",57,0,"1","830","D","1","D",150,"D","13","D"
"20152","02872345",58,0,"1","600","D","1","D",80,"D","05","D"
"20152","02872345",59,0,"1","510","D","1","D",50,"D","04","D"
"20152","02872345",60,0,"1","510","D","1","D",50,"D","05","D"
"20152","02872365",27,0,"1","840","D","1","D",100,"D","05","D"
"20152","02872405",64,0,"1","830","D","1","D",22,"D","13","D"
"20152","02872405",65,0,"1","500","D","1","D",42,"D","05","D"
"20152","02872405",66,0,"1","350","D","1","D",20,"D","05","D"
"20152","02872405",67,0,"2","830","D","1","D",30,"D","03","D"
"20152","02872455",19,0,"1","840","D","1","D",60,"D","05","D"
"20152","02872455",20,0,"1","600","D","1","D",180,"D","04","D"
"20152","02872535",31,0,"1","800","D","1","D",200,"D","03","D"
"20152","02872535",32,0,"1","800","D","1","D",300,"D","04","D"
"20152","02872535",33,0,"1","800","D","1","D",91,"D","05","D"
"20152","02872535",34,0,"1","150","D","1","D",40,"D","03","D"
"20152","02872535",35,0,"1","150","D","1","D",40,"D","04","D"
"20152","02872535",36,0,"1","150","D","1","D",40,"D","05","D"
"20152","02872535",37,0,"1","350","D","1","D",8,"D","13","D"
"20152","02872615",27,0,"1","830","D","1","D",65,"D","13","D"
"20152","02872615",28,0,"1","600","D","1","D",5000,"D","04","D"
"20152","02872805",26,0,"1","160","D","1","D",6,"D","03","D"
"20152","02872805",27,0,"1","160","D","1","D",10,"D","04","D"
"20152","02872805",28,0,"1","160","D","1","D",10,"D","05","D"
"20152","02872865",15,0,"1","360","D","1","D",10,"D","13","D"
"20152","02872995",47,0,"1","600","D","1","D",360,"D","05","D"
"20152","02872995",48,0,"1","510","D","1","D",21,"D","03","D"
"20152","02872995",49,0,"1","150","D","1","D",47,"D","04","D"
"20152","02873045",26,0,"1","310","D","1","D",30,"D","05","D"
"20152","02873085",56,0,"1","210","D","1","D",19,"D","04","D"
"20152","02873085",57,0,"2","830","D","1","D",15,"D","03","D"
"20152","02873085",58,0,"2","160","D","1","D",26,"D","03","D"
"20152","02873135",19,0,"1","830","D","1","D",20,"D","13","D"
"20152","02873135",20,0,"1","150","D","1","D",80,"D","04","D"
"20152","02873365",31,0,"1","510","D","1","D",13,"D","05","D"
"20152","02873365",32,0,"1","320","D","1","D",2,"D","03","D"
"20152","02873365",33,0,"1","330","D","1","D",4,"D","13","D"
"20152","02873365",34,0,"1","370","D","1","D",60,"D","04","D"
"20152","02873365",35,0,"2","510","D","1","D",30,"D","03","D"
"20152","02873405",44,0,"1","500","D","1","D",393,"D","04","D"
"20152","02873405",45,0,"1","150","D","1","D",89,"D","05","D"
"20152","02873405",46,0,"1","360","D","1","D",18,"D","03","D"
"20152","02873405",47,0,"2","340","D","1","D",18,"D","03","D"
"20152","02873455",50,0,"1","830","D","1","D",40,"D","03","D"
"20152","02873455",51,0,"1","830","D","1","D",40,"D","04","D"
"20152","02873455",52,0,"1","830","D","1","D",40,"D","05","D"
"20152","02873455",53,0,"1","810","D","1","D",30,"D","05","D"
"20152","02873455",54,0,"1","350","D","1","D",2,"D","05","D"
"20152","02873615",35,0,"1","840","D","1","D",45,"D","03","D"
"20152","02873645",77,0,"1","830","D","1","D",40,"D","13","D"
"20152","02873645",78,0,"1","150","D","1","D",55,"D","03","D"
"20152","02873645",79,0,"1","150","D","1","D",55,"D","04","D"
"20152","02873645",80,0,"1","150","D","1","D",55,"D","05","D"
"20152","02873665",27,0,"1","830","D","1","D",187,"D","05","D"
"20152","02873665",28,0,"1","600","D","1","D",98,"D","04","D"
"20152","02873665",29,0,"1","600","D","1","D",40,"D","05","D"
"20152","02873705",34,0,"1","150","D","1","D",40,"D","05","D"
"20152","02873705",35,0,"1","350","D","1","D",5,"D","13","D"
"20152","02873705",36,0,"2","160","D","1","D",10,"D","03","D"
"20152","02873735",33,0,"1","830","D","1","D",150,"D","13","D"
"20152","02873735",34,0,"1","510","D","1","D",250,"D","05","D"
"20152","02873735",35,0,"1","360","D","1","D",10,"D","13","D"
"20152","02873755",30,0,"2","510","D","1","D",45,"D","03","D"
"20152","02873755",31,0,"2","210","D","1","D",50,"D","03","D"
"20152","02873755",32,0,"2","410","D","1","D",25,"D","03","D"
"20152","02873765",13,0,"1","830","D","1","D",95,"D","13","D"
"20152","02873765",14,0,"1","200","D","1","D",15,"D","13","D"
"20152","02873795",27,0,"1","830","D","1","D",26,"D","13","D"
"20152","02873795",28,0,"1","830","D","1","D",26,"D","13","D"
"20152","02873795",29,0,"1","160","D","1","D",4,"D","03","D"
"20152","02873795",30,0,"1","160","D","1","D",4,"D","04","D"
"20152","02873795",31,0,"1","160","D","1","D",4,"D","05","D"
"20152","02873795",32,0,"1","350","D","1","D",5,"D","13","D"
"20152","02873795",33,0,"2","350","D","1","D",2,"D","03","D"
"20152","02873805",43,0,"1","350","D","1","D",9,"D","03","D"
"20152","02873825",28,0,"2","370","D","1","D",60,"D","03","D"
"20152","02873895",36,0,"1","600","D","1","D",120,"D","04","D"
"20152","02873895",37,0,"1","510","D","1","D",21,"D","05","D"
"20152","02873895",38,0,"1","160","D","1","D",6,"D","05","D"
"20152","02873895",39,0,"2","210","D","1","D",20,"D","03","D"
"20152","02873895",40,0,"2","510","D","1","D",30,"D","03","D"
"20152","02874015",86,0,"1","830","D","1","D",30,"D","05","D"
"20152","02874015",87,0,"1","610","D","1","D",8,"D","03","D"
"20152","02874015",88,0,"1","610","D","1","D",24,"D","04","D"
"20152","02874015",89,0,"1","610","D","1","D",16,"D","05","D"
"20152","02874015",90,0,"1","840","D","1","D",10,"D","03","D"
"20152","02874015",91,0,"1","840","D","1","D",10,"D","04","D"
"20152","02874015",92,0,"1","840","D","1","D",10,"D","05","D"
"20152","02874015",93,0,"1","600","D","1","D",14,"D","04","D"
"20152","02874015",94,0,"1","210","D","1","D",12,"D","04","D"
"20152","02874015",95,0,"1","210","D","1","D",10,"D","03","D"
"20152","02874015",96,0,"1","310","D","1","D",58,"D","03","D"
"20152","02874015",97,0,"1","310","D","1","D",32,"D","04","D"
"20152","02874015",98,0,"1","310","D","1","D",10,"D","05","D"
"20152","02874015",99,0,"1","330","D","1","D",2,"D","04","D"
"20152","02874015",100,0,"1","330","D","1","D",3,"D","05","D"
"20152","02874015",101,0,"1","340","D","1","D",24,"D","04","D"
"20152","02874015",102,0,"1","360","D","1","D",10,"D","13","D"
"20152","02874015",103,0,"1","370","D","1","D",10,"D","05","D"
"20152","02874015",104,0,"1","370","D","1","D",10,"D","04","D"
"20152","02874015",105,0,"1","410","D","1","D",50,"D","04","D"
"20152","02874015",106,0,"2","610","D","1","D",50,"D","03","D"
"20152","02874015",107,0,"2","840","D","1","D",14,"D","03","D"
"20152","02874015",108,0,"2","610","D","1","D",16,"D","03","D"
"20152","02874015",109,0,"2","510","D","1","D",40,"D","03","D"
"20152","02874015",110,0,"2","210","D","1","D",93,"D","03","D"
"20152","02874015",111,0,"2","200","D","1","D",11,"D","03","D"
"20152","02874015",112,0,"2","210","D","1","D",8,"D","03","D"
"20152","02874015",113,0,"2","370","D","1","D",60,"D","03","D"
"20152","02874015",114,0,"2","370","D","1","D",43,"D","03","D"
"20152","02874065",49,0,"1","810","D","1","D",110,"D","03","D"
"20152","02874065",50,0,"1","810","D","1","D",110,"D","04","D"
"20152","02874065",51,0,"2","810","D","2","D",110,"D","03","D"
"20152","02874195",32,0,"1","500","D","1","D",78,"D","05","D"
"20152","02874195",33,0,"1","360","D","1","D",16,"D","13","D"
"20152","02874265",25,0,"1","510","D","1","D",40,"D","04","D"
"20152","02874435",21,0,"1","350","D","1","D",12,"D","13","D"
"20152","02874435",22,0,"1","350","D","1","D",13,"D","13","D"
"20152","02874445",43,0,"1","830","D","1","D",78,"D","13","D"
"20152","02874455",67,0,"1","610","D","1","D",150,"D","04","D"
"20152","02874455",68,0,"1","600","D","1","D",13,"D","05","D"
"20152","02874455",69,0,"1","320","D","1","D",10,"D","04","D"
"20152","02874455",70,0,"1","360","D","1","D",12,"D","13","D"
"20152","02874455",71,0,"2","350","D","1","D",5,"D","03","D"
"20152","02874525",36,0,"1","360","D","1","D",10,"D","13","D"
"20152","02874615",22,0,"1","150","D","1","D",60,"D","03","D"
"20152","02874615",23,0,"1","150","D","1","D",60,"D","04","D"
"20152","02874615",24,0,"1","150","D","1","D",60,"D","05","D"
"20152","02874615",25,0,"1","210","D","1","D",20,"D","03","D"
"20152","02874615",26,0,"1","210","D","1","D",20,"D","04","D"
