"QYEAR","NEWID","SEQNO","ALCNO","PRTDMBNO","PRTD_BNO","ENROLLMO","ENRO_LMO","ENROLLYR","ENRO_LYR","HHDRGSS","HHDRGSS_","STILDRUG","STIL_RUG","DRGPREMX","DRGP_EMX","QDRGPM1X","QDRG_M1X","QDRGPM2X","QDRG_M2X","QDRGPM3X","QDRG_M3X","PREMCHG","PREMCHG_","PREMCHGX","PREM_HGX"
"20151","02792125",8,0,2,"D",,"A",,"A",,"A","2","D",.,"A",.,"A",.,"A",.,"A",,"A",.,"A"
"20151","02792155",4,0,1,"D","12","D","2005","D","1","D","1","D",75,"F",75,"F",75,"F",75,"F","1","D",.,"A"
"20151","02792225",6,0,1,"D","01","D","2009","D","1","D","1","D",15,"D",15,"D",15,"D",15,"D","1","D",.,"A"
"20151","02792805",13,0,1,"D","12","D","2005","D","2","D","1","D",133,"D",133,"D",133,"D",67,"D","2","D",67,"D"
"20151","02792805",14,0,2,"D","12","D","2005","D","2","D","1","D",133,"D",133,"D",133,"D",67,"D","2","D",67,"D"
"20151","02793985",11,0,2,"D","05","D","2014","D","1","D","1","D",21,"F",21,"F",21,"F",21,"F","1","D",.,"A"
"20151","02794175",6,0,1,"D","12","D","2005","D","1","D","1","D",120,"D",120,"D",120,"D",120,"D","1","D",.,"A"
"20151","02794825",4,0,1,"D","12","D","2005","D","1","D","1","D",75,"F",75,"F",75,"F",75,"F",,"C",.,"A"
"20151","02794955",9,0,1,"D","01","D","2006","D","1","D",,"A",27,"F",27,"F",27,"F",27,"F",,"A",.,"A"
"20151","02794955",10,0,2,"D","08","D","2006","D","1","D",,"A",31,"F",31,"F",31,"F",31,"F",,"A",.,"A"
"20151","02796105",6,0,1,"D",,"A",,"A",,"A","2","D",.,"A",.,"A",.,"A",.,"A",,"A",.,"A"
"20151","02796255",8,0,1,"D","01","D","2015","D","2","D",,"A",0,"D",.,"A",.,"A",.,"A",,"A",.,"A"
"20151","02796255",9,0,2,"D","12","D","2005","D","2","D",,"A",0,"D",0,"D",0,"D",0,"D",,"A",.,"A"
"20151","02796255",10,0,3,"D","03","D","2006","D","2","D",,"A",0,"D",0,"D",0,"D",0,"D",,"A",.,"A"
"20151","02796275",6,0,1,"D","04","D","2014","D","1","D","1","D",19,"D",19,"D",19,"D",19,"D","1","D",.,"A"
"20151","02796275",7,0,2,"D","04","D","2014","D","1","D","1","D",19,"D",19,"D",19,"D",19,"D","1","D",.,"A"
"20151","02796485",6,0,1,"D","03","D","2014","D","1","D","1","D",90,"F",90,"F",90,"F",90,"F","1","D",.,"A"
"20151","02796485",7,0,2,"D",,"A",,"A",,"A","2","D",.,"A",.,"A",.,"A",.,"A",,"A",.,"A"
"20151","02796555",22,0,7,"D","01","D","2015","D","1","D",,"A",0,"D",.,"A",.,"A",.,"A",,"A",.,"A"
"20151","02796555",23,0,8,"D","01","D","2015","D","1","D",,"A",0,"D",.,"A",.,"A",.,"A",,"A",.,"A"
"20151","02796585",5,0,1,"D","08","D","2007","D","1","D","1","D",200,"F",200,"F",200,"F",200,"F","1","D",.,"A"
"20151","02796595",25,0,1,"D","07","D","2007","D","1","D","1","D",51,"D",51,"D",51,"D",58,"D","2","D",58,"D"
"20151","02796595",26,0,2,"D","01","D","2008","D","2","D","1","D",51,"D",51,"D",51,"D",58,"D","2","D",58,"D"
"20151","02796735",9,0,1,"D","01","D","2014","D","1","D","1","D",150,"F",150,"F",150,"F",150,"F","1","D",.,"A"
"20151","02796765",18,0,1,"D","04","D","2014","D","2","D","1","D",25,"D",25,"D",25,"D",33,"D","2","D",33,"D"
"20151","02797325",7,0,1,"D",,"A","2012","D","1","D","1","D",0,"D",.,"A",.,"A",.,"A","1","D",.,"A"
"20151","02797585",9,0,1,"D","04","D","2014","D","2","D","1","D",38,"D",38,"D",38,"D",49,"D","2","D",49,"D"
"20151","02797585",10,0,2,"D","05","D","2014","D","2","D","1","D",38,"D",38,"D",38,"D",49,"D","2","D",49,"D"
"20151","02797675",13,0,1,"D","06","D","2011","D","1","D","1","D",0,"D",0,"D",0,"D",0,"D","1","D",.,"A"
"20151","02797805",4,0,1,"D","09","D","2014","D","1","D","1","D",40,"F",40,"F",40,"F",40,"F","1","D",.,"A"
"20151","02797805",5,0,2,"D","09","D","2014","D","1","D","1","D",50,"F",50,"F",50,"F",50,"F","1","D",.,"A"
"20151","02798045",12,0,1,"D","06","D","2014","D","1","D","1","D",40,"F",40,"F",40,"F",40,"F","1","D",.,"A"
"20151","02798065",5,0,1,"D","01","D","2013","D","1","D","1","D",0,"D",0,"D",0,"D",0,"D","2","D",0,"D"
"20151","02798305",5,0,1,"D","01","D","2014","D","2","D","1","D",35,"D",35,"D",35,"D",35,"D","1","D",.,"A"
"20151","02798465",6,0,1,"D","05","D","2014","D","1","D","1","D",79,"F",79,"F",79,"F",79,"F","1","D",.,"A"
"20151","02798465",7,0,2,"D","08","D","2014","D","1","D","1","D",45,"F",45,"F",45,"F",45,"F","1","D",.,"A"
"20151","02798555",10,0,1,"D","07","D","2014","D","2","D","1","D",31,"F",31,"F",31,"F",31,"F","2","D",.,"A"
"20151","02798665",15,0,2,"D","05","D","2014","D","1","D","1","D",100,"F",100,"F",100,"F",100,"F","1","D",.,"A"
"20151","02798695",14,0,1,"D","02","D","2011","D","1","D","1","D",97,"F",97,"F",127,"F",127,"F","1","D",127,"F"
"20151","02798985",10,0,1,"D",,"A",,"C","1","D","1","D",.,"C",.,"A",.,"A",.,"A","1","D",.,"A"
"20151","02799005",3,0,1,"D","11","D","2014","D","1","D","1","D",52,"F",52,"F",52,"F",52,"F","2","D",.,"A"
"20151","02799395",12,0,1,"D","12","D","2005","D","2","D","1","D",41,"D",41,"D",41,"D",50,"D","2","D",50,"D"
"20151","02799895",8,0,1,"D","05","D","2014","D","1","D","1","D",35,"F",35,"F",35,"F",35,"F","1","D",.,"A"
"20151","02799895",9,0,2,"D","04","D","2014","D","1","D","1","D",45,"F",45,"F",45,"F",45,"F","1","D",.,"A"
"20151","02800285",5,0,4,"D","07","D","2006","D","2","D","1","D",104,"F",104,"F",104,"F",104,"F","1","D",.,"A"
"20151","02800335",16,0,1,"D",,"A",,"A",,"A","2","D",.,"A",.,"A",.,"A",.,"A",,"A",.,"A"
"20151","02800555",8,0,1,"D",,"A",,"A",,"A","2","D",.,"A",.,"A",.,"A",.,"A",,"A",.,"A"
"20151","02800895",9,0,1,"D",,"A","2007","D","2","D","1","D",64,"D",.,"A",.,"A",.,"A","2","D",51,"D"
"20151","02801085",15,0,1,"D","11","D","2014","D","2","F","1","D",25,"F",25,"F",25,"F",.,"A","1","D",.,"A"
"20151","02801685",32,0,1,"D","04","D","2014","D","2","D","1","D",34,"D",34,"D",34,"D",34,"D","1","D",.,"A"
"20151","02802095",12,0,1,"D","01","D","2014","D","1","D",,"A",0,"D",0,"D",0,"D",0,"D",,"A",.,"A"
"20151","02802735",5,0,1,"D","12","D","2005","D","2","D","1","D",0,"D",0,"D",0,"D",0,"D","1","D",.,"A"
"20151","02802915",25,0,2,"D","04","D","2010","D","2","D","1","D",25,"D",25,"D",25,"D",25,"D","1","D",.,"A"
"20151","02802995",12,0,1,"D","12","D","2008","D","1","D","1","D",0,"D",0,"D",0,"D",0,"D","1","D",.,"A"
"20151","02802995",13,0,2,"D","02","D","2008","D","1","D","1","D",0,"D",0,"D",0,"D",0,"D","1","D",.,"A"
"20151","02803205",13,0,2,"D","03","D","2014","D","2","D","1","D",0,"D",0,"D",0,"D",0,"D","1","D",.,"A"
"20151","02803215",6,0,1,"D",,"A","2009","D","2","D","1","D",0,"D",.,"A",.,"A",.,"A","1","D",.,"A"
"20151","02803445",7,0,3,"D",,"A",,"A",,"A","2","D",.,"A",.,"A",.,"A",.,"A",,"A",.,"A"
"20151","02803775",8,0,1,"D",,"A",,"A",,"A","2","D",.,"A",.,"A",.,"A",.,"A",,"A",.,"A"
"20151","02803775",9,0,2,"D",,"A",,"A",,"A","2","D",.,"A",.,"A",.,"A",.,"A",,"A",.,"A"
"20151","02803775",10,0,3,"D",,"A",,"A",,"A","2","D",.,"A",.,"A",.,"A",.,"A",,"A",.,"A"
"20151","02803775",11,0,4,"D",,"A",,"A",,"A","2","D",.,"A",.,"A",.,"A",.,"A",,"A",.,"A"
"20151","02803775",12,0,5,"D",,"A",,"A",,"A","2","D",.,"A",.,"A",.,"A",.,"A",,"A",.,"A"
"20151","02803855",7,0,1,"D","12","D","2005","D","1","D","1","D",46,"F",46,"F",46,"F",46,"F","1","D",.,"A"
"20151","02804185",12,0,2,"D","06","D","2010","D","1","D",,"A",0,"D",0,"D",0,"D",0,"D",,"A",.,"A"
"20151","02804255",10,0,1,"D","08","D","2009","D","1","D","1","D",53,"D",53,"D",53,"D",53,"D","1","D",.,"A"
"20151","02804255",11,0,2,"D","02","D","2008","D","1","D","1","D",53,"D",53,"D",53,"D",53,"D","1","D",.,"A"
"20151","02804435",13,0,1,"D","01","D","2015","D","2","D",,"A",26,"D",26,"D",.,"A",.,"A",,"A",.,"A"
"20151","02804575",15,0,1,"D","07","D","2009","D","1","D","1","D",97,"D",97,"D",127,"D",127,"D","2","D",127,"D"
"20151","02805555",14,0,1,"D","07","D","2009","D","2","D","1","D",30,"D",30,"D",30,"D",30,"D","1","D",.,"A"
"20151","02805555",15,0,2,"D","01","D","2014","D","2","D","1","D",15,"D",15,"D",15,"D",15,"D","1","D",.,"A"
"20151","02805905",6,0,4,"D","12","D","2014","D","1","D",,"A",0,"D",0,"D",0,"D",.,"A",,"A",.,"A"
"20151","02805985",8,0,1,"D","12","D","2005","D","2","D","1","D",0,"D",0,"D",0,"D",0,"D","2","D",0,"D"
"20151","02806435",13,0,1,"D","12","D","2005","D","2","D","1","D",102,"D",102,"D",102,"D",102,"D","1","D",.,"A"
"20151","02806435",14,0,2,"D","12","D","2005","D","2","D","1","D",0,"D",0,"D",0,"D",0,"D","1","D",.,"A"
"20151","02808635",16,0,1,"D","01","D","2008","D","1","D","1","D",29,"F",29,"F",29,"F",29,"F","1","D",.,"A"
"20151","02808635",17,0,2,"D","07","D","2008","D","1","D","1","D",27,"F",27,"F",27,"F",27,"F","1","D",.,"A"
"20151","02809175",10,0,1,"D","09","D","2014","D","1","D","1","D",0,"D",0,"D",0,"D",0,"D","1","D",.,"A"
"20151","02809265",9,0,1,"D",,"A",,"A",,"A","2","D",.,"A",.,"A",.,"A",.,"A",,"A",.,"A"
"20151","02809405",8,0,1,"D","12","D","2005","D","1","D",,"A",56,"F",56,"F",56,"F",56,"F",,"A",.,"A"
"20151","02809405",9,0,2,"D","12","D","2005","D","1","D",,"A",47,"F",47,"F",47,"F",47,"F",,"A",.,"A"
"20151","02809815",11,0,1,"D","01","D","2015","D","1","D",,"A",16,"D",16,"D",.,"A",.,"A",,"A",.,"A"
"20151","02809945",8,0,1,"D","12","D","2014","D","1","D",,"A",30,"F",30,"F",30,"F",.,"A",,"A",.,"A"
"20151","02809945",9,0,2,"D","01","D","2015","D","1","D",,"A",53,"F",53,"F",.,"A",.,"A",,"A",.,"A"
"20151","02810645",10,0,1,"D","12","D","2005","D","2","D","1","D",1,"D",1,"D",57,"D",57,"D","2","D",57,"D"
"20151","02810945",22,0,1,"D","04","D","2014","D","1","F","1","D",21,"F",21,"F",21,"F",21,"F","1","D",.,"A"
"20151","02811295",27,0,1,"D","10","D","2010","D","1","D","1","D",115,"D",115,"D",115,"D",115,"D","1","D",.,"A"
"20151","02811655",17,0,3,"D",,"A",,"A",,"A","2","D",.,"A",.,"A",.,"A",.,"A",,"A",.,"A"
"20151","02812005",4,0,1,"D","12","D","2014","D","2","F","1","D",0,"D",0,"D",0,"D",.,"A","1","D",.,"A"
"20151","02812005",5,0,2,"D","12","D","2014","D","2","F","1","D",0,"D",0,"D",0,"D",.,"A","1","D",.,"A"
"20151","02812225",9,0,1,"D","09","D","2014","D","1","D","1","D",100,"D",100,"D",100,"D",100,"D","1","D",.,"A"
"20151","02812405",18,0,1,"D","12","D","2005","D","2","D","1","D",0,"D",0,"D",0,"D",0,"D","1","D",.,"A"
"20151","02812475",7,0,1,"D","01","D","2014","D","1","D","1","D",47,"D",47,"D",47,"D",47,"D","2","D",47,"D"
"20151","02812805",17,0,1,"D","04","D","2012","D","1","D","1","D",104,"D",104,"D",104,"D",104,"D","1","D",.,"A"
"20151","02812805",18,0,2,"D","01","D","2012","D","1","D","1","D",104,"D",104,"D",104,"D",104,"D","1","D",.,"A"
"20151","02813035",19,0,1,"D","07","D","2013","D","1","D","1","D",34,"F",34,"F",34,"F",34,"F","1","D",.,"A"
"20151","02813285",10,0,1,"D","09","D","2012","D","1","D","1","D",0,"D",0,"D",0,"D",0,"D","1","D",.,"A"
"20151","02813725",7,0,1,"D","11","D","2014","D","1","D","1","D",50,"F",50,"F",50,"F",50,"F","1","D",.,"A"
"20151","02813775",25,0,1,"D","04","D","2014","D","1","D","1","D",0,"D",0,"D",0,"D",0,"D","1","D",.,"A"
"20151","02813805",11,0,1,"D","05","D","2014","D","1","D","1","D",104,"D",104,"D",104,"D",104,"D","1","D",.,"A"
"20151","02813885",5,0,1,"D","03","D","2015","D","2","D",,"A",37,"D",.,"A",.,"A",.,"A",,"A",.,"A"
"20151","02813885",6,0,2,"D","01","D","2015","D","2","D",,"A",37,"D",37,"D",.,"A",.,"A",,"A",.,"A"
"20151","02813895",16,0,1,"D","01","D","2010","D","1","D","1","D",15,"D",15,"D",15,"D",15,"D","1","D",.,"A"
"20151","02813945",8,0,1,"D","12","D","2005","D","2","D","1","D",50,"D",50,"D",50,"D",50,"D","1","D",.,"A"
"20151","02813945",9,0,2,"D","12","D","2005","D","1","D","1","D",50,"D",50,"D",50,"D",50,"D","1","D",.,"A"
"20151","02836734",6,0,2,"D","06","D","2014","D","1","D","1","D",42,"F",42,"F",42,"F",42,"F","1","D",.,"A"
"20151","02836884",7,0,1,"D","12","D","2005","D","1","D","1","D",40,"D",40,"D",40,"D",40,"D","1","D",.,"A"
"20151","02837214",21,0,1,"D","07","D","2014","D","2","D","1","D",42,"D",42,"D",42,"D",42,"D",,"C",.,"A"
"20151","02837214",22,0,2,"D","05","D","2014","D","2","D","1","D",42,"D",42,"D",42,"D",42,"D",,"C",.,"A"
"20151","02837454",23,0,1,"D","12","D","2005","D","1","D","1","D",43,"D",43,"D",43,"D",43,"D","1","D",.,"A"
"20151","02837454",24,0,2,"D","12","D","2005","D","1","D","1","D",43,"D",43,"D",43,"D",43,"D","1","D",.,"A"
"20151","02837884",8,0,1,"D","01","D","2010","D","2","D","1","D",10,"D",10,"D",10,"D",10,"D","1","D",.,"A"
"20151","02837924",16,0,1,"D","05","D","2013","D","2","D","1","D",105,"D",105,"D",105,"D",105,"D","1","D",.,"A"
"20151","02837974",4,0,2,"D",,"A",,"C","2","D","1","D",0,"D",.,"A",.,"A",.,"A","1","D",.,"A"
"20151","02838244",4,0,1,"D","12","D","2014","D","1","D",,"A",104,"F",104,"F",.,"A",.,"A",,"A",.,"A"
"20151","02838244",5,0,2,"D","02","D","2015","D","1","D",,"A",.,"C",.,"A",.,"A",.,"A",,"A",.,"A"
"20151","02838284",12,0,1,"D","05","D","2014","D","1","F","1","D",20,"F",20,"F",20,"F",20,"F","1","D",.,"A"
"20151","02838284",13,0,2,"D","06","D","2014","D","1","F","1","D",107,"F",107,"F",107,"F",107,"F","1","D",.,"A"
"20151","02838284",14,0,3,"D","05","D","2014","D","1","F","1","D",45,"F",45,"F",45,"F",45,"F","1","D",.,"A"
"20151","02838354",9,0,1,"D","07","D","2007","D","1","D","1","D",82,"D",82,"D",82,"D",82,"D","1","D",.,"A"
"20151","02838374",7,0,1,"D","08","D","2014","D","1","D","1","D",0,"D",0,"D",0,"D",0,"D","1","D",.,"A"
"20151","02838384",14,0,1,"D","12","D","2005","D","2","D","1","D",47,"D",47,"D",47,"D",54,"D","2","D",54,"D"
"20151","02838544",14,0,1,"D","06","D","2014","D","1","D","1","D",45,"F",45,"F",45,"F",45,"F","1","D",.,"A"
"20151","02838544",15,0,2,"D","06","D","2014","D","1","D","1","D",47,"F",47,"F",47,"F",47,"F","1","D",47,"F"
"20151","02838624",11,0,1,"D","01","D","2007","D","1","D","1","D",170,"D",170,"D",170,"D",170,"D","1","D",.,"A"
"20151","02838684",9,0,1,"D","08","D","2014","D","1","D","1","D",25,"F",25,"F",25,"F",25,"F","1","D",.,"A"
"20151","02838934",5,0,1,"D","05","D","2014","D","1","F","1","D",30,"F",30,"F",30,"F",30,"F","1","D",.,"A"
"20151","02839474",4,0,1,"D","11","D","2014","D","1","F",,"A",43,"F",43,"F",43,"F",.,"A",,"A",.,"A"
"20151","02839714",10,0,1,"D","03","D","2010","D","1","D","1","D",110,"D",110,"D",110,"D",110,"D","1","D",.,"A"
"20151","02840254",7,0,1,"D","01","D","2013","D","1","D","1","D",65,"D",65,"D",65,"D",65,"D","1","D",.,"A"
"20151","02840944",8,0,1,"D","12","D","2005","D","2","D","1","D",0,"D",0,"D",0,"D",0,"D","1","D",.,"A"
"20151","02841094",23,0,1,"D","01","D","2015","D","2","D",,"A",0,"D",.,"A",.,"A",.,"A",,"A",.,"A"
"20151","02841174",5,0,1,"D","03","D","2010","D","1","D","1","D",104,"F",104,"F",104,"F",104,"F","1","D",.,"A"
"20151","02841354",18,0,1,"D","05","D","2006","D","1","D","1","D",40,"D",40,"D",40,"D",58,"D","2","D",58,"D"
"20151","02841354",19,0,2,"D","08","D","2006","D","1","D","1","D",40,"D",40,"D",40,"D",28,"D","2","D",28,"D"
"20151","02841504",4,0,1,"D","07","D","2014","D","1","D","1","D",21,"F",21,"F",21,"F",21,"F","1","D",.,"A"
"20151","02841524",10,0,1,"D","07","D","2014","D","1","D","1","D",105,"D",105,"D",105,"D",105,"D","1","D",.,"A"
"20151","02841784",9,0,1,"D",,"A",,"A",,"A","2","D",.,"A",.,"A",.,"A",.,"A",,"A",.,"A"
"20151","02841934",8,0,2,"D","12","D","2005","D","1","D",,"A",5,"D",5,"D",5,"D",5,"D",,"A",.,"A"
"20151","02841934",9,0,3,"D","12","D","2005","D","1","D",,"A",5,"D",5,"D",5,"D",5,"D",,"A",.,"A"
"20151","02841964",22,0,1,"D","11","D","2006","D","1","D","1","D",48,"D",48,"D",48,"D",48,"D","1","D",.,"A"
"20151","02842384",18,0,4,"D",,"A","2013","D","1","F","1","D",0,"D",.,"A",.,"A",.,"A","1","D",.,"A"
"20151","02842404",23,0,1,"D","11","D","2014","D","1","D","1","D",46,"D",46,"D",46,"D",52,"D","2","D",52,"D"
"20151","02842414",5,0,1,"D","01","D","2011","D","2","D","1","D",0,"D",0,"D",0,"D",9,"D","2","D",9,"D"
"20151","02842584",19,0,1,"D","09","D","2012","D","1","D","1","D",300,"D",300,"D",300,"D",300,"D","1","D",.,"A"
"20151","02842584",20,0,2,"D","02","D","2012","D","1","D","1","D",300,"D",300,"D",300,"D",300,"D","1","D",.,"A"
"20151","02842794",8,0,1,"D","05","D","2013","D","2","D","1","D",38,"D",38,"D",38,"D",49,"D","2","D",49,"D"
"20151","02842854",18,0,1,"D","09","D","2008","D","1","D","1","D",23,"F",23,"F",23,"F",23,"F","2","D",.,"A"
"20151","02842854",19,0,2,"D","01","D","2007","D","1","D","1","D",34,"F",34,"F",34,"F",34,"F","2","D",.,"A"
"20151","02842854",20,0,3,"D","05","D","2014","D","1","D","1","D",128,"F",128,"F",128,"F",128,"F","1","D",.,"A"
"20151","02843134",7,0,1,"D",,"A",,"A",,"A","2","D",.,"A",.,"A",.,"A",.,"A",,"A",.,"A"
"20151","02843324",4,0,1,"D","12","D","2005","D","2","D","1","D",46,"D",46,"D",46,"D",54,"D","2","D",54,"D"
"20151","02843504",13,0,1,"D","12","D","2005","D","1","D",,"A",25,"F",25,"F",25,"F",25,"F",,"A",.,"A"
"20151","02843814",12,0,1,"D","02","D","2007","D","2","D","1","D",38,"F",38,"F",38,"F",49,"F","1","D",49,"F"
"20151","02844014",9,0,1,"D","10","D","2011","D","2","D","1","D",5,"D",5,"D",5,"D",15,"D","2","D",15,"D"
"20151","02844104",9,0,1,"D","01","D","2006","D","1","D","1","D",97,"F",97,"F",97,"F",97,"F","1","D",.,"A"
"20151","02844194",12,0,1,"D","01","D","2013","D","1","D","1","D",102,"F",102,"F",102,"F",102,"F","1","D",.,"A"
"20151","02844664",10,0,2,"D","07","D","2014","D","1","D","1","D",0,"D",0,"D",0,"D",0,"D",,"A",.,"A"
"20151","02844714",22,0,1,"D","08","D","2009","D","2","D","1","D",0,"D",0,"D",0,"D",0,"D","1","D",.,"A"
"20151","02844714",23,0,2,"D","12","D","2005","D","2","D","1","D",0,"D",0,"D",0,"D",0,"D","1","D",.,"A"
"20151","02844824",15,0,1,"D","01","D","2009","D","2","D","1","D",0,"D",0,"D",0,"D",0,"D","1","D",.,"A"
"20151","02844884",8,0,1,"D","06","D","2014","D","2","D","1","D",0,"D",0,"D",0,"D",0,"D","1","D",.,"A"
"20151","02845154",6,0,1,"D","12","D","2005","D","1","D","1","D",42,"D",42,"D",42,"D",42,"D","1","D",.,"A"
"20151","02845304",6,0,1,"D","08","D","2012","D","2","D","1","D",0,"D",0,"D",0,"D",0,"D","1","D",.,"A"
"20151","02845494",15,0,1,"D","12","D","2005","D","1","D","1","D",50,"F",50,"F",50,"F",50,"F","1","D",.,"A"
"20151","02845494",16,0,2,"D","02","D","2007","D","2","D","1","D",175,"F",175,"F",175,"F",175,"F","2","D",.,"A"
"20151","02845654",5,0,1,"D","05","D","2014","D","1","D","1","D",42,"F",42,"F",42,"F",42,"F","1","D",.,"A"
"20151","02845874",17,0,2,"D","12","D","2005","D","2","D","1","D",0,"D",0,"D",0,"D",0,"D","1","D",.,"A"
"20151","02846174",9,0,2,"D","10","D","2011","D","1","D","1","D",43,"D",43,"D",43,"D",20,"D","2","D",20,"D"
"20151","02846394",5,0,1,"D","02","D","2015","D","2","D",,"A",.,"C",.,"A",.,"A",.,"A",,"A",.,"A"
"20151","02846934",3,0,1,"D","08","D","2014","D","1","D","1","D",15,"F",15,"F",15,"F",15,"F",,"C",.,"A"
"20151","02846934",4,0,2,"D","05","D","2014","D","1","D","1","D",110,"F",110,"F",110,"F",110,"F",,"C",.,"A"
"20151","02847014",19,0,6,"D","12","D","2005","D","2","D","1","D",200,"F",200,"F",200,"F",200,"F","1","D",.,"A"
"20151","02847094",5,0,1,"D","10","D","2011","D","1","D","1","D",51,"F",51,"F",51,"F",51,"F",,"C",.,"A"
"20151","02847225",6,0,1,"D","03","D","2014","D","2","D","1","D",21,"F",21,"F",13,"F",13,"F","1","D",13,"F"
"20151","02847234",6,0,1,"D","07","D","2014","D","1","D","1","D",45,"F",45,"F",45,"F",45,"F","1","D",.,"A"
"20151","02868034",9,0,1,"D",,"A",,"A",,"A","2","D",.,"A",.,"A",.,"A",.,"A",,"A",.,"A"
"20151","02868064",9,0,1,"D","04","D","2013","D","2","D","1","D",27,"D",27,"D",27,"D",27,"D","1","D",.,"A"
"20151","02868884",6,0,1,"D","09","D","2010","D","2","D","1","D",0,"D",0,"D",0,"D",0,"D","1","D",.,"A"
"20151","02869264",27,0,3,"D","08","D","2009","D","1","D","1","D",175,"D",175,"D",175,"D",175,"D","1","D",.,"A"
"20151","02869574",5,0,1,"D","05","D","2011","D","1","D","1","D",100,"D",100,"D",100,"D",100,"D","1","D",.,"A"
"20151","02870464",17,0,2,"D","07","D","2008","D","2","D","1","D",250,"D",250,"D",250,"D",250,"D","1","D",.,"A"
"20151","02870814",6,0,1,"D","01","D","2012","D","1","F","1","D",0,"D",0,"D",0,"D",0,"D","1","D",.,"A"
"20151","02871314",6,0,1,"D","12","D","2005","D","2","D",,"A",47,"F",47,"F",47,"F",47,"F",,"A",.,"A"
"20151","02871434",3,0,2,"D","02","D","2015","D","2","D",,"A",103,"D",.,"A",.,"A",.,"A",,"A",.,"A"
"20151","02871464",13,0,1,"D","08","D","2013","D","2","D","1","D",23,"D",23,"D",28,"D",28,"D","2","D",28,"D"
"20151","02871614",6,0,1,"D","06","D","2012","D","1","D","1","D",0,"D",0,"D",0,"D",0,"D","1","D",.,"A"
"20151","02871614",7,0,2,"D","07","D","2012","D","1","D","1","D",0,"D",0,"D",0,"D",0,"D","1","D",.,"A"
"20151","02872424",3,0,2,"D","11","D","2012","D","1","D",,"A",98,"D",98,"D",98,"D",98,"D",,"A",.,"A"
"20151","02872744",10,0,1,"D","09","D","2014","D","1","D","1","D",196,"F",196,"F",196,"F",196,"F","1","D",.,"A"
"20151","02872744",11,0,2,"D","08","D","2014","D","1","D","1","D",72,"F",72,"F",72,"F",72,"F","1","D",.,"A"
"20151","02873454",25,0,5,"D","11","D","2014","D","1","D","1","D",18,"D",18,"D",18,"D",18,"D",,"A",.,"A"
"20151","02873614",7,0,1,"D","09","D","2014","D","1","D","1","D",108,"F",108,"F",108,"F",108,"F","1","D",.,"A"
"20151","02873614",8,0,2,"D","09","D","2014","D","1","D","1","D",22,"F",22,"F",22,"F",22,"F","1","D",.,"A"
"20151","02874194",11,0,1,"D","09","D","2014","D","2","D","1","D",37,"D",37,"D",49,"D",49,"D","2","D",49,"D"
"20151","02874194",12,0,2,"D","12","D","2014","D","2","D","1","D",43,"D",43,"D",54,"D",54,"D","2","D",54,"D"
"20151","02874634",17,0,1,"D","10","D","2013","D","2","D","1","D",0,"D",0,"D",0,"D",0,"D","1","D",.,"A"
"20151","02875014",3,0,1,"D","09","D","2014","D","1","D","1","D",53,"F",53,"F",53,"F",53,"F","1","D",.,"A"
"20151","02875424",10,0,1,"D","08","D","2014","D","2","D","1","D",23,"D",23,"D",23,"D",23,"D","1","D",.,"A"
"20151","02875424",11,0,2,"D","08","D","2014","D","2","D","1","D",23,"D",23,"D",23,"D",23,"D","1","D",.,"A"
"20151","02875874",7,0,1,"D","07","D","2010","D","2","D","1","D",0,"D",0,"D",0,"D",0,"D","2","D",0,"D"
"20151","02876174",20,0,1,"D","09","D","2014","D","1","D",,"A",43,"D",43,"D",43,"D",43,"D",,"A",.,"A"
"20151","02876174",21,0,2,"D","09","D","2014","D","1","D",,"A",43,"D",43,"D",43,"D",43,"D",,"A",.,"A"
"20151","02876234",43,0,1,"D","01","D","2007","D","1","D","1","D",0,"D",0,"D",26,"D",26,"D","2","D",26,"D"
"20151","02876234",44,0,2,"D","12","D","2005","D","1","D","1","D",0,"D",0,"D",26,"D",26,"D","2","D",26,"D"
"20151","02876484",9,0,2,"D","10","D","2013","D","2","D",,"A",0,"D",0,"D",0,"D",0,"D",,"A",.,"A"
"20151","02876484",10,0,3,"D","10","D","2013","D","2","D",,"A",0,"D",0,"D",0,"D",0,"D",,"A",.,"A"
"20151","02876484",11,0,4,"D","09","D","2013","D","2","D",,"A",0,"D",0,"D",0,"D",0,"D",,"A",.,"A"
"20151","02877354",9,0,1,"D","12","D","2005","D","1","D","1","D",0,"D",0,"D",0,"D",0,"D","1","D",.,"A"
"20151","02877354",10,0,2,"D","08","D","2014","D","1","D","1","D",0,"D",0,"D",0,"D",0,"D","1","D",.,"A"
"20151","02877364",13,0,1,"D",,"A","2005","D","1","D","1","D",24,"D",.,"A",.,"A",.,"A","1","D",.,"A"
"20151","02877564",11,0,1,"D","01","D","2007","D","1","D","1","D",35,"D",35,"D",35,"D",35,"D","1","D",.,"A"
"20151","02877564",12,0,2,"D","04","D","2007","D","1","D","1","D",35,"D",35,"D",35,"D",35,"D","1","D",.,"A"
"20151","02877734",5,0,1,"D","08","D","2014","D","1","D","1","D",10,"F",10,"F",10,"F",10,"F","1","D",.,"A"
"20151","02877734",6,0,2,"D","08","D","2014","D","1","D","1","D",40,"F",40,"F",40,"F",28,"F","1","D",28,"F"
