"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","LSDNUM","LSDNUM_","LSDCODE","LSDCODE_","MODELYR","MODELYR_","PRCBSNSZ","PRCB_NSZ","NUMPAY","NUMPAY_","PMTMONTH","PMTM_NTH","PAYEXPX","PAYEXPX_","PAYTIME","PAYTIME_","EMPLYEXP","EMPL_EXP","TRADEEXP","TRAD_EXP","DOWNEXP","DOWNEXP_","DNEMPEXP","DNEM_EXP","LSDENDMO","LSDE_DMO","QADPMT1X","QADP_T1X","QADPMT2X","QADP_T2X","QADPMT3X","QADP_T3X","QEXTRA1X","QEXT_A1X","QEXTRA2X","QEXT_A2X","QEXTRA3X","QEXT_A3X","QADDOWNX","QADD_WNX","QADFEEX","QADFEEX_","MKMDEL","MKMDEL_","LSDENDYR","LSDE_DYR","PMTYEAR","PMTYEAR_"
"20152","02970783",19,0,"5","01","D","105","D","2015","D",.,"A",36,"D","11","D",295,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","HONAA","D",,"A","2015","D"
"20152","02971013",12,0,"5","01","D","105","D","2013","D",.,"A",36,"D","05","D",473,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",473,"D",473,"D",473,"D",.,"A",.,"A",.,"A",.,"A",.,"A","GMCAO","D",,"A","2012","D"
"20152","02971013",13,0,"5","02","D","105","D","2013","D",.,"A",36,"D","04","D",399,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",399,"D",399,"D",399,"D",.,"A",.,"A",.,"A",.,"A",.,"A","INFAO","D",,"A","2012","D"
"20152","02971153",12,0,"5","01","D","105","D","2011","D",.,"A",36,"D","05","D",558,"D","3","D",.,"A",.,"C",.,"A",.,"A","03","F",558,"D",558,"D",558,"D",.,"A",.,"A",.,"A",.,"A",.,"A","BMWAA","D",,"A","2012","D"
"20152","02971273",11,0,"5","01","D","105","D","2012","D",.,"A",36,"D","03","D",355,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",355,"D",355,"D",355,"D",.,"A",.,"A",.,"A",.,"A",.,"A","HONAA","D",,"A","2012","D"
"20152","02971593",21,0,"5","01","D","105","D","2014","D",.,"A",39,"D","10","D",435,"D","3","D",.,"A",.,"A",500,"D",.,"A",,"A",435,"D",435,"D",435,"D",.,"A",.,"A",.,"A",500,"D",.,"A","HYUXX","D",,"A","2014","D"
"20152","02972043",9,0,"5","01","D","105","D","2010","D",.,"A",72,"D","12","D",667,"D","3","D",.,"A",.,"C",1000,"D",.,"A",,"A",667,"D",667,"D",667,"D",.,"A",.,"A",.,"A",1000,"D",.,"A","HONXX","D",,"A","2013","D"
"20152","02972423",11,0,"5","01","D","105","D","2014","D",.,"A",36,"D","09","D",200,"D","3","D",.,"A",.,"A",1395,"D",.,"A",,"A",200,"D",200,"D",200,"D",.,"A",.,"A",.,"A",1395,"D",.,"A","NISAD","D",,"A","2014","D"
"20152","02973433",10,0,"5","01","D","105","D","1999","D",.,"A",.,"C","05","D",427,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",427,"D",427,"D",427,"D",.,"A",.,"A",.,"A",.,"A",.,"A","CHEAL","D",,"A","2011","D"
"20152","02973433",11,0,"5","02","D","105","D","2003","D",.,"A",.,"C","07","D",457,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",457,"D",457,"D",457,"D",.,"A",.,"A",.,"A",.,"A",.,"A","HUMAB","D",,"A","2014","D"
"20152","02973833",10,0,"5","01","D","105","D","2014","D",.,"A",24,"D","06","D",72,"D","3","D",.,"A",.,"A",3500,"D",.,"A",,"A",72,"D",72,"D",72,"D",.,"A",.,"A",.,"A",3500,"D",.,"A","TOYAF","D",,"A","2014","D"
"20152","02973903",34,0,"5","01","D","105","D","2014","D",.,"A",.,"C","06","F",1000,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",1000,"D",1000,"D",1000,"D",.,"A",.,"A",.,"A",.,"A",.,"A","JAGXX","D",,"A","2014","D"
"20152","02974385",6,0,"5","01","D","105","D","2014","D",.,"A",27,"D","05","D",99,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",99,"D",99,"D",99,"D",.,"A",.,"A",.,"A",.,"A",.,"A","HONAB","D",,"A","2014","D"
"20152","02974873",30,0,"5","01","D","105","D","2013","D",0.4,"D",36,"D","07","D",371,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",371,"D",371,"D",371,"D",.,"A",.,"A",.,"A",.,"A",.,"A","CHEBU","D",,"A","2013","D"
"20152","02976203",10,0,"5","01","D","105","D","2013","D",.,"A",1,"D","06","D",7200,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",7200,"D",7200,"D",7200,"D",.,"A",.,"A",.,"A",.,"A",.,"A","BUIAN","D",,"A","2013","D"
"20152","02976763",12,0,"5","01","D","105","D","2013","D",.,"A",36,"D","03","D",500,"D","3","D",.,"A",.,"A",3000,"D",.,"A",,"A",500,"D",500,"D",500,"D",.,"A",.,"A",.,"A",3000,"D",.,"A","ACUAA","D",,"A","2014","D"
"20152","02976863",18,0,"5","01","D","105","D","2013","D",.,"A",16,"D","07","F",417,"D","3","D",.,"A",2000,"D",.,"A",.,"A",,"A",417,"D",417,"D",417,"D",.,"A",.,"A",.,"A",.,"A",.,"A","HONAA","D",,"A","2014","F"
"20152","02989093",28,0,"5","01","D","105","D","2013","D",.,"A",36,"D","07","D",174,"D","3","D",.,"A",1900,"D",.,"A",.,"A",,"A",174,"D",174,"D",174,"D",.,"A",.,"A",.,"A",.,"A",.,"A","CHEBT","D",,"A","2013","D"
"20152","02989243",11,0,"5","01","D","105","D","2014","D",.,"A",35,"D","01","D",249,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",249,"D",249,"D",249,"D",.,"A",.,"A",.,"A",.,"A",.,"A","TOYAC","D",,"A","2014","D"
"20152","02989923",8,0,"5","01","D","105","D","2014","D",.,"A",36,"D","02","D",325,"D","3","D",.,"A",.,"A",5000,"D",.,"A",,"A",325,"D",325,"D",325,"D",150,"D",150,"D",150,"D",5000,"D",.,"A","HONAA","D",,"A","2014","D"
"20152","02990023",22,0,"5","01","D","105","D","2014","D",.,"A",36,"D","05","D",431,"D","3","D",.,"A",1500,"D",.,"A",.,"A",,"A",431,"D",431,"D",431,"D",.,"A",.,"A",.,"A",.,"A",.,"A","HONAI","D",,"A","2014","D"
"20152","02990813",6,0,"5","01","D","105","D","2014","D",.,"A",24,"D","10","D",280,"D","3","D",.,"A",.,"A",1000,"D",.,"A",,"A",280,"D",280,"D",280,"D",.,"A",.,"A",.,"A",1000,"D",.,"A","FORBA","D",,"A","2014","D"
"20152","02991233",13,0,"5","01","D","105","D","2013","D",.,"A",24,"D","10","D",470,"D","3","D",.,"A",2000,"D",1500,"D",.,"A",,"A",470,"D",470,"D",470,"D",.,"A",.,"A",.,"A",1500,"D",.,"A","BMWAB","D",,"A","2013","D"
"20152","02991973",12,0,"5","01","D","105","D","2014","D",.,"A",36,"D","11","D",270,"D","3","D",.,"A",.,"A",2000,"D",.,"A",,"A",270,"D",270,"D",270,"D",.,"A",.,"A",.,"A",2000,"D",.,"A","TOYAN","D",,"A","2014","D"
"20152","02991973",13,0,"5","02","D","105","D","2014","D",.,"A",36,"D","11","D",270,"D","3","D",.,"A",.,"A",2000,"D",.,"A","03","D",270,"D",270,"D",.,"A",.,"A",.,"A",.,"A",2000,"D",.,"A","TOYAN","D",,"A","2014","D"
"20152","02991973",14,0,"1","03","D","105","D","2015","D",.,"A",36,"D","04","D",280,"D","3","D",.,"A",.,"A",3000,"D",.,"A",,"A",.,"A",.,"A",280,"D",.,"A",.,"A",.,"A",3000,"D",.,"A","SCIAF","D",,"A","2015","D"
"20152","02992083",32,0,"5","01","D","105","D","2014","D",.,"A",48,"D","05","D",489,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",489,"D",489,"D",489,"D",.,"A",.,"A",.,"A",.,"A",.,"A","CHEAZ","D",,"A","2014","D"
"20152","02993813",29,0,"5","01","D","105","D","2015","D",.,"A",36,"D","09","D",375,"D","3","D",.,"A",.,"A",1000,"D",.,"A",,"A",375,"D",375,"D",375,"D",.,"A",.,"A",.,"A",1000,"D",.,"A","KIAAG","D",,"A","2014","D"
"20152","02994043",12,0,"5","01","D","105","D","2012","D",.,"A",36,"D","07","D",236,"D","3","D",.,"A",4000,"D",.,"A",.,"A",,"A",236,"D",236,"D",236,"D",.,"A",.,"A",.,"A",.,"A",.,"A","VOKAI","D",,"A","2012","D"
"20152","02995023",15,0,"5","01","D","105","D","2014","D",.,"A",36,"D","09","D",337,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",337,"D",337,"D",337,"D",.,"A",.,"A",.,"A",.,"A",.,"A","FORBC","D",,"A","2013","D"
"20152","02995023",16,0,"5","02","D","105","D","2014","D",.,"A",36,"D","02","D",210,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",210,"D",210,"D",210,"D",.,"A",.,"A",.,"A",.,"A",.,"A","CHEBT","D",,"A","2014","D"
"20152","02995453",21,0,"1","01","D","105","D","2003","D",.,"A",60,"D","11","D",125,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",125,"D",125,"D",125,"D",.,"A",.,"A",.,"A",.,"A",.,"A","TOYAF","D",,"A","2014","D"
"20152","02997233",16,0,"5","01","D","105","D","2013","D",.,"A",.,"C","08","D",400,"D","3","D",.,"A",.,"A",2000,"D",.,"A",,"A",400,"D",400,"D",400,"D",.,"A",.,"A",.,"A",2000,"D",.,"A","TOYAX","D",,"A","2013","D"
"20152","02997503",5,0,"5","01","D","105","D","2005","D",.,"A",48,"D","12","D",365,"D","3","D",.,"A",.,"A",3000,"D",.,"A",,"A",365,"D",365,"D",365,"D",.,"A",.,"A",.,"A",3000,"D",.,"A","NISAR","D",,"A","2011","D"
"20152","02998253",6,0,"1","01","D","105","D","2016","D",.,"A",36,"D","01","D",350,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",350,"D",350,"D",350,"D",.,"A",.,"A",.,"A",.,"A",.,"A","NISAD","D",,"A","2015","D"
"20152","02998373",25,0,"5","01","D","105","D","2012","D",.,"A",36,"D","05","D",159,"D","3","D",.,"A",1500,"D",2000,"D",.,"A","04","D",159,"D",159,"D",159,"D",.,"A",.,"A",.,"A",2000,"D",.,"A","MAZAN","D",,"A","2012","D"
"20152","02999333",17,0,"5","01","D","105","D","2014","D",.,"A",36,"D","12","D",600,"D","3","D",.,"A",.,"A",4000,"D",.,"A",,"A",600,"D",600,"D",600,"D",.,"A",.,"A",.,"A",4000,"D",.,"A","MRBAA","D",,"A","2013","D"
"20152","02999333",18,0,"1","02","D","105","D","2015","D",.,"A",36,"D","01","D",450,"D","3","D",.,"A",12000,"D",.,"A",.,"A",,"A",450,"D",450,"D",450,"D",.,"A",.,"A",.,"A",.,"A",.,"A","MRBBC","D",,"A","2015","D"
"20152","03002193",19,0,"5","01","D","105","D","2014","D",.,"A",36,"D","12","F",300,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",300,"D",300,"D",300,"D",.,"A",.,"A",.,"A",.,"A",.,"A","FORBC","D",,"A","2014","D"
"20152","03002223",49,0,"5","01","D","105","D","2012","D",.,"A",39,"D","09","D",304,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",304,"D",304,"D",304,"D",.,"A",.,"A",.,"A",.,"A",.,"A","BUIXX","D",,"A","2012","D"
"20152","03002603",19,0,"5","01","D","105","D","2014","D",.,"A",24,"D","11","D",390,"D","3","D",.,"A",.,"A",1500,"D",.,"A",,"A",390,"D",390,"D",390,"D",.,"A",.,"A",.,"A",1500,"D",.,"A","INFAE","D",,"A","2014","D"
"20152","03002683",17,0,"5","01","D","105","D","2013","D",.,"A",39,"D","01","D",340,"D","3","D",.,"A",.,"A",4000,"D",.,"A",,"A",340,"D",340,"D",340,"D",.,"A",.,"A",.,"A",4000,"D",.,"A","INFAN","D",,"A","2013","D"
"20152","03002913",10,0,"5","01","D","105","D","2013","D",.,"A",.,"C","03","F",.,"C","3","D",.,"A",.,"A",.,"A",.,"A",,"A",210,"F",210,"F",210,"F",.,"A",.,"A",.,"A",.,"A",.,"A","FORBK","D",,"A","2013","D"
"20152","03004013",11,0,"1","01","D","105","D","2015","D",.,"A",36,"D","01","D",230,"D","3","D",.,"A",.,"A",3000,"D",.,"A",,"A",230,"D",230,"D",230,"D",.,"A",.,"A",.,"A",3000,"D",.,"A","NISAJ","D",,"A","2015","D"
"20152","03004223",28,0,"5","01","D","105","D","2013","D",.,"A",36,"D","11","D",191,"D","3","D",.,"A",.,"A",3000,"D",.,"A",,"A",191,"D",191,"D",191,"D",.,"A",.,"A",.,"A",3000,"D",.,"A","NISAG","D",,"A","2013","D"
"20152","03004413",15,0,"5","01","D","105","D","2012","D",.,"A",.,"C","03","D",300,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",300,"D",300,"D",300,"D",.,"A",.,"A",.,"A",.,"A",.,"A","NISAW","D",,"A","2012","D"
"20152","03004853",26,0,"5","01","D","105","D","2014","D",.,"A",1,"D","10","D",11000,"D","7","D",.,"A",10000,"D",.,"A",.,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","CHEBT","D",,"A","2014","D"
"20152","03005463",11,0,"5","01","D","105","D","2014","D",.,"A",36,"D","11","D",539,"D","3","D",.,"A",.,"A",4000,"D",.,"A",,"A",539,"D",539,"D",539,"D",.,"A",.,"A",.,"A",4000,"D",.,"A","FORBJ","D",,"A","2014","D"
"20152","03006853",9,0,"5","01","D","105","D","2012","D",.,"A",36,"D","01","D",195,"D","3","D",.,"A",.,"A",3600,"D",.,"A",,"A",195,"D",195,"D",195,"D",.,"A",.,"A",.,"A",3600,"D",.,"A","TOYAF","D",,"A","2012","D"
"20152","03008373",30,0,"5","01","D","105","D","2014","D",.,"A",36,"D","08","D",307,"D","3","D",.,"A",.,"A",600,"D",.,"A",,"A",307,"D",307,"D",307,"D",.,"A",.,"A",.,"A",600,"D",.,"A","FORBJ","D",,"A","2014","D"
"20152","03008763",11,0,"5","01","D","105","D","2013","D",.,"A",39,"D","06","D",590,"D","3","D",.,"A",1500,"D",600,"D",.,"A","04","D",590,"D",590,"D",.,"A",.,"A",.,"A",.,"A",600,"D",.,"A","JEEAD","D",,"A","2013","D"
"20152","03008903",19,0,"5","01","D","105","D","2013","D",.,"A",36,"D","05","D",550,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",550,"D",550,"D",550,"D",.,"A",.,"A",.,"A",.,"A",.,"A","BMWAA","D",,"A","2013","D"
"20152","03009313",14,0,"5","01","D","105","D","2015","D",.,"A",36,"D","01","D",299,"D","3","D",.,"A",700,"D",300,"D",.,"A",,"A",299,"D",299,"D",299,"D",.,"A",.,"A",.,"A",300,"D",.,"A","TOYAF","D",,"A","2015","D"
"20152","03009783",29,0,"5","02","D","105","D","2014","D",.,"A",36,"D","02","D",311,"D","3","D",.,"A",.,"A",500,"D",.,"A",,"A",311,"D",311,"D",311,"D",.,"A",.,"A",.,"A",500,"D",.,"A","FORBK","D",,"A","2015","D"
"20152","03010424",6,0,"5","01","D","105","D","2009","D",.,"A",48,"D","04","D",369,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",369,"D",369,"D",369,"D",.,"A",.,"A",.,"A",.,"A",.,"A","SUBAF","D",,"A","2014","D"
"20152","03034124",11,0,"5","01","D","105","D","2015","D",.,"A",.,"C","09","D",640,"D","3","D",.,"A",.,"C",.,"A",.,"A",,"A",640,"D",640,"D",640,"D",.,"A",.,"A",.,"A",.,"A",.,"A","KIAAE","D",,"A","2014","D"
"20152","03048864",7,0,"1","01","D","105","D","2014","D",0.8,"D",36,"D","11","D",1000,"D","3","D",.,"A",32000,"D",4000,"D",.,"A",,"A",1000,"D",1000,"D",1000,"D",.,"A",.,"A",.,"A",4000,"D",.,"A","BMWAM","D",,"A","2014","D"
"20152","03048864",8,0,"1","02","D","105","D","2015","D",0.8,"D",36,"D","11","D",951,"D","3","D",.,"A",20000,"D",2500,"D",.,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",2500,"D",.,"A","BMWAB","D",,"A","2015","D"
"20152","03049654",8,0,"1","01","D","105","D","2013","D",.,"A",36,"D","09","D",279,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",279,"D",279,"D",279,"D",.,"A",.,"A",.,"A",.,"A",.,"A","FORBA","D",,"A","2013","D"
"20152","03049762",19,0,"1","01","D","105","D","2013","D",.,"A",75,"D","01","D",469,"D","3","D",.,"A",.,"A",200,"D",.,"A",,"A",469,"D",469,"D",469,"D",.,"A",.,"A",.,"A",200,"D",.,"A","CHEBV","D",,"A","2015","D"
"20152","03050992",11,0,"1","01","D","105","D","2013","D",.,"A",24,"D","09","D",580,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",580,"D",580,"D",580,"D",.,"A",.,"A",.,"A",.,"A",.,"A","BUIAS","D",,"A","2013","D"
"20152","03051824",21,0,"5","01","D","105","D","2015","D",.,"A",24,"D","12","D",300,"D","3","D",.,"A",.,"C",1000,"D",.,"A",,"A",300,"D",300,"D",300,"D",.,"A",.,"A",.,"A",1000,"D",.,"A","CHEBU","D",,"A","2014","D"
"20152","03052804",27,0,"5","01","D","105","D","2013","D",.,"A",36,"D","03","D",399,"D","3","D",.,"A",1000,"D",2000,"D",.,"A",,"A",399,"D",399,"D",399,"D",.,"A",.,"A",.,"A",2000,"D",.,"A","HONAI","D",,"A","2013","D"
"20152","03053293",12,0,"1","01","D","105","D","2015","D",.,"A",42,"D","11","D",316,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",316,"D",316,"D",316,"D",.,"A",.,"A",.,"A",.,"A",.,"A","SUBAC","D",,"A","2014","D"
"20152","03054343",27,0,"1","01","D","105","D","2015","D",.,"A",36,"D","11","D",1118,"D","3","D",.,"A",.,"A",5000,"D",.,"A",,"A",1118,"D",1118,"D",1118,"D",.,"A",.,"A",.,"A",5000,"D",.,"A","PORXX","D",,"A","2014","D"
"20152","03055252",13,0,"5","01","D","105","D","2014","D",.,"A",36,"D","08","D",350,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",350,"D",350,"D",350,"D",.,"A",.,"A",.,"A",.,"A",.,"A","CHEAZ","D",,"A","2014","D"
"20152","03055252",14,0,"5","02","D","105","D","2015","D",.,"A",39,"D","02","D",279,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",279,"D",279,"D",279,"D",.,"A",.,"A",.,"A",.,"A",.,"A","CHEBP","D",,"A","2015","D"
"20152","03055252",15,0,"1","03","D","105","D","2015","D",.,"A",39,"D","02","D",279,"D","3","D",.,"A",.,"A",500,"D",.,"A",,"A",279,"D",279,"D",279,"D",15,"D",15,"D",15,"D",500,"D",.,"A","CHEBP","D",,"A","2015","D"
"20152","03055984",20,0,"5","01","D","105","D","2014","D",.,"A",24,"D","08","D",289,"D","3","D",.,"A",.,"A",500,"D",.,"A",,"A",289,"D",289,"D",289,"D",.,"A",.,"A",.,"A",500,"D",.,"A","DODAX","D",,"A","2014","D"
"20152","03055984",21,0,"5","02","D","105","D","2015","D",.,"A",36,"D","08","D",370,"D","3","D",.,"A",.,"A",500,"D",.,"A",,"A",370,"D",370,"D",370,"D",.,"A",.,"A",.,"A",500,"D",.,"A","CHRAS","D",,"A","2014","D"
"20152","03056602",9,0,"5","01","D","105","D","2014","D",.,"A",39,"D","02","D",199,"D","3","D",.,"A",.,"A",1500,"D",.,"A",,"A",199,"D",199,"D",199,"D",.,"A",.,"A",.,"A",1500,"D",.,"A","CHEBT","D",,"A","2014","D"
"20152","03057143",20,0,"1","01","D","105","D","2015","D",.,"A",36,"D","12","D",850,"D","3","D",.,"A",2000,"D",.,"A",.,"A",,"A",850,"D",850,"D",850,"D",.,"A",.,"A",.,"A",.,"A",.,"A","ACUAI","D",,"A","2014","D"
"20152","03057143",21,0,"1","02","D","105","D","2015","D",.,"A",36,"D","07","D",760,"D","3","D",.,"A",1500,"D",.,"A",.,"A",,"A",760,"D",760,"D",760,"D",.,"A",.,"A",.,"A",.,"A",.,"A","AUDAG","D",,"A","2014","D"
"20152","03058163",12,0,"5","01","D","105","D","2015","D",.,"A",36,"D","01","D",300,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",300,"D",300,"D",300,"D",.,"A",.,"A",.,"A",.,"A",.,"A","MAZAN","D",,"A","2015","D"
"20152","03058163",13,0,"5","02","D","105","D","2008","D",.,"A",.,"C","07","F",300,"D","3","D",.,"A",1000,"D",.,"A",.,"A","03","D",300,"D",300,"D",300,"D",.,"A",.,"A",.,"A",.,"A",.,"A","DODAC","D",,"A","2012","D"
"20152","03059983",5,0,"1","01","D","105","D","2015","D",.,"A",39,"D","03","D",560,"D","3","D",.,"A",18000,"D",.,"A",.,"A",,"A",.,"A",560,"D",560,"D",.,"A",.,"A",.,"A",.,"A",.,"A","CHEXX","D",,"A","2015","D"
"20152","03062514",15,0,"1","01","D","105","D","2005","D",.,"A",6,"D","04","D",300,"D","3","D",.,"A",2000,"D",5000,"D",.,"A",,"A",.,"A",.,"A",300,"D",.,"A",.,"A",.,"A",5000,"D",.,"A","HONAI","D",,"A","2015","D"
"20152","03064723",12,0,"5","01","D","105","D","2014","D",.,"A",60,"D","03","D",245,"D","3","D",.,"A",1000,"D",500,"D",.,"A",,"A",245,"D",245,"D",245,"D",.,"A",.,"A",.,"A",500,"D",.,"A","HONAK","D",,"A","2014","D"
"20152","03065134",21,0,"5","01","D","105","D","2014","D",.,"A",36,"D","01","D",220,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",220,"D",220,"D",220,"D",.,"A",.,"A",.,"A",.,"A",.,"A","KIAAG","D",,"A","2014","D"
"20152","03065343",12,0,"5","01","D","105","D","2010","D",.,"A",24,"D","02","D",350,"D","3","D",.,"A",.,"A",4000,"D",.,"A",,"A",350,"D",350,"D",350,"D",.,"A",.,"A",.,"A",4000,"D",.,"A","DODAC","D",,"A","2014","D"
"20152","03065844",16,0,"1","01","D","105","D","2015","D",0.5,"D",.,"C","01","D",.,"C","3","D",.,"A",.,"A",.,"A",.,"A",,"A",470,"F",470,"F",470,"F",.,"A",.,"A",.,"A",.,"A",.,"A","BMWBA","D",,"A","2015","D"
"20152","03066252",9,0,"5","01","D","105","D","2014","D",.,"A",60,"D","05","D",430,"D","3","D",.,"A",13000,"D",.,"A",.,"A",,"A",430,"D",430,"D",430,"D",.,"A",.,"A",.,"A",.,"A",.,"A","JEEAM","D",,"A","2014","D"
"20152","03066252",10,0,"5","02","D","105","D","2009","D",.,"A",60,"D","02","D",230,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",230,"D",230,"D",230,"D",.,"A",.,"A",.,"A",.,"A",.,"A","MINAA","D",,"A","2015","D"
"20152","03066753",13,0,"5","01","D","105","D","2014","D",.,"A",36,"D","10","D",300,"D","3","D",.,"A",6000,"D",.,"A",.,"A",,"A",300,"D",300,"D",300,"D",.,"A",.,"A",.,"A",.,"A",.,"A","TOYAO","D",,"A","2014","D"
"20152","03069493",17,0,"1","01","D","105","D","2015","D",.,"A",39,"D","02","D",241,"D","3","D",.,"A",.,"A",750,"D",750,"D",,"A",241,"D",241,"D",241,"D",.,"A",.,"A",.,"A",0,"D",.,"A","MAZAP","D",,"A","2015","D"
"20152","03069783",27,0,"1","01","D","105","D","1995","D",.,"A",12,"D","04","D",236,"D","3","D",.,"A",1000,"D",1500,"D",.,"A",,"A",.,"A",236,"D",236,"D",.,"A",.,"A",.,"A",1500,"D",.,"A","CHEAD","D",,"A","2015","D"
"20152","03069834",19,0,"5","01","D","105","D","2012","D",.,"A",60,"D","04","D",239,"D","3","D",.,"A",14000,"D",5500,"D",.,"A",,"A",239,"D",239,"D",239,"D",.,"A",.,"A",.,"A",5500,"D",.,"A","TOYAX","D",,"A","2013","D"
"20152","03072483",26,0,"5","01","D","105","D","2014","D",.,"A",36,"D","11","D",223,"D","3","D",.,"A",1500,"D",2000,"D",.,"A",,"A",223,"D",223,"D",223,"D",.,"A",.,"A",.,"A",2000,"D",.,"A","HYUAB","D",,"A","2014","D"
"20152","03072832",20,0,"5","01","D","105","D","2015","D",.,"A",36,"D","02","D",170,"D","3","D",.,"A",2400,"D",.,"A",.,"A",,"A",170,"D",170,"D",170,"D",.,"A",.,"A",.,"A",.,"A",.,"A","SUBAF","D",,"A","2015","D"
"20152","03074594",16,0,"5","01","D","105","D","2015","D",.,"A",36,"D","08","D",300,"D","3","D",.,"A",3000,"D",.,"A",.,"A",,"A",300,"D",300,"D",300,"D",.,"A",.,"A",.,"A",.,"A",.,"A","KIAAE","D",,"A","2014","D"
"20152","03074594",17,0,"1","02","D","105","D","2015","D",.,"A",36,"D","08","D",300,"D","3","D",.,"A",.,"A",3000,"D",.,"A",,"A",300,"D",300,"D",300,"D",.,"A",.,"A",.,"A",3000,"D",.,"A","KIAAH","D",,"A","2014","D"
"20152","03075032",12,0,"5","01","D","105","D","2013","D",.,"A",48,"D","10","D",281,"D","3","D",.,"A",.,"A",3000,"D",.,"A",,"A",281,"D",281,"D",281,"D",.,"A",.,"A",.,"A",3000,"D",.,"A","HYUXX","D",,"A","2012","D"
"20152","03078282",10,0,"5","01","D","105","D","2009","D",.,"A",60,"D","07","D",519,"D","3","D",.,"A",.,"C",.,"A",.,"A",,"A",519,"D",519,"D",519,"D",.,"A",.,"A",.,"A",.,"A",.,"A","LEXAG","D",,"A","2009","D"
"20152","03078282",11,0,"5","02","D","105","D","2013","D",.,"A",60,"D","08","D",479,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",479,"D",479,"D",479,"D",.,"A",.,"A",.,"A",.,"A",.,"A","LEXAE","D",,"A","2013","D"
"20152","03078552",16,0,"5","01","D","105","D","2014","D",.,"A",36,"D","01","D",327,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",327,"D",327,"D",327,"D",.,"A",.,"A",.,"A",.,"A",.,"A","VOKAI","D",,"A","2015","D"
"20152","03078552",17,0,"1","02","D","105","D","2014","D",.,"A",36,"D","12","D",360,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",360,"D",360,"D",360,"D",.,"A",.,"A",.,"A",.,"A",.,"A","VOKAI","D",,"A","2014","D"
"20152","03078993",14,0,"1","01","D","105","D","2014","D",.,"A",36,"D","01","D",1000,"D","3","D",.,"A",.,"A",10000,"D",.,"A",,"A",1000,"D",1000,"D",1000,"D",50,"D",50,"D",50,"D",10000,"D",.,"A","MRBBF","D",,"A","2015","D"
"20152","03078993",15,0,"1","02","D","105","D","2013","D",.,"A",36,"D","05","D",1400,"D","3","D",.,"A",.,"A",15000,"D",.,"A",,"A",1400,"D",1400,"D",1400,"D",75,"D",75,"D",75,"D",15000,"D",.,"A","MRBAU","D",,"A","2013","D"
"20152","03078993",16,0,"1","03","D","105","D","2014","D",.,"A",36,"D","11","D",900,"D","3","D",.,"A",10000,"D",.,"A",.,"A",,"A",900,"D",900,"D",900,"D",70,"D",70,"D",70,"D",.,"A",.,"A","JEEAB","D",,"A","2014","D"
"20152","03080212",12,0,"1","01","D","105","D","2010","D",.,"A",48,"D","06","D",300,"D","3","D",.,"A",.,"A",200,"D",.,"A",,"A",300,"D",300,"D",300,"D",.,"A",.,"A",.,"A",200,"D",.,"A","FORBA","D",,"A","2012","D"
"20152","03080212",13,0,"1","02","D","105","D","2011","D",.,"A",.,"C","06","D",.,"C","3","D",.,"A",.,"A",.,"A",.,"A",,"A",325,"D",325,"D",325,"D",.,"A",.,"A",.,"A",.,"A",.,"A","MITAF","D",,"A","2013","F"
